排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.684,-0.02,1104.43,1104.43,39.63,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(521.35亿)；沪深300ETF华夏(409.83亿)；沪深300ETF嘉实(307.27亿)；沪深300ETF天弘(83.18亿)
2,588000,科创50ETF华夏,1.74,-2.08,870.79,870.79,43.68,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(416.24亿)；科创50ETF工银(107.64亿)；科创50ETF广发(75.52亿)
3,159915,创业板ETF易方达,3.412,-1.27,641.16,641.16,41.35,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(114.31亿)；创业板ETF天弘(65.17亿)
4,512880,证券ETF国泰,1.113,0.72,638.52,638.52,20.17,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(388.72亿)；证券ETF天弘(121.93亿)；券商ETF银华(96.74亿)；证券ETF南方(82.31亿)
5,588200,科创芯片ETF嘉实,1.16,-2.85,490.19,490.19,22.47,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(74.77亿)
6,510500,中证500ETF南方,7.881,-1.08,426.12,426.12,30.58,中证500指数,指数型-股票,中证500,中证500ETF嘉实(90.02亿)；中证500ETF华夏(83.57亿)
7,588170,科创半导体ETF华夏,0.965,-4.17,424.73,424.73,45.21,上证科创板半导体材料设备主题指数,指数型-股票,半导体,科创半导体设备ETF华泰柏瑞(113.0亿)
8,159516,半导体设备ETF国泰,0.696,-3.73,421.02,421.02,26.16,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(207.38亿)；半导体设备ETF广发(132.32亿)；半导体设备ETF华夏(88.97亿)
9,515880,通信ETF国泰,0.662,-1.49,415.84,415.84,25.5,中证全指通信设备指数,指数型-股票,通信,
10,563360,A500ETF华泰柏瑞,1.287,-0.31,410.18,410.18,39.81,中证A500指数,指数型-股票,中证A500,A500ETF南方(341.22亿)；A500ETF易方达(291.83亿)；中证A500ETF国泰(262.19亿)；A500ETF华夏(200.12亿)
11,512890,红利低波ETF华泰柏瑞,1.208,1.34,339.51,339.51,13.57,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(131.78亿)
12,159995,芯片ETF华夏,1.14,-2.4,275.09,275.09,6.53,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(65.25亿)
13,512400,有色金属ETF南方,1.935,-0.92,266.06,266.06,8.21,有色金属,指数型-股票,有色金属,
14,159949,创业板50ETF华安,1.594,-1.12,245.04,245.04,13.43,创业板50指数,指数型-股票,创业板,
15,512170,医疗ETF华宝,0.341,0.59,243.94,243.94,2.9,中证医疗指数,指数型-股票,医药,
16,159819,人工智能ETF易方达,1.771,-0.51,214.84,214.84,4.29,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(84.62亿)
17,512100,中证1000ETF南方,3.122,-0.86,212.08,212.08,33.68,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(69.99亿)；中证1000ETF广发(59.48亿)
18,510050,上证50ETF华夏,3.055,0.46,211.1,211.1,13.98,上证50指数,指数型-股票,上证50,
19,510880,红利ETF华泰柏瑞,3.482,-0.2,203.16,203.16,7.49,上证红利指数,指数型-股票,红利,
20,515450,红利低波50ETF南方,1.422,1.07,203.16,203.16,2.62,标普中国A股大盘红利低波50指数,指数型-股票,红利,
21,159326,电网设备ETF华夏,1.655,-0.9,198.87,198.87,3.6,中证电网设备主题指数,指数型-股票,其他,
22,512480,半导体ETF国联安,1.03,-2.65,197.33,197.33,12.24,中证全指半导体产品与设备指数,指数型-股票,半导体,
23,515180,红利ETF易方达,1.469,0.07,189.2,189.2,5.08,中证红利指数,指数型-股票,红利,中证红利ETF招商(115.27亿)
24,515050,通信ETF华夏,1.028,-2.1,178.86,178.86,7.64,中证5G通信主题指数,指数型-股票,通信,
25,562500,机器人ETF华夏,0.964,-0.92,178.71,178.71,4.0,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(60.83亿)
26,510180,上证180ETF华安,3.995,0.1,176.5,176.5,0.38,上证180指数,指数型-股票,上证180,
