排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,510300,沪深300ETF华泰柏瑞,76.52,29.63,26.64,56.5,23.42,33.4,4.68,-0.11,13.8,66.76,1.45,47.2,4.703,4.782,0,-0.49,1.21,0.83,39.63,,,沪深300
2,588000,科创50ETF华夏,65.22,3.61,30.49,62.18,3.62,40.23,1.74,-2.08,73.95,73.97,7.71,91.1,1.786,1.911,0,-2.58,0.78,0.51,43.68,,,科创板
3,159915,创业板ETF易方达,14.94,21.27,9.92,19.11,21.15,26.58,3.41,-1.33,38.92,34.12,5.45,62.04,3.542,3.757,0,-3.73,0.75,0.54,41.35,,,创业板
4,512880,证券ETF国泰,116.24,34.82,40.18,116.41,20.67,35.61,1.11,0.72,13.15,5.93,1.3,20.44,1.09,1.1,0,2.11,0.92,1.01,20.17,,,证券
5,588200,科创芯片ETF嘉实,63.05,9.9,34.43,62.95,9.17,44.39,1.16,-2.85,100.48,75.13,,,1.191,1.29,0,-2.6,0.75,0.5,22.47,,,半导体
6,510500,中证500ETF南方,78.95,38.79,24.89,73.42,33.16,38.95,7.88,-1.09,26.41,66.07,2.43,78.04,7.93,8.116,0,-0.63,0.98,0.81,30.58,,,中证500
7,588170,科创半导体ETF华夏,29.7,14.83,41.59,40.81,17.09,51.21,0.97,-3.67,45.18,83.48,,,1.015,1.056,0,-4.43,0.81,0.57,45.21,,,半导体
8,159516,半导体设备ETF国泰,29.02,14.76,40.39,39.03,16.07,50.49,0.7,-3.18,100.51,92.51,,,0.735,0.765,0,-4.76,0.81,0.54,26.16,,,半导体
9,515880,通信ETF国泰,53.24,39.15,23.12,57.13,30.93,35.35,0.66,-1.79,43.38,86.96,,,0.665,0.732,0,-0.75,0.88,0.6,25.5,,,通信
10,563360,A500ETF华泰柏瑞,70.54,29.42,20.47,55.56,25.66,31.08,1.29,-0.31,15.47,50.19,,,1.299,1.326,0,-0.92,0.99,0.89,39.81,,,中证A500
11,512890,红利低波ETF华泰柏瑞,99.81,103.69,101.04,87.54,89.77,77.3,1.21,1.51,8.08,75.42,0.88,63.56,1.173,1.15,1,3.15,1.56,1.47,13.57,,,红利
12,159995,芯片ETF华夏,59.39,6.3,25.26,54.89,5.49,35.48,1.14,-2.4,,,,,1.178,1.301,0,-3.23,0.96,0.65,6.53,,,半导体
13,512400,有色金属ETF南方,73.46,95.63,15.19,90.79,94.11,10.61,1.94,-0.67,15.56,82.15,,,1.932,1.87,1,0.41,0.59,0.64,8.21,,,有色金属
14,159949,创业板50ETF华安,13.56,19.42,4.52,15.65,19.43,19.97,1.59,-1.12,,,,,1.66,1.782,0,-3.98,0.91,0.58,13.43,,,创业板
15,512170,医疗ETF华宝,2.79,72.02,46.44,4.11,84.54,37.25,0.34,0.29,27.86,23.32,3.47,12.12,0.347,0.323,1,-2.02,0.69,0.46,2.9,,,医药
16,159819,人工智能ETF易方达,88.92,10.62,29.74,62.75,6.94,39.9,1.77,-0.51,45.66,51.69,,,1.79,1.916,0,-1.06,1.06,0.71,4.29,,,人工智能
17,512100,中证1000ETF南方,85.1,51.33,29.69,77.64,45.39,30.91,3.12,-0.92,31.04,66.85,2.42,48.0,3.11,3.192,0,0.32,1.09,0.7,33.68,,,中证1000
18,510050,上证50ETF华夏,118.63,62.49,43.28,109.08,51.78,38.25,3.06,0.62,11.26,73.19,1.26,61.2,3.029,3.026,1,1.02,0.92,0.74,13.98,,,上证50
19,510880,红利ETF华泰柏瑞,79.26,106.12,95.35,99.11,114.29,85.58,3.48,-0.26,8.96,83.69,0.88,64.08,3.362,3.22,1,3.51,1.52,0.96,7.49,,,红利
20,515450,红利低波50ETF南方,64.27,70.02,72.75,51.22,68.16,66.82,1.42,0.92,8.64,80.16,0.88,63.56,1.404,1.39,1,1.14,1.21,1.13,2.62,,,红利
21,159326,电网设备ETF华夏,45.71,31.42,8.61,44.16,27.38,23.54,1.66,-0.9,11.91,71.49,,,1.69,1.802,0,-2.07,0.61,0.44,3.6,,,其他
22,512480,半导体ETF国联安,64.89,9.64,28.88,59.83,8.0,39.38,1.03,-2.65,68.03,52.44,,,1.058,1.155,0,-2.65,0.92,0.68,12.24,,,半导体
23,515180,红利ETF易方达,82.75,108.14,84.59,101.69,114.79,68.84,1.47,0.14,8.7,64.13,0.86,53.44,1.433,1.388,1,2.58,1.4,1.22,5.08,,,红利
24,515050,通信ETF华夏,62.62,32.86,30.3,64.84,27.12,40.4,1.03,-1.9,43.26,85.39,,,1.038,1.136,0,-0.77,0.94,0.6,7.64,,,通信
25,562500,机器人ETF华夏,70.81,16.05,8.39,44.07,13.22,16.1,0.96,-0.92,47.45,30.13,,,0.985,1.037,0,-2.13,0.87,0.61,4.0,,,机器人
26,510180,上证180ETF华安,104.14,56.05,32.83,89.35,48.31,32.23,4.0,0.23,11.83,61.29,1.24,46.64,3.992,4.004,0,0.2,0.68,0.54,0.38,,,上证180
27,159530,机器人ETF易方达,63.4,12.24,5.47,31.53,11.53,11.23,1.33,-1.12,,,,,1.372,1.448,0,-3.21,0.79,0.49,4.05,,,机器人
28,159781,科创创业ETF易方达,30.7,4.8,17.51,31.11,6.63,31.63,1.07,-1.66,39.77,56.58,,,1.115,1.214,0,-4.3,0.76,0.48,2.76,,,科创板
29,159201,自由现金流ETF华夏,73.09,110.85,25.14,96.78,115.74,19.72,1.19,-0.17,,,,,1.181,1.146,1,1.02,1.56,0.94,3.5,,,货币市场
30,159992,创新药ETF银华,1.64,40.65,64.96,3.57,69.67,59.14,0.85,0.12,27.19,26.9,,,0.891,0.84,1,-4.71,0.7,0.52,5.85,,,医药
31,159928,消费ETF汇添富,72.24,78.93,36.79,72.56,81.71,30.44,0.67,0.6,20.33,22.53,3.48,2.44,0.671,0.654,1,-0.15,1.35,0.83,3.08,,,消费
