排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,00700,腾讯控股,-1.37,4.73,5.05,5.13,31.42,7.85,434.0,-0.32,14.8,,3.02,,443.6,451.653,0.0,-2.16,1.06,0.74,76.68,,,
2,00005,汇丰控股,87.22,76.79,92.79,88.27,73.8,91.26,166.0,0.67,15.11,,2.1,,162.815,158.293,1.0,1.96,0.4,0.5,10.39,,,
3,01398,工商银行,34.88,93.12,91.03,33.47,101.16,89.58,7.54,0.47,6.35,,0.59,,7.466,7.135,1.0,1.06,0.51,0.52,6.9,,,
4,03750,宁德时代,22.03,7.86,26.97,18.33,15.15,43.13,562.0,0.0,26.99,,5.95,,610.425,637.35,0.0,-7.93,0.98,1.38,15.13,,,
5,00939,建设银行,59.9,99.11,96.22,59.14,105.73,96.68,9.61,0.52,6.4,,0.61,,9.278,8.789,1.0,3.58,0.83,0.84,18.34,,,
6,01288,农业银行,20.1,86.9,87.25,35.35,98.97,85.23,6.3,0.0,6.53,,0.67,,6.253,5.913,1.0,0.75,0.93,0.97,5.19,,,
7,09988,阿里巴巴-W,38.68,23.81,19.87,28.72,59.51,18.19,109.8,0.27,25.7,,1.73,,115.89,111.989,1.0,-5.25,0.7,0.48,51.1,,,
8,00857,中国石油股份,84.57,108.82,45.07,62.82,104.97,37.29,10.43,0.77,9.52,,1.01,,10.001,9.619,1.0,4.29,1.1,0.95,7.66,,,
9,03988,中国银行,58.92,95.49,94.79,61.41,105.99,98.64,5.92,0.68,6.75,,0.6,,5.641,5.345,1.0,4.86,0.61,0.68,7.4,,,
10,00941,中国移动,11.48,15.41,25.61,9.95,46.25,32.83,78.95,0.06,11.39,,1.02,,80.53,80.319,1.0,-1.96,0.65,0.59,6.6,,,
11,03308,中际旭创,92.09,52.33,,87.45,30.59,,1173.0,1.03,59.32,,28.51,,1093.3,,,7.29,0.9,,22.95,,,
12,03968,招商银行,64.78,93.72,87.44,70.49,99.31,69.84,51.85,-0.1,7.6,,0.99,,50.061,48.274,1.0,3.57,1.02,1.15,7.19,,,
13,00883,中国海洋石油,85.18,112.89,39.55,68.34,112.17,29.7,25.82,-0.15,7.78,,1.25,,24.903,23.396,1.0,3.68,1.3,1.35,20.59,,,
14,01088,中国神华,73.1,111.89,65.86,27.5,106.18,52.74,46.86,2.72,16.3,,1.92,,44.979,43.197,1.0,4.18,1.04,1.17,4.86,,,
15,02318,中国平安,12.68,62.51,10.08,21.56,84.59,11.51,55.45,0.36,5.54,,0.85,,55.898,55.332,1.0,-0.8,0.81,0.9,17.91,,,
16,02899,紫金矿业,76.68,87.6,41.3,49.22,90.88,26.33,37.6,1.73,13.0,,4.3,,36.633,33.31,1.0,2.64,0.78,0.6,12.61,,,
17,02628,中国人寿,12.67,79.54,39.02,38.96,90.53,39.01,29.48,-0.47,2.97,,1.09,,28.832,28.519,1.0,2.25,0.67,0.63,10.1,,,
18,01299,友邦保险,59.36,77.27,19.04,62.13,73.16,17.12,76.95,0.07,12.78,,2.5,,74.853,74.917,0.0,2.8,1.06,0.8,18.33,,,
19,00300,美的集团,18.63,87.3,97.5,26.29,100.3,95.76,98.65,0.31,14.88,,3.06,,98.418,93.502,1.0,0.24,1.2,1.13,5.05,,,
20,01211,比亚迪股份,-6.76,10.41,36.08,-4.02,53.45,45.7,81.8,-2.44,22.4,,2.7,,88.797,86.774,1.0,-7.88,1.44,1.5,22.67,,,
21,03328,交通银行,65.72,99.79,101.15,65.39,103.72,97.4,7.89,0.38,6.31,,0.52,,7.622,7.301,1.0,3.52,1.14,1.19,2.61,,,
22,01810,小米集团-W,3.58,32.18,29.36,13.9,67.41,25.67,26.38,-2.01,18.17,,2.19,,27.352,26.381,1.0,-3.55,0.8,0.7,31.71,,,
23,01658,邮储银行,59.69,88.06,83.94,67.41,94.14,65.17,5.33,-0.65,6.27,,0.53,,5.102,4.938,1.0,4.47,0.33,0.39,1.02,,,
24,00386,中国石油化工股份,93.89,114.32,45.38,78.93,110.45,26.79,4.92,0.1,14.69,,0.61,,4.604,4.346,1.0,6.86,0.68,0.74,4.26,,,
25,09999,网易,18.33,-4.62,28.14,33.97,12.2,42.99,183.2,-2.66,15.9,,3.06,,191.855,197.452,0.0,-4.51,0.86,0.94,11.71,,,
26,02359,药明康德,45.25,66.87,84.93,43.04,72.64,85.49,193.2,-1.13,23.28,,5.97,,198.025,171.127,1.0,-2.44,0.6,0.35,4.62,,,
27,00981,中芯国际,-2.13,16.11,34.96,6.81,23.65,46.41,65.0,-0.54,68.53,,2.82,,69.722,72.394,0.0,-6.77,0.7,0.48,26.29,,,
28,02388,中银香港,66.96,93.93,95.16,73.53,100.08,94.79,51.95,0.58,13.17,,1.52,,51.159,48.891,1.0,1.55,0.92,1.11,6.24,,,
29,02888,渣打集团,105.78,88.33,98.62,105.02,79.77,93.85,242.6,1.34,12.53,,1.46,,234.43,226.85,1.0,3.49,0.91,0.73,1.8,,,
30,00388,香港交易所,-5.59,56.73,56.57,0.44,88.24,62.58,400.4,-0.4,25.63,,8.37,,411.78,397.823,1.0,-2.76,0.84,0.65,8.86,,,
31,03690,美团-W,70.26,14.54,43.98,97.7,40.93,48.97,77.8,-3.47,-11.26,,2.47,,81.733,81.761,0.0,-4.81,0.87,0.74,24.88,,,
32,02475,立讯精密,25.66,67.08,,10.86,60.73,,61.9,3.51,23.8,,4.23,,61.348,,,0.9,0.95,0.66,1.61,,,
33,00998,中信银行,56.51,106.87,89.68,58.15,112.75,70.71,8.39,0.18,5.73,,0.54,,8.048,7.493,1.0,4.25,0.69,1.01,1.78,,,
34,09633,农夫山泉,0.34,31.57,4.31,10.36,58.09,12.55,40.58,-1.27,23.47,,10.67,,42.368,42.173,1.0,-4.22,1.3,1.0,2.79,,,
35,02259,紫金黄金国际,83.39,110.87,31.41,73.93,113.15,15.38,163.2,2.0,22.11,,5.96,,151.2,124.227,1.0,7.94,0.91,0.66,10.26,,,
