排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
77,603288,海天味业,89.23,54.16,52.33,80.56,58.47,55.91,35.93,-0.08,28.88,2.33,5.38,4.95
78,003816,中国广核,105.38,68.87,31.3,75.36,25.56,33.87,4.14,4.55,21.07,87.93,1.69,73.85
79,300433,蓝思科技,83.98,19.75,37.2,70.58,7.55,39.45,39.02,2.96,59.67,84.37,3.9,87.42
80,002938,鹏鼎控股,6.02,25.23,52.63,0.53,25.82,59.27,87.3,-0.16,53.4,96.47,5.88,91.01
81,600690,海尔智家,84.61,64.14,27.51,86.71,66.33,24.11,21.15,-0.38,10.6,3.72,1.58,3.0
82,688072,拓荆科技,14.87,17.03,57.69,0.53,20.2,69.21,675.06,3.06,90.21,40.87,15.43,86.85
83,601066,中信建投,38.79,-4.96,52.3,3.22,-9.61,59.16,25.27,2.56,15.59,1.41,2.24,15.74
84,300760,迈瑞医疗,103.51,100.14,37.51,108.49,87.17,23.46,161.05,-0.66,24.9,12.88,4.87,4.4
85,601898,XD中煤能,84.66,102.73,17.71,92.29,86.38,12.17,14.59,-1.84,10.55,52.36,1.16,91.71
86,688498,源杰科技,32.47,54.98,63.24,46.22,48.78,60.26,1540.01,-0.84,538.5,71.86,75.94,96.75
87,603268,松发股份,81.35,101.41,90.94,88.0,97.81,79.47,187.3,-2.04,33.97,47.5,14.61,81.85
88,601336,新华保险,114.61,47.91,9.78,94.32,42.84,2.69,60.98,2.73,5.15,1.91,1.54,45.35
89,600406,国电南瑞,56.27,61.08,13.31,21.09,62.94,18.36,23.42,1.17,22.61,19.49,3.61,33.68
90,601668,中国建筑,96.58,62.98,47.06,79.87,61.08,36.68,4.48,0.22,4.88,50.17,0.37,0.95
91,601985,中国核电,105.1,44.59,78.87,80.71,25.81,81.84,8.92,0.9,22.29,85.56,1.53,31.01
92,601818,光大银行,112.62,68.26,47.4,102.35,58.71,32.03,3.09,0.65,4.83,39.64,0.36,1.76
93,600025,华能水电,88.44,61.75,67.41,79.69,58.25,63.41,9.76,-0.31,21.98,78.75,2.6,73.75
94,300604,长川科技,23.38,20.34,62.41,1.81,22.54,71.58,276.2,4.77,113.36,51.6,35.01,98.52
95,601766,中国中车,76.55,102.58,47.68,66.88,92.68,18.78,6.18,0.82,12.74,6.34,1.0,14.53
96,002352,顺丰控股,100.76,64.55,40.6,67.48,55.86,33.81,33.58,2.0,15.5,2.0,1.76,2.0
97,600031,三一重工,52.41,57.83,23.46,48.43,62.88,21.34,18.86,-0.47,20.6,45.12,1.91,10.53
98,601688,华泰证券,78.84,8.8,14.0,34.79,-2.57,12.41,19.14,2.96,9.85,12.43,0.97,34.06
99,301666,大普微-UW,-4.68,-2.44,15.08,-2.59,1.16,,391.0,-1.26,141.3,10.99,46.78,2.2
100,600989,宝丰能源,40.23,86.26,15.35,47.39,96.22,15.45,23.11,-0.56,11.03,0.23,3.07,51.16
