排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,长鑫科技,23.3,80.29,,43.03,,,56.1,-0.71,133.07,69.57,45.91,69.57
2,601398,工商银行,100.26,78.54,84.28,101.96,65.55,65.7,7.92,0.25,7.6,94.14,0.72,65.65
3,601939,建设银行,90.68,83.41,95.21,95.01,73.07,90.43,10.67,0.09,8.17,97.62,0.79,73.13
4,601288,农业银行,96.61,86.09,36.69,102.74,76.27,13.57,6.86,0.15,8.16,93.23,0.85,85.85
5,600941,中国移动,99.19,103.08,63.52,97.05,95.02,40.42,98.45,-0.41,16.2,62.04,1.5,37.78
6,601857,中国石油,74.21,103.98,35.11,90.4,108.1,28.93,11.01,-1.61,12.74,56.12,1.24,90.66
7,601988,中国银行,96.88,99.65,101.81,94.53,84.46,84.11,6.2,0.98,8.14,99.48,0.73,89.95
8,300750,宁德时代,6.42,72.12,32.51,2.59,84.03,45.2,379.0,0.6,20.63,13.84,4.62,24.82
9,600519,贵州茅台,32.89,80.83,40.35,26.96,83.66,37.09,1302.8,-0.09,20.0,6.86,6.48,3.0
10,600938,中国海油,54.42,108.27,22.74,64.63,107.48,16.2,33.33,-0.54,12.71,90.81,1.89,79.26
11,601138,工业富联,5.26,43.75,28.91,-0.9,46.12,34.58,60.57,0.7,25.62,86.32,6.84,90.23
12,601628,中国人寿,112.3,51.69,25.93,91.45,49.25,16.2,38.58,2.61,7.53,6.57,1.82,22.53
13,688981,中芯国际,10.54,3.9,43.76,-7.78,6.23,59.31,124.15,3.46,210.65,89.42,7.09,92.52
14,601088,中国神华,94.92,110.2,63.61,96.91,100.05,44.99,47.26,0.19,19.88,99.38,2.13,97.95
15,601318,中国平安,118.53,102.04,19.09,114.34,81.99,3.99,56.13,2.04,6.38,0.24,0.99,27.78
16,600036,招商银行,105.64,89.5,72.86,100.63,79.8,44.8,39.8,0.76,6.66,28.59,0.89,13.43
17,300308,中际旭创,-4.07,5.55,35.43,-0.68,12.13,58.78,850.9,0.58,48.66,52.98,24.97,95.33
18,601899,紫金矿业,80.46,106.75,31.93,73.36,106.77,13.67,34.47,2.35,13.55,11.1,4.54,84.85
19,002594,比亚迪,99.17,81.7,46.32,104.68,76.87,43.25,92.09,0.8,30.48,30.16,3.62,31.44
20,600900,长江电力,62.8,64.61,88.71,62.26,62.77,87.1,28.24,0.11,19.15,51.45,3.03,73.61
21,000333,美的集团,98.44,77.48,88.15,101.98,69.37,83.06,86.39,-0.35,14.91,54.65,2.84,45.02
22,600028,中国石化,102.88,96.27,10.16,106.77,84.07,-0.74,5.33,-0.56,17.93,86.47,0.76,37.73
23,688256,寒武纪,22.91,-2.66,41.15,12.49,-4.03,64.81,1020.0,0.94,192.5,78.0,47.32,82.39
24,601328,交通银行,91.57,91.35,81.9,97.7,83.79,54.29,7.17,0.14,6.57,90.57,0.54,54.93
25,601658,邮储银行,115.6,66.69,46.93,109.29,55.5,29.85,5.08,0.79,6.94,65.85,0.59,12.9
26,601728,中国电信,7.85,101.23,60.35,41.38,106.05,38.98,6.42,-0.47,19.74,81.73,1.24,64.69
27,300502,新易盛,-1.56,14.84,40.09,-0.72,23.62,62.19,398.78,-0.52,42.38,34.59,22.88,91.47
28,688041,海光信息,-3.78,-10.8,23.02,-6.74,-6.36,57.96,230.96,-0.47,170.86,59.24,21.16,73.65
29,002371,北方华创,10.22,11.12,50.95,-0.07,16.62,65.7,700.7,0.04,89.46,44.12,12.54,80.66
30,601998,中信银行,101.44,112.6,83.85,100.04,105.71,42.98,8.65,1.65,6.76,90.19,0.64,73.61
31,603259,药明康德,9.67,83.59,89.23,11.09,94.33,89.1,159.25,-1.09,21.93,31.27,5.7,49.9
32,002475,立讯精密,54.45,18.76,32.64,22.13,5.47,47.48,57.11,4.1,24.83,30.2,4.75,33.73
33,600030,中信证券,72.45,15.59,80.31,24.69,16.87,80.77,27.77,2.28,10.94,0.19,1.47,45.74
34,688235,百济神州,2.54,69.59,58.04,-4.77,85.11,36.44,279.0,1.42,100.5,89.46,12.15,77.0
35,688347,华虹宏力,22.73,-3.95,45.68,-5.51,-5.42,60.85,244.02,7.71,859.41,78.81,9.37,94.47
36,603993,洛阳钼业,78.45,62.58,14.88,46.4,48.05,16.35,19.59,6.35,15.07,14.53,4.67,93.62
37,601166,兴业银行,76.73,69.68,46.7,70.49,70.22,37.54,18.21,1.05,4.97,34.64,0.46,7.34
38,002384,东山精密,8.88,20.94,54.41,3.17,21.51,62.52,194.36,1.84,99.3,89.66,14.61,96.47
39,688012,中微公司,22.41,22.25,60.5,-1.63,22.36,69.3,368.05,3.97,83.33,47.07,11.74,73.24
40,601869,长飞光纤,68.09,38.31,48.86,70.22,22.12,52.15,388.02,-1.64,93.32,87.84,19.63,96.39
41,601319,中国人保,118.95,64.08,12.58,114.89,51.89,3.83,7.24,1.97,7.51,10.02,1.0,26.13
42,002415,海康威视,67.59,41.59,80.58,36.15,53.82,92.46,34.78,0.09,19.4,8.62,3.78,22.25
43,600183,生益科技,15.46,32.28,47.79,4.05,30.61,52.8,130.01,0.78,60.79,95.19,17.07,97.71
44,601211,国泰海通,43.81,4.75,44.9,8.76,11.37,40.02,17.85,3.12,9.71,4.76,0.95,28.25
45,600276,恒瑞医药,-4.04,-1.44,10.59,-8.06,20.89,27.32,46.74,0.54,40.15,2.43,4.81,0.14
46,601601,中国太保,117.54,83.73,10.35,109.33,68.28,1.59,31.98,1.59,5.71,2.33,0.96,11.96
47,600000,浦发银行,82.89,72.39,24.73,62.15,70.16,16.38,9.21,1.43,5.99,67.7,0.41,29.11
48,300059,东方财富,52.66,12.88,25.53,17.55,18.94,26.6,19.36,2.27,21.01,2.72,3.11,9.48
49,000858,五 粮 液,19.51,43.17,10.29,7.07,51.03,13.07,71.9,0.53,22.15,28.78,2.18,0.38
50,300394,天孚通信,8.63,69.75,40.61,21.59,62.22,37.98,253.58,-1.37,119.11,95.19,44.27,96.38
51,603986,兆易创新,13.54,-1.33,25.82,6.88,-1.87,47.83,392.5,-0.76,34.74,11.34,7.39,43.16
52,688802,沐曦股份-U,-8.25,-5.4,49.56,-10.37,3.21,68.52,657.0,0.27,-400.85,47.02,20.07,41.07
53,601919,中远海控,83.45,102.71,77.89,94.29,109.77,41.94,16.99,-0.47,10.36,62.27,1.1,43.4
54,600150,中国船舶,93.63,36.76,31.25,76.29,33.04,37.7,34.11,0.8,22.7,26.63,1.72,22.3
55,601225,陕西煤业,83.21,105.67,76.9,85.15,101.01,52.37,26.35,-0.64,15.8,99.33,2.5,89.71
56,688795,摩尔线程-U,6.32,-2.47,13.74,5.3,3.07,32.97,526.62,-1.17,-333.86,39.77,20.33,0.57
57,688008,澜起科技,19.64,3.92,40.59,1.17,4.3,60.01,201.0,3.38,95.92,70.05,11.77,76.55
58,300476,胜宏科技,10.25,46.36,14.12,-2.86,44.99,17.47,249.44,1.82,52.38,84.66,14.09,89.61
59,601816,京沪高铁,46.64,82.48,80.77,26.34,82.46,63.53,4.93,1.23,18.07,2.75,1.15,3.31
60,002379,宏桥控股,31.77,67.92,6.52,13.03,75.12,6.89,18.41,2.68,9.72,62.51,4.14,80.18
61,688836,宇树科技-W,-0.23,,,-1.43,,,591.53,-1.87,409.51,16.67,83.07,16.67
62,002916,深南电路,7.16,28.23,49.01,-4.47,31.77,58.15,348.03,2.06,65.23,95.52,13.1,91.19
63,000338,潍柴动力,-2.52,60.95,53.92,-4.62,80.82,65.35,27.03,0.04,20.66,91.62,2.45,81.04
64,300274,阳光电源,10.2,21.73,-0.49,-6.87,20.13,8.79,112.62,2.76,19.58,38.92,4.8,47.36
65,600309,万华化学,45.94,73.76,20.01,9.92,75.26,26.94,74.49,2.22,14.16,31.73,2.05,9.05
66,000651,格力电器,99.0,87.52,100.26,103.15,80.61,85.86,41.58,-0.1,7.98,38.49,1.53,6.62
67,688808,联讯仪器,19.01,75.19,59.11,15.99,58.86,,2259.0,2.26,848.84,81.18,68.46,42.35
68,002714,牧原股份,80.19,90.9,33.33,57.02,88.11,18.71,39.99,0.15,-205.98,13.05,2.92,7.34
69,002463,沪电股份,28.07,34.07,53.56,1.76,33.47,61.58,119.22,4.31,45.31,92.52,12.75,97.57
70,000001,平安银行,116.56,103.93,102.89,115.39,90.67,72.1,11.73,1.21,5.24,35.64,0.49,12.86
71,688820,盛合晶微,-10.52,-1.98,18.33,-12.82,2.92,,121.61,0.4,242.29,19.32,11.74,6.82
72,002142,宁波银行,87.59,107.9,89.6,81.89,103.37,69.72,34.04,1.43,7.22,34.54,0.93,30.35
73,600919,江苏银行,95.13,102.97,107.09,86.46,95.45,96.54,12.16,1.0,6.17,83.42,0.82,91.09
74,300408,三环集团,5.65,19.76,50.51,0.39,26.22,68.3,108.69,-0.38,75.44,97.28,9.69,97.28
75,600188,兖矿能源,22.81,90.88,51.71,19.91,87.11,46.98,21.6,-0.51,22.69,97.76,2.83,85.9
76,000725,京东方Ａ,4.81,-1.92,37.63,4.08,-0.51,52.36,5.72,-0.35,35.61,56.26,1.56,68.75
