排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
26,601658,邮储银行,69.82,110.1,31.28,5.2,2.16,7.11,74.61,0.6,18.92
27,601728,中国电信,87.96,102.01,38.98,6.3,2.94,18.2,65.49,1.23,61.64
28,300502,新易盛,-0.08,-7.74,64.23,406.9,-17.13,52.83,52.79,27.84,95.48
29,002371,北方华创,61.57,26.43,69.44,715.0,-7.14,93.05,45.77,13.2,83.97
30,688347,华虹宏力,-4.2,37.43,71.46,281.0,-8.88,989.64,80.69,10.79,96.53
31,002475,立讯精密,75.62,10.21,52.96,60.1,-4.44,26.97,40.09,5.26,44.23
32,601998,中信银行,91.33,103.61,40.48,7.77,0.78,6.07,71.37,0.58,62.22
33,600030,中信证券,48.54,64.23,76.72,28.09,-0.6,12.36,5.63,1.43,41.19
34,603993,洛阳钼业,57.72,47.77,13.4,19.0,-1.86,16.83,24.01,4.57,92.44
35,688235,百济神州,55.78,81.99,40.63,263.18,-3.95,128.26,94.9,12.28,77.01
36,601166,兴业银行,96.69,103.45,32.23,18.6,1.64,5.08,41.0,0.47,9.91
37,603259,药明康德,39.16,80.13,80.63,123.02,-1.32,18.23,16.68,4.36,31.8
38,688012,中微公司,85.33,43.9,78.54,383.0,-4.19,134.43,72.39,15.09,78.38
39,600276,恒瑞医药,2.82,75.83,24.3,53.29,-0.58,43.56,4.62,5.56,3.13
40,002384,东山精密,-3.62,-12.49,69.37,190.71,-10.0,171.22,96.54,15.43,97.21
41,601211,国泰海通,76.27,80.46,46.51,18.98,0.16,15.24,65.26,1.02,38.16
42,002415,海康威视,78.82,89.32,80.98,36.14,-2.3,20.15,12.46,3.93,27.05
43,601319,中国人保,59.22,100.93,3.1,7.48,0.54,7.76,12.59,1.04,30.81
44,300059,东方财富,13.58,51.17,19.65,19.42,-1.17,23.44,4.28,3.21,10.44
45,600000,浦发银行,83.62,101.98,10.14,9.19,1.55,6.09,71.08,0.41,28.54
46,601601,中国太保,62.11,93.64,-0.95,31.7,0.25,5.66,1.49,0.95,10.64
47,688802,沐曦股份-U,17.08,30.37,77.39,752.05,-9.41,-458.84,23.81,22.97,70.07
48,000858,五 粮 液,53.21,55.7,8.04,74.8,1.22,23.04,33.69,2.27,1.06
49,600183,生益科技,2.03,-16.05,57.06,113.39,-10.0,70.11,97.79,15.36,97.83
50,603986,兆易创新,6.48,-17.96,49.22,390.63,-10.0,95.36,49.47,10.85,72.43
51,688795,摩尔线程-U,1.97,-6.98,31.7,563.3,-7.02,-308.25,40.65,22.98,12.9
52,600150,中国船舶,94.37,16.44,27.91,33.49,-0.12,22.29,26.08,1.69,20.31
53,002379,宏桥控股,65.31,83.86,1.21,19.34,-0.87,12.79,72.86,4.82,83.4
54,688008,澜起科技,54.26,3.63,60.27,206.04,-9.41,98.33,72.74,12.06,78.79
55,601869,长飞光纤,-2.48,-23.11,56.69,302.3,-10.0,216.28,94.09,17.59,95.84
56,601816,京沪高铁,92.75,108.92,59.36,5.08,1.8,18.62,5.88,1.18,7.78
57,688820,盛合晶微,23.0,-6.74,,128.5,-9.93,242.87,17.91,16.55,17.91
58,601225,陕西煤业,29.9,67.98,48.26,24.4,-0.65,14.63,97.31,2.32,81.18
59,601919,中远海控,100.18,119.35,37.44,15.43,0.78,9.4,58.71,1.0,32.19
60,300274,阳光电源,83.97,2.94,14.98,112.08,-3.55,19.48,38.21,4.78,46.68
61,600309,万华化学,85.72,79.81,26.27,74.2,0.07,17.65,62.85,2.09,9.24
62,000651,格力电器,72.32,106.23,83.44,40.8,1.02,7.83,30.94,1.5,5.77
63,002714,牧原股份,18.6,95.05,18.87,39.3,-0.08,23.2,68.53,2.63,1.88
64,000338,潍柴动力,84.46,11.23,58.96,26.19,-7.94,20.02,90.09,2.37,78.06
65,000001,平安银行,98.32,103.67,51.71,11.2,0.81,5.05,28.68,0.47,6.98
66,002916,深南电路,36.71,-6.31,60.73,318.1,-10.0,59.62,91.48,11.98,88.45
67,603288,海天味业,57.87,103.15,44.84,37.01,2.75,29.75,2.5,5.15,3.46
68,600919,江苏银行,77.23,85.13,89.42,11.57,0.78,6.01,80.27,0.8,87.92
69,002142,宁波银行,49.45,93.2,69.11,31.82,-0.22,6.98,31.14,0.9,27.77
70,600690,海尔智家,92.55,111.55,17.32,22.4,2.42,11.22,6.69,1.68,3.9
71,000725,京东方Ａ,11.43,0.13,53.31,5.58,-6.53,34.74,54.96,1.52,65.06
72,300476,胜宏科技,17.28,-11.06,14.79,210.18,-11.93,44.14,79.45,11.87,87.82
73,688072,拓荆科技,57.16,47.86,74.48,710.0,-10.34,125.52,81.08,28.48,97.39
74,002463,沪电股份,7.78,-10.6,63.15,105.75,-10.0,47.3,94.42,12.12,97.45
75,003816,中国广核,41.41,32.74,26.74,4.02,-0.25,21.41,89.09,1.61,65.83
76,300408,三环集团,66.67,-6.64,62.25,100.83,-9.63,69.68,97.88,8.95,97.88
77,600188,兖矿能源,16.25,19.96,44.93,19.8,-0.85,20.8,96.54,2.6,75.99
78,300394,天孚通信,4.1,-15.32,40.98,181.56,-13.21,91.19,91.77,33.12,93.55
79,601066,中信建投,7.3,19.06,56.72,25.44,-3.82,17.52,6.25,2.29,18.15
80,601336,新华保险,11.28,80.49,1.78,62.78,-0.82,5.31,2.21,1.59,48.41
81,002938,鹏鼎控股,12.0,-9.41,61.61,83.96,-10.0,52.41,97.21,5.62,88.02
82,601668,中国建筑,63.87,109.9,32.79,4.64,0.22,5.05,59.24,0.39,1.01
83,301666,大普微-UW,28.3,-13.81,,438.66,-10.32,14740.32,20.0,238.57,20.0
84,688808,联讯仪器,69.86,7.69,,1850.0,-14.0,695.15,40.62,185.1,40.62
85,600406,国电南瑞,72.24,64.74,12.41,23.56,-1.42,22.74,20.36,3.54,29.11
86,601818,光大银行,75.62,99.24,25.76,3.18,0.32,4.97,45.43,0.37,3.22
87,600025,华能水电,28.32,93.09,56.97,9.97,0.81,21.75,77.67,2.62,74.45
88,001248,华润新能,102.07,9.15,,14.27,2.15,34.54,63.16,2.0,63.16
89,300760,迈瑞医疗,44.23,88.6,15.62,150.54,1.33,23.29,4.55,4.55,1.91
90,002352,顺丰控股,81.71,91.41,30.74,34.58,2.43,15.96,2.45,1.81,2.69
91,601985,中国核电,30.86,44.21,65.17,8.85,-0.11,22.11,84.65,1.52,28.59
92,601898,中煤能源,59.56,30.45,11.37,13.72,-0.87,10.24,48.94,1.11,84.6
93,601688,华泰证券,32.13,51.96,16.86,20.09,-0.94,10.34,24.83,1.02,40.76
94,600031,三一重工,70.87,100.23,12.65,19.7,1.55,21.51,47.45,2.0,17.23
95,001399,惠科股份,47.39,-2.88,,24.74,-5.61,47.7,8.7,6.84,8.7
96,300433,蓝思科技,43.1,-9.15,44.74,33.86,-7.56,51.97,82.15,3.27,74.88
97,300604,长川科技,44.86,36.61,75.63,276.4,-9.29,111.48,50.58,34.43,98.85
98,600930,华电新能,17.01,-0.47,2.59,4.19,-1.18,27.3,0.8,1.58,0.8
99,601766,中国中车,74.12,105.55,14.28,6.0,1.35,12.75,5.97,0.98,10.11
100,600989,宝丰能源,42.9,68.59,14.02,22.94,0.48,13.38,7.49,3.23,62.24
