排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,C长鑫,,,,,,111.48,50.0,38.46,50.0
2,601398,工商银行,96.57,109.08,68.01,7.97,3.1,7.65,95.04,0.72,67.28
3,601939,建设银行,89.98,97.37,92.91,10.64,2.7,8.14,97.59,0.78,72.86
4,601288,农业银行,100.52,107.58,15.34,6.96,3.57,8.28,94.32,0.86,88.88
5,600941,中国移动,77.36,86.34,36.68,96.35,2.08,15.38,41.58,1.47,32.07
6,601857,中国石油,89.88,115.45,29.25,11.1,1.83,12.84,56.4,1.25,92.3
7,601988,中国银行,85.86,92.19,87.04,6.1,1.67,8.01,99.18,0.72,86.67
8,300750,宁德时代,88.84,43.99,42.78,390.86,-2.28,21.27,15.81,4.77,29.95
9,600519,贵州茅台,67.35,101.76,30.97,1320.0,2.37,19.95,6.02,6.09,2.26
10,600938,中国海油,45.15,59.77,12.17,31.32,-0.73,11.94,89.18,1.78,70.63
11,688981,中芯国际,6.17,26.55,70.92,136.7,-4.92,231.94,94.4,7.81,94.33
12,601138,工业富联,47.59,-4.35,37.43,58.08,-5.64,28.35,88.45,6.54,90.02
13,601628,中国人寿,46.0,100.31,18.9,40.2,1.18,7.85,7.12,1.9,31.67
14,300308,中际旭创,15.0,-15.89,59.26,908.0,-15.69,67.74,74.59,28.46,97.35
15,600036,招商银行,97.86,118.73,44.49,39.59,1.51,6.62,27.09,0.88,11.74
16,601088,中国神华,57.44,70.63,43.43,45.44,1.36,19.11,98.32,2.05,94.18
17,601318,中国平安,88.37,93.48,1.92,54.2,1.48,7.39,8.04,0.96,21.7
18,002594,比亚迪,36.42,94.02,36.94,93.35,1.03,30.89,30.27,3.67,31.42
19,601899,紫金矿业,62.49,90.36,8.8,31.69,-0.25,13.66,11.6,4.27,81.09
20,600900,长江电力,62.76,99.17,87.21,29.07,2.54,19.71,57.12,3.12,81.23
21,688256,寒武纪,17.49,-12.14,66.57,1128.0,-9.11,260.85,81.79,55.06,92.06
22,688041,海光信息,14.58,26.88,66.27,298.28,-4.88,254.32,92.69,29.51,94.99
23,000333,美的集团,80.46,105.38,87.55,85.37,1.47,14.73,53.32,2.8,42.93
24,601328,交通银行,94.85,114.19,49.91,7.11,1.43,6.52,89.89,0.54,53.22
25,600028,中国石化,62.18,113.62,-2.48,5.18,0.58,17.62,85.95,0.75,35.9
