排名,代码,名称,最新价,总市值,流通市值
1,688825,C长鑫,47.0,3143401645619,211642831637
2,601398,工商银行,7.97,2840557868999,2148809333936
3,601939,建设银行,10.64,2783428058724,102076516928
4,601288,农业银行,6.96,2435881915756,2221939707008
5,600941,中国移动,96.35,2089224140721,86981683985
6,601857,中国石油,11.1,2031532853780,1797335063780
7,601988,中国银行,6.1,1965495712065,1285669640561
8,300750,宁德时代,390.86,1808374341640,1665095267086
9,600519,贵州茅台,1320.0,1650107713320,1650107713320
10,600938,中国海油,31.32,1488638158779,93646800000
11,688981,中芯国际,136.7,1170262179517,273340200448
12,601138,工业富联,58.08,1152544879855,1152544879855
13,601628,中国人寿,40.2,1136241141000,837105906000
14,300308,中际旭创,908.0,1012633054028,1007825318424
15,600036,招商银行,39.59,998453687344,816699909944
16,601088,中国神华,45.44,985567894774,749352764675
17,601318,中国平安,54.2,981434196129,577775527499
18,002594,比亚迪,93.35,851090392693,325475370225
19,601899,紫金矿业,31.69,842659746371,652870824607
20,600900,长江电力,29.07,711291089004,711291089004
21,688256,寒武纪,1128.0,708714469032,708714469032
22,688041,海光信息,298.28,693303565783,693303565783
23,000333,美的集团,85.37,651050640180,587540184695
24,601328,交通银行,7.11,628266505826,185375045336
25,600028,中国石化,5.18,626394163670,490817822443
26,601658,邮储银行,5.2,624494278158,377144563146
27,601728,中国电信,6.3,576494973804,489067290804
28,300502,新易盛,406.9,567323044720,510351540990
29,002371,北方华创,715.0,518867778000,518453541320
30,688347,华虹宏力,281.0,488301118962,114577750000
31,002475,立讯精密,60.1,464289193677,440237017176
32,601998,中信银行,7.77,432362910791,316728504460
33,600030,中信证券,28.09,416309160427,342039316860
34,603993,洛阳钼业,19.0,406491893344,331756001344
35,688235,百济神州,263.18,405670680843,30280243327
36,601166,兴业银行,18.6,393629186942,393629186942
37,603259,药明康德,123.02,367061805208,304262935863
38,688012,中微公司,383.0,366853619284,360861465554
39,600276,恒瑞医药,53.29,353696381285,339937031181
40,002384,东山精密,190.71,349305872428,264385415793
41,601211,国泰海通,18.98,334597012234,256171355463
42,002415,海康威视,36.14,331218457817,326925826679
43,601319,中国人保,7.48,330795449561,265523219241
44,300059,东方财富,19.42,307267121573,259321003970
45,600000,浦发银行,9.19,306080653977,306080653977
46,601601,中国太保,31.7,304964824124,216987814124
47,688802,沐曦股份-U,752.05,300895205000,13934429870
48,000858,五 粮 液,74.8,290344278774,290337201647
49,600183,生益科技,113.39,275424726141,273468202895
50,603986,兆易创新,390.63,274122662631,261133004178
51,688795,摩尔线程-U,563.3,264766894636,17026018517
52,600150,中国船舶,33.49,252033056935,252033056935
53,002379,宏桥控股,19.34,252021826027,21977468383
54,688008,澜起科技,206.04,251479653847,235867281907
55,601869,长飞光纤,302.3,250275714148,122836072322
56,601816,京沪高铁,5.08,248542451200,248542451200
57,688820,盛合晶微,128.5,239366471465,22217989626
58,601225,陕西煤业,24.4,236558000000,236558000000
59,601919,中远海控,15.43,235587137350,193747365370
60,300274,阳光电源,112.08,232365536402,177930157742
61,600309,万华化学,74.2,232280994649,232280994649
62,000651,格力电器,40.8,228537354233,225297986539
63,002714,牧原股份,39.3,226878745748,128923620564
64,000338,潍柴动力,26.19,226287378064,129807920701
65,000001,平安银行,11.2,217346283818,217342727314
66,002916,深南电路,318.1,216679093870,211475886045
67,603288,海天味业,37.01,216576041177,205797826133
68,600919,江苏银行,11.57,212324824037,212324824037
69,002142,宁波银行,31.82,210126259001,209994248927
70,600690,海尔智家,22.4,210058904160,140067836406
71,000725,京东方Ａ,5.58,206707350597,197348608373
72,300476,胜宏科技,210.18,206561711996,181846673540
73,688072,拓荆科技,710.0,206382078640,200712038520
74,002463,沪电股份,105.75,203501444038,203337208895
75,003816,中国广核,4.02,203005198934,158127426434
76,300408,三环集团,100.83,200436092287,188532560860
77,600188,兖矿能源,19.8,198729669996,118034769996
78,300394,天孚通信,181.56,198050203885,197607734358
79,601066,中信建投,25.44,197330315636,165249871130
80,601336,新华保险,62.78,195845135548,130923881765
81,002938,鹏鼎控股,83.96,194580377806,194016973209
82,601668,中国建筑,4.64,191726611660,191726611660
83,301666,大普微-UW,438.66,191350668478,11631659020
84,688808,联讯仪器,1850.0,189933333950,35697866400
85,600406,国电南瑞,23.56,189228175035,188672630377
86,601818,光大银行,3.18,187892052374,147573673484
87,600025,华能水电,9.97,185752009742,185752009742
88,001248,华润新能,14.27,185588839752,15160502098
89,300760,迈瑞医疗,150.54,182520927453,182364048063
90,002352,顺丰控股,34.58,182074353337,165953405656
91,601985,中国核电,8.85,182026818355,167117071073
92,601898,中煤能源,13.72,181908861848,125565445488
93,601688,华泰证券,20.09,181349693461,146792770350
94,600031,三一重工,19.7,181141587409,166945483729
95,001399,惠科股份,24.74,180548431369,10652220925
96,300433,蓝思科技,33.86,178738165858,168274042305
97,300604,长川科技,276.4,175353304910,135289904634
98,600930,华电新能,4.19,174782857142,45013988877
99,601766,中国中车,6.0,172193184528,145966788288
100,600989,宝丰能源,22.94,168227278400,168227278400
