排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,长鑫科技,58.06,81.93,,71.09,,,56.6,-2.41,134.26,76.19,46.32,76.19
2,601398,工商银行,106.45,76.62,82.7,103.67,65.55,65.7,7.89,1.54,7.57,93.47,0.71,64.62
3,601939,建设银行,102.19,82.98,94.92,98.05,73.07,90.43,10.66,1.23,8.16,97.62,0.79,73.1
4,601288,农业银行,112.94,86.09,36.69,112.52,76.27,13.57,6.86,1.18,8.16,93.23,0.85,85.84
5,600941,中国移动,73.69,97.98,59.95,48.43,95.02,40.42,97.53,1.33,16.05,56.46,1.49,35.89
6,601857,中国石油,90.89,108.42,37.67,92.22,108.1,28.93,11.17,-0.27,12.92,57.08,1.26,93.23
7,601988,中国银行,99.51,99.4,100.74,96.08,84.46,84.11,6.13,1.32,8.05,99.24,0.72,87.79
8,300750,宁德时代,23.22,82.95,37.36,28.06,84.03,45.2,387.89,-0.83,21.11,15.11,4.73,28.61
9,600519,贵州茅台,14.38,81.51,40.73,-9.21,83.66,37.09,1304.66,2.5,20.03,7.01,6.49,3.05
10,600938,中国海油,73.91,111.81,24.41,79.68,107.48,16.2,33.72,-0.41,12.86,91.56,1.91,81.21
11,601138,工业富联,-3.4,43.11,28.56,-2.12,46.12,34.58,60.4,-3.88,25.55,86.2,6.82,90.17
12,601628,中国人寿,74.07,42.48,22.2,31.85,49.25,16.2,37.64,1.65,7.35,5.48,1.78,16.98
13,688981,中芯国际,-7.3,-0.64,40.5,-3.28,6.23,59.31,120.58,-3.38,204.59,86.5,6.89,91.36
14,300308,中际旭创,19.41,8.42,37.08,50.09,12.13,58.78,870.22,-7.72,49.77,54.7,25.54,95.61
15,601088,中国神华,96.63,111.51,61.29,91.43,100.05,44.99,46.89,1.03,19.72,99.28,2.11,97.71
16,600036,招商银行,106.4,86.77,70.53,89.65,79.8,44.8,39.58,1.75,6.62,27.47,0.88,12.3
17,601318,中国平安,107.4,96.4,15.5,84.16,81.99,3.99,54.92,2.94,6.24,0.1,0.97,23.13
18,601899,紫金矿业,86.65,107.22,32.2,77.9,106.77,13.67,34.54,-0.58,13.58,11.11,4.55,84.93
19,002594,比亚迪,81.1,75.95,43.07,65.59,76.87,43.25,90.66,0.21,30.0,29.04,3.56,30.23
20,600900,长江电力,53.43,62.9,87.36,50.76,62.77,87.1,28.15,0.68,19.09,50.6,3.02,72.25
21,000333,美的集团,95.44,75.53,86.7,70.71,69.37,83.06,85.99,2.0,14.84,54.27,2.82,44.35
22,600028,中国石化,100.23,100.19,10.16,77.55,84.07,-0.74,5.33,4.51,17.93,86.5,0.76,37.72
23,601328,交通银行,110.76,93.44,83.83,108.63,83.79,54.29,7.2,1.12,6.6,90.99,0.55,55.79
24,688256,寒武纪,0.37,-8.57,37.07,8.11,-4.03,64.81,969.05,-6.37,182.89,77.91,44.96,80.0
25,601658,邮储银行,119.24,60.53,43.21,115.93,55.5,29.85,5.04,1.2,6.89,63.35,0.59,11.07
26,601728,中国电信,54.04,103.78,62.16,63.5,106.05,38.98,6.47,0.62,19.9,82.77,1.25,66.45
27,300502,新易盛,17.62,18.62,42.83,42.83,23.62,62.19,412.0,-6.79,53.49,54.08,28.19,95.04
28,688041,海光信息,-10.8,-11.46,22.96,-9.75,-6.36,57.96,230.81,-6.25,170.75,59.16,21.14,73.59
29,002371,北方华创,-8.36,12.79,51.97,-6.94,16.62,65.7,707.9,-0.91,92.13,45.4,13.07,83.07
30,601998,中信银行,109.12,111.65,82.9,112.58,105.71,42.98,8.56,2.03,6.69,89.41,0.64,73.3
31,603259,药明康德,5.19,79.1,86.22,38.76,94.33,89.1,155.84,-4.31,21.46,29.51,5.58,48.91
32,688235,百济神州,3.01,67.51,56.44,21.58,85.11,36.44,276.67,-4.35,99.66,89.45,12.92,79.16
33,600030,中信证券,26.63,2.59,74.35,14.74,16.87,80.77,27.27,0.55,10.74,0.1,1.44,42.97
34,002475,立讯精密,5.32,1.79,25.55,11.72,5.47,47.48,53.72,-1.7,24.14,26.7,4.71,31.95
35,603993,洛阳钼业,50.91,52.77,11.14,10.93,48.05,16.35,18.99,1.99,14.6,13.02,4.53,91.18
36,688347,华虹宏力,-8.3,-9.77,41.99,-9.15,-5.42,60.85,229.03,-1.8,806.61,77.13,8.8,92.96
37,601166,兴业银行,98.01,71.73,48.03,67.85,70.22,37.54,18.28,0.99,4.99,35.86,0.47,7.87
38,002384,东山精密,18.66,20.44,54.13,40.18,21.51,62.52,193.6,-3.72,98.91,89.65,14.55,96.42
39,688012,中微公司,-7.55,18.1,58.03,-4.29,22.36,69.3,357.65,-1.34,80.97,45.79,11.4,72.28
40,601869,长飞光纤,55.96,35.98,47.54,39.11,22.12,52.15,379.19,4.29,91.19,87.88,19.18,96.23
41,002415,海康威视,15.2,34.29,76.26,10.02,53.82,92.46,34.15,-0.73,19.05,7.39,3.71,19.98
42,601319,中国人保,90.36,48.04,8.37,50.08,51.89,3.83,7.04,1.29,7.31,7.11,0.97,19.79
43,600276,恒瑞医药,-7.48,-2.92,10.67,-3.99,20.89,27.32,46.76,-2.05,40.17,2.38,4.81,0.1
44,601211,国泰海通,21.15,-1.76,42.7,4.07,11.37,40.02,17.64,1.5,9.59,3.81,0.94,26.61
45,600000,浦发银行,80.43,72.86,24.93,27.79,70.16,16.38,9.22,1.88,5.99,67.81,0.41,29.33
46,600183,生益科技,-2.76,28.89,45.75,3.07,30.61,52.8,126.3,-4.89,59.06,94.37,16.58,97.66
47,300059,东方财富,13.76,2.6,21.45,7.53,18.94,26.6,18.92,0.05,20.53,1.48,3.04,8.68
48,601601,中国太保,86.39,71.48,6.69,53.08,68.28,1.59,31.03,2.01,5.54,1.48,0.93,9.49
49,000858,五 粮 液,2.04,40.17,9.57,-5.59,51.03,13.07,71.48,0.41,22.02,27.9,2.17,0.19
50,300394,天孚通信,41.41,67.75,39.42,71.3,62.22,37.98,249.5,-8.63,117.19,95.04,43.56,96.09
51,603986,兆易创新,-7.71,-2.99,24.52,10.48,-1.87,47.83,381.66,-6.7,33.78,10.97,7.18,41.39
52,601919,中远海控,107.48,110.24,85.43,108.27,109.77,41.94,17.42,2.41,10.62,63.66,1.13,44.49
53,688802,沐曦股份-U,-8.71,-6.04,50.55,0.01,3.21,68.52,664.0,-5.14,-405.12,46.39,20.28,41.57
54,601225,陕西煤业,75.22,107.37,78.44,56.35,101.01,52.37,26.5,2.99,15.89,99.48,2.52,90.32
55,600150,中国船舶,58.61,32.83,29.46,24.85,33.04,37.7,33.8,0.36,22.5,26.47,1.7,21.51
56,688795,摩尔线程-U,-4.28,-2.98,13.93,-5.66,3.07,32.97,527.66,-2.81,-334.52,37.93,20.37,0.57
57,688836,C宇树-W,,,,,,,,,417.51,25.0,84.7,25.0
58,300476,胜宏科技,-2.59,44.39,12.58,2.54,44.99,17.47,245.0,-3.44,51.45,84.02,13.83,88.98
59,002379,宏桥控股,15.93,68.38,6.72,5.21,75.12,6.89,18.46,1.26,9.75,62.61,4.16,80.21
60,601816,京沪高铁,32.84,80.54,78.91,31.07,82.46,63.53,4.91,0.82,17.99,2.5,1.14,2.69
61,688008,澜起科技,-6.91,-0.75,37.35,-3.4,4.3,60.01,191.83,-4.35,91.54,65.08,11.23,71.59
62,002916,深南电路,-3.34,26.52,47.89,1.3,31.77,58.15,343.63,-4.08,64.4,95.04,12.94,90.89
63,000338,潍柴动力,-3.5,60.59,53.76,3.46,80.82,65.35,26.99,-7.44,20.63,91.51,2.45,80.88
64,688808,联讯仪器,45.33,75.72,59.37,55.02,58.86,,2265.99,-2.42,851.46,81.93,226.73,81.93
65,000651,格力电器,104.95,85.73,98.63,100.98,80.61,85.86,41.45,0.51,7.96,37.34,1.53,6.58
66,300274,阳光电源,0.23,20.29,-1.44,9.9,20.13,8.79,111.5,-1.4,19.38,37.91,4.75,46.21
67,600309,万华化学,18.27,66.04,16.69,23.05,75.26,26.94,73.19,-1.07,17.41,60.94,2.02,7.73
68,688820,盛合晶微,-10.51,-1.36,18.73,1.31,2.92,,122.44,-3.97,243.94,20.93,11.82,5.81
69,000001,平安银行,116.33,100.15,99.12,105.49,90.67,72.1,11.56,1.31,5.16,32.81,0.48,11.54
70,002714,牧原股份,16.2,80.21,28.73,18.25,88.11,18.71,38.83,-0.61,-200.0,13.11,2.83,3.62
71,002142,宁波银行,97.61,106.06,88.23,104.62,103.37,69.72,33.9,-0.47,7.19,34.19,0.92,30.04
72,600919,江苏银行,93.29,102.03,106.52,84.21,95.45,96.54,12.13,1.59,6.16,82.98,0.82,90.94
73,002463,沪电股份,11.36,29.59,50.54,23.8,33.47,61.58,115.57,-4.65,51.7,96.38,13.25,97.47
74,600188,兖矿能源,17.19,93.76,52.92,5.83,87.11,46.98,21.83,1.96,22.93,98.24,2.86,87.6
75,300408,三环集团,-6.36,19.96,50.65,-5.1,26.22,68.3,108.94,-4.35,75.62,97.38,9.71,97.38
