排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
48,601869,长飞光纤,102.49,11.91,43.9,99.51,-2.37,52.15,355.18,5.24,254.12,94.54,20.66,96.27
49,603986,兆易创新,96.18,-4.76,28.8,93.59,-9.04,47.83,417.48,3.21,101.91,53.08,11.59,77.19
50,300394,天孚通信,101.35,45.43,44.73,96.93,15.96,37.98,267.71,4.1,134.46,97.13,48.83,98.13
51,601601,中国太保,-11.37,75.65,2.41,-9.73,99.69,1.59,29.92,-1.68,5.34,0.62,0.9,6.07
52,000858,五 粮 液,-3.33,74.81,13.45,13.64,81.83,13.07,73.75,-1.82,22.72,31.76,2.24,0.62
53,688795,摩尔线程-U,35.84,13.91,22.68,56.13,14.81,32.97,576.98,-1.25,-365.79,20.83,22.27,7.74
54,300476,胜宏科技,92.64,44.28,21.01,101.54,29.4,17.47,269.33,-0.73,56.56,87.04,15.21,92.11
55,688008,澜起科技,68.05,7.98,44.44,70.23,6.5,60.01,211.91,0.8,101.13,75.28,12.41,81.05
56,300408,三环集团,67.08,31.92,61.89,67.38,20.0,68.3,129.09,0.54,89.6,98.95,11.51,98.95
57,002916,深南电路,82.18,32.06,56.67,91.64,19.14,58.15,378.0,0.01,70.84,97.85,14.23,93.64
58,688820,盛合晶微,88.79,6.75,26.26,89.79,1.85,,137.97,1.92,260.77,30.0,17.77,30.0
59,000338,潍柴动力,48.4,78.52,64.46,65.19,61.87,65.35,29.65,-1.5,22.66,96.56,2.69,92.59
60,600150,中国船舶,-14.66,36.52,27.25,-5.46,49.39,37.7,33.42,-1.07,22.24,25.92,1.68,20.13
61,002379,宏桥控股,55.38,89.79,10.02,74.53,95.24,6.89,19.29,-4.5,12.75,72.6,4.81,83.07
62,601225,陕西煤业,66.92,91.88,66.82,67.04,79.35,52.37,25.37,1.16,15.21,98.61,2.41,85.94
63,300274,阳光电源,83.98,19.04,2.98,95.14,8.68,8.79,116.72,-1.19,20.29,42.32,4.97,50.12
64,601816,京沪高铁,-2.44,91.62,77.99,22.76,100.44,63.53,4.9,-1.41,17.96,2.26,1.14,2.32
65,601919,中远海控,24.8,104.94,61.33,19.04,111.91,41.94,15.39,0.92,9.38,58.44,1.0,31.47
66,002463,沪电股份,76.47,28.69,55.27,84.26,21.07,61.58,121.27,0.51,54.25,97.47,13.9,97.94
67,600309,万华化学,-7.0,81.87,16.3,7.9,102.28,26.94,73.04,-0.1,17.37,60.74,2.05,8.37
68,688808,联讯仪器,92.93,44.35,57.69,95.68,28.51,,2220.98,0.41,834.55,79.22,222.22,79.22
69,002714,牧原股份,72.6,90.65,30.55,94.0,88.96,18.71,39.29,-2.14,23.19,68.44,2.63,2.2
70,000651,格力电器,3.65,71.98,79.22,10.11,86.94,85.86,39.9,-0.84,7.66,24.25,1.47,3.97
71,600188,兖矿能源,94.14,80.1,54.81,90.14,43.32,46.98,22.19,3.21,23.31,98.85,2.91,90.05
72,002938,鹏鼎控股,68.35,31.59,60.51,81.28,25.21,59.27,95.36,-0.38,58.33,97.6,6.43,96.71
73,000001,平安银行,-3.53,83.64,78.16,13.35,95.12,72.1,11.11,-1.24,5.01,27.36,0.46,5.4
74,000725,京东方Ａ,58.17,-4.64,38.86,71.82,-1.79,52.36,5.81,-0.85,36.17,57.1,1.58,71.21
75,600919,江苏银行,48.39,94.59,100.96,54.18,96.61,96.54,11.66,-0.26,5.92,77.09,0.81,88.57
76,002142,宁波银行,87.13,90.76,82.8,83.35,83.63,69.72,32.2,-0.28,7.07,32.66,0.91,29.03
77,603288,海天味业,-4.23,75.57,51.48,0.75,91.2,55.91,35.82,-1.05,28.79,1.82,4.99,1.87
78,600690,海尔智家,7.57,74.82,25.25,1.25,88.94,24.11,21.76,-0.14,10.9,5.21,1.63,3.68
79,688072,拓荆科技,86.82,23.89,59.23,91.94,28.57,69.21,688.2,0.45,121.66,77.22,27.6,96.66
80,601066,中信建投,22.09,2.17,53.01,57.2,16.07,59.16,25.54,-1.66,17.59,6.46,2.3,18.28
81,003816,中国广核,-5.55,26.0,12.5,2.29,34.47,33.87,3.85,-1.53,20.5,83.08,1.54,52.54
82,301666,大普微-UW,73.98,-0.04,20.06,78.69,-5.26,,436.96,1.62,14683.2,27.71,237.65,27.71
83,301377,鼎泰高科,86.48,18.31,51.3,89.65,9.75,53.64,447.8,0.63,305.47,97.24,65.44,97.24
84,688498,源杰科技,92.47,32.63,62.23,98.25,13.84,60.26,1519.0,1.22,531.16,71.61,74.91,97.4
85,300433,蓝思科技,84.41,-1.08,29.6,76.51,-6.4,39.45,35.74,3.15,54.85,83.21,3.45,79.82
86,600406,国电南瑞,-15.24,73.81,11.88,-12.68,89.32,18.36,23.23,-1.94,22.43,18.13,3.49,26.54
87,601898,中煤能源,61.98,54.6,10.17,65.07,39.83,12.17,14.05,0.86,10.49,51.55,1.14,88.04
88,300604,长川科技,88.95,26.65,64.07,95.17,31.83,71.58,283.05,0.48,116.17,52.65,35.88,98.8
89,603268,松发股份,66.72,90.45,88.06,56.84,82.84,79.47,179.26,3.46,52.27,65.76,17.32,86.7
90,300760,迈瑞医疗,24.63,83.06,27.46,39.85,91.07,23.46,150.47,-1.9,23.27,4.57,4.55,1.95
91,601668,中国建筑,-10.7,75.16,41.19,-11.6,98.76,36.68,4.4,-0.9,4.79,45.62,0.37,0.19
92,601985,中国核电,0.98,38.3,67.76,5.39,49.81,81.84,8.78,-0.45,21.94,83.02,1.51,26.21
93,601336,新华保险,1.33,49.67,1.71,10.12,78.23,2.69,57.78,-1.21,4.88,0.38,1.46,40.27
94,600025,华能水电,1.82,66.92,60.97,5.43,80.55,63.41,9.61,-1.03,20.97,70.11,2.52,69.49
95,600176,中国巨石,99.46,4.28,39.93,89.62,-3.18,52.83,44.39,5.94,46.49,98.57,5.5,98.8
96,601818,光大银行,-11.08,65.84,36.55,-9.47,86.15,32.03,3.0,-0.66,4.69,35.15,0.35,0.33
97,001399,惠科股份,53.76,-2.36,,68.32,-3.46,,23.69,-0.8,46.36,16.67,6.65,16.67
98,601688,华泰证券,50.75,4.8,12.58,55.24,23.92,12.41,19.39,-0.87,9.98,14.97,0.98,36.2
99,300033,同花顺,-0.3,47.83,31.37,24.96,60.09,32.12,230.26,-0.71,51.88,50.02,24.79,94.17
100,600031,三一重工,-4.7,74.19,22.33,-9.33,96.06,21.34,18.75,0.16,20.48,44.86,1.9,9.33
