排名,代码,名称,最新价,总市值,流通市值
1,688825,长鑫科技,55.18,3690487293729,248477690420
2,601398,工商银行,7.56,2694431303593,2038268326795
3,601939,建设银行,10.24,2678787906140,98239053885
4,601288,农业银行,6.47,2264390229158,2065510043727
5,600941,中国移动,97.71,2119057696844,88209448285
6,601857,中国石油,10.66,1951003623540,1726089349540
7,601988,中国银行,5.88,1894608981466,1239301227294
8,300750,宁德时代,393.93,1822578172242,1678173715815
9,600519,贵州茅台,1341.99,1677597007726,1677597007726
10,600938,中国海油,32.67,1552803596657,97683300000
11,601138,工业富联,66.19,1313480468278,1313480468278
12,688981,中芯国际,132.87,1137507977492,265681875886
13,300308,中际旭创,943.0,1103059766463,1046673210654
14,601628,中国人寿,36.84,1041271732200,767138845200
15,600036,招商银行,38.46,969955261814,793389202739
16,601088,中国神华,44.72,969951502075,737479217348
17,601318,中国平安,51.75,937070473241,551658368045
18,601899,紫金矿业,32.53,864995946654,670176330844
19,002594,比亚迪,88.9,810518863529,309959940150
20,600900,长江电力,28.1,687556917820,687556917820
21,688256,寒武纪,1093.0,686724215117,686724215117
22,688041,海光信息,280.99,653115760190,653115760190
23,000333,美的集团,83.03,633402256301,571632628575
24,300502,新易盛,448.08,624738534967,562001274237
25,601328,交通银行,6.88,607942835454,179378384235
26,600028,中国石化,5.0,604627571110,473762376875
27,601728,中国电信,6.57,601201901252,510027317552
28,601658,邮储银行,4.92,590867663181,356836778977
29,002371,北方华创,738.66,536037584472,535609640324
30,603259,药明康德,159.24,475133489362,393845146373
31,688235,百济神州,287.71,443730869426,33102548855
32,688347,华虹宏力,253.24,440061834042,103258610000
33,002475,立讯精密,56.58,437805844623,414452760587
34,601998,中信银行,7.7,428467749433,313875094510
35,600030,中信证券,27.31,426698874110,332541607100
36,603993,洛阳钼业,18.44,394511079645,321977929725
37,601166,兴业银行,18.03,381566357019,381566357019
38,002384,东山精密,205.19,375827549491,284459354342
39,688012,中微公司,374.85,359047204148,353182559694
40,600276,恒瑞医药,52.62,349249457370,335663099658
41,600183,生益科技,143.21,347857615581,345386553811
42,002415,海康威视,34.88,319670719664,315527748605
43,601211,国泰海通,17.95,315579990167,241411776231
44,300059,东方财富,19.47,308058231566,259988668759
45,601319,中国人保,6.86,303376575399,243514610159
46,600000,浦发银行,9.1,303083128530,303083128530
47,688802,沐曦股份-U,748.0,299274800000,13859389060
48,601869,长飞光纤,355.18,294055336259,144323242367
49,603986,兆易创新,417.48,292964516794,279082012606
50,300394,天孚通信,267.71,292024785647,291372364866
51,601601,中国太保,29.92,287840616334,204803640334
52,000858,五 粮 液,73.75,286268590369,286261612586
53,688795,摩尔线程-U,576.98,271196880645,17439503220
54,300476,胜宏科技,269.33,264693433685,233022954537
55,688008,澜起科技,211.91,258644212030,242587049645
56,300408,三环集团,129.09,257756400330,241373284553
57,002916,深南电路,378.0,257480972910,251297972100
58,688820,盛合晶微,137.97,257006942163,23855377655
59,000338,潍柴动力,29.65,256182541413,146957038900
60,600150,中国船舶,33.42,251506263445,251506263445
61,002379,宏桥控股,19.29,251370270117,21920649695
62,601225,陕西煤业,25.37,245962150000,245962150000
63,300274,阳光电源,116.72,241985237409,185296113389
64,601816,京沪高铁,4.9,239735828913,239735828913
65,601919,中远海控,15.39,234976412431,193245103891
66,002463,沪电股份,121.27,233367566132,233179227637
67,600309,万华化学,73.04,228649647563,228649647563
68,688808,联讯仪器,2220.98,228020614074,42856349901
69,002714,牧原股份,39.29,226821018498,128890818283
70,000651,格力电器,39.9,223496089066,220328178013
71,600188,兖矿能源,22.19,222717746324,132282401324
72,002938,鹏鼎控股,95.36,221000295707,220360392630
73,000001,平安银行,11.11,215599751180,215596223255
74,000725,京东方Ａ,5.81,215227546052,205483049220
75,600919,江苏银行,11.66,213976443239,213976443239
76,002142,宁波银行,32.2,212635623502,212502036940
77,603288,海天味业,35.82,209584433476,199152775468
78,600690,海尔智家,21.76,204057221184,136065898223
79,688072,拓荆科技,688.2,200045276789,194549330858
80,601066,中信建投,25.54,198105985115,165899438234
81,003816,中国广核,3.85,194420448788,151440492538
82,301666,大普微-UW,436.96,190609100666,11586581237
83,301377,鼎泰高科,447.8,189887321445,44269926245
84,688498,源杰科技,1519.0,189116072663,186673166736
85,300433,蓝思科技,35.74,188662198694,177617078322
86,600406,国电南瑞,23.23,186577695504,186029932243
87,601898,中煤能源,14.05,186284220770,128585605620
88,300604,长川科技,283.05,182732040012,138544889677
89,603268,松发股份,179.26,182615198844,41812357714
90,300760,迈瑞医疗,150.47,182339460383,182168332958
91,601668,中国建筑,4.4,181809717954,181809717954
92,601985,中国核电,8.78,180587058210,165795241132
93,601336,新华保险,57.78,180247402548,120496685065
94,600025,华能水电,9.61,179044815810,179044815810
95,600176,中国巨石,44.39,177699239356,176298748173
96,601818,光大银行,3.0,177256653183,139220446683
97,001399,惠科股份,23.69,175478989971,10200125857
98,601688,华泰证券,19.39,175030888811,141678039675
99,300033,同花顺,230.26,173302886400,100948497058
100,600031,三一重工,18.75,172406333194,158894813194
