排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.714,1.35,1275.52,1275.52,66.9,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(540.02亿)；沪深300ETF华夏(431.7亿)；沪深300ETF嘉实(329.9亿)；沪深300ETF天弘(89.05亿)
2,588000,科创50ETF华夏,1.786,4.69,961.59,961.59,114.05,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(433.28亿)；科创50ETF工银(109.71亿)；科创50ETF广发(84.18亿)
3,159915,创业板ETF易方达,3.56,1.31,724.8,724.8,106.11,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(118.7亿)；创业板ETF天弘(66.42亿)
4,512880,证券ETF国泰,1.109,0.45,632.45,632.45,24.02,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(401.27亿)；证券ETF天弘(120.95亿)；券商ETF银华(101.66亿)；证券ETF南方(82.46亿)
5,588200,科创芯片ETF嘉实,1.166,6.1,519.85,519.85,62.67,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(76.95亿)
6,510500,中证500ETF南方,7.815,2.82,493.26,493.26,41.6,中证500指数,指数型-股票,中证500,中证500ETF嘉实(95.91亿)；中证500ETF华夏(87.75亿)
7,563360,A500ETF华泰柏瑞,1.298,1.49,438.76,438.76,47.93,中证A500指数,指数型-股票,中证A500,A500ETF南方(346.83亿)；中证A500ETF国泰(287.39亿)；A500ETF易方达(281.61亿)；A500ETF华夏(211.53亿)
8,588170,科创半导体ETF华夏,0.949,9.71,437.27,437.27,109.23,上证科创板半导体材料设备主题指数,指数型-股票,半导体,科创半导体设备ETF华泰柏瑞(107.54亿)
9,515880,通信ETF国泰,0.642,0.78,419.42,419.42,79.42,中证全指通信设备指数,指数型-股票,通信,
10,159516,半导体设备ETF国泰,0.701,9.53,410.86,410.86,62.97,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(200.31亿)；半导体设备ETF广发(124.81亿)；半导体设备ETF华夏(86.0亿)
11,512100,中证1000ETF南方,3.035,3.13,356.35,356.35,49.95,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(169.08亿)；中证1000ETF广发(82.14亿)；中证1000ETF易方达(60.68亿)
12,512890,红利低波ETF华泰柏瑞,1.164,-1.02,335.76,335.76,17.47,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(129.2亿)
13,159995,芯片ETF华夏,1.165,6.39,276.12,276.12,15.77,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(70.71亿)
14,159949,创业板50ETF华安,1.679,0.78,268.87,268.87,32.87,创业板50指数,指数型-股票,创业板,
15,512170,医疗ETF华宝,0.337,0.9,266.66,266.66,5.38,中证医疗指数,指数型-股票,医药,
16,512400,有色金属ETF南方,1.903,5.2,245.92,245.92,16.78,有色金属,指数型-股票,有色金属,
17,510050,上证50ETF华夏,3.029,1.54,232.56,232.56,25.68,上证50指数,指数型-股票,上证50,
18,510880,红利ETF华泰柏瑞,3.228,-0.28,221.98,221.98,8.5,上证红利指数,指数型-股票,红利,
19,159819,人工智能ETF易方达,1.852,1.65,213.85,213.85,8.15,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(86.08亿)
20,512480,半导体ETF国联安,1.033,6.6,209.68,209.68,23.94,中证全指半导体产品与设备指数,指数型-股票,半导体,
21,159326,电网设备ETF华夏,1.685,2.37,205.39,205.39,10.51,中证电网设备主题指数,指数型-股票,其他,
22,510210,上证指数ETF富国,0.989,1.54,202.07,202.07,16.74,上证综合指数,指数型-股票,其他,
23,515450,红利低波50ETF南方,1.404,-1.27,192.47,192.47,3.71,标普中国A股大盘红利低波50指数,指数型-股票,红利,
