排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,长鑫科技,73.34,,,81.21,,,57.57,0.03,136.56,89.47,47.11,89.47
2,601398,工商银行,109.23,66.2,76.91,107.48,58.58,65.7,7.78,-0.26,7.47,91.98,0.7,61.19
3,601939,建设银行,110.4,75.19,92.58,109.17,63.78,90.43,10.58,0.28,8.1,97.28,0.78,72.65
4,601288,农业银行,119.97,78.04,34.8,109.99,64.48,13.57,6.81,0.59,8.1,92.65,0.84,84.2
5,600941,中国移动,62.53,97.52,56.74,59.57,99.93,40.42,96.7,-0.48,15.91,52.54,1.48,33.63
6,601857,中国石油,86.83,105.26,34.79,90.72,101.79,28.93,10.99,-1.96,12.72,56.04,1.24,90.45
7,601988,中国银行,103.28,84.46,94.87,110.85,65.97,84.11,6.05,-0.49,7.95,98.81,0.71,84.49
8,300750,宁德时代,11.43,76.98,35.78,41.34,81.18,45.2,385.0,-1.03,20.96,14.52,4.7,27.89
9,600519,贵州茅台,5.92,90.5,38.09,19.1,108.16,37.09,1291.5,-1.25,19.83,4.87,6.43,2.63
10,600938,中国海油,82.19,106.63,22.61,88.97,91.17,16.2,33.3,-0.15,12.7,91.06,1.89,79.47
11,601138,工业富联,-8.55,44.01,32.14,3.68,48.86,34.58,62.13,0.49,26.28,86.84,7.02,90.96
12,688981,中芯国际,20.6,7.12,45.0,61.5,11.96,59.31,125.5,-1.96,212.94,90.61,7.17,93.11
13,300308,中际旭创,43.61,7.29,39.98,58.95,7.22,58.78,904.2,0.96,70.75,76.28,29.72,96.95
14,601628,中国人寿,15.25,48.11,19.22,14.0,59.38,16.2,36.89,0.14,7.2,4.01,1.74,12.08
15,601088,中国神华,100.83,101.21,59.17,110.79,81.32,44.99,46.55,0.06,19.58,99.24,2.1,97.33
16,600036,招商银行,80.45,79.3,62.92,69.36,81.55,44.8,38.86,-0.74,6.5,24.15,0.87,8.93
17,601318,中国平安,37.75,71.42,7.25,23.1,78.07,3.99,52.14,0.12,7.11,4.34,0.93,16.28
18,601899,紫金矿业,47.19,100.55,29.46,21.47,98.31,13.67,34.25,4.55,14.76,20.38,4.62,86.06
19,002594,比亚迪,47.1,76.91,42.66,12.99,78.53,43.25,90.48,2.05,29.94,28.88,3.56,30.17
20,600900,长江电力,91.18,66.46,87.51,100.87,68.54,87.1,28.16,-0.91,19.1,50.64,3.02,72.41
21,000333,美的集团,79.65,74.25,84.48,49.23,69.8,83.06,85.38,0.78,14.74,53.41,2.8,43.15
22,688256,寒武纪,4.37,-7.03,40.42,23.94,2.58,64.81,1010.88,-3.77,190.78,78.01,46.9,82.07
23,601328,交通银行,110.93,83.1,78.05,106.23,74.18,54.29,7.11,-0.56,6.52,89.79,0.54,53.41
24,600028,中国石化,84.72,87.53,6.02,72.27,86.3,-0.74,5.14,-0.39,17.48,85.58,0.75,35.37
25,601728,中国电信,96.16,112.71,65.42,106.3,110.31,38.98,6.56,-1.35,18.95,77.04,1.27,68.79
26,601658,邮储银行,92.85,54.1,36.71,76.03,57.78,29.85,4.97,-0.2,6.79,58.25,0.58,6.96
27,300502,新易盛,29.56,15.62,43.25,49.39,18.41,62.19,414.02,0.61,53.75,54.37,28.33,95.23
28,688041,海光信息,-6.53,-7.27,29.02,8.93,6.7,57.96,246.33,-5.16,182.23,64.62,22.57,77.33
29,002371,北方华创,2.67,16.19,52.64,30.21,23.83,65.7,712.55,-0.06,92.73,45.58,13.16,83.44
30,603259,药明康德,70.8,99.78,96.87,87.92,99.81,89.1,167.9,2.38,23.12,34.96,6.01,53.18
31,601998,中信银行,114.41,106.6,81.61,110.84,88.76,42.98,8.32,1.96,6.5,85.54,0.62,70.98
32,688235,百济神州,44.83,92.41,71.63,45.86,89.12,36.44,298.88,3.94,107.66,91.1,13.96,87.05
33,600030,中信证券,11.69,15.09,71.6,16.62,35.32,80.77,27.04,-0.41,12.54,7.21,1.45,43.29
34,002475,立讯精密,8.48,1.13,24.76,35.29,9.95,47.48,53.34,-0.3,23.97,25.68,4.67,30.88
35,688347,华虹宏力,-4.45,-5.63,42.89,10.39,4.6,60.85,232.68,-0.14,819.47,77.48,8.94,93.35
36,603993,洛阳钼业,0.05,42.94,6.64,-1.55,58.05,16.35,18.27,1.5,14.05,11.84,4.36,88.59
37,601166,兴业银行,62.88,72.27,45.93,48.03,76.73,37.54,18.17,-0.38,4.96,34.03,0.46,6.83
38,002384,东山精密,46.62,19.27,55.61,63.69,15.78,62.52,197.67,0.29,177.47,96.47,15.99,97.09
39,688012,中微公司,19.3,23.56,59.89,61.12,29.35,69.3,365.5,-1.75,82.75,46.54,11.66,72.95
40,600276,恒瑞医药,7.11,33.68,21.13,8.31,67.46,27.32,49.5,-6.0,42.52,4.11,5.1,1.0
41,002415,海康威视,0.57,50.68,75.71,-2.98,70.23,92.46,34.07,0.53,19.0,7.26,3.7,19.33
42,601211,国泰海通,15.06,13.68,41.13,31.02,32.66,40.02,17.49,-2.07,9.51,3.39,0.93,24.73
43,600183,生益科技,-7.63,25.23,45.74,13.24,29.86,52.8,126.28,0.65,59.05,94.42,16.58,97.71
44,601319,中国人保,29.34,49.88,5.85,19.47,59.45,3.83,6.92,0.58,7.18,5.58,0.96,14.07
45,600000,浦发银行,29.37,72.99,22.78,13.46,79.42,16.38,9.11,0.33,5.92,65.35,0.4,27.21
46,300394,天孚通信,78.77,63.51,47.22,87.68,45.43,37.98,276.25,-0.41,129.76,96.28,48.23,98.0
47,300059,东方财富,-2.81,16.5,20.34,-8.68,46.53,26.6,18.8,0.37,22.69,3.48,3.11,9.26
48,601869,长飞光纤,36.41,20.79,44.32,46.68,11.91,52.15,358.0,3.7,256.13,94.5,20.83,96.28
49,601601,中国太保,25.23,65.05,3.37,19.54,75.65,1.59,30.17,-0.1,5.38,1.0,0.91,7.06
50,688802,沐曦股份-U,21.42,5.71,57.29,52.38,11.21,68.52,711.99,-2.33,-434.4,37.2,21.75,53.66
51,603986,兆易创新,18.88,-2.72,27.13,48.92,-4.76,47.83,403.5,-0.05,35.71,11.89,7.59,45.49
52,000858,五 粮 液,-3.75,57.45,10.61,-4.49,74.81,13.07,72.09,0.28,22.21,28.97,2.19,0.24
53,688836,C宇树-W,,,,,,,,,475.61,50.0,96.48,50.0
54,688795,摩尔线程-U,-0.43,4.4,17.36,9.93,13.91,32.97,546.99,-0.18,-346.77,33.14,21.11,1.74
55,601919,中远海控,106.04,107.19,83.24,110.21,104.94,41.94,16.64,0.54,10.14,61.48,1.08,42.53
56,300476,胜宏科技,6.23,44.87,15.51,19.74,44.28,17.47,253.45,3.29,53.23,85.16,14.31,89.98
57,600150,中国船舶,-6.68,24.3,24.76,-1.6,36.52,37.7,32.99,-0.45,21.96,25.63,1.66,18.38
58,601225,陕西煤业,51.37,98.81,68.67,58.83,91.88,52.37,25.55,-0.16,15.32,98.71,2.43,86.78
59,000338,潍柴动力,-7.14,73.01,59.03,10.37,78.52,65.35,28.3,-0.28,21.63,94.75,2.56,87.11
60,688008,澜起科技,3.57,3.57,39.92,28.81,7.98,60.01,199.11,-0.44,95.02,69.11,11.66,75.22
61,601816,京沪高铁,51.05,91.21,83.54,36.14,91.62,63.53,4.96,0.2,18.18,3.13,1.15,4.26
62,688820,盛合晶微,17.73,3.27,21.42,51.94,6.75,,127.98,-9.23,254.98,23.81,12.36,13.1
63,688808,联讯仪器,52.67,58.37,61.16,52.73,44.35,,2314.01,4.19,869.51,88.89,231.53,88.89
64,600309,万华化学,25.39,82.27,21.73,3.83,81.87,26.94,75.16,1.72,17.88,64.15,2.11,10.26
65,002916,深南电路,-6.78,26.62,48.24,15.71,32.06,58.15,345.0,0.31,64.66,95.32,12.99,91.07
66,000651,格力电器,103.36,82.86,98.26,78.91,71.98,85.86,41.42,0.24,7.95,37.09,1.53,6.49
67,300274,阳光电源,14.07,17.6,-1.95,53.38,19.04,8.79,110.89,-0.54,19.28,37.33,4.72,45.68
68,002714,牧原股份,45.26,94.1,32.65,42.74,90.65,18.71,39.82,2.52,23.5,69.45,2.66,2.72
69,002379,宏桥控股,-4.52,69.37,3.31,3.88,89.79,6.89,17.6,-5.12,11.64,70.93,4.39,81.48
70,002142,宁波银行,106.93,105.6,91.46,98.83,90.76,69.72,34.18,3.64,7.25,34.8,0.93,30.55
71,300408,三环集团,-10.28,24.25,52.08,-2.54,31.92,68.3,111.51,1.74,77.4,97.76,9.94,97.76
72,600919,江苏银行,101.83,105.38,108.19,82.48,94.59,96.54,12.1,1.26,6.14,82.72,0.82,90.36
73,000001,平安银行,90.79,90.2,91.67,39.68,83.64,72.1,11.4,1.15,5.09,30.64,0.47,9.07
74,002463,沪电股份,-0.83,25.02,49.5,19.84,28.69,61.58,114.32,0.8,51.14,96.09,13.1,97.47
75,000725,京东方Ａ,30.07,-2.36,40.08,60.14,-4.64,52.36,5.9,-1.83,36.73,57.37,1.61,72.32
76,600188,兖矿能源,23.04,86.49,50.44,64.73,80.1,46.98,21.36,-2.02,22.44,97.47,2.8,84.06
77,603288,海天味业,21.74,65.83,50.94,5.13,75.57,55.91,35.75,1.22,28.73,1.96,4.98,2.0
78,600690,海尔智家,52.68,66.99,25.33,52.48,74.82,24.11,21.77,-0.91,10.91,5.35,1.63,3.82
79,002938,鹏鼎控股,-7.16,23.06,52.9,8.94,31.59,59.27,87.57,0.24,53.57,96.72,5.9,91.51
80,300433,蓝思科技,73.09,9.81,34.79,67.74,-1.08,39.45,37.98,5.06,58.29,83.77,3.67,83.82
81,003816,中国广核,37.69,29.91,13.8,46.85,26.0,33.87,3.87,-1.28,20.61,83.94,1.55,54.6
82,688072,拓荆科技,13.03,19.76,57.24,51.1,23.89,69.21,671.26,-2.72,118.67,72.08,26.92,96.01
83,601066,XD中信建,5.7,-9.26,48.9,13.06,2.17,59.16,24.81,-0.54,15.31,0.81,2.2,14.57
84,688498,源杰科技,70.47,45.42,63.48,76.65,32.63,60.26,1545.0,1.77,540.25,72.18,76.19,97.18
85,300760,迈瑞医疗,70.05,96.16,34.68,25.11,83.06,23.46,158.07,4.94,24.44,9.71,4.78,3.57
86,601898,中煤能源,56.8,85.26,12.26,66.08,54.6,12.17,14.26,-0.56,10.65,54.08,1.15,89.98
87,600406,国电南瑞,5.8,61.03,10.67,25.18,73.81,18.36,23.07,-1.87,22.27,17.04,3.46,25.63
88,601668,中国建筑,34.67,65.21,43.39,17.93,75.16,36.68,4.43,0.45,4.82,47.3,0.37,0.43
89,301666,大普微-UW,1.43,0.3,18.02,28.61,-0.04,,418.13,0.32,14050.45,20.69,227.41,20.69
90,601336,新华保险,15.31,37.49,2.47,8.43,49.67,2.69,58.08,0.73,4.91,0.57,1.47,40.91
91,600025,华能水电,46.86,61.39,62.69,54.31,66.92,63.41,9.65,-1.13,21.05,71.12,2.53,70.07
92,601985,中国核电,11.94,28.13,63.79,17.85,38.3,81.84,8.73,-0.34,21.81,82.0,1.5,24.39
93,603268,松发股份,35.15,88.97,86.03,58.85,90.45,79.47,176.21,-1.83,51.38,64.01,17.02,86.11
94,601818,光大银行,32.78,58.71,38.96,8.97,65.84,32.03,3.02,0.67,4.72,36.37,0.35,0.67
95,300604,长川科技,9.8,20.87,62.29,35.77,26.65,71.58,275.74,1.0,113.17,51.5,34.95,98.57
