排名,代码,名称,最新价,总市值,流通市值
1,688825,长鑫科技,57.57,3850332611453,259239953560
2,601398,工商银行,7.78,2772840680152,2097583013553
3,601939,建设银行,10.58,2767732035836,101500897471
4,601288,农业银行,6.81,2383384460675,2174053075391
5,600941,中国移动,96.7,2097153610529,87297652739
6,601857,中国石油,10.99,2011400546220,1779523635220
7,601988,中国银行,6.05,1949385091475,1275131364818
8,300750,宁德时代,385.0,1781262143815,1640131192315
9,600519,贵州茅台,1291.5,1614480387692,1614480387692
10,600938,中国海油,33.3,1582747467667,99567000000
11,601138,工业富联,62.13,1232913453605,1232913453605
12,688981,中芯国际,125.5,1074412968882,250945099900
13,300308,中际旭创,904.2,1057674062392,1003607547268
14,601628,中国人寿,36.89,1042684967450,768180021700
15,601088,中国神华,46.55,1009643166851,767657816805
16,600036,招商银行,38.86,980043200055,801640780511
17,601318,中国平安,52.14,944132453619,555815793428
18,601899,紫金矿业,34.25,910731975804,705611415045
19,002594,比亚迪,90.48,824924035681,315468789480
20,600900,长江电力,28.16,689025010883,689025010883
21,000333,美的集团,85.38,651346781095,587828886175
22,688256,寒武纪,1010.88,635695939607,635695939607
23,601328,交通银行,7.11,628266505826,185375045336
24,600028,中国石化,5.14,621557143101,487027723428
25,601728,中国电信,6.56,600286829865,509251020265
26,601658,邮储银行,4.97,596872415855,360463169007
27,300502,新易盛,414.02,577250152310,519281752275
28,688041,海光信息,246.33,572554201956,572554201956
29,002371,北方华创,712.55,517089839460,516677022192
30,603259,药明康德,167.9,500972826325,415263753303
31,601998,中信银行,8.32,462967750036,339148154068
32,688235,百济神州,298.88,460958194897,34387716109
33,600030,中信证券,27.04,422480320612,329253938337
34,002475,立讯精密,53.34,412735308452,390719516609
35,688347,华虹宏力,232.68,404334179217,94875270000
36,603993,洛阳钼业,18.27,390874046916,319009586556
37,601166,兴业银行,18.17,384529157351,384529157351
38,002384,东山精密,197.67,362053860850,274034214985
39,688012,中微公司,365.5,350091378194,344373017389
40,600276,恒瑞医药,49.5,328541393763,315760612563
41,002415,海康威视,34.07,312247173709,308200412700
42,601211,国泰海通,17.49,307492703511,235225179180
43,600183,生益科技,126.28,306734583448,304555645662
44,601319,中国人保,6.92,306030014834,245644475554
45,600000,浦发银行,9.11,303416186913,303416186913
46,300394,天孚通信,276.25,301340431941,300667198536
47,300059,东方财富,18.8,297457357650,251041960589
48,601869,长飞光纤,358.0,296390028664,145469116412
49,601601,中国太保,30.17,290245701697,206514900697
50,688802,沐曦股份-U,711.99,284867199000,13192174354
51,603986,兆易创新,403.5,283154121219,269736495369
52,000858,五 粮 液,72.09,279825121080,279818300357
53,688836,C宇树-W,687.0,277867001580,20670263640
54,688795,摩尔线程-U,546.99,257100734417,16533040775
55,601919,中远海控,16.64,254061566138,208940775098
56,300476,胜宏科技,253.45,249086810855,219283658810
57,600150,中国船舶,32.99,248270246291,248270246291
58,601225,陕西煤业,25.55,247707250000,247707250000
59,000338,潍柴动力,28.3,244518243574,140265908967
60,688008,澜起科技,199.11,243021325361,227934063776
61,601816,京沪高铁,4.96,242671369675,242671369675
62,688820,盛合晶微,127.98,238397828934,22128080251
63,688808,联讯仪器,2314.01,237571694105,44651470177
64,600309,万华化学,75.16,235286247410,235286247410
65,002916,深南电路,345.0,235002475275,229359260250
66,000651,格力电器,41.42,232010225792,228721632413
67,300274,阳光电源,110.89,229898414807,176040832880
68,002714,牧原股份,39.82,229880706454,130629482922
69,002379,宏桥控股,17.6,229347680355,20000178053
70,002142,宁波银行,34.18,225710733271,225566953768
71,300408,三环集团,111.51,222654087852,208502091258
72,600919,江苏银行,12.1,222051026002,222051026002
73,000001,平安银行,11.4,221227467457,221224808897
74,002463,沪电股份,114.32,219993239550,219815694760
75,000725,京东方Ａ,5.9,218561535578,208666091290
76,600188,兖矿能源,21.36,214387159147,127334479147
77,603288,海天味业,35.75,209174860323,198763588023
78,600690,海尔智家,21.77,204150997481,136128428507
79,002938,鹏鼎控股,87.57,202946685141,202359056026
80,300433,蓝思科技,37.98,200486578243,188749206342
81,003816,中国广核,3.87,195430425145,152227196395
82,688072,拓荆科技,671.26,195121174800,189760511235
83,601066,XD中信建,24.81,192443597914,161157598378
84,688498,源杰科技,1545.0,192353082465,189868362480
85,300760,迈瑞医疗,158.07,191549136058,191369365260
86,601898,中煤能源,14.26,189068540084,130507525704
87,600406,国电南瑞,23.07,185292614519,184748624057
88,601668,中国建筑,4.43,183049329667,183049329667
89,301666,大普微-UW,418.13,182395146607,11087278499
90,601336,新华保险,58.08,181183266528,121122316867
91,600025,华能水电,9.65,179790059580,179790059580
92,601985,中国核电,8.73,179558658106,164851076889
93,603268,松发股份,176.21,179508112174,41100945848
94,601818,光大银行,3.02,178438364204,140148582994
95,300604,长川科技,275.74,178012834174,134966853487
96,601766,中国中车,6.19,177645968705,150589069917
97,600031,三一重工,19.05,175164834525,161437130205
98,301377,鼎泰高科,412.0,174706512808,40730704808
99,002352,顺丰控股,32.84,172912717282,157602945106
100,600989,宝丰能源,23.4,171600624000,171600624000
