排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
74,300408,三环集团,109.22,218081602325,204220235021,元件,4368548636.69,8.61,54.824030357,19.32,56.17646712233,44.3196613034
75,003816,中国广核,4.31,217649905007,169534681257,电力,672190359.32,4.6,-2.7578083082,61.05,2.66222662087,45.5425165845
76,000651,格力电器,38.55,215934191316,212522024803,白色家电,1733759295.51,8.68,-8.1402149704,132.78,-7.873884093798,28.8127471778
77,300760,迈瑞医疗,169.08,204891047793,204698755477,医疗器械,2589391534.22,12.01,5.9963299224,47.97,-5.365709111143,60.8335255872
78,601898,中煤能源,15.43,204581176262,141215366172,煤炭开采,971280429.0,4.95,-1.7610159657,81.49,5.825484910589,26.9192171517
79,002938,鹏鼎控股,88.22,204453083969,203861093098,元件,2017266314.8,3.71,5.141159863,12.84,4.109207036209,23.9752902042
80,600690,海尔智家,21.42,199272148473,132343189934,白色家电,754150899.0,8.36,-2.7981796409,103.16,-14.266944821157,27.2293255339
81,603288,海天味业,34.0,198935531496,189033901896,调味发酵品Ⅱ,533667960.0,10.07,6.0061732024,41.9,7.125124059512,41.0363120571
82,601066,中信建投,25.55,198183552063,165964394944,证券Ⅱ,429788535.0,8.27,51.1077143242,76.39,69.437027116444,0.0
83,300433,蓝思科技,37.3,196897034451,185276153430,消费电子,3274334153.56,1.05,-12.4203656668,5.77,-49.521477587713,16.4258831472
84,601336,新华保险,61.5,191852115900,128254519410,保险Ⅱ,2414749167.0,18.87,18.8703759227,227.93,54.017163321846,0.0
85,301666,大普微-UW,438.95,191477171222,11639348760,计算机设备,1476758879.57,77.43,531.1701845514,13.34,477.083656706601,34.9035465253
86,688072,拓荆科技,650.51,190061633868,184866679222,半导体,2557569581.0,18.11,49.060715147,13.43,1324.09901284204,41.0042896167
87,603268,松发股份,183.48,186914184335,42796671836,航海装备Ⅱ,1504896253.0,32.06,251.874251691,36.09,457.668942986394,23.6588177372
88,600031,三一重工,20.22,185922989716,171352166548,工程机械,2015685777.0,6.16,19.4868647877,56.9,9.131357029292,27.7819043049
89,300274,阳光电源,89.33,185199976506,141813757788,光伏设备,5768640706.06,10.73,-28.9913921923,52.59,-32.012976909209,35.92153915
90,688498,源杰科技,1482.0,184509558714,182126157408,半导体,4697095498.0,22.1,351.4010703617,6.07,1212.19540823559,80.4246767203
91,600406,国电南瑞,22.92,184087851096,183547397633,电网设备,610155959.0,5.73,14.5359559071,30.73,4.08163089096,25.3392957491
92,300604,长川科技,284.27,183519650288,139143963650,半导体,8014843529.23,18.52,59.7153807171,9.64,125.672896733861,55.482024293
93,601985,中国核电,8.85,182026818355,167117071073,电力,559482819.0,3.05,-6.2848823048,36.41,-35.740640009377,36.4732695406
94,601766,中国中车,6.31,181089832395,153508405683,轨交设备Ⅱ,1222100280.0,4.54,9.956998576,79.91,10.280413688099,22.2659912397
95,600025,华能水电,9.71,180907925235,180907925235,电力,317506903.0,5.91,1.4544203223,43.76,-5.049088925195,57.1891827428
96,601668,中国建筑,4.36,180156902336,180156902336,房屋建设Ⅱ,1030878584.0,4.61,-11.9615548688,230.0,-24.340999953882,10.2935341527
97,601818,光大银行,3.03,179029219715,140612651150,银行Ⅱ,822056462.0,3.28,-4.3235535059,187.11,-24.006985622614,0.0
98,600989,XD宝丰能,24.37,178713983200,178713983200,化学原料,2200389512.0,18.61,32.3321115262,97.28,70.137377080532,43.5632332124
99,601688,华泰证券,19.58,176745992930,143066323715,证券Ⅱ,1070759597.0,6.3,45.8621225486,116.92,54.86615652396,0.0
100,600176,中国巨石,43.02,172214942039,170857673945,玻璃玻纤,12830857805.0,9.06,22.50258137,29.33,73.871870644216,42.1382635808
101,002352,顺丰控股,,,,,,,,,,
102,301377,鼎泰高科,,,,,,,,,,
103,600487,亨通光电,,,,,,,,,,
