排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,688825,长鑫科技,56.5,3835451597851,254421701862,半导体,13181989178.0,81.06,873.6417332025,776.05,3427.75691436574,84.7418874692
2,601398,工商银行,8.15,2904710995275,2197339532193,银行Ⅱ,2900099958.0,4.315,9.0769670235,1736.82,3.318798593719,0.0
3,601939,建设银行,11.09,2901148230380,106393662851,银行Ⅱ,1301359052.0,4.76,10.7174470481,1695.64,4.620054789111,0.0
4,601288,农业银行,7.05,2467380388805,2250671685978,银行Ⅱ,2688929645.0,5.07,11.0651273055,1463.81,4.925094975271,0.0
5,600941,中国移动,99.89,2166335823741,90177482235,通信服务,1105762503.0,5.6,-1.054491889,789.34,-6.293108565323,29.5120205935
6,601988,中国银行,6.67,2149156786799,1405805984023,银行Ⅱ,2136508186.0,4.33,8.4801658344,1235.94,5.104982524173,0.0
7,601857,中国石油,11.43,2091929776460,1850769349460,炼化及贸易,1304578770.0,6.3,5.3426812439,1039.34,22.029798875204,21.8708980937
8,300750,宁德时代,358.1,1656805126494,1525535012904,电池,7129756986.21,12.08,54.8003691485,432.84,41.983941749454,23.9283938867
9,600938,中国海油,34.51,1640258711988,103184900000,油气开采Ⅱ,1305284684.0,10.21,16.8837424377,858.18,23.420534134871,53.4636940575
10,600519,贵州茅台,1299.56,1624556045396,1624556045396,白酒Ⅱ,4242440861.0,16.75,1.3000994756,445.17,-1.951594855028,89.5552128279
11,601138,工业富联,62.94,1248987168355,1248987168355,消费电子,4742835652.0,13.36,54.634987688,237.4,95.985786599041,7.1506831245
12,601628,中国人寿,39.07,1104302024350,813575317100,保险Ⅱ,1994115437.0,21.07,81.5399084582,1344.89,228.574918765728,0.0
13,688981,中芯国际,126.11,1079646860182,252164833054,半导体,2986206116.0,2.9,19.435688378,44.67,94.163023835373,23.1558234006
14,601088,中国神华,48.3,1047599676883,796517133227,煤炭开采,1581115591.0,5.83,7.9322551775,287.15,4.103977087336,35.4841606017
15,601318,中国平安,57.23,1036300351374,610075524700,保险Ⅱ,6156593174.0,9.0,15.010118462,925.85,36.060370038356,0.0
16,600036,招商银行,40.86,1030482891257,842898669369,银行Ⅱ,4659959162.0,6.71,4.8314692679,764.45,2.021887094622,0.0
17,300308,中际旭创,859.3,1012177754511,953768866678,通信设备,24665474545.99,37.62,182.4913813287,136.51,241.696005716117,46.2521843492
18,601899,紫金矿业,33.73,896904804200,694898482612,工业金属,5377441770.0,19.6,15.7816890732,391.7,68.170288138556,37.7472369593
19,002594,比亚迪,88.71,808786595991,309337866329,乘用车,2567976994.12,4.86,-7.1281672659,123.25,-20.535238859941,18.8473478975
20,688256,寒武纪,1109.0,697399094872,697399094872,半导体,10731344641.0,18.05,108.1331369113,23.11,122.613513635372,55.2505731603
21,600900,长江电力,28.4,694897383134,694897383134,电力,3507221780.0,6.55,3.3562259885,147.56,13.015444431533,57.8922527476
22,600028,中国石化,5.52,667508838505,523033664070,炼化及贸易,1367586789.0,3.06,1.9523055217,256.27,19.289670902574,19.2430394532
23,000333,美的集团,87.49,667443545069,602355929391,白色家电,1616473120.32,11.33,3.4561222865,264.46,1.661997971068,25.2557645483
24,601658,邮储银行,5.48,658120893136,397452347315,银行Ⅱ,2347734211.0,4.8,7.2645809882,515.03,4.621353701146,0.0
25,601328,交通银行,7.36,650357451881,191893155228,银行Ⅱ,1623741468.0,4.045,6.7295003299,478.74,4.037726008345,0.0
26,601728,中国电信,6.47,592051187383,502264344683,通信服务,564926695.0,4.2,-3.8643498262,195.88,-14.898970046109,29.7628442917
27,688041,海光信息,250.43,582083988129,582083988129,半导体,3770081130.0,7.56,66.5195709856,17.98,49.691219941746,55.2090490096
28,300502,新易盛,402.81,561620534882,505221685668,通信设备,15061737886.06,34.86,100.3392340098,75.29,90.984424978074,48.4397325072
29,601998,中信银行,8.81,490233879546,359122023718,银行Ⅱ,605279276.0,4.805,3.0507963718,376.02,3.081309282307,0.0
30,002371,北方华创,667.7,484542678840,484139710539,半导体,5074661510.94,8.58,24.9038763685,33.7,5.051223129423,40.0682862059
31,603259,药明康德,154.4,462796828713,381874469982,医疗服务,4505071454.0,13.19,38.9349828598,110.8,29.427935686791,53.9094753581
32,002475,立讯精密,56.92,440436845031,416943427864,消费电子,3913861741.34,8.76,40.1605518581,78.43,18.036983291456,11.7785360877
33,600030,中信证券,28.02,437792107380,341186958291,证券Ⅱ,3216262445.0,7.81,50.0035284024,233.43,69.601525447949,0.0
34,688347,华虹宏力,250.33,435005050213,102072057500,半导体,3239946731.0,0.86,19.4147741706,3.99,436.692371841556,19.4457765387
35,688235,百济神州,266.69,411312034921,30684087289,化学制药,692295438.0,9.9,26.8363500983,32.71,627.147475232556,89.4529871532
36,603993,洛阳钼业,19.06,407775551955,332803651875,工业金属,3072578201.0,18.29,42.7839090612,161.52,86.272667882062,23.0090744347
37,601166,兴业银行,17.95,379873328258,379873328258,银行Ⅱ,3018725751.0,4.79,-0.2543953358,411.31,-4.659140956399,0.0
38,600183,生益科技,144.42,350796710021,348304769928,元件,11508594583.0,18.17,50.0454791459,32.87,130.423998654866,30.6922750301
39,601319,中国人保,7.91,349811765512,280787254572,保险Ⅱ,1898229077.0,11.2,9.5986593172,367.45,38.503580851866,0.0
40,002384,东山精密,188.69,345606025213,261585045913,元件,11906827125.61,12.88,63.9481879305,29.57,290.089113632119,20.1513507952
41,688012,中微公司,350.52,335742899821,330258905760,半导体,4872246764.0,11.56,34.8886347323,28.25,300.216524117415,39.7417373409
42,601869,长飞光纤,400.03,331186880353,162547515749,通信设备,4376706106.0,19.22,53.637732146,29.25,888.878405244955,53.3612070059
43,002415,海康威视,35.92,329202186076,324935686063,计算机设备,1581193008.47,9.17,11.9673178084,78.96,39.565445501572,49.9672613158
44,601601,中国太保,33.07,318144691917,226365520917,保险Ⅱ,2437124837.0,9.7,5.8056021068,307.75,10.36399497938,0.0
45,601211,国泰海通,17.94,315404179587,241277284991,证券Ⅱ,1224304577.0,6.12,97.5628794336,202.6,28.736487658757,0.0
46,600000,浦发银行,9.35,311409588105,311409588105,银行Ⅱ,952382710.0,3.96,3.5534844687,309.51,4.082456199348,0.0
47,300059,东方财富,19.4,306950677575,259811894735,证券Ⅱ,4075743506.21,8.46,53.220189051,80.64,44.848976215289,74.3927594104
48,600276,恒瑞医药,46.23,306837750175,294901275127,化学制药,2146398929.0,8.04,-1.9390022608,44.65,0.344554541292,86.3263460861
49,000858,五 粮 液,71.83,278815902999,278809106876,白酒Ⅱ,2163805209.69,7.14,20.87072874,87.53,89.29986131838,80.2949204402
50,603986,兆易创新,393.0,276660770811,263592302511,半导体,10164177782.0,23.13,178.6722977786,68.57,1091.4990564908,63.1304509177
51,300394,天孚通信,251.77,274637033665,274023459097,通信设备,8348735682.45,19.6,15.1492291388,12.04,33.922353315318,60.8695979509
52,688802,沐曦股份-U,672.73,269159273000,12464741714,半导体,512478360.0,4.53,44.6659638137,6.12,429.462930125319,57.2152440602
53,601919,中远海控,16.98,259252727946,213209997666,航运港口,1479600643.0,5.7,2.5870029553,134.19,-23.47827216587,18.3392709861
54,600150,中国船舶,34.43,259107140946,259107140946,航海装备Ⅱ,2807923705.0,6.71,26.005331272,99.54,163.508688638198,17.3661199239
55,601225,陕西煤业,26.72,259050400000,259050400000,煤炭开采,1223327484.0,10.9,1.1692536077,112.72,47.574576296288,33.3593436248
56,688795,摩尔线程-U,532.2,250149017087,16086005778,半导体,346495544.0,-0.1,147.4213793771,-0.12,95.73226709201,56.9463084205
57,688808,联讯仪器,2399.0,246297334133,46291449456,通用设备,1243874436.0,31.1,208.7055946128,5.67,902.997918255574,70.7942535034
58,002714,牧原股份,42.4,244775036506,139093171168,养殖业,1873617290.76,-7.48,-22.3016379839,-60.78,-157.717224941595,-1.5756373647
59,002379,宏桥控股,18.7,243681910377,21250189181,工业金属,1064539219.36,30.26,11.9504272706,156.45,77.024139178251,25.3784505634
60,688008,澜起科技,198.35,242093716465,227064042740,半导体,5194138572.0,10.72,26.6585396711,19.97,72.325559587892,65.3126948791
61,002916,深南电路,354.34,241364571272,235568580513,元件,2090968133.41,12.43,46.3282888807,22.51,65.546280171141,31.0149106719
62,688820,盛合晶微,129.45,241136106857,22382247136,半导体,1277795018.0,2.8,7.2006133293,4.49,3.326089767472,30.1400071353
63,600309,万华化学,77.02,241108924635,241108924635,化学制品,3507788587.0,8.96,31.2585013331,100.63,64.354204430483,17.0841909951
64,601816,京沪高铁,4.91,240225085707,240225085707,铁路公路,740701824.0,3.21,3.9425045373,67.71,7.206589578335,45.360774803
65,000338,潍柴动力,27.35,236310033984,135557336051,汽车零部件,2371439108.94,8.0,8.847564221,77.01,36.463711828511,21.463923593
66,002463,沪电股份,120.72,232309166187,232126661570,元件,5177427016.52,17.38,61.1682833526,29.23,73.722061163793,38.7155693432
67,000001,平安银行,11.92,231318544920,231315765093,银行Ⅱ,1807254404.86,5.22,1.7755999135,256.96,3.321270607157,0.0
68,688836,宇树科技-W,571.1,230989584574,17183096892,自动化设备,2976706754.0,9.99,48.5389986228,2.74,955.594582876599,56.0089333697
69,300476,胜宏科技,232.98,228969205733,201573118286,元件,5548800211.45,11.8,28.773550864,28.57,33.300010849125,33.221347957
70,002142,宁波银行,34.3,226503164166,226358879878,银行Ⅱ,1092074108.44,7.12,11.54467169,165.62,12.117519631736,0.0
71,600188,兖矿能源,22.48,225628433410,134011193410,煤炭开采,1383042987.0,6.87,13.0051222512,71.5,47.747879557371,30.6006985281
72,600919,江苏银行,12.29,225537777650,225537777650,银行Ⅱ,1366301649.0,7.86,9.1107021147,218.76,8.089489422095,0.0
73,000725,京东方Ａ,5.91,218931978858,209019762631,光学光电子,5817014907.38,3.82,1.8307997684,52.48,61.621332999777,15.0316321123
