日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-09-01,1313676.0,1007427.0,20464.0,20520.0,2.03,3386,2040,121,105,3,62.4,0.57,3.21,81.7,62.4,72.1,偏热
