排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业,入选标签
6,601988,中国银行,100.74,107.19,111.01,97.41,98.72,103.35,6.67,2.46,8.63,100.0,0.78,94.53,6.037,5.921,1.0,10.49,1.08,1.1,21.37,100.0,100.0,银行Ⅱ,三周期共振超买 / 高位+估值顶区
3,601939,建设银行,100.32,100.73,109.38,95.37,84.25,104.26,11.09,1.0,8.38,97.91,0.81,75.18,10.45,10.164,1.0,6.12,1.0,0.84,13.01,99.92,100.0,银行Ⅱ,三周期共振超买 / 高位+估值顶区
72,600919,江苏银行,87.51,103.23,110.18,74.5,97.46,105.14,12.29,1.65,6.24,85.4,0.83,91.92,11.884,11.485,1.0,3.42,1.31,1.17,13.66,95.45,95.29,银行Ⅱ,三周期共振超买 / 高位+估值顶区
2,601398,工商银行,97.75,96.19,107.3,92.76,74.69,92.17,8.15,0.99,7.76,96.15,0.73,70.66,7.731,7.566,1.0,5.42,1.17,0.9,29.0,97.36,95.37,银行Ⅱ,三周期共振超买 / 高位+估值顶区
25,601328,交通银行,91.72,100.87,110.47,75.82,86.48,86.39,7.36,1.66,6.67,91.58,0.56,59.49,7.045,6.843,1.0,4.47,1.48,1.21,16.24,90.33,74.38,银行Ⅱ,三周期共振超买 / 高位+估值顶区
67,000001,平安银行,100.97,106.67,114.81,98.99,100.39,101.59,11.92,1.71,5.32,37.57,0.49,15.55,11.393,10.994,1.0,4.63,1.56,1.34,18.07,65.29,27.02,银行Ⅱ,三周期共振超买
75,003816,中国广核,110.28,103.67,45.91,116.66,80.59,39.72,4.31,0.94,21.93,90.48,1.76,80.67,3.99,3.993,0.0,8.02,0.98,1.4,6.72,89.67,83.97,电力,高位+估值顶区
29,601998,中信银行,86.8,109.34,98.65,96.03,111.9,82.25,8.81,-0.45,6.83,90.92,0.66,75.04,8.086,7.637,1.0,8.95,0.87,1.08,6.05,98.02,96.53,银行Ⅱ,三周期共振超买 / 高位+估值顶区
5,600941,中国移动,100.03,107.54,95.94,95.85,99.81,65.84,99.89,0.85,16.44,69.88,1.52,41.01,97.133,94.023,1.0,2.84,1.31,0.96,11.06,69.88,41.01,通信服务,三周期共振超买
16,600036,招商银行,103.27,100.0,104.91,92.89,83.92,76.24,40.86,1.84,6.79,31.86,0.9,16.31,39.134,38.028,1.0,4.41,1.63,1.32,46.6,55.37,28.35,银行Ⅱ,三周期共振超买
22,600028,中国石化,101.59,106.24,22.17,100.41,100.4,13.0,5.52,1.1,18.57,87.73,0.79,41.04,5.182,4.987,1.0,6.52,0.98,0.98,13.68,88.51,39.17,炼化及贸易,高位+估值顶区
4,601288,农业银行,96.91,99.12,64.25,85.54,81.96,38.97,7.05,1.88,8.28,94.44,0.86,89.11,6.67,6.527,1.0,5.7,1.16,0.86,26.89,90.33,90.0,银行Ⅱ,高位+估值顶区
9,600938,中国海油,84.53,113.55,35.53,91.84,116.07,28.65,34.51,-0.58,11.85,87.26,1.92,81.42,33.08,31.055,1.0,4.32,0.89,0.68,13.05,87.26,81.42,油气开采Ⅱ,高位+估值顶区
7,601857,中国石油,87.41,109.93,49.36,85.06,110.09,41.68,11.43,0.09,11.88,51.55,1.28,94.29,10.97,10.259,1.0,4.19,1.03,0.77,13.05,86.03,94.3,炼化及贸易,高位+估值顶区
70,002142,宁波银行,85.42,107.8,99.95,87.1,105.53,90.29,34.3,0.53,7.28,35.38,0.93,31.1,32.947,31.583,1.0,4.11,1.3,1.02,10.92,61.49,54.05,银行Ⅱ,三周期共振超买
24,601658,邮储银行,97.9,85.05,100.13,85.66,52.83,63.66,5.48,4.18,7.34,79.41,0.63,32.29,5.013,4.998,1.0,9.32,2.09,2.66,23.48,88.35,43.55,银行Ⅱ,三周期共振超买 / 高位+估值顶区
78,601898,中煤能源,80.54,104.9,38.21,106.52,110.48,33.64,15.43,-4.69,11.16,59.34,1.23,95.53,14.342,13.729,1.0,7.59,1.19,1.22,9.71,92.23,92.23,煤炭开采,高位+估值顶区
23,000333,美的集团,91.02,82.84,96.42,98.41,76.7,93.01,87.49,-0.27,15.04,55.68,3.15,51.88,85.203,81.886,1.0,2.68,0.86,0.65,16.16,85.29,87.77,白色家电,三周期共振超买
20,688256,寒武纪,95.6,12.7,40.96,81.43,0.43,48.54,1109.0,-0.29,209.3,78.67,51.45,89.3,1087.686,1243.262,0.0,1.96,0.88,0.71,107.31,73.8,86.86,半导体,高位+估值顶区
34,688347,华虹宏力,95.53,2.06,40.88,92.22,-2.4,48.63,250.33,-2.21,620.42,68.86,9.2,94.09,252.441,284.375,0.0,-0.84,0.75,0.52,32.4,68.86,94.09,半导体,高位+估值顶区
38,600183,生益科技,84.95,65.68,60.55,97.72,46.57,60.65,144.42,-5.85,67.53,97.15,18.96,98.43,136.513,143.677,0.0,5.79,0.92,1.06,115.09,95.04,97.27,元件,高位+估值顶区
100,600176,中国巨石,82.83,14.6,31.46,90.1,9.9,39.35,43.02,-2.07,38.0,94.01,5.19,98.19,42.361,48.23,0.0,1.56,1.54,1.16,128.31,93.47,97.19,玻璃玻纤,高位+估值顶区
93,601985,中国核电,83.12,46.15,69.12,103.13,44.59,76.49,8.85,-0.45,25.01,99.48,1.54,31.48,8.823,8.859,0.0,0.31,0.75,0.67,5.59,99.92,24.21,电力,高位+估值顶区
