排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,688825,长鑫科技,38.95,84.28,,58.65,88.5,,56.5,-2.6,46.88,3.7,28.47,70.37,55.878,,,1.11,0.86,,131.82,3.7,70.37,半导体
2,601398,工商银行,97.75,96.19,107.3,92.76,74.69,92.17,8.15,0.99,7.76,96.15,0.73,70.66,7.731,7.566,1.0,5.42,1.17,0.9,29.0,97.36,95.37,银行Ⅱ
3,601939,建设银行,100.32,100.73,109.38,95.37,84.25,104.26,11.09,1.0,8.38,97.91,0.81,75.18,10.45,10.164,1.0,6.12,1.0,0.84,13.01,99.92,100.0,银行Ⅱ
4,601288,农业银行,96.91,99.12,64.25,85.54,81.96,38.97,7.05,1.88,8.28,94.44,0.86,89.11,6.67,6.527,1.0,5.7,1.16,0.86,26.89,90.33,90.0,银行Ⅱ
5,600941,中国移动,100.03,107.54,95.94,95.85,99.81,65.84,99.89,0.85,16.44,69.88,1.52,41.01,97.133,94.023,1.0,2.84,1.31,0.96,11.06,69.88,41.01,通信服务
6,601988,中国银行,100.74,107.19,111.01,97.41,98.72,103.35,6.67,2.46,8.63,100.0,0.78,94.53,6.037,5.921,1.0,10.49,1.08,1.1,21.37,100.0,100.0,银行Ⅱ
7,601857,中国石油,87.41,109.93,49.36,85.06,110.09,41.68,11.43,0.09,11.88,51.55,1.28,94.29,10.97,10.259,1.0,4.19,1.03,0.77,13.05,86.03,94.3,炼化及贸易
8,300750,宁德时代,-1.01,33.21,12.08,6.68,59.32,24.09,358.1,-1.5,19.49,11.36,4.37,16.12,385.683,384.249,1.0,-7.15,0.81,0.72,71.3,18.68,23.55,电池
9,600938,中国海油,84.53,113.55,35.53,91.84,116.07,28.65,34.51,-0.58,11.85,87.26,1.92,81.42,33.08,31.055,1.0,4.32,0.89,0.68,13.05,87.26,81.42,油气开采Ⅱ
10,600519,贵州茅台,71.37,74.07,40.7,67.56,78.85,39.7,1299.56,0.0,19.95,6.47,6.47,3.09,1311.169,1267.101,1.0,-0.89,1.53,0.81,42.42,11.24,5.29,白酒Ⅱ
11,601138,工业富联,70.85,62.07,36.39,79.48,56.81,37.74,62.94,-2.93,26.62,86.79,7.11,91.35,64.631,65.251,0.0,-2.62,0.66,0.54,47.43,78.6,86.94,消费电子
12,601628,中国人寿,96.55,45.23,33.07,99.06,48.66,25.61,39.07,1.48,4.46,0.14,1.66,8.23,37.742,37.52,1.0,3.52,1.53,1.44,19.94,0.25,14.3,保险Ⅱ
13,688981,中芯国际,79.29,7.6,40.06,71.69,6.1,47.92,126.11,-2.01,149.8,66.33,6.3,87.43,127.091,137.796,0.0,-0.77,0.68,0.41,29.86,64.3,89.01,半导体
14,601088,中国神华,75.08,106.9,84.36,93.53,109.24,73.1,48.3,-0.98,19.41,98.76,2.32,99.29,45.861,43.7,1.0,5.32,1.25,1.02,15.81,97.85,98.76,煤炭开采
15,601318,中国平安,105.85,109.56,30.41,103.97,99.74,18.17,57.23,2.53,6.5,0.52,1.01,30.77,53.772,52.31,1.0,6.43,1.55,1.39,61.57,0.83,53.47,保险Ⅱ
16,600036,招商银行,103.27,100.0,104.91,92.89,83.92,76.24,40.86,1.84,6.79,31.86,0.9,16.31,39.134,38.028,1.0,4.41,1.63,1.32,46.6,55.37,28.35,银行Ⅱ
17,300308,中际旭创,16.02,7.28,26.09,8.13,6.66,35.52,859.3,0.87,49.49,54.16,25.39,95.44,904.696,1058.728,0.0,-5.02,1.09,0.76,246.65,59.83,92.07,通信设备
18,601899,紫金矿业,43.56,97.89,37.94,62.2,107.97,28.84,33.73,0.18,13.26,9.99,4.44,83.12,33.682,30.289,1.0,0.14,0.62,0.54,53.77,17.36,83.97,工业金属
19,002594,比亚迪,6.67,51.04,35.47,28.73,82.62,37.48,88.71,0.58,27.48,24.39,3.37,26.96,90.222,89.278,1.0,-1.68,0.89,0.82,25.68,42.4,1.4,乘用车
20,688256,寒武纪,95.6,12.7,40.96,81.43,0.43,48.54,1109.0,-0.29,209.3,78.67,51.45,89.3,1087.686,1243.262,0.0,1.96,0.88,0.71,107.31,73.8,86.86,半导体
21,600900,长江电力,70.49,63.85,89.16,33.42,61.0,86.46,28.4,1.1,19.19,51.97,3.22,85.59,28.092,27.578,1.0,1.1,1.45,1.08,35.07,23.64,75.04,电力
22,600028,中国石化,101.59,106.24,22.17,100.41,100.4,13.0,5.52,1.1,18.57,87.73,0.79,41.04,5.182,4.987,1.0,6.52,0.98,0.98,13.68,88.51,39.17,炼化及贸易
23,000333,美的集团,91.02,82.84,96.42,98.41,76.7,93.01,87.49,-0.27,15.04,55.68,3.15,51.88,85.203,81.886,1.0,2.68,0.86,0.65,16.16,85.29,87.77,白色家电
24,601658,邮储银行,97.9,85.05,100.13,85.66,52.83,63.66,5.48,4.18,7.34,79.41,0.63,32.29,5.013,4.998,1.0,9.32,2.09,2.66,23.48,88.35,43.55,银行Ⅱ
25,601328,交通银行,91.72,100.87,110.47,75.82,86.48,86.39,7.36,1.66,6.67,91.58,0.56,59.49,7.045,6.843,1.0,4.47,1.48,1.21,16.24,90.33,74.38,银行Ⅱ
26,601728,中国电信,38.62,95.02,70.66,9.01,95.08,58.54,6.47,1.57,19.9,82.85,1.25,66.61,6.412,6.036,1.0,0.9,1.01,0.64,5.65,82.89,66.53,通信服务
27,688041,海光信息,73.94,0.88,16.74,54.69,-4.13,31.98,250.43,-1.37,185.26,66.12,22.94,79.35,265.927,301.011,0.0,-5.83,0.67,0.63,37.7,66.12,79.35,半导体
28,300502,新易盛,20.67,15.29,31.26,15.06,14.9,40.73,402.81,0.23,42.81,35.9,23.12,91.63,419.952,485.693,0.0,-4.08,1.05,0.72,150.62,49.01,85.45,通信设备
29,601998,中信银行,86.8,109.34,98.65,96.03,111.9,82.25,8.81,-0.45,6.83,90.92,0.66,75.04,8.086,7.637,1.0,8.95,0.87,1.08,6.05,98.02,96.53,银行Ⅱ
30,002371,北方华创,10.05,3.6,39.65,30.5,10.38,50.82,667.7,-4.59,85.25,42.42,11.95,78.7,727.348,739.607,0.0,-8.2,1.05,0.7,50.75,72.64,88.35,半导体
31,603259,药明康德,6.74,70.4,82.52,6.88,81.16,85.29,154.4,-0.25,21.36,29.08,5.55,48.66,158.931,131.696,1.0,-2.85,0.71,0.46,45.05,48.6,75.54,医疗服务
32,002475,立讯精密,91.52,31.83,26.31,91.72,16.66,33.7,56.92,-1.21,24.75,29.77,4.73,33.38,56.112,61.02,0.0,1.44,0.57,0.54,39.14,51.16,50.5,消费电子
33,600030,中信证券,111.12,27.5,81.85,104.78,19.76,80.67,28.02,0.79,11.04,0.38,1.48,47.36,27.635,27.864,0.0,1.39,0.99,1.01,32.16,0.66,67.44,证券Ⅱ
34,688347,华虹宏力,95.53,2.06,40.88,92.22,-2.4,48.63,250.33,-2.21,620.42,68.86,9.2,94.09,252.441,284.375,0.0,-0.84,0.75,0.52,32.4,68.86,94.09,半导体
35,688235,百济神州,1.97,36.26,56.97,3.78,63.07,51.78,266.69,-1.17,96.07,88.89,11.61,73.05,285.035,261.913,1.0,-6.44,0.7,0.44,6.92,88.89,73.05,化学制药
36,603993,洛阳钼业,62.52,60.22,10.86,76.57,61.27,11.57,19.06,0.0,14.66,13.31,4.55,91.44,19.219,18.797,1.0,-0.83,0.62,0.62,30.73,23.14,88.6,工业金属
37,601166,兴业银行,31.16,44.85,39.35,3.31,46.87,33.91,17.95,2.34,5.03,38.61,0.45,5.23,18.083,17.883,1.0,-0.74,1.2,1.61,30.19,60.25,9.09,银行Ⅱ
38,600183,生益科技,84.95,65.68,60.55,97.72,46.57,60.65,144.42,-5.85,67.53,97.15,18.96,98.43,136.513,143.677,0.0,5.79,0.92,1.06,115.09,95.04,97.27,元件
39,601319,中国人保,107.01,85.28,33.97,105.66,56.06,16.99,7.91,6.17,6.15,0.11,1.03,30.88,7.098,7.056,1.0,11.44,2.53,3.32,18.98,0.17,48.26,保险Ⅱ
40,002384,东山精密,24.6,18.09,49.84,42.63,21.77,55.73,188.69,-4.7,96.4,89.16,14.18,96.05,197.406,219.425,0.0,-4.42,1.14,0.74,119.07,81.16,93.14,元件
41,688012,中微公司,27.78,16.89,50.02,44.36,21.83,59.06,350.52,-3.17,79.36,44.53,11.18,71.74,369.397,375.381,0.0,-5.11,0.9,0.54,48.72,63.55,94.79,半导体
42,601869,长飞光纤,65.94,63.73,51.03,83.37,47.38,53.43,400.03,-4.43,96.2,87.77,20.24,96.29,367.488,404.324,0.0,8.86,0.61,0.73,43.77,80.08,93.97,通信设备
43,002415,海康威视,113.22,49.52,83.12,117.74,45.3,87.52,35.92,0.36,20.03,12.65,3.9,26.87,35.343,34.057,1.0,1.63,0.83,0.46,15.81,21.9,46.69,计算机设备
44,601601,中国太保,106.81,100.47,20.04,107.66,81.02,10.43,33.07,3.34,5.64,2.0,1.0,16.12,31.085,30.513,1.0,6.39,1.86,1.51,24.37,3.47,28.02,保险Ⅱ
45,601211,国泰海通,106.03,6.3,48.38,103.68,6.42,45.84,17.94,0.0,9.76,5.37,0.95,29.05,17.861,18.119,0.0,0.44,0.81,0.8,12.24,9.34,50.5,证券Ⅱ
46,600000,浦发银行,90.22,73.41,31.14,52.16,62.49,23.76,9.35,2.07,6.08,70.61,0.41,31.81,9.152,8.952,1.0,2.16,1.17,1.33,9.52,58.6,55.29,银行Ⅱ
47,300059,东方财富,94.87,15.75,25.55,98.04,14.28,25.81,19.4,0.05,21.05,2.81,3.12,9.61,19.48,19.735,0.0,-0.41,0.89,0.87,40.76,4.88,16.69,证券Ⅱ
48,600276,恒瑞医药,3.67,-10.08,-0.37,4.79,2.39,8.04,46.23,0.35,39.71,2.33,4.76,0.1,50.626,51.849,0.0,-8.68,0.62,0.54,21.46,4.05,0.17,化学制药
49,000858,五 粮 液,55.52,37.09,9.11,27.18,40.38,9.21,71.83,0.79,21.31,24.58,2.35,0.86,73.067,73.426,0.0,-1.69,1.28,0.9,21.64,33.97,1.49,白酒Ⅱ
50,603986,兆易创新,65.86,3.84,15.19,63.48,-0.67,27.43,393.0,-3.2,34.89,11.51,7.42,43.37,405.083,507.56,0.0,-2.98,0.73,0.45,101.64,20.0,74.05,半导体
51,300394,天孚通信,21.08,80.1,40.89,34.52,74.66,43.35,251.77,-4.27,118.26,94.86,43.95,96.1,254.684,257.856,0.0,-1.14,0.84,0.65,83.49,91.07,93.22,通信设备
52,688802,沐曦股份-U,33.47,-3.41,43.7,31.47,-1.83,54.37,672.73,-2.67,30254.41,99.42,19.4,41.28,710.448,760.251,0.0,-5.31,0.79,0.56,5.12,99.42,41.28,半导体
