排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,688825,长鑫科技,54.8,3720048629420,246766535611,半导体,11124540991.0,81.06,873.6417332025,776.05,3427.75691436574,84.7418874692
2,601398,工商银行,8.13,2897582870134,2191947287942,银行Ⅱ,1988309961.0,4.315,9.0769670235,1736.82,3.318798593719,0.0
3,601939,建设银行,10.98,2872372188420,105338360514,银行Ⅱ,818966612.0,4.76,10.7174470481,1695.64,4.620054789111,0.0
4,601288,农业银行,6.96,2435881915756,2221939707008,银行Ⅱ,1764990281.0,5.07,11.0651273055,1463.81,4.925094975271,0.0
5,600941,中国移动,100.3,2175601046696,90547617060,通信服务,641914287.0,5.6,-1.054491889,789.34,-6.293108565323,29.5120205935
6,601988,中国银行,6.57,2116935545618,1384729432538,银行Ⅱ,1597357957.0,4.33,8.4801658344,1235.94,5.104982524173,0.0
7,601857,中国石油,11.17,2044344322227,1808669609227,炼化及贸易,1026531013.0,6.3,5.3426812439,1039.34,22.029798875204,21.8708980937
8,600519,贵州茅台,1330.0,1662608529330,1662608529330,白酒Ⅱ,6022594729.0,16.75,1.3000994756,445.17,-1.951594855028,89.5552128279
9,300750,宁德时代,351.0,1623996413910,1495328975010,电池,8020348997.36,12.08,54.8003691485,432.84,41.983941749454,23.9283938867
10,600938,中国海油,33.41,1587975762605,99895900000,油气开采Ⅱ,1030114353.0,10.21,16.8837424377,858.18,23.420534134871,53.4636940575
11,601138,工业富联,63.69,1263870237568,1263870237568,消费电子,8337057613.0,13.36,54.634987688,237.4,95.985786599041,7.1506831245
12,601628,中国人寿,39.17,1107128494850,815657670100,保险Ⅱ,1242210513.0,21.07,81.5399084582,1344.89,228.574918765728,0.0
13,601318,中国平安,58.24,1054589069789,620842190434,保险Ⅱ,4573926461.0,9.0,15.010118462,925.85,36.060370038356,0.0
14,600036,招商银行,41.69,1051415363106,860020693245,银行Ⅱ,3516541858.0,6.71,4.8314692679,764.45,2.021887094622,0.0
