排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业,入选标签
88,300274,阳光电源,0.56,3.01,-16.55,-5.65,7.13,-9.84,88.43,1.55,16.69,27.16,3.66,33.14,106.572,118.955,0.0,-17.02,0.81,0.95,47.55,31.65,6.61,光伏设备,三周期共振超卖 / 估值+超卖双低
58,601919,中远海控,-8.3,77.2,78.8,-2.99,100.78,78.07,16.06,-3.08,9.17,57.26,1.05,40.17,16.41,15.064,1.0,-2.13,1.32,1.37,20.36,91.98,69.92,航运港口,多头回踩MA20
19,002594,比亚迪,-5.89,42.59,32.49,-9.25,82.62,37.48,87.4,0.1,27.07,23.6,3.32,26.26,89.782,89.121,1.0,-2.65,0.59,0.62,17.89,41.07,1.07,乘用车,估值+超卖双低 / 多头回踩MA20
90,600406,国电南瑞,14.61,42.1,4.95,5.71,53.27,9.92,22.71,0.53,21.72,12.96,3.5,26.69,23.282,23.192,1.0,-2.46,1.21,0.73,8.22,0.83,2.15,电网设备,估值+超卖双低 / 多头回踩MA20
35,603993,洛阳钼业,8.25,50.75,7.24,17.74,61.27,11.57,18.48,-0.7,14.21,12.01,4.41,89.22,18.913,18.869,1.0,-2.29,0.78,0.58,25.51,20.91,85.79,工业金属,估值+超卖双低 / 多头回踩MA20
59,688795,摩尔线程-U,17.36,-5.38,5.62,38.4,-0.24,15.39,519.35,-1.11,-329.25,43.72,20.05,0.55,549.859,610.0,0.0,-5.55,0.89,0.56,3.33,43.72,0.55,半导体,三周期共振超卖
52,603986,兆易创新,18.04,-0.59,12.57,44.83,-0.67,27.43,371.88,-2.95,33.02,10.54,7.02,40.74,402.906,502.211,0.0,-7.7,1.09,0.57,113.12,18.35,70.74,半导体,三周期共振超卖 / 估值+超卖双低
102,002352,顺丰控股,18.2,33.22,25.11,12.13,65.86,26.07,32.22,0.53,15.59,2.71,1.65,0.71,32.817,32.941,0.0,-1.82,0.54,0.7,,4.71,1.24,,估值+超卖双低
97,301666,大普微-UW,14.14,12.22,14.36,27.96,19.04,23.24,405.48,-4.9,146.53,12.24,48.51,6.12,432.868,514.302,0.0,-6.33,0.62,0.83,10.34,12.24,6.12,计算机设备,三周期共振超卖 / 估值+超卖双低
18,601899,紫金矿业,24.4,94.73,36.48,21.36,107.97,28.84,33.35,0.12,13.11,9.02,4.39,82.19,33.538,30.597,1.0,-0.56,0.83,0.66,59.39,15.7,83.06,工业金属,多头回踩MA20
79,603288,海天味业,22.69,19.28,29.39,11.15,32.4,34.53,34.4,0.82,27.51,1.28,5.15,3.18,35.205,35.199,1.0,-2.29,0.91,0.89,5.41,2.23,5.54,调味发酵品Ⅱ,多头回踩MA20
10,600938,中国海油,28.35,102.02,30.81,38.16,116.07,28.65,33.41,-0.06,11.48,85.04,1.85,76.67,33.462,31.041,1.0,-0.16,0.74,0.61,10.3,85.04,76.67,油气开采Ⅱ,多头回踩MA20
72,600188,兖矿能源,16.43,93.22,59.39,30.23,108.42,62.34,21.56,-0.87,20.24,94.78,2.82,84.52,22.047,20.212,1.0,-2.21,0.91,0.87,10.35,90.91,73.06,煤炭开采,多头回踩MA20
31,603259,XD药明康,35.63,70.32,82.46,40.06,81.16,85.29,153.83,-1.47,21.33,28.94,5.55,48.54,159.518,134.175,1.0,-3.57,0.72,0.42,39.84,48.43,75.45,医疗服务,多头回踩MA20
34,688235,百济神州,30.48,41.11,59.92,15.43,63.07,51.78,271.0,0.71,97.62,89.09,11.8,74.69,283.003,264.797,1.0,-4.24,1.27,0.72,10.85,89.09,74.69,化学制药,多头回踩MA20
51,300394,天孚通信,20.07,78.39,39.91,18.32,74.66,43.35,248.7,-0.04,116.82,94.59,43.42,95.63,258.418,255.253,1.0,-3.76,1.19,0.77,98.33,90.58,92.4,通信设备,多头回踩MA20
