日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-09-04,1292287.0,991403.0,20224.0,20511.0,2.04,2444,2914,191,57,16,45.6,-0.17,3.25,81.7,45.6,63.7,偏热
