排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,00700,腾讯控股,12.73,-6.56,-0.07,43.61,11.29,7.85,419.0,-1.64,14.28,,2.91,,437.42,451.167,0.0,-4.21,1.85,1.4,121.81,,,
2,00005,汇丰控股,14.73,44.3,86.1,-2.65,65.37,91.26,161.6,1.13,14.7,,2.05,,162.865,159.938,1.0,-0.78,1.35,1.28,19.89,,,
3,01398,工商银行,29.89,84.04,89.01,27.81,97.65,89.58,7.5,-0.27,6.31,,0.59,,7.552,7.211,1.0,-0.69,1.82,1.36,15.22,,,
4,00939,建设银行,31.52,94.71,94.98,43.58,105.16,96.68,9.59,-0.88,6.39,,0.61,,9.528,8.917,1.0,0.65,1.37,1.29,25.59,,,
5,03750,宁德时代,23.94,2.33,14.3,19.87,3.42,43.13,507.0,0.0,24.35,,5.37,,569.55,615.175,0.0,-10.98,0.88,1.59,17.98,,,
6,01288,农业银行,30.02,75.55,87.25,23.4,90.48,85.23,6.3,-0.32,6.53,,0.67,,6.351,5.988,1.0,-0.8,8.39,7.57,37.11,,,
7,09988,阿里巴巴-W,53.18,10.17,19.41,14.45,21.54,18.19,109.3,4.0,25.58,,1.73,,110.09,112.54,0.0,-0.72,1.9,1.09,98.29,,,
8,03988,中国银行,45.84,97.9,97.83,44.23,104.6,98.64,5.99,-0.08,6.83,,0.61,,5.865,5.43,1.0,2.05,1.21,1.13,12.03,,,
9,00857,中国石油股份,-10.26,36.01,28.3,-7.59,84.18,37.29,9.49,-0.73,8.67,,0.92,,10.024,9.691,1.0,-5.33,1.3,1.26,8.63,,,
10,00941,中国移动,68.24,1.45,26.24,69.53,14.83,32.83,79.05,-0.19,11.41,,1.02,,79.457,80.285,0.0,-0.51,0.88,0.62,6.17,,,
11,03308,中际旭创,74.85,69.0,,54.19,51.79,,1205.0,4.78,60.94,,29.28,,1082.85,,,11.28,1.26,1.37,28.19,,,
12,03968,招商银行,12.42,78.44,82.52,4.07,94.63,69.84,51.2,-0.19,7.5,,0.98,,51.191,48.82,1.0,0.02,1.24,1.11,6.47,,,
13,00883,中国海洋石油,-8.44,47.95,23.94,-7.01,85.3,29.7,23.6,-1.17,7.11,,1.14,,24.896,23.633,1.0,-5.21,0.75,0.86,11.7,,,
14,01088,中国神华,4.43,73.05,48.77,19.17,102.42,52.74,44.46,-0.58,15.46,,1.82,,45.556,43.567,1.0,-2.41,1.55,1.67,6.57,,,
15,02318,中国平安,13.39,17.82,3.0,-2.14,45.67,11.51,53.2,0.66,5.32,,0.81,,55.445,55.243,1.0,-4.05,1.57,1.37,26.85,,,
16,02899,紫金矿业,12.4,49.56,28.11,7.5,68.23,26.33,34.14,0.83,11.81,,3.9,,36.213,33.732,1.0,-5.72,0.65,0.62,11.13,,,
17,02628,中国人寿,34.08,71.86,38.38,-1.23,81.3,39.01,29.38,2.58,2.96,,1.09,,29.536,28.524,1.0,-0.53,1.26,0.91,13.87,,,
18,01299,友邦保险,81.49,69.42,18.36,80.36,62.42,17.12,76.75,-0.78,12.75,,2.49,,76.01,75.182,1.0,0.97,2.4,1.98,43.37,,,
19,00300,美的集团,47.71,79.71,99.6,44.25,90.48,95.76,99.3,0.1,14.98,,3.08,,99.43,95.309,1.0,-0.13,1.71,1.64,6.85,,,
20,01211,比亚迪股份,57.01,6.67,35.53,35.38,16.33,45.7,81.5,0.43,22.32,,2.69,,85.27,86.899,0.0,-4.42,1.36,1.26,17.86,,,
21,03328,交通银行,92.87,109.58,107.24,98.4,111.25,97.4,8.14,-0.49,6.51,,0.53,,7.879,7.4,1.0,3.31,1.87,2.58,6.51,,,
22,01810,小米集团-W,42.04,14.85,29.45,23.91,31.96,25.67,26.4,0.99,18.18,,2.19,,27.196,26.671,1.0,-2.93,1.18,0.83,28.9,,,
23,01658,邮储银行,60.4,91.82,88.91,43.45,95.8,65.17,5.4,-0.37,6.35,,0.54,,5.289,4.984,1.0,2.1,1.29,0.9,2.23,,,
24,02359,药明康德,82.9,69.7,89.56,89.44,61.49,85.49,200.0,1.01,24.18,,6.18,,195.085,178.443,1.0,2.52,1.94,1.01,11.54,,,
25,09999,网易,47.5,-5.39,28.63,62.72,-3.16,42.99,183.6,-0.81,15.93,,3.06,,188.195,196.865,0.0,-2.44,1.26,1.08,13.05,,,
26,00981,中芯国际,52.47,18.3,35.23,23.17,9.99,46.41,65.15,4.41,68.68,,2.83,,66.368,70.495,0.0,-1.84,1.65,1.1,47.03,,,
27,02388,中银香港,33.95,85.08,92.18,23.98,97.45,94.79,52.05,0.19,13.2,,1.53,,51.734,49.417,1.0,0.61,1.24,1.55,8.94,,,
28,00386,中国石油化工股份,-1.82,64.6,26.84,-3.78,101.72,26.79,4.51,0.11,13.44,,0.56,,4.726,4.403,1.0,-4.57,1.17,1.22,6.5,,,
29,02888,渣打集团,61.42,88.25,97.38,60.66,86.07,93.85,245.0,0.66,12.64,,1.48,,237.22,230.517,1.0,3.28,0.87,1.13,1.97,,,
30,00388,香港交易所,19.33,8.19,45.2,20.14,43.31,62.58,388.0,-0.15,24.84,,8.11,,405.47,399.863,1.0,-4.31,1.12,1.22,15.81,,,
31,00998,中信银行,57.32,102.38,89.49,72.97,109.69,70.71,8.38,-0.36,5.73,,0.54,,8.335,7.629,1.0,0.6,1.64,1.66,3.15,,,
32,00992,联想集团,103.54,90.56,106.19,97.2,68.27,92.2,37.58,9.5,74.72,,8.24,,31.679,27.402,1.0,18.63,2.0,1.37,55.62,,,
33,02475,立讯精密,33.19,47.58,,11.32,52.29,,58.8,3.7,22.61,,4.02,,60.31,,,-2.5,0.79,0.62,1.29,,,
34,03690,美团-W,0.4,-8.51,35.91,-1.1,8.43,48.97,73.2,0.41,-10.6,,2.32,,77.265,82.148,0.0,-5.26,1.67,0.9,25.0,,,
35,09633,农夫山泉,2.2,0.05,-3.48,7.66,22.46,12.55,38.6,-0.92,22.33,,10.15,,41.286,41.806,0.0,-6.51,1.7,1.17,2.69,,,
36,02259,紫金黄金国际,37.46,102.17,29.67,25.17,107.64,15.38,159.1,2.65,21.56,,5.81,,158.505,130.393,1.0,0.38,1.04,0.7,9.76,,,
37,00728,中国电信,9.74,4.01,18.07,15.72,31.67,30.27,4.43,-1.33,11.92,,0.75,,4.682,4.622,1.0,-5.28,0.96,0.82,2.62,,,
38,06030,中信证券,18.93,10.35,27.63,2.66,14.69,50.33,24.78,2.23,8.59,,1.08,,26.116,26.863,0.0,-5.12,1.59,1.06,3.78,,,
39,02513,智谱,29.82,7.89,13.33,12.89,1.61,28.21,780.0,5.41,-75.94,,68.38,,956.025,1214.892,0.0,-18.41,0.76,1.23,65.33,,,
40,00267,中信股份,5.1,88.28,69.73,-9.86,112.78,59.69,13.04,1.32,5.45,,0.41,,13.262,12.226,1.0,-1.67,1.36,1.24,2.69,,,
41,02328,中国财险,13.05,81.96,80.93,5.33,92.26,66.95,16.74,-0.59,6.76,,1.06,,16.834,15.726,1.0,-0.56,1.56,1.32,4.87,,,
42,03986,兆易创新,85.38,34.29,13.19,39.13,7.54,19.92,512.0,9.73,39.66,,8.37,,474.31,579.133,0.0,7.95,2.17,1.44,21.03,,,
43,06809,澜起科技,88.29,26.32,31.91,56.92,7.28,37.83,283.0,5.75,98.58,,13.96,,267.8,297.197,0.0,5.68,2.46,1.84,18.49,,,
