排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,00700,腾讯控股,419.0,-1.64,38108.41,121.81,14.28,2.91,9.9663537853,0.0,0.0,0.0,0.0
2,00005,汇丰控股,161.6,1.13,27717.13,19.89,14.7,2.05,7.4073136207,0.0,0.0,0.0,0.0
3,01398,工商银行,7.5,-0.27,26730.47,15.22,6.31,0.59,4.052663012,0.0,0.0,0.0,0.0
4,00939,建设银行,9.59,-0.88,25087.48,25.59,6.39,0.61,4.5376835478999995,0.0,0.0,0.0,0.0
5,03750,宁德时代,507.0,0.0,23460.08,17.98,24.35,5.37,12.0827161258,0.0,0.0,0.0,0.0
6,01288,农业银行,6.3,-0.32,22048.93,37.11,6.53,0.67,4.4593032714000005,0.0,0.0,0.0,0.0
7,09988,阿里巴巴-W,109.3,4.0,21734.29,98.29,25.58,1.73,0.9987987878,0.0,0.0,0.0,0.0
8,03988,中国银行,5.985,-0.08,19284.41,12.03,6.83,0.61,4.0097334841,0.0,0.0,0.0,0.0
9,00857,中国石油股份,9.49,-0.73,17368.69,8.63,8.67,0.92,6.3861639668,0.0,0.0,0.0,0.0
10,00941,中国移动,79.05,-0.19,17146.69,6.17,11.41,1.02,5.4714246401999995,0.0,0.0,0.0,0.0
11,03308,中际旭创,1205.0,4.78,14193.81,28.19,60.94,29.28,39.213740819499996,0.0,0.0,0.0,0.0
12,03968,招商银行,51.2,-0.19,12912.56,6.47,7.5,0.98,5.8401593944,0.0,0.0,0.0,0.0
13,00883,中国海洋石油,23.6,-1.17,11217.07,11.7,7.11,1.14,10.346972879299999,0.0,0.0,0.0,0.0
14,01088,中国神华,44.46,-0.58,9643.12,6.57,15.46,1.82,6.342903654400001,0.0,0.0,0.0,0.0
15,02318,中国平安,53.2,0.66,9633.27,26.85,5.32,0.81,9.1284065146,0.0,0.0,0.0,0.0
16,02899,紫金矿业,34.14,0.83,9078.07,11.13,11.81,3.9,20.0147693811,0.0,0.0,0.0,0.0
17,02628,中国人寿,29.38,2.58,8304.17,13.87,2.96,1.09,21.35749495,0.0,0.0,0.0,0.0
