排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业,入选标签
2,601398,工商银行,92.76,92.3,92.17,76.82,74.69,65.7,8.07,2.67,7.69,95.67,0.73,68.7,7.707,7.555,1.0,4.71,1.36,0.99,32.27,96.69,93.55,银行Ⅱ,三周期共振超买 / 高位+估值顶区
7,601857,中国石油,85.06,111.03,41.68,72.32,110.09,28.93,11.42,1.69,11.87,51.52,1.28,94.29,10.941,10.247,1.0,4.38,1.39,0.91,16.21,86.03,94.3,炼化及贸易,高位+估值顶区
84,603268,松发股份,80.98,103.86,92.14,71.18,101.41,79.47,194.23,3.7,35.23,47.76,15.15,82.25,180.386,160.856,1.0,7.67,1.68,1.44,19.73,74.63,69.17,航海装备Ⅱ,三周期共振超买 / 高位+估值顶区
72,002142,宁波银行,87.1,107.99,90.29,79.52,105.53,69.72,34.12,0.77,7.24,34.92,0.93,30.54,32.807,31.513,1.0,4.0,0.87,0.67,7.4,60.66,53.06,银行Ⅱ,三周期共振超买
22,000333,美的集团,98.41,84.45,93.01,87.48,76.7,83.06,87.73,1.74,15.08,55.85,3.16,51.95,85.085,81.747,1.0,3.11,1.23,0.91,23.45,85.45,87.85,白色家电,三周期共振超买
37,600183,生益科技,97.72,76.18,60.65,79.66,46.57,52.8,153.4,5.32,71.73,97.43,20.14,99.19,134.904,143.505,0.0,13.71,1.34,1.4,157.42,95.54,98.6,元件,高位+估值顶区
4,601288,农业银行,85.54,91.46,38.97,73.57,81.96,13.57,6.92,1.91,8.13,92.86,0.85,85.54,6.648,6.519,1.0,4.09,1.21,0.87,27.25,87.6,87.6,银行Ⅱ,高位+估值顶区
92,601985,中国核电,103.13,50.8,76.49,112.99,44.59,81.84,8.89,-0.34,25.12,99.52,1.54,33.4,8.828,8.858,0.0,0.7,1.2,0.94,8.04,100.0,27.02,电力,高位+估值顶区
99,600176,中国巨石,90.1,16.41,39.35,51.02,9.9,52.83,43.93,1.69,38.81,94.48,5.3,98.53,42.019,48.106,0.0,4.55,0.93,0.73,80.04,94.05,97.69,玻璃玻纤,高位+估值顶区
33,688347,华虹宏力,92.22,4.26,48.63,55.31,-2.4,60.85,256.0,3.22,634.48,69.89,9.41,94.76,251.772,283.767,0.0,1.68,0.99,0.65,40.09,69.89,94.76,半导体,高位+估值顶区
62,002463,沪电股份,84.83,54.91,58.29,65.63,37.11,61.58,124.91,2.64,47.48,93.77,13.36,98.1,119.72,126.424,0.0,4.34,0.94,0.86,61.04,93.47,96.69,元件,高位+估值顶区
41,601869,长飞光纤,83.37,69.91,53.43,89.27,47.38,52.15,418.57,-0.9,100.66,87.91,21.18,96.95,361.672,404.99,0.0,15.73,0.74,0.89,55.71,80.33,95.04,通信设备,高位+估值顶区
20,688256,寒武纪,81.43,13.1,48.54,45.53,0.43,64.81,1112.18,6.26,209.9,78.92,51.6,89.43,1086.146,1245.618,0.0,2.4,1.02,0.89,131.44,74.13,87.02,半导体,高位+估值顶区
