日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-08-31,1317558.0,1010565.0,21712.0,21454.0,2.15,3181,2218,147,126,20,58.9,0.45,3.13,84.8,58.9,71.9,偏热
