排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,688825,长鑫科技,58.01,3937956587457,261221290708,半导体,20934657506.0,81.06,873.6417332025,776.05,3427.75691436574,84.7418874692
2,601398,工商银行,8.07,2876198494708,2175770555190,银行Ⅱ,3227091269.0,4.315,9.0769670235,1736.82,3.318798593719,0.0
3,601939,建设银行,10.98,2872372188420,105338360514,银行Ⅱ,1633578724.0,4.76,10.7174470481,1695.64,4.620054789111,0.0
4,601288,农业银行,6.92,2421882594401,2209169938577,银行Ⅱ,2725430832.0,5.07,11.0651273055,1463.81,4.925094975271,0.0
5,600941,中国移动,99.05,2148118563836,89419157226,通信服务,1070982003.0,5.6,-1.054491889,789.34,-6.293108565323,29.5120205935
6,601988,中国银行,6.51,2097602800909,1372083501647,银行Ⅱ,3198569046.0,4.33,8.4801658344,1235.94,5.104982524173,0.0
7,601857,中国石油,11.42,2090099566682,1849150128682,炼化及贸易,1621111917.0,6.3,5.3426812439,1039.34,22.029798875204,21.8708980937
8,300750,宁德时代,363.55,1682020395802,1548752454457,电池,9477663421.43,12.08,54.8003691485,432.84,41.983941749454,23.9283938867
9,600938,中国海油,34.71,1649764702785,103782900000,油气开采Ⅱ,1579300751.0,10.21,16.8837424377,858.18,23.420534134871,53.4636940575
10,600519,贵州茅台,1299.52,1624506042132,1624506042132,白酒Ⅱ,3003033720.0,16.75,1.3000994756,445.17,-1.951594855028,89.5552128279
11,601138,工业富联,64.84,1286690943695,1286690943695,消费电子,6934708848.0,13.36,54.634987688,237.4,95.985786599041,7.1506831245
12,688981,中芯国际,128.7,1101808359323,257343700056,半导体,4705379353.0,2.9,19.435688378,44.67,94.163023835373,23.1558234006
13,601628,中国人寿,38.5,1088191142500,801705905000,保险Ⅱ,1081038399.0,21.07,81.5399084582,1344.89,228.574918765728,0.0
14,601088,中国神华,48.78,1058010605349,804432831445,煤炭开采,1921965925.0,5.83,7.9322551775,287.15,4.103977087336,35.4841606017
15,600036,招商银行,40.12,1011820205512,827633250491,银行Ⅱ,4545240512.0,6.71,4.8314692679,764.45,2.021887094622,0.0
16,601318,中国平安,55.82,1010768576161,595044832933,保险Ⅱ,3052052822.0,9.0,15.010118462,925.85,36.060370038356,0.0
