排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,688825,长鑫科技,58.65,89.23,,50.89,88.5,,58.01,-1.01,48.13,3.85,29.23,84.62,55.803,,,3.95,1.39,,209.35,3.85,84.62,半导体
2,601398,工商银行,92.76,92.3,92.17,76.82,74.69,65.7,8.07,2.67,7.69,95.67,0.73,68.7,7.707,7.555,1.0,4.71,1.36,0.99,32.27,96.69,93.55,银行Ⅱ
3,601939,建设银行,95.37,101.52,104.26,80.38,84.25,90.43,10.98,2.71,8.29,97.86,0.8,74.74,10.4,10.148,1.0,5.58,1.36,1.06,16.34,99.83,100.0,银行Ⅱ
4,601288,农业银行,85.54,91.46,38.97,73.57,81.96,13.57,6.92,1.91,8.13,92.86,0.85,85.54,6.648,6.519,1.0,4.09,1.21,0.87,27.25,87.6,87.6,银行Ⅱ
5,600941,中国移动,95.85,107.12,65.84,81.34,99.81,40.42,99.05,1.22,16.3,66.05,1.51,39.1,96.959,93.968,1.0,2.16,1.23,0.92,10.71,66.05,39.1,通信服务
6,601988,中国银行,97.41,107.7,103.35,88.38,98.72,84.11,6.51,5.17,8.42,99.95,0.76,94.05,5.995,5.911,1.0,8.59,1.96,1.71,31.99,99.92,99.83,银行Ⅱ
7,601857,中国石油,85.06,111.03,41.68,72.32,110.09,28.93,11.42,1.69,11.87,51.52,1.28,94.29,10.941,10.247,1.0,4.38,1.39,0.91,16.21,86.03,94.3,炼化及贸易
8,300750,宁德时代,6.68,39.85,24.09,2.63,59.32,45.2,363.55,-1.34,19.79,12.17,4.43,18.53,387.463,384.807,1.0,-6.17,1.19,0.93,94.78,19.92,26.12,电池
9,600938,中国海油,91.84,118.4,28.65,79.16,116.07,16.2,34.71,1.52,11.92,87.44,1.93,82.25,32.933,31.082,1.0,5.4,1.14,0.8,15.79,87.44,82.25,油气开采Ⅱ
10,600519,贵州茅台,67.56,74.06,39.7,57.88,78.85,37.09,1299.52,0.16,19.95,6.37,6.47,3.04,1312.61,1266.024,1.0,-1.0,0.88,0.54,30.03,11.07,5.21,白酒Ⅱ
11,601138,工业富联,79.48,70.1,37.74,56.33,56.81,34.58,64.84,1.25,27.43,87.34,7.32,92.84,64.48,65.366,0.0,0.56,0.98,0.78,69.35,79.42,89.42,消费电子
12,688981,中芯国际,71.69,10.9,47.92,37.94,6.1,59.31,128.7,2.24,152.87,67.85,6.43,88.63,126.841,137.726,0.0,1.47,1.02,0.63,47.05,65.7,90.5,半导体
13,601628,中国人寿,99.06,37.41,25.61,101.86,48.66,16.2,38.5,0.6,4.39,0.1,1.64,6.52,37.671,37.408,1.0,2.2,0.78,0.78,10.81,0.17,11.32,保险Ⅱ
14,601088,中国神华,93.53,114.3,73.1,89.52,109.24,44.99,48.78,2.41,19.6,99.0,2.35,99.38,45.603,43.724,1.0,6.97,1.74,1.22,19.22,98.26,98.93,煤炭开采
