市场,信号日,代码,名称,排名,持有期,买入价,卖出价,收益%,实际持有交易日,数据补齐,日线J,周线J,月线J,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,策略
HK,2026-08-05,001339,中国人民保险集团,53,3,5.43,5.26,-3.13,3,False,54.54,96.44,10.7,5.09,,0.66,,全样本(基准)
HK,2026-08-05,001347,华虹宏力,52,3,141.5,137.5,-2.83,3,False,50.3,-2.81,47.03,437.58,,4.66,,全样本(基准)
HK,2026-08-05,001377,鼎泰高科,77,3,366.0,362.4,-0.98,3,False,94.49,36.01,,222.81,,45.66,,全样本(基准)
HK,2026-08-05,001378,中国宏桥,54,3,24.04,24.38,1.41,3,False,57.03,61.33,-1.38,9.42,,1.63,,全样本(基准)
HK,2026-08-05,001398,工商银行,4,3,7.21,7.21,0.0,3,False,9.34,85.93,72.88,6.18,,0.58,,全样本(基准)
HK,2026-08-05,001658,邮储银行,23,3,4.87,4.87,0.0,3,False,1.85,66.07,32.95,5.93,,0.5,,全样本(基准)
HK,2026-08-05,001766,中国中车,84,3,5.2,5.07,-2.5,3,False,66.12,76.54,30.58,9.87,,0.75,,全样本(基准)
HK,2026-08-05,001776,广发证券,93,3,17.27,17.22,-0.29,3,False,52.96,50.71,47.25,7.72,,0.87,,全样本(基准)
HK,2026-08-05,001801,信达生物,75,3,90.3,97.3,7.75,3,False,61.35,70.9,58.43,174.53,,7.31,,全样本(基准)
HK,2026-08-05,001810,小米集团-W,20,3,27.64,27.62,-0.07,3,False,6.88,75.83,25.74,18.03,,2.38,,全样本(基准)
HK,2026-08-05,001816,中广核电力,88,3,2.88,2.87,-0.35,3,False,35.14,65.31,6.19,13.67,,1.02,,全样本(基准)
HK,2026-08-05,001898,中煤能源,90,3,10.44,11.23,7.57,3,False,-3.73,27.38,-3.26,8.6,,0.75,,全样本(基准)
HK,2026-08-05,001919,中远海控,56,3,15.19,15.52,2.17,3,False,-4.39,101.53,61.69,8.24,,0.87,,全样本(基准)
HK,2026-08-05,001972,太古地产,91,3,24.0,24.04,0.17,3,False,80.41,108.95,39.48,-90.14,,0.51,,全样本(基准)
HK,2026-08-05,001988,民生银行,81,3,3.48,3.45,-0.86,3,False,4.44,95.25,27.99,4.61,,0.23,,全样本(基准)
HK,2026-08-05,002020,安踏体育,59,3,75.55,75.45,-0.13,3,False,-3.36,86.74,44.31,14.04,,2.9,,全样本(基准)
HK,2026-08-05,002057,中通快递-W,87,3,190.8,186.4,-2.31,3,False,75.55,90.52,65.85,14.15,,2.09,,全样本(基准)
HK,2026-08-05,002259,紫金黄金国际,41,3,129.0,144.0,11.63,3,False,67.34,103.93,5.65,27.7,,5.3,,全样本(基准)
HK,2026-08-05,002269,药明生物,74,3,40.62,46.12,13.54,3,False,87.08,103.62,69.97,30.97,,3.21,,全样本(基准)
HK,2026-08-05,002318,中国平安,13,3,58.0,56.75,-2.16,3,False,61.02,103.1,16.08,7.08,,0.91,,全样本(基准)
HK,2026-08-05,002328,中国财险,38,3,16.0,15.82,-1.12,3,False,60.38,83.92,47.65,8.43,,1.07,,全样本(基准)
HK,2026-08-05,002338,潍柴动力,46,3,35.32,36.38,3.0,3,False,98.73,36.97,58.14,24.11,,2.85,,全样本(基准)
HK,2026-08-05,002359,药明康德,26,3,183.5,198.0,7.9,3,False,98.08,99.74,97.56,21.82,,5.67,,全样本(基准)
HK,2026-08-05,002378,保诚,48,3,113.7,110.6,-2.73,3,False,52.35,95.78,41.68,9.2,,1.85,,全样本(基准)
HK,2026-08-05,002388,中银香港,27,3,50.65,50.55,-0.2,3,False,51.42,96.18,86.09,13.35,,1.49,,全样本(基准)
HK,2026-08-05,002423,贝壳-W,78,3,44.6,45.52,2.06,3,False,107.15,86.29,54.4,40.54,,2.16,,全样本(基准)
HK,2026-08-05,002476,胜宏科技,57,3,221.2,255.2,15.37,3,False,74.17,5.28,5.81,41.52,,9.79,,全样本(基准)
HK,2026-08-05,002513,智谱,31,3,1041.0,1252.0,20.27,3,False,39.0,-7.43,24.03,-93.19,,-4.68,,全样本(基准)
HK,2026-08-05,002600,中国铝业,85,3,8.64,8.72,0.93,3,False,81.6,37.63,-5.89,9.01,,1.62,,全样本(基准)
HK,2026-08-05,002601,中国太保,47,3,30.44,29.26,-3.88,3,False,30.08,73.09,11.69,4.87,,0.81,,全样本(基准)
HK,2026-08-05,002611,国泰海通,51,3,14.63,14.47,-1.09,3,False,7.85,46.9,26.52,10.42,,0.7,,全样本(基准)
HK,2026-08-05,002628,中国人寿,17,3,29.26,28.06,-4.1,3,False,88.68,54.72,32.39,5.12,,1.22,,全样本(基准)
HK,2026-08-05,002714,牧原股份,70,3,31.4,33.7,7.32,3,False,10.59,73.89,6.83,16.62,,1.86,,全样本(基准)
HK,2026-08-05,002888,渣打集团,30,3,234.0,236.0,0.85,3,False,83.28,93.97,96.75,12.14,,1.41,,全样本(基准)
HK,2026-08-05,002899,紫金矿业,14,3,35.2,37.56,6.7,3,False,80.74,109.09,20.91,13.56,,4.19,,全样本(基准)
HK,2026-08-05,003288,海天味业,68,3,32.34,32.74,1.24,3,False,33.92,90.47,38.34,23.15,,3.98,,全样本(基准)
HK,2026-08-05,003328,交通银行,22,3,7.33,7.32,-0.14,3,False,17.78,72.15,72.97,6.0,,0.49,,全样本(基准)
HK,2026-08-05,003606,福耀玻璃,83,3,57.85,56.95,-1.56,3,False,57.98,100.28,40.15,15.02,,3.41,,全样本(基准)
HK,2026-08-05,003690,美团-W,25,3,93.05,93.9,0.91,3,False,85.59,115.71,73.78,-12.92,,3.38,,全样本(基准)
HK,2026-08-05,003692,翰森制药,67,3,31.42,34.54,9.93,3,False,12.6,60.77,4.75,30.98,,4.86,,全样本(基准)
HK,2026-08-05,003750,宁德时代,2,3,663.0,641.0,-3.32,3,False,97.0,30.76,57.77,31.84,,7.02,,全样本(基准)
HK,2026-08-05,003968,招商银行,11,3,48.76,49.0,0.49,3,False,18.94,90.14,53.4,7.29,,0.96,,全样本(基准)
HK,2026-08-05,003986,兆易创新,42,3,486.0,501.0,3.09,3,False,44.23,-12.23,19.9,105.74,,11.9,,全样本(基准)
HK,2026-08-05,003988,中国银行,10,3,5.27,5.29,0.38,3,False,2.54,71.75,78.45,6.19,,0.55,,全样本(基准)
HK,2026-08-05,003993,洛阳钼业,36,3,18.47,18.89,2.27,3,False,77.1,63.35,16.45,14.62,,3.93,,全样本(基准)
HK,2026-08-05,006030,中信证券,35,3,27.28,27.44,0.59,3,False,13.22,61.41,49.5,10.72,,1.22,,全样本(基准)
HK,2026-08-05,006031,三一重工,65,3,21.16,19.92,-5.86,3,False,71.37,84.65,26.46,20.6,,1.9,,全样本(基准)
HK,2026-08-05,006099,招商证券,97,3,14.95,15.21,1.74,3,False,54.58,2.04,42.66,8.74,,0.92,,全样本(基准)
HK,2026-08-05,006160,百济神州,45,3,198.7,213.2,7.3,3,False,49.08,105.12,54.92,76.52,,9.02,,全样本(基准)
HK,2026-08-05,006618,京东健康,99,3,39.36,40.08,1.83,3,False,70.47,104.42,1.8,21.09,,1.9,,全样本(基准)
HK,2026-08-05,006690,海尔智家,63,3,21.06,21.2,0.66,3,False,-9.35,70.86,15.77,9.42,,1.39,,全样本(基准)
HK,2026-08-05,006809,澜起科技,43,3,270.4,257.6,-4.73,3,False,17.59,-0.89,38.1,115.17,,14.0,,全样本(基准)
HK,2026-08-05,006818,中国光大银行,69,3,3.11,3.05,-1.93,3,False,3.8,46.15,21.4,4.33,,0.32,,全样本(基准)
HK,2026-08-05,006886,华泰证券,82,3,16.9,16.69,-1.24,3,False,32.32,50.36,22.85,7.77,,0.76,,全样本(基准)
HK,2026-08-05,006936,顺丰控股,72,3,33.04,33.26,0.67,3,False,28.01,108.73,56.28,13.63,,1.46,,全样本(基准)
HK,2026-08-05,009633,农夫山泉,32,3,42.02,44.32,5.47,3,False,42.66,52.67,6.39,26.9,,10.81,,全样本(基准)
HK,2026-08-05,009903,天数智芯,95,3,484.2,476.8,-1.53,2,True,48.15,8.18,47.24,-117.29,,42.54,,全样本(基准)
HK,2026-08-05,009973,奇瑞汽车,79,3,26.54,26.16,-1.43,3,False,92.04,76.04,28.45,7.43,,2.47,,全样本(基准)
HK,2026-08-05,009987,百胜中国,96,3,379.0,377.4,-0.42,3,False,79.78,97.93,37.92,17.14,,3.11,,全样本(基准)
HK,2026-08-05,009988,阿里巴巴-W,5,3,128.1,126.7,-1.09,3,False,106.66,103.39,30.83,20.94,,2.02,,全样本(基准)
HK,2026-08-05,009992,泡泡玛特,58,3,161.4,154.4,-4.34,3,False,12.69,35.09,6.89,15.2,,8.79,,全样本(基准)
HK,2026-08-05,009999,网易,21,3,202.6,205.6,1.48,3,False,86.38,58.81,55.43,16.97,,3.46,,全样本(基准)
HK,2026-08-05,000001,长和,49,5,73.7,71.25,-3.32,5,False,80.9,105.78,97.49,23.84,,0.5,,全样本(基准)
HK,2026-08-05,000002,中电控股,66,5,76.45,77.9,1.9,5,False,3.02,90.88,88.37,18.45,,1.79,,全样本(基准)
HK,2026-08-05,000003,香港中华煤气,98,5,6.83,6.75,-1.17,5,False,-16.58,75.36,20.8,22.41,,2.15,,全样本(基准)
HK,2026-08-05,000005,汇丰控股,3,5,162.1,161.4,-0.43,5,False,33.37,88.41,92.66,14.77,,2.05,,全样本(基准)
HK,2026-08-05,000006,电能实业,100,5,58.2,58.2,0.0,0,True,8.67,83.21,40.81,19.89,,1.37,,全样本(基准)
HK,2026-08-05,000012,恒基地产,92,5,28.26,27.34,-3.26,5,False,47.5,86.39,16.31,24.2,,0.42,,全样本(基准)
HK,2026-08-05,000016,新鸿基地产,39,5,121.7,117.6,-3.37,5,False,54.15,74.68,40.72,16.03,,0.57,,全样本(基准)
HK,2026-08-05,000027,银河娱乐,86,5,33.6,34.2,1.79,5,False,66.75,106.7,18.43,13.79,,1.77,,全样本(基准)
HK,2026-08-05,000066,港铁公司,62,5,32.2,32.3,0.31,5,False,7.75,82.77,26.42,13.66,,1.04,,全样本(基准)
HK,2026-08-05,000175,吉利汽车,60,5,19.43,18.06,-7.05,5,False,33.82,84.24,35.42,12.16,,1.94,,全样本(基准)
HK,2026-08-05,000267,中信股份,40,5,12.02,11.89,-1.08,5,False,23.98,51.98,33.99,5.38,,0.4,,全样本(基准)
HK,2026-08-05,000300,美的集团,19,5,97.55,96.1,-1.49,5,False,49.64,106.83,88.99,15.02,,2.82,,全样本(基准)
HK,2026-08-05,000358,江西铜业股份,94,5,38.08,37.98,-0.26,5,False,78.99,69.86,16.75,14.27,,1.38,,全样本(基准)
HK,2026-08-05,000386,中国石油化工股份,29,5,4.33,4.25,-1.85,5,False,34.91,93.72,5.99,12.81,,0.55,,全样本(基准)
HK,2026-08-05,000388,香港交易所,28,5,414.6,406.6,-1.93,5,False,98.26,116.7,52.86,27.86,,9.53,,全样本(基准)
HK,2026-08-05,000669,创科实业,50,5,143.8,144.8,0.7,5,False,101.88,95.82,105.11,25.81,,4.5,,全样本(基准)
HK,2026-08-05,000688,中国海外发展,89,5,13.2,13.76,4.24,5,False,1.86,26.85,32.12,10.28,,0.34,,全样本(基准)
HK,2026-08-05,000700,腾讯控股,1,5,492.2,461.6,-6.22,5,False,110.13,100.36,21.22,17.02,,3.52,,全样本(基准)
HK,2026-08-05,000728,中国电信,33,5,4.59,4.61,0.44,5,False,9.2,44.02,17.38,11.86,,0.79,,全样本(基准)
HK,2026-08-05,000762,中国联通,61,5,6.59,6.33,-3.95,5,False,2.63,36.7,12.59,9.1,,0.49,,全样本(基准)
HK,2026-08-05,000788,中国铁塔,71,5,9.96,9.31,-6.53,5,False,63.79,107.84,20.39,13.62,,0.78,,全样本(基准)
HK,2026-08-05,000857,中国石油股份,9,5,9.49,9.51,0.21,5,False,-2.77,61.92,25.16,9.79,,0.94,,全样本(基准)
HK,2026-08-05,000883,中国海洋石油,12,5,22.96,23.96,4.36,5,False,22.28,53.18,13.24,7.8,,1.15,,全样本(基准)
HK,2026-08-05,000939,建设银行,6,5,8.8,8.75,-0.57,5,False,11.81,82.81,74.8,6.02,,0.57,,全样本(基准)
HK,2026-08-05,000941,中国移动,8,5,82.7,81.7,-1.21,5,False,33.26,86.41,54.04,11.81,,1.08,,全样本(基准)
HK,2026-08-05,000981,中芯国际,24,5,68.0,67.4,-0.88,5,False,46.37,3.32,41.51,107.48,,3.21,,全样本(基准)
HK,2026-08-05,000992,联想集团,44,5,26.28,29.04,10.5,5,False,93.53,76.76,104.73,21.76,,5.45,,全样本(基准)
HK,2026-08-05,000998,中信银行,34,5,7.5,7.42,-1.07,5,False,21.11,91.36,39.05,5.23,,0.5,,全样本(基准)
HK,2026-08-05,001024,快手-W,64,5,45.48,41.54,-8.66,5,False,104.95,63.78,-1.55,10.05,,2.13,,全样本(基准)
HK,2026-08-05,001038,长江基建集团,76,5,61.75,61.0,-1.21,5,False,14.34,99.95,59.29,18.82,,1.22,,全样本(基准)
HK,2026-08-05,001088,中国神华,15,5,42.14,43.0,2.04,5,False,-0.72,48.5,24.0,15.49,,1.63,,全样本(基准)
HK,2026-08-05,001109,华润置地,55,5,33.08,35.0,5.8,5,False,17.32,44.57,42.67,8.38,,0.74,,全样本(基准)
HK,2026-08-05,001113,长实集团,73,5,48.18,46.42,-3.65,5,False,35.23,98.1,61.61,15.55,,0.43,,全样本(基准)
HK,2026-08-05,001211,比亚迪股份,16,5,93.8,89.6,-4.48,5,False,72.0,107.9,57.92,27.75,,3.26,,全样本(基准)
HK,2026-08-05,001276,恒瑞医药,37,5,58.3,56.05,-3.86,5,False,64.6,66.86,13.75,42.56,,5.37,,全样本(基准)
HK,2026-08-05,001288,农业银行,7,5,5.94,5.79,-2.53,5,False,9.91,76.78,63.36,6.31,,0.65,,全样本(基准)
HK,2026-08-05,001299,友邦保险,18,5,77.75,72.65,-6.56,5,False,29.75,89.35,22.17,16.58,,2.43,,全样本(基准)
HK,2026-08-05,001336,新华保险,80,5,49.06,45.96,-6.32,5,False,72.35,56.82,9.2,3.72,,1.09,,全样本(基准)
HK,2026-08-05,001339,中国人民保险集团,53,5,5.43,5.12,-5.71,5,False,54.54,96.44,10.7,5.09,,0.66,,全样本(基准)
HK,2026-08-05,001347,华虹宏力,52,5,141.5,142.8,0.92,5,False,50.3,-2.81,47.03,437.58,,4.66,,全样本(基准)
HK,2026-08-05,001377,鼎泰高科,77,5,366.0,356.0,-2.73,5,False,94.49,36.01,,222.81,,45.66,,全样本(基准)
HK,2026-08-05,001378,中国宏桥,54,5,24.04,24.44,1.66,5,False,57.03,61.33,-1.38,9.42,,1.63,,全样本(基准)
HK,2026-08-05,001398,工商银行,4,5,7.21,7.16,-0.69,5,False,9.34,85.93,72.88,6.18,,0.58,,全样本(基准)
HK,2026-08-05,001658,邮储银行,23,5,4.87,4.81,-1.23,5,False,1.85,66.07,32.95,5.93,,0.5,,全样本(基准)
HK,2026-08-05,001766,中国中车,84,5,5.2,5.01,-3.65,5,False,66.12,76.54,30.58,9.87,,0.75,,全样本(基准)
HK,2026-08-05,001776,广发证券,93,5,17.27,17.21,-0.35,5,False,52.96,50.71,47.25,7.72,,0.87,,全样本(基准)
HK,2026-08-05,001801,信达生物,75,5,90.3,95.55,5.81,5,False,61.35,70.9,58.43,174.53,,7.31,,全样本(基准)
HK,2026-08-05,001810,小米集团-W,20,5,27.64,26.36,-4.63,5,False,6.88,75.83,25.74,18.03,,2.38,,全样本(基准)
HK,2026-08-05,001816,中广核电力,88,5,2.88,2.82,-2.08,5,False,35.14,65.31,6.19,13.67,,1.02,,全样本(基准)
HK,2026-08-05,001898,中煤能源,90,5,10.44,10.93,4.69,5,False,-3.73,27.38,-3.26,8.6,,0.75,,全样本(基准)
HK,2026-08-05,001919,中远海控,56,5,15.19,15.28,0.59,5,False,-4.39,101.53,61.69,8.24,,0.87,,全样本(基准)
HK,2026-08-05,001972,太古地产,91,5,24.0,24.08,0.33,5,False,80.41,108.95,39.48,-90.14,,0.51,,全样本(基准)
HK,2026-08-05,001988,民生银行,81,5,3.48,3.42,-1.72,5,False,4.44,95.25,27.99,4.61,,0.23,,全样本(基准)
HK,2026-08-05,002020,安踏体育,59,5,75.55,72.8,-3.64,5,False,-3.36,86.74,44.31,14.04,,2.9,,全样本(基准)
HK,2026-08-05,002057,中通快递-W,87,5,190.8,182.5,-4.35,5,False,75.55,90.52,65.85,14.15,,2.09,,全样本(基准)
HK,2026-08-05,002259,紫金黄金国际,41,5,129.0,135.6,5.12,5,False,67.34,103.93,5.65,27.7,,5.3,,全样本(基准)
HK,2026-08-05,002269,药明生物,74,5,40.62,45.7,12.51,5,False,87.08,103.62,69.97,30.97,,3.21,,全样本(基准)
HK,2026-08-05,002318,中国平安,13,5,58.0,55.55,-4.22,5,False,61.02,103.1,16.08,7.08,,0.91,,全样本(基准)
HK,2026-08-05,002328,中国财险,38,5,16.0,15.52,-3.0,5,False,60.38,83.92,47.65,8.43,,1.07,,全样本(基准)
HK,2026-08-05,002338,潍柴动力,46,5,35.32,36.4,3.06,5,False,98.73,36.97,58.14,24.11,,2.85,,全样本(基准)
HK,2026-08-05,002359,药明康德,26,5,183.5,198.9,8.39,5,False,98.08,99.74,97.56,21.82,,5.67,,全样本(基准)
HK,2026-08-05,002378,保诚,48,5,113.7,107.1,-5.8,5,False,52.35,95.78,41.68,9.2,,1.85,,全样本(基准)
HK,2026-08-05,002388,中银香港,27,5,50.65,49.82,-1.64,5,False,51.42,96.18,86.09,13.35,,1.49,,全样本(基准)
HK,2026-08-05,002423,贝壳-W,78,5,44.6,45.5,2.02,5,False,107.15,86.29,54.4,40.54,,2.16,,全样本(基准)
HK,2026-08-05,002476,胜宏科技,57,5,221.2,253.8,14.74,5,False,74.17,5.28,5.81,41.52,,9.79,,全样本(基准)
HK,2026-08-05,002513,智谱,31,5,1041.0,1208.0,16.04,5,False,39.0,-7.43,24.03,-93.19,,-4.68,,全样本(基准)
HK,2026-08-05,002600,中国铝业,85,5,8.64,8.78,1.62,5,False,81.6,37.63,-5.89,9.01,,1.62,,全样本(基准)
HK,2026-08-05,002601,中国太保,47,5,30.44,28.72,-5.65,5,False,30.08,73.09,11.69,4.87,,0.81,,全样本(基准)
HK,2026-08-05,002611,国泰海通,51,5,14.63,14.25,-2.6,5,False,7.85,46.9,26.52,10.42,,0.7,,全样本(基准)
HK,2026-08-05,002628,中国人寿,17,5,29.26,27.06,-7.52,5,False,88.68,54.72,32.39,5.12,,1.22,,全样本(基准)
HK,2026-08-05,002714,牧原股份,70,5,31.4,34.48,9.81,5,False,10.59,73.89,6.83,16.62,,1.86,,全样本(基准)
HK,2026-08-05,002888,渣打集团,30,5,234.0,233.8,-0.09,5,False,83.28,93.97,96.75,12.14,,1.41,,全样本(基准)
HK,2026-08-05,002899,紫金矿业,14,5,35.2,35.92,2.05,5,False,80.74,109.09,20.91,13.56,,4.19,,全样本(基准)
HK,2026-08-05,003288,海天味业,68,5,32.34,32.42,0.25,5,False,33.92,90.47,38.34,23.15,,3.98,,全样本(基准)
HK,2026-08-05,003328,交通银行,22,5,7.33,7.25,-1.09,5,False,17.78,72.15,72.97,6.0,,0.49,,全样本(基准)
HK,2026-08-05,003606,福耀玻璃,83,5,57.85,56.2,-2.85,5,False,57.98,100.28,40.15,15.02,,3.41,,全样本(基准)
HK,2026-08-05,003690,美团-W,25,5,93.05,91.65,-1.5,5,False,85.59,115.71,73.78,-12.92,,3.38,,全样本(基准)
HK,2026-08-05,003692,翰森制药,67,5,31.42,33.5,6.62,5,False,12.6,60.77,4.75,30.98,,4.86,,全样本(基准)
HK,2026-08-05,003750,宁德时代,2,5,663.0,654.0,-1.36,5,False,97.0,30.76,57.77,31.84,,7.02,,全样本(基准)
HK,2026-08-05,003968,招商银行,11,5,48.76,48.02,-1.52,5,False,18.94,90.14,53.4,7.29,,0.96,,全样本(基准)
HK,2026-08-05,003986,兆易创新,42,5,486.0,515.0,5.97,5,False,44.23,-12.23,19.9,105.74,,11.9,,全样本(基准)
HK,2026-08-05,003988,中国银行,10,5,5.27,5.21,-1.14,5,False,2.54,71.75,78.45,6.19,,0.55,,全样本(基准)
HK,2026-08-05,003993,洛阳钼业,36,5,18.47,18.1,-2.0,5,False,77.1,63.35,16.45,14.62,,3.93,,全样本(基准)
HK,2026-08-05,006030,中信证券,35,5,27.28,26.94,-1.25,5,False,13.22,61.41,49.5,10.72,,1.22,,全样本(基准)
HK,2026-08-05,006031,三一重工,65,5,21.16,19.0,-10.21,5,False,71.37,84.65,26.46,20.6,,1.9,,全样本(基准)
HK,2026-08-05,006099,招商证券,97,5,14.95,14.98,0.2,5,False,54.58,2.04,42.66,8.74,,0.92,,全样本(基准)
HK,2026-08-05,006160,百济神州,45,5,198.7,216.6,9.01,5,False,49.08,105.12,54.92,76.52,,9.02,,全样本(基准)
HK,2026-08-05,006618,京东健康,99,5,39.36,40.08,1.83,3,True,70.47,104.42,1.8,21.09,,1.9,,全样本(基准)
HK,2026-08-05,006690,海尔智家,63,5,21.06,21.08,0.09,5,False,-9.35,70.86,15.77,9.42,,1.39,,全样本(基准)
HK,2026-08-05,006809,澜起科技,43,5,270.4,283.0,4.66,5,False,17.59,-0.89,38.1,115.17,,14.0,,全样本(基准)
HK,2026-08-05,006818,中国光大银行,69,5,3.11,2.99,-3.86,5,False,3.8,46.15,21.4,4.33,,0.32,,全样本(基准)
HK,2026-08-05,006886,华泰证券,82,5,16.9,16.62,-1.66,5,False,32.32,50.36,22.85,7.77,,0.76,,全样本(基准)
HK,2026-08-05,006936,顺丰控股,72,5,33.04,32.74,-0.91,5,False,28.01,108.73,56.28,13.63,,1.46,,全样本(基准)
HK,2026-08-05,009633,农夫山泉,32,5,42.02,42.68,1.57,5,False,42.66,52.67,6.39,26.9,,10.81,,全样本(基准)
HK,2026-08-05,009903,天数智芯,95,5,484.2,476.8,-1.53,2,True,48.15,8.18,47.24,-117.29,,42.54,,全样本(基准)
HK,2026-08-05,009973,奇瑞汽车,79,5,26.54,25.4,-4.3,5,False,92.04,76.04,28.45,7.43,,2.47,,全样本(基准)
HK,2026-08-05,009987,百胜中国,96,5,379.0,375.4,-0.95,5,False,79.78,97.93,37.92,17.14,,3.11,,全样本(基准)
HK,2026-08-05,009988,阿里巴巴-W,5,5,128.1,122.6,-4.29,5,False,106.66,103.39,30.83,20.94,,2.02,,全样本(基准)
HK,2026-08-05,009992,泡泡玛特,58,5,161.4,151.0,-6.44,5,False,12.69,35.09,6.89,15.2,,8.79,,全样本(基准)
HK,2026-08-05,009999,网易,21,5,202.6,192.5,-4.99,5,False,86.38,58.81,55.43,16.97,,3.46,,全样本(基准)
HK,2026-08-06,000001,长和,49,1,72.25,73.0,1.04,1,False,47.49,95.34,92.33,23.37,,0.49,,全样本(基准)
HK,2026-08-06,000002,中电控股,66,1,76.3,77.5,1.57,1,False,2.92,89.09,87.39,17.78,,1.75,,全样本(基准)
HK,2026-08-06,000003,香港中华煤气,99,1,6.79,6.79,0.0,0,True,-20.06,70.88,18.22,22.26,,2.13,,全样本(基准)
HK,2026-08-06,000005,汇丰控股,3,1,160.1,161.0,0.56,1,False,9.34,84.11,90.11,14.59,,2.03,,全样本(基准)
HK,2026-08-06,000012,恒基地产,94,1,27.48,26.82,-2.4,1,False,17.12,72.35,10.83,23.53,,0.41,,全样本(基准)
HK,2026-08-06,000016,新鸿基地产,43,1,116.0,115.2,-0.69,1,False,22.47,49.91,32.83,15.28,,0.54,,全样本(基准)
HK,2026-08-06,000027,银河娱乐,86,1,33.54,32.82,-2.15,1,False,62.13,105.91,18.13,13.76,,1.77,,全样本(基准)
HK,2026-08-06,000066,港铁公司,62,1,32.34,31.9,-1.36,1,False,12.61,86.05,27.73,13.72,,1.05,,全样本(基准)
HK,2026-08-06,000175,吉利汽车,63,1,18.56,18.42,-0.75,1,False,4.12,69.27,29.07,11.62,,1.86,,全样本(基准)
HK,2026-08-06,000267,中信股份,41,1,11.94,11.84,-0.84,1,False,9.35,50.13,32.2,5.34,,0.4,,全样本(基准)
HK,2026-08-06,000300,美的集团,19,1,97.5,95.65,-1.9,1,False,46.39,106.65,88.81,15.01,,2.82,,全样本(基准)
HK,2026-08-06,000358,江西铜业股份,95,1,38.3,39.92,4.23,1,False,85.83,71.2,17.44,14.36,,1.39,,全样本(基准)
HK,2026-08-06,000386,中国石油化工股份,29,1,4.26,4.36,2.35,1,False,10.72,84.39,3.28,12.63,,0.55,,全样本(基准)
HK,2026-08-06,000388,香港交易所,28,1,410.0,411.6,0.39,1,False,83.85,110.14,48.64,27.55,,9.43,,全样本(基准)
HK,2026-08-06,000669,创科实业,51,1,145.3,146.3,0.69,1,False,102.07,94.44,104.25,26.08,,4.55,,全样本(基准)
HK,2026-08-06,000688,中国海外发展,89,1,13.21,13.17,-0.3,1,False,7.35,27.04,32.26,10.29,,0.34,,全样本(基准)
HK,2026-08-06,000700,腾讯控股,1,1,479.2,478.8,-0.08,1,False,91.13,88.71,16.79,16.55,,3.42,,全样本(基准)
HK,2026-08-06,000728,中国电信,35,1,4.55,4.5,-1.1,1,False,-6.92,40.45,15.48,11.74,,0.78,,全样本(基准)
HK,2026-08-06,000762,中国联通,64,1,6.49,6.39,-1.54,1,False,-11.2,31.92,10.02,8.96,,0.49,,全样本(基准)
HK,2026-08-06,000788,中国铁塔,73,1,9.79,9.75,-0.41,1,False,36.72,98.84,17.23,13.39,,0.76,,全样本(基准)
HK,2026-08-06,000857,中国石油股份,9,1,9.41,9.51,1.06,1,False,-6.27,59.46,23.82,9.71,,0.94,,全样本(基准)
HK,2026-08-06,000883,中国海洋石油,12,1,22.7,23.22,2.29,1,False,3.16,50.43,11.41,7.71,,1.14,,全样本(基准)
HK,2026-08-06,000939,建设银行,6,1,8.86,8.81,-0.56,1,False,1.55,85.61,77.14,6.06,,0.58,,全样本(基准)
HK,2026-08-06,000941,中国移动,8,1,82.4,81.8,-0.73,1,False,11.76,83.93,52.19,11.77,,1.08,,全样本(基准)
HK,2026-08-06,000981,中芯国际,25,1,65.35,66.8,2.22,1,False,43.06,-3.49,36.8,103.29,,3.08,,全样本(基准)
HK,2026-08-06,000992,联想集团,44,1,25.94,28.14,8.48,1,False,95.6,72.9,103.33,21.48,,5.38,,全样本(基准)
HK,2026-08-06,000998,中信银行,36,1,7.46,7.37,-1.21,1,False,2.61,89.11,37.56,5.2,,0.49,,全样本(基准)
HK,2026-08-06,001024,快手-W,68,1,44.24,44.14,-0.23,1,False,82.79,52.96,-3.67,9.77,,2.07,,全样本(基准)
HK,2026-08-06,001038,长江基建集团,79,1,61.3,61.1,-0.33,1,False,2.48,95.16,57.16,18.69,,1.21,,全样本(基准)
HK,2026-08-06,001088,中国神华,15,1,42.84,42.92,0.19,1,False,31.52,55.43,28.76,15.75,,1.66,,全样本(基准)
HK,2026-08-06,001109,华润置地,55,1,32.86,32.86,0.0,1,False,18.35,42.57,41.37,8.33,,0.73,,全样本(基准)
HK,2026-08-06,001113,长实集团,76,1,46.8,46.88,0.17,1,False,14.73,80.33,53.97,15.1,,0.41,,全样本(基准)
HK,2026-08-06,001211,比亚迪股份,17,1,89.85,90.1,0.28,1,False,29.85,95.73,50.6,26.58,,3.12,,全样本(基准)
HK,2026-08-06,001276,恒瑞医药,38,1,56.4,58.35,3.46,1,False,34.36,54.01,8.77,41.18,,5.19,,全样本(基准)
HK,2026-08-06,001288,农业银行,7,1,5.93,5.87,-1.01,1,False,-3.19,76.51,63.09,6.31,,0.65,,全样本(基准)
HK,2026-08-06,001299,友邦保险,18,1,73.15,74.45,1.78,1,False,15.43,57.12,6.68,15.6,,2.28,,全样本(基准)
HK,2026-08-06,001336,新华保险,83,1,47.96,48.44,1.0,1,False,51.95,49.63,5.51,3.63,,1.07,,全样本(基准)
