排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
28,512010,医药ETF易方达,59.48,100.92,62.58,0.38,1.6,23.57,4.62,,
29,159201,自由现金流ETF华夏,67.29,98.98,14.3,1.17,-1.35,,,,
30,510180,上证180ETF华安,17.59,25.93,22.17,3.92,0.08,12.1,68.15,1.23,43.84
31,159992,创新药ETF银华,35.23,73.02,65.79,0.86,3.38,27.83,29.82,,
32,159781,科创创业ETF易方达,31.09,-4.8,33.38,1.1,5.67,41.3,59.22,,
33,159928,消费ETF汇添富,63.79,105.72,34.98,0.68,-1.45,20.65,23.8,3.67,6.4
34,512070,证券保险ETF易方达,22.7,85.08,14.58,0.8,-1.6,9.88,2.23,,
35,512690,酒ETF鹏华,72.1,101.75,29.07,0.44,-1.79,20.11,22.68,,
36,159206,卫星ETF永赢,96.9,9.32,0.17,1.33,3.83,,,,
37,159870,化工ETF鹏华,68.33,26.42,10.47,0.78,0.64,21.41,51.99,,
38,515220,煤炭ETF国泰,16.53,31.88,23.86,1.17,-0.51,17.63,82.92,1.67,88.12
39,517520,黄金股ETF永赢,64.1,98.04,-1.49,1.86,-0.59,21.95,58.12,,
40,513630,港股低波红利ETF摩根,14.56,88.02,35.96,1.59,-1.55,,,,
41,159611,电力ETF广发,48.93,37.38,17.69,1.08,-0.92,15.41,67.81,,
42,512800,银行ETF华宝,46.62,95.39,72.49,0.81,-2.53,6.9,80.18,0.69,43.88
43,512760,芯片ETF国泰,10.76,-10.66,32.69,1.05,5.42,80.79,63.65,,
44,159869,游戏ETF华夏,115.32,95.76,5.73,1.16,2.57,20.11,18.85,,
45,516650,有色金属ETF华夏,71.09,40.46,-2.33,1.77,1.32,18.37,23.32,,
46,159755,电池ETF广发,84.9,16.58,-0.19,0.95,0.85,25.48,37.32,3.46,49.2
47,560860,工业有色ETF万家,62.89,24.41,4.54,1.56,2.03,62.15,32.32,,
48,159852,软件ETF嘉实,107.58,83.8,5.79,0.73,1.96,57.53,54.0,,
49,159307,红利低波100ETF博时,66.68,105.31,66.9,1.05,-1.32,8.91,85.38,,
50,512710,军工龙头ETF富国,114.35,31.86,-8.3,0.62,1.14,,,,
51,159363,创业板人工智能ETF华宝,74.61,14.37,42.29,1.23,10.22,,,,
52,159263,价值ETF易方达,56.75,104.1,50.22,1.15,-1.79,,,,
53,159851,金融科技ETF华宝,110.84,55.88,4.52,0.64,1.27,33.42,13.31,,
54,512660,军工ETF国泰,109.1,22.02,-5.08,1.12,1.36,45.42,12.41,3.23,52.12
55,515980,人工智能ETF华富,41.37,9.08,42.59,1.05,6.6,50.8,82.24,,
56,159865,养殖ETF国泰,78.33,95.05,17.65,0.53,-0.93,23.13,54.34,,
57,516150,稀土ETF嘉实,110.63,8.05,4.89,1.69,2.06,28.21,25.25,,
58,159967,创业板成长ETF华夏,50.0,-0.91,32.75,0.77,7.69,,,,
59,563300,中证2000ETF华泰柏瑞,99.41,14.71,16.07,1.33,2.95,36.44,57.02,,
60,512950,央企改革ETF华夏,41.57,19.11,27.32,1.49,0.47,15.58,80.84,,
61,159796,电池ETF汇添富,93.99,14.15,5.46,0.85,1.79,,,,
