排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,00700,腾讯控股,435.4,-0.68,39635.16,45.47,14.85,3.03,9.9663537853,0.0,0.0,0.0,0.0
2,00005,汇丰控股,164.9,-1.61,28296.96,11.97,15.01,2.09,7.4073136207,0.0,0.0,0.0,0.0
3,01398,工商银行,7.51,0.07,26766.11,8.04,6.32,0.59,4.052663012,0.0,0.0,0.0,0.0
4,03750,宁德时代,562.0,-1.83,26002.45,20.66,26.99,5.95,12.0827161258,0.0,0.0,0.0,0.0
5,00939,建设银行,9.56,0.26,25009.0,15.37,6.37,0.61,4.5376835479,0.0,0.0,0.0,0.0
6,01288,农业银行,6.3,-1.25,22048.93,4.7,6.53,0.67,4.4593032714000005,0.0,0.0,0.0,0.0
7,09988,阿里巴巴-W,109.5,-0.09,21774.06,48.43,25.63,1.73,0.9987987878,0.0,0.0,0.0,0.0
8,00857,中国石油股份,10.35,3.92,18942.67,8.4,9.45,1.0,6.3861639668,0.0,0.0,0.0,0.0
9,03988,中国银行,5.875,-1.18,18929.98,7.08,6.7,0.6,4.0097334841,0.0,0.0,0.0,0.0
10,00941,中国移动,78.9,-0.25,17114.15,9.45,11.39,1.02,5.4714246402,0.0,0.0,0.0,0.0
11,03308,中际旭创,1161.0,-3.49,13675.53,24.12,58.72,28.21,39.2137408195,0.0,0.0,0.0,0.0
12,03968,招商银行,51.9,0.0,13089.1,4.78,7.6,0.99,5.8401593944,0.0,0.0,0.0,0.0
13,00883,中国海洋石油,25.86,3.94,12291.25,27.49,7.79,1.25,10.3469728793,0.0,0.0,0.0,0.0
14,02318,中国平安,55.25,-1.78,10004.47,16.26,5.52,0.85,9.1284065146,0.0,0.0,0.0,0.0
15,01088,中国神华,45.62,2.15,9894.72,3.68,15.87,1.87,6.342903654400001,0.0,0.0,0.0,0.0
