排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,00700,腾讯控股,5.13,6.38,5.53,13.28,31.42,7.85,435.4,-0.68,14.85,,3.03,,444.98,452.08,0.0,-2.15,0.56,0.43,45.47,,,
2,00005,汇丰控股,88.27,72.14,91.12,106.47,73.8,91.26,164.9,-1.61,15.01,,2.09,,162.585,157.957,1.0,1.42,0.44,0.58,11.97,,,
3,01398,工商银行,33.47,90.68,89.46,46.34,101.16,89.58,7.51,0.07,6.32,,0.59,,7.447,7.128,1.0,0.85,0.55,0.6,8.04,,,
4,03750,宁德时代,18.33,7.86,26.97,10.55,15.15,43.13,562.0,-1.83,26.99,,5.95,,615.025,639.733,0.0,-8.62,1.49,1.88,20.66,,,
5,00939,建设银行,59.14,96.95,94.56,67.51,105.73,96.68,9.56,0.26,6.37,,0.61,,9.235,8.777,1.0,3.52,0.62,0.67,15.37,,,
6,01288,农业银行,35.35,86.9,87.25,55.86,98.97,85.23,6.3,-1.25,6.53,,0.67,,6.228,5.91,1.0,1.16,0.79,0.87,4.7,,,
7,09988,阿里巴巴-W,28.72,22.83,19.6,25.79,59.51,18.19,109.5,-0.09,25.63,,1.73,,116.53,111.981,1.0,-6.03,0.57,0.45,48.43,,,
8,00857,中国石油股份,62.82,108.56,43.64,22.67,104.97,37.29,10.35,3.92,9.45,,1.0,,9.955,9.612,1.0,3.97,1.29,1.05,8.4,,,
9,03988,中国银行,61.41,92.68,93.05,75.94,105.99,98.64,5.88,-1.18,6.7,,0.6,,5.605,5.338,1.0,4.82,0.49,0.65,7.08,,,
10,00941,中国移动,9.95,14.83,25.3,19.94,46.25,32.83,78.9,-0.25,11.39,,1.02,,80.667,80.368,1.0,-2.19,0.92,0.84,9.45,,,
11,03308,中际旭创,87.45,50.2,,79.08,30.59,,1161.0,-3.49,58.72,,28.21,,1090.1,,,6.5,0.96,,24.12,,,
12,03968,招商银行,70.49,94.18,87.82,81.24,99.31,69.84,51.9,0.0,7.6,,0.99,,49.869,48.242,1.0,4.07,0.64,0.76,4.78,,,
13,00883,中国海洋石油,68.34,113.66,39.83,30.64,112.17,29.7,25.86,3.94,7.79,,1.25,,24.81,23.369,1.0,4.23,2.19,1.82,27.49,,,
