排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,510300,沪深300ETF华泰柏瑞,50.27,18.33,19.88,81.11,23.42,33.4,4.62,-1.37,13.65,64.27,1.44,43.56,4.699,4.779,0,-1.68,0.88,0.66,29.41,,,沪深300
2,588000,科创50ETF华夏,50.71,0.5,28.32,65.22,3.62,40.23,1.71,-1.72,72.82,71.56,7.58,88.7,1.782,1.91,0,-4.04,0.97,0.63,50.2,,,科创板
3,159915,创业板ETF易方达,6.67,15.26,5.72,15.71,21.15,26.58,3.34,-2.11,38.08,31.44,5.33,59.96,3.531,3.746,0,-5.41,1.06,0.73,52.45,,,创业板
4,512880,证券ETF国泰,84.3,20.04,34.11,116.24,20.67,35.61,1.09,-2.07,12.87,4.75,1.27,15.36,1.089,1.101,0,0.09,0.78,0.94,18.29,,,证券
5,588200,科创芯片ETF嘉实,49.14,7.43,32.78,63.05,9.17,44.39,1.14,-1.72,98.97,74.53,,,1.19,1.289,0,-4.2,0.78,0.53,21.92,,,半导体
6,588170,科创半导体ETF华夏,10.49,12.55,39.96,25.85,17.09,51.21,0.95,-1.55,44.24,83.28,,,1.015,1.058,0,-6.4,0.68,0.46,34.34,,,半导体
7,159516,半导体设备ETF国泰,2.36,12.42,38.04,24.64,16.07,50.49,0.68,-2.3,99.13,91.93,,,0.734,0.765,0,-7.36,0.78,0.5,23.18,,,半导体
8,515880,通信ETF国泰,40.15,35.34,21.36,55.6,30.93,35.35,0.65,-1.81,42.41,86.81,,,0.666,0.729,0,-2.4,0.88,0.6,24.07,,,通信
9,510500,中证500ETF南方,55.82,32.46,19.66,79.14,33.16,38.95,7.75,-1.66,25.99,63.88,2.4,77.32,7.927,8.11,0,-2.23,0.95,0.84,29.14,,,中证500
10,563360,A500ETF华泰柏瑞,42.8,20.39,14.17,70.54,25.66,31.08,1.27,-1.4,15.29,49.9,,,1.297,1.325,0,-2.16,1.02,0.92,40.61,,,中证A500
11,512890,红利低波ETF华泰柏瑞,83.58,98.79,95.92,96.11,89.77,77.3,1.2,-0.66,8.08,75.43,0.88,63.52,1.175,1.151,1,2.13,1.11,1.13,10.32,,,红利
12,159995,芯片ETF华夏,46.36,4.07,23.61,59.39,5.49,35.48,1.12,-1.75,,,,,1.176,1.299,0,-4.76,0.91,0.62,5.82,,,半导体
13,512400,有色金属ETF南方,39.21,86.64,11.56,70.2,94.11,10.61,1.89,-2.33,15.4,80.9,,,1.932,1.87,1,-2.17,0.98,1.0,12.4,,,有色金属
14,159949,创业板50ETF华安,5.66,12.31,-0.29,13.56,19.43,19.97,1.55,-2.57,,,,,1.654,1.776,0,-6.11,1.31,0.83,17.79,,,创业板
15,512170,医疗ETF华宝,10.34,68.43,46.44,5.47,84.54,37.25,0.34,-0.29,27.73,22.51,3.46,11.8,0.347,0.324,1,-2.02,0.87,0.5,3.11,,,医药
16,159819,人工智能ETF易方达,82.87,6.49,26.78,88.92,6.94,39.9,1.74,-1.81,44.78,48.57,,,1.784,1.913,0,-2.52,0.86,0.61,3.44,,,人工智能
17,515450,红利低波50ETF南方,76.61,67.78,72.75,76.15,68.16,66.82,1.42,-0.14,8.63,80.12,0.88,63.52,1.405,1.391,1,1.07,0.65,0.65,1.45,,,红利
18,510050,上证50ETF华夏,94.01,51.32,37.52,114.49,51.78,38.25,3.03,-0.82,11.19,71.82,1.25,58.24,3.028,3.028,0,0.07,0.79,0.7,12.28,,,上证50
19,512480,半导体ETF国联安,50.82,7.02,27.06,64.89,8.0,39.38,1.01,-1.94,66.94,50.36,,,1.057,1.154,0,-4.45,0.88,0.65,11.06,,,半导体
20,510880,红利ETF华泰柏瑞,43.68,99.41,89.82,81.45,114.29,85.58,3.43,-1.49,8.93,83.27,0.87,63.68,3.372,3.223,1,1.72,1.42,1.03,7.55,,,红利
21,159326,电网设备ETF华夏,35.41,29.68,7.51,45.71,27.38,23.54,1.64,-0.66,11.81,69.9,,,1.688,1.795,0,-2.61,0.67,0.46,3.64,,,其他
22,512100,中证1000ETF南方,70.8,47.07,26.21,85.95,45.39,30.91,3.08,-1.35,30.61,65.74,2.39,45.24,3.112,3.188,0,-1.03,1.11,0.73,32.81,,,中证1000
23,515180,红利ETF易方达,47.69,99.79,77.91,84.07,114.79,68.84,1.45,-1.29,8.67,63.37,0.86,52.88,1.435,1.388,1,1.05,1.49,1.46,5.84,,,红利
24,515050,通信ETF华夏,44.99,29.61,28.09,61.12,27.12,40.4,1.01,-1.75,42.41,84.56,,,1.038,1.132,0,-2.7,0.87,0.59,7.04,,,通信
25,562500,机器人ETF华夏,59.82,11.73,4.47,70.81,13.22,16.1,0.95,-1.76,46.8,27.76,,,0.982,1.034,0,-3.56,0.62,0.42,2.65,,,机器人
26,510180,上证180ETF华安,77.2,43.9,25.75,102.64,48.31,32.23,3.95,-1.13,11.74,59.81,1.23,43.08,3.99,4.004,0,-1.0,0.96,0.76,0.52,,,上证180
27,159992,创新药ETF银华,0.28,37.58,63.14,1.64,69.67,59.14,0.84,-0.71,27.07,26.52,,,0.89,0.842,1,-5.28,0.82,0.56,6.08,,,医药
28,159530,机器人ETF易方达,56.06,9.16,2.56,63.4,11.53,11.23,1.31,-1.58,,,,,1.366,1.442,0,-4.32,0.89,0.51,3.98,,,机器人
29,159781,科创创业ETF易方达,14.5,0.06,14.43,30.7,6.63,31.63,1.04,-2.25,38.96,55.46,,,1.111,1.21,0,-6.12,0.94,0.62,3.31,,,科创板
30,159201,自由现金流ETF华夏,19.36,101.19,21.59,73.09,115.74,19.72,1.18,-1.42,,,,,1.182,1.146,1,-0.51,1.72,1.2,4.28,,,货币市场
31,159928,消费ETF汇添富,76.66,73.75,36.79,84.68,81.71,30.44,0.67,-0.59,20.17,21.54,3.45,2.0,0.671,0.655,1,-0.15,0.96,0.65,2.31,,,消费
32,512010,医药ETF易方达,25.79,58.0,69.64,6.9,75.25,59.56,0.38,0.53,23.35,3.98,,,0.391,0.368,1,-2.81,1.11,0.6,3.16,,,医药
33,510210,上证指数ETF富国,86.42,84.91,38.66,100.85,70.15,36.04,1.01,-0.69,14.78,68.19,,,1.005,1.002,1,0.5,0.94,0.66,7.65,,,其他
34,517520,黄金股ETF永赢,27.7,97.64,22.6,37.48,112.33,13.22,2.17,-1.18,21.09,47.07,,,2.147,1.887,1,1.21,0.98,1.04,11.43,,,黄金
35,159870,化工ETF鹏华,59.96,56.35,15.66,96.14,64.85,24.67,0.8,-2.79,17.89,34.74,,,0.814,0.815,0,-1.47,0.88,0.99,4.0,,,化工
36,512690,酒ETF鹏华,39.41,65.13,23.09,62.16,71.31,21.29,0.42,-2.1,19.75,20.06,,,0.43,0.419,1,-2.33,0.89,0.58,3.66,,,白酒
37,512070,证券保险ETF易方达,93.0,60.29,21.34,109.34,53.62,16.38,0.81,-0.98,7.48,0.03,,,0.794,0.796,0,2.02,1.01,1.02,5.21,,,证券
38,159206,卫星ETF永赢,87.23,25.56,0.61,76.5,24.45,5.14,1.37,-0.73,,,,,1.39,1.477,0,-1.73,0.87,0.53,3.48,,,通信
39,515220,煤炭ETF国泰,38.12,97.83,63.0,76.1,117.49,61.05,1.3,-3.13,18.46,85.78,1.85,98.6,1.286,1.21,1,1.09,1.68,1.76,16.34,,,煤炭
40,513630,港股低波红利ETF摩根,25.32,77.4,40.94,35.28,84.72,35.43,1.59,-0.25,,,,,1.585,1.554,1,0.25,0.77,0.47,1.74,,,红利
