排名,代码,名称,最新价,总市值,流通市值
1,601398,工商银行,7.6,2708687553876,2049052815296
2,601939,建设银行,10.22,2673555898511,98047180733
3,601288,农业银行,6.52,2281889380852,2081472254266
4,600941,中国移动,94.09,2040218987031,84941428606
5,601857,中国石油,10.92,1998589077773,1768189089773
6,601988,中国银行,5.94,1913941726175,1251947158185
7,300750,宁德时代,372.26,1722317049516,1584724121222
8,600519,贵州茅台,1305.0,1631356489305,1631356489305
9,600938,中国海油,32.39,1539495209542,96846100000
10,688981,中芯国际,155.59,1331975804762,311111936999
11,601138,工业富联,60.71,1204734842562,1204734842562
12,300308,中际旭创,1060.8,1183040907173,1177424116502
13,601628,中国人寿,41.0,1158852905000,853764730000
14,601088,中国神华,45.44,985567894774,749352764675
15,601318,中国平安,53.95,976907285630,575110511228
16,600036,招商银行,38.71,976260223215,798546438847
17,601899,紫金矿业,32.2,856221010828,663377739108
18,002594,比亚迪,91.57,834861781027,319269198195
19,688256,寒武纪,1310.0,823063789390,823063789390
20,688041,海光信息,331.6,770750510976,770750510976
21,600900,长江电力,29.09,711780453358,711780453358
22,300502,新易盛,508.8,709397800819,638158918790
23,688347,华虹宏力,390.06,677817560364,159046965000
24,000333,美的集团,84.8,646504389526,583417981829
25,600028,中国石化,5.18,626394163670,490817822443
26,601328,交通银行,6.95,614128300350,181203455005
27,601658,邮储银行,5.11,613685723344,370617061092
28,688825,长鑫科技,-,579188473427,30308492909
29,002371,北方华创,764.0,554426548800,553983923872
30,601728,中国电信,6.02,550872974968,467330966768
31,002475,立讯精密,59.16,457027432577,433351446525
32,688235,百济神州,277.29,427420104457,31903673045
33,603993,洛阳钼业,19.61,419542422551,342407115071
34,600030,中信证券,28.3,419421475261,344596392564
35,601998,中信银行,7.49,416782265357,305314864660
36,002384,东山精密,217.5,398374638210,301524974753
37,601166,兴业银行,18.18,384740785946,384740785946
38,688012,中微公司,392.99,376422464341,370274013964
39,603259,药明康德,125.9,375655025815,311385982971
40,600276,恒瑞医药,55.39,367634501021,353332935957
41,688802,沐曦股份-U,845.0,338084500000,15656662775
42,601211,国泰海通,18.94,333891855201,255631479055
43,601319,中国人保,7.55,333891128902,268008062202
44,603986,兆易创新,470.0,329820165980,314191208980
45,002415,海康威视,35.63,326544373327,322323309638
46,300059,东方财富,20.08,317709773490,268134179182
47,601601,中国太保,32.75,315066182651,224175107651
48,600183,生益科技,126.0,306054462420,301707194544
49,601869,长飞光纤,366.05,303054664783,148740139840
50,600000,浦发银行,9.01,300085603083,300085603083
51,688795,摩尔线程-U,623.91,293255304868,18857985466
52,000858,五 粮 液,74.75,290150198374,290143125977
53,688820,盛合晶微,146.46,272821894247,25323321094
54,688008,澜起科技,223.0,272179978683,255282488183
55,600150,中国船舶,33.02,248496014930,248496014930
56,601816,京沪高铁,5.01,245117653644,245117653644
57,002379,宏桥控股,18.59,242248487375,21125188068
58,601225,陕西煤业,24.89,241308550000,241308550000
59,300394,天孚通信,217.63,237396264990,236865891322
60,300476,胜宏科技,240.4,236261469045,207992864778
61,000338,潍柴动力,26.85,231989923674,133079139780
62,600309,万华化学,74.0,231654900324,231654900324
63,601919,中远海控,15.14,231159381690,190105969650
64,002916,深南电路,337.98,230220685778,224692297911
65,688072,拓荆科技,791.08,229950330663,223632787933
66,000651,格力电器,40.86,228873438577,225629307108
67,300274,阳光电源,109.95,227949596069,174548722731
68,002714,牧原股份,39.44,227686965198,129382890459
69,600188,兖矿能源,22.36,224424011167,133295831167
70,000725,京东方Ａ,6.04,223747741507,213617490067
71,002463,沪电股份,114.23,219820046832,219642641816
72,301666,大普微-UW,501.63,218819212667,13301393139
73,603288,海天味业,36.45,213299019209,202683889829
74,000001,平安银行,10.98,213076981814,213073495170
75,002938,鹏鼎控股,91.41,211846025908,211232628884
76,600919,江苏银行,11.4,209205098878,209205098878
77,002142,宁波银行,31.55,208343289488,208212399549
78,601066,中信建投,26.84,208189688351,174343810579
79,003816,中国广核,4.11,207550091448,161667592698
80,600690,海尔智家,21.92,205557641928,137066382769
81,300408,三环集团,102.98,204709994880,192552644227
82,601336,新华保险,65.33,203799979378,136241752082
83,300604,长川科技,309.05,196067072657,151271146987
84,300433,蓝思科技,36.8,194257664016,182884960331
85,601668,中国建筑,4.7,194205835087,194205835087
86,688808,联讯仪器,1888.08,193842880629,36432663564
87,600406,国电南瑞,23.75,190754208705,190194183848
88,001399,惠科股份,26.12,190619443304,11246403014
89,600025,华能水电,10.22,190409783307,190409783307
90,601898,中煤能源,14.34,190129233156,131239685736
91,601985,中国核电,9.07,186551778811,171271393744
92,601688,华泰证券,20.63,186224199905,150738419727
93,601818,光大银行,3.15,186119485842,146181469017
94,300760,迈瑞医疗,152.27,184618451064,184459768822
95,600031,三一重工,19.85,182520838074,168216642234
96,002352,顺丰控股,34.17,179915577025,163985768400
97,000063,中兴通讯,37.5,179382558263,151035796200
98,600930,华电新能,4.29,178954285713,46088308420
99,000776,广发证券,22.55,176450266273,133136311963
100,688702,盛科通信-U,430.15,176361500000,87316915457
