date,close
2023-05-11,26.691
2023-05-12,26.951
2023-05-15,27.151
2023-05-16,26.541
2023-05-17,26.701
2023-05-18,27.021
2023-05-19,27.501
2023-05-22,27.881
2023-05-23,27.731
2023-05-24,27.171
2023-05-25,27.021
2023-05-26,27.081
2023-05-29,26.711
2023-05-30,26.291
2023-05-31,25.661
2023-06-01,25.211
2023-06-02,26.771
2023-06-05,26.851
2023-06-06,26.771
2023-06-07,27.151
2023-06-08,28.171
2023-06-09,27.881
2023-06-12,28.761
2023-06-13,28.751
2023-06-14,29.301
2023-06-15,29.721
2023-06-16,29.781
2023-06-19,28.721
2023-06-20,29.051
2023-06-21,28.841
2023-06-26,28.651
2023-06-27,29.561
2023-06-28,29.981
2023-06-29,29.471
2023-06-30,29.191
2023-07-03,30.081
2023-07-04,29.561
2023-07-05,29.631
2023-07-06,29.371
2023-07-07,29.161
2023-07-10,29.351
2023-07-11,29.771
2023-07-12,29.901
2023-07-13,29.901
2023-07-14,29.421
2023-07-17,29.561
2023-07-18,29.921
2023-07-19,30.191
2023-07-20,29.931
2023-07-21,29.711
2023-07-24,29.301
2023-07-25,31.381
2023-07-26,31.541
2023-07-27,30.871
2023-07-28,31.481
2023-07-31,31.441
2023-08-01,31.131
2023-08-02,30.971
2023-08-03,30.901
2023-08-04,31.121
2023-08-07,30.731
2023-08-08,30.581
2023-08-09,30.638
2023-08-10,30.228
2023-08-11,29.588
2023-08-14,29.498
2023-08-15,29.418
2023-08-16,29.498
2023-08-17,29.698
2023-08-18,29.158
2023-08-21,28.288
2023-08-22,28.178
2023-08-23,27.908
2023-08-24,28.448
2023-08-25,28.328
2023-08-28,28.208
2023-08-29,28.468
2023-08-30,28.798
2023-08-31,29.468
2023-09-01,30.368
2023-09-04,30.888
2023-09-05,30.638
2023-09-06,30.408
2023-09-07,30.268
2023-09-08,29.738
2023-09-11,29.898
2023-09-12,30.228
2023-09-13,29.948
2023-09-14,29.958
2023-09-15,29.638
2023-09-18,29.828
2023-09-19,29.778
2023-09-20,30.278
2023-09-21,29.818
2023-09-22,30.388
2023-09-25,30.328
2023-09-26,30.228
2023-09-27,30.178
2023-09-28,29.978
2023-10-09,30.278
2023-10-10,28.928
2023-10-11,28.748
2023-10-12,28.838
2023-10-13,28.488
2023-10-16,28.258
2023-10-17,28.468
2023-10-18,28.068
2023-10-19,27.388
2023-10-20,27.258
2023-10-23,27.128
2023-10-24,27.228
2023-10-25,27.168
2023-10-26,27.068
2023-10-27,27.898
2023-10-30,27.728
2023-10-31,27.608
2023-11-01,27.518
2023-11-02,27.708
2023-11-03,27.688
2023-11-06,27.758
2023-11-07,27.468
2023-11-08,27.348
2023-11-09,27.378
2023-11-10,27.158
2023-11-13,26.248
2023-11-14,26.458
2023-11-15,26.528
2023-11-16,26.288
2023-11-17,26.178
2023-11-20,26.468
2023-11-21,26.548
2023-11-22,26.428
2023-11-23,26.638
2023-11-24,26.678
2023-11-27,26.448
2023-11-28,26.568
2023-11-29,26.558
2023-11-30,26.628
2023-12-01,26.178
2023-12-04,26.478
2023-12-05,26.148
2023-12-06,26.098
2023-12-07,26.498
2023-12-08,26.558
2023-12-11,26.518
2023-12-12,26.958
2023-12-13,26.638
2023-12-14,26.818
2023-12-15,26.778
2023-12-18,26.848
2023-12-19,26.828
2023-12-20,24.478
2023-12-21,25.168
2023-12-22,25.718
2023-12-25,25.628
2023-12-26,25.448
2023-12-27,25.728
2023-12-28,25.988
2023-12-29,25.848
2024-01-02,25.708
