date,close
2023-05-11,76.051
2023-05-12,74.26
2023-05-15,79.912
2023-05-16,79.933
2023-05-17,80.256
2023-05-18,77.949
2023-05-19,78.615
2023-05-22,77.985
2023-05-23,78.379
2023-05-24,80.492
2023-05-25,82.448
2023-05-26,78.15
2023-05-29,74.833
2023-05-30,75.692
2023-05-31,75.363
2023-06-01,73.572
2023-06-02,73.801
2023-06-05,71.022
2023-06-06,71.645
2023-06-07,69.803
2023-06-08,70.341
2023-06-09,70.921
2023-06-12,72.103
2023-06-13,71.487
2023-06-14,70.527
2023-06-15,75.971
2023-06-16,78.349
2023-06-19,78.249
2023-06-20,77.97
2023-06-21,77.676
2023-06-26,79.166
2023-06-27,80.391
2023-06-28,80.083
2023-06-29,79.753
2023-06-30,80.169
2023-07-03,84.582
2023-07-04,82.662
2023-07-05,82.254
2023-07-06,81.437
2023-07-07,79.431
2023-07-10,80.971
2023-07-11,80.57
2023-07-12,81.408
2023-07-13,81.766
2023-07-14,78.178
2023-07-17,78.493
2023-07-18,77.604
2023-07-19,75.921
2023-07-20,74.968
2023-07-21,74.324
2023-07-24,73.199
2023-07-25,74.173
2023-07-26,74.975
2023-07-27,74.632
2023-07-28,74.725
2023-07-31,76.494
2023-08-01,72.626
2023-08-02,71.637
2023-08-03,72.819
2023-08-04,75.95
2023-08-07,74.703
2023-08-08,76.136
2023-08-09,77.569
2023-08-10,79.044
2023-08-11,76.573
2023-08-14,76.494
2023-08-15,74.596
2023-08-16,73.263
2023-08-17,72.998
2023-08-18,73.364
2023-08-21,68.055
2023-08-22,67.611
2023-08-23,64.266
2023-08-24,67.755
2023-08-25,66.952
2023-08-28,68.399
2023-08-29,69.961
2023-08-30,69.323
2023-08-31,68.077
2023-09-01,68.607
2023-09-04,68.227
2023-09-05,67.755
2023-09-06,66.479
2023-09-07,65.355
2023-09-08,63.342
2023-09-11,62.812
2023-09-12,61.873
2023-09-13,62.174
2023-09-14,60.462
2023-09-15,59.602
2023-09-18,60.476
2023-09-19,59.266
2023-09-20,58.671
2023-09-21,57.446
2023-09-22,57.582
2023-09-25,57.21
2023-09-26,56.809
2023-09-27,59.302
2023-09-28,60.741
2023-10-09,60.842
2023-10-10,59.731
2023-10-11,59.337
2023-10-12,60.104
2023-10-13,59.488
2023-10-16,57.941
2023-10-17,57.11
2023-10-18,55.648
2023-10-19,55.226
2023-10-20,56.365
2023-10-23,53.958
2023-10-24,54.18
2023-10-25,53.32
2023-10-26,52.568
2023-10-27,55.978
2023-10-30,58.915
2023-10-31,56.902
2023-11-01,55.448
2023-11-02,54.144
2023-11-03,56.515
2023-11-06,58.936
2023-11-07,60.376
2023-11-08,59.961
2023-11-09,61.236
2023-11-10,60.419
2023-11-13,60.691
2023-11-14,60.154
2023-11-15,62.525
2023-11-16,59.517
2023-11-17,59.273
2023-11-20,59.846
2023-11-21,60.032
2023-11-22,58.779
2023-11-23,58.793
2023-11-24,57.145
2023-11-27,56.544
2023-11-28,57.016
2023-11-29,55.505
2023-11-30,56.221
2023-12-01,56.243
2023-12-04,55.67
2023-12-05,53.965
2023-12-06,54.968
2023-12-07,53.571
2023-12-08,53.227
2023-12-11,53.642
2023-12-12,52.926
2023-12-13,51.064
2023-12-14,51.35
2023-12-15,52.081
2023-12-18,51.171
2023-12-19,53.535
2023-12-20,53.37
2023-12-21,55.569
2023-12-22,56.085
2023-12-25,55.698
2023-12-26,56.028
2023-12-27,55.247
2023-12-28,60.663
2023-12-29,59.366
2024-01-02,57.797
2024-01-03,57.632
2024-01-04,55.834
2024-01-05,54.036
2024-01-08,54.18
2024-01-09,55.369
2024-01-10,57.826
2024-01-11,58.872
2024-01-12,59.581
2024-01-15,59.044
2024-01-16,60.29
2024-01-17,58.585
2024-01-18,61.386
2024-01-19,60.369
2024-01-22,59.302
2024-01-23,62.117
2024-01-24,60.519
2024-01-25,61.092
2024-01-26,58.779
2024-01-29,54.273
2024-01-30,53.922
2024-01-31,52.776
2024-02-01,54.33
2024-02-02,53.428
2024-02-05,53.922
2024-02-06,56.938
2024-02-07,57.675
2024-02-08,57.89
2024-02-19,57.79
2024-02-20,55.992
2024-02-21,56.579
2024-02-22,56.866
2024-02-23,57.726
2024-02-26,56.565
2024-02-27,56.845
2024-02-28,57.425
2024-02-29,59.094
2024-03-01,59.352
2024-03-04,60.72
2024-03-05,61.501
2024-03-06,64.158
2024-03-07,62.131
2024-03-08,67.826
2024-03-11,74.825
2024-03-12,74.517
2024-03-13,73.228
2024-03-14,73.113
2024-03-15,70.921
2024-03-18,73.328
2024-03-19,72.232
2024-03-20,71.816
2024-03-21,71.05
2024-03-22,70.384
2024-03-25,70.119
2024-03-26,70.727
2024-03-27,69.746
2024-03-28,70.548
2024-03-29,70.978
2024-04-01,74.732
2024-04-02,73.342
2024-04-03,71.752
2024-04-08,70.713
2024-04-09,69.818
2024-04-10,67.948
2024-04-11,67.389
2024-04-12,65.591
2024-04-15,68.063
2024-04-16,67.611
2024-04-17,67.583
2024-04-18,66.193
2024-04-19,64.789
2024-04-22,63.951
2024-04-23,66.093
2024-04-24,64.818
2024-04-25,66.028
2024-04-26,67.733
2024-04-29,72.783
2024-04-30,70.656
2024-05-06,72.325
2024-05-07,73.199
2024-05-08,71.451
2024-05-09,72.977
2024-05-10,73.056
2024-05-13,71.838
2024-05-14,70.183
2024-05-15,71.952
2024-05-16,72.482
2024-05-17,69.288
2024-05-20,69.295
2024-05-21,68.256
2024-05-22,71.752
2024-05-23,70.04
2024-05-24,69.08
2024-05-27,69.094
2024-05-28,68.106
2024-05-29,68.872
2024-05-30,68.757
2024-05-31,67.318
2024-06-03,67.404
2024-06-04,70.505
2024-06-05,70.119
2024-06-06,68.184
2024-06-07,66.551
2024-06-11,66.931
2024-06-12,65.978
2024-06-13,66.145
2024-06-14,63.895
2024-06-17,65.245
2024-06-18,66.855
2024-06-19,65.695
2024-06-20,65.215
2024-06-21,64.805
2024-06-24,64.955
2024-06-25,61.365
2024-06-26,61.485
2024-06-27,60.685
2024-06-28,59.335
2024-07-01,60.455
2024-07-02,57.625
2024-07-03,57.355
2024-07-04,56.425
2024-07-05,58.305
2024-07-08,55.455
2024-07-09,55.585
2024-07-10,54.875
2024-07-11,57.125
2024-07-12,59.415
2024-07-15,61.315
2024-07-16,67.615
2024-07-17,67.605
2024-07-18,68.705
2024-07-19,69.605
2024-07-22,71.425
2024-07-23,69.105
2024-07-24,68.285
2024-07-25,68.375
2024-07-26,67.655
2024-07-29,65.955
2024-07-30,65.355
2024-07-31,66.135
2024-08-01,65.205
2024-08-02,63.805
2024-08-05,64.475
2024-08-06,68.185
2024-08-07,68.295
2024-08-08,67.605
2024-08-09,67.105
2024-08-12,66.005
2024-08-13,67.605
2024-08-14,65.695
2024-08-15,65.985
2024-08-16,65.815
2024-08-19,64.835
2024-08-20,65.205
2024-08-21,63.785
2024-08-22,63.915
2024-08-23,65.425
2024-08-26,68.745
2024-08-27,68.475
2024-08-28,68.525
2024-08-29,73.055
2024-08-30,74.305
2024-09-02,73.285
2024-09-03,73.305
2024-09-04,73.285
2024-09-05,74.245
2024-09-06,72.955
2024-09-09,73.295
2024-09-10,73.305
2024-09-11,77.045
2024-09-12,76.305
2024-09-13,75.425
2024-09-18,76.075
2024-09-19,75.685
2024-09-20,76.105
2024-09-23,74.085
2024-09-24,73.555
2024-09-25,74.445
2024-09-26,74.925
2024-09-27,82.505
2024-09-30,96.885
2024-10-08,116.495
2024-10-09,96.415
2024-10-10,98.755
2024-10-11,94.105
2024-10-14,94.055
2024-10-15,89.755
2024-10-16,85.705
2024-10-17,83.865
2024-10-18,91.805
2024-10-21,91.495
2024-10-22,91.305
2024-10-23,95.705
2024-10-24,89.305
2024-10-25,92.615
2024-10-28,91.045
2024-10-29,87.805
2024-10-30,88.615
2024-10-31,87.925
2024-11-01,85.505
2024-11-04,86.455
2024-11-05,90.005
2024-11-06,91.425
2024-11-07,88.095
2024-11-08,84.655
2024-11-11,85.875
2024-11-12,84.945
2024-11-13,86.975
2024-11-14,86.595
2024-11-15,83.045
2024-11-18,78.485
2024-11-19,82.385
2024-11-20,80.445
2024-11-21,79.515
2024-11-22,77.605
2024-11-25,78.805
2024-11-26,77.395
2024-11-27,79.005
2024-11-28,77.625
2024-11-29,78.585
2024-12-02,79.135
2024-12-03,80.415
2024-12-04,77.215
2024-12-05,76.205
2024-12-06,77.995
2024-12-09,76.075
2024-12-10,75.815
2024-12-11,76.175
2024-12-12,76.405
2024-12-13,73.775
2024-12-16,72.965
2024-12-17,72.535
2024-12-18,72.745
2024-12-19,72.575
2024-12-20,71.395
2024-12-23,72.295
2024-12-24,75.835
2024-12-25,75.205
2024-12-26,75.305
2024-12-27,72.985
2024-12-30,72.395
2024-12-31,71.135
2025-01-02,69.215
2025-01-03,67.135
2025-01-06,68.965
2025-01-07,68.965
2025-01-08,70.095
2025-01-09,69.925
2025-01-10,68.455
2025-01-13,68.975
2025-01-14,71.185
2025-01-15,70.555
2025-01-16,71.485
2025-01-17,72.355
2025-01-20,74.675
2025-01-21,73.235
2025-01-22,70.955
2025-01-23,71.395
2025-01-24,71.445
2025-01-27,69.405
2025-02-05,68.105
2025-02-06,68.805
2025-02-07,71.705
2025-02-10,69.435
2025-02-11,68.115
2025-02-12,68.135
2025-02-13,67.275
2025-02-14,66.945
2025-02-17,65.545
2025-02-18,66.015
2025-02-19,65.555
2025-02-20,64.425
2025-02-21,64.775
2025-02-24,65.375
2025-02-25,64.435
2025-02-26,67.465
2025-02-27,69.135
2025-02-28,68.205
2025-03-03,69.875
2025-03-04,67.955
2025-03-05,65.535
2025-03-06,66.005
2025-03-07,65.045
2025-03-10,65.575
2025-03-11,65.035
2025-03-12,64.835
2025-03-13,64.905
2025-03-14,66.055
2025-03-17,66.085
2025-03-18,67.395
2025-03-19,66.885
2025-03-20,65.875
2025-03-21,64.905
2025-03-24,64.145
2025-03-25,69.305
2025-03-26,69.225
2025-03-27,69.105
2025-03-28,69.595
2025-03-31,66.715
2025-04-01,69.685
2025-04-02,69.775
2025-04-03,64.505
2025-04-07,53.005
2025-04-08,53.015
2025-04-09,53.465
2025-04-10,55.005
2025-04-11,55.015
2025-04-14,55.215
2025-04-15,54.595
2025-04-16,53.545
2025-04-17,53.075
2025-04-18,53.375
2025-04-21,53.995
2025-04-22,53.545
2025-04-23,55.525
2025-04-24,54.105
2025-04-25,56.125
2025-04-28,59.905
2025-04-29,58.605
2025-04-30,57.905
2025-05-06,59.495
2025-05-07,59.405
2025-05-08,61.255
2025-05-09,59.825
2025-05-12,64.455
2025-05-13,65.105
2025-05-14,63.375
2025-05-15,61.705
2025-05-16,62.615
2025-05-19,61.755
2025-05-20,60.965
2025-05-21,61.535
2025-05-22,59.815
2025-05-23,57.905
2025-05-26,58.185
2025-05-27,57.865
2025-05-28,57.585
2025-05-29,58.345
2025-05-30,57.695
2025-06-03,57.505
2025-06-04,58.275
2025-06-05,58.645
2025-06-06,58.105
2025-06-09,60.295
2025-06-10,61.455
2025-06-11,61.495
2025-06-12,61.505
2025-06-13,60.784
2025-06-16,61.624
2025-06-17,61.154
2025-06-18,63.614
2025-06-19,61.354
2025-06-20,60.994
2025-06-23,62.324
2025-06-24,63.604
2025-06-25,64.154
2025-06-26,62.494
2025-06-27,63.804
2025-06-30,66.144
2025-07-01,67.064
2025-07-02,66.824
2025-07-03,68.144
2025-07-04,66.074
2025-07-07,65.774
2025-07-08,72.144
2025-07-09,71.724
2025-07-10,74.824
2025-07-11,74.534
2025-07-14,73.984
2025-07-15,73.524
2025-07-16,72.884
2025-07-17,72.474
2025-07-18,70.634
2025-07-21,71.124
2025-07-22,72.504
2025-07-23,71.484
2025-07-24,74.754
2025-07-25,74.154
2025-07-28,72.574
2025-07-29,73.824
2025-07-30,72.964
2025-07-31,70.374
2025-08-01,73.674
2025-08-04,72.154
2025-08-05,73.784
2025-08-06,75.274
2025-08-07,73.184
2025-08-08,79.974
2025-08-11,82.894
2025-08-12,86.474
2025-08-13,87.404
2025-08-14,86.324
2025-08-15,92.654
2025-08-18,93.754
2025-08-19,94.844
2025-08-20,93.654
2025-08-21,90.864
2025-08-22,96.234
2025-08-25,100.974
2025-08-26,95.384
2025-08-27,93.484
2025-08-28,97.934
2025-08-29,98.244
2025-09-01,97.574
2025-09-02,98.024
2025-09-03,113.274
2025-09-04,114.374
2025-09-05,133.714
2025-09-08,135.354
2025-09-09,128.254
2025-09-10,126.674
2025-09-11,135.714
2025-09-12,132.294
2025-09-15,135.044
2025-09-16,138.684
2025-09-17,139.364
2025-09-18,140.924
2025-09-19,135.574
2025-09-22,135.604
2025-09-23,141.914
2025-09-24,152.574
2025-09-25,158.214
2025-09-26,155.874
2025-09-29,163.374
2025-09-30,160.354
2025-10-09,157.264
2025-10-10,144.894
2025-10-13,139.594
2025-10-14,138.164
2025-10-15,149.774
2025-10-16,161.374
2025-10-17,143.584
2025-10-20,147.945
2025-10-21,152.105
2025-10-22,148.635
2025-10-23,152.835
2025-10-24,164.315
2025-10-27,166.265
2025-10-28,165.195
2025-10-29,190.805
2025-10-30,193.995
2025-10-31,189.115
2025-11-03,198.785
2025-11-04,186.505
2025-11-05,199.815
2025-11-06,204.715
2025-11-07,200.315
2025-11-10,193.315
2025-11-11,192.315
2025-11-12,186.945
2025-11-13,189.825
2025-11-14,184.315
2025-11-17,183.105
2025-11-18,174.335
2025-11-19,175.815
2025-11-20,176.675
2025-11-21,167.205
2025-11-24,166.735
2025-11-25,175.025
2025-11-26,181.845
2025-11-27,180.245
2025-11-28,182.215
2025-12-01,178.875
2025-12-02,178.015
2025-12-03,176.445
2025-12-04,176.865
2025-12-05,181.315
2025-12-08,183.595
2025-12-09,185.315
2025-12-10,177.405
2025-12-11,173.365
2025-12-12,174.295
2025-12-15,169.515
2025-12-16,163.285
2025-12-17,168.815
2025-12-18,160.625
2025-12-19,163.365
2025-12-22,166.875
2025-12-23,167.305
2025-12-24,165.195
2025-12-25,167.195
2025-12-26,180.395
2025-12-29,175.035
2025-12-30,178.385
2025-12-31,170.355
2026-01-05,171.145
2026-01-06,171.435
2026-01-07,172.775
2026-01-08,170.265
2026-01-09,168.365
2026-01-12,162.765
2026-01-13,159.795
2026-01-14,164.985
2026-01-15,164.775
2026-01-16,170.305
2026-01-19,171.995
2026-01-20,162.325
2026-01-21,161.395
2026-01-22,159.695
2026-01-23,162.355
2026-01-26,158.985
2026-01-27,157.505
2026-01-28,152.215
