排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,00700,腾讯控股,33.6,85.78,13.92,69.46,88.35,2.21,470.8,-2.2,16.26,,3.36,
2,03750,宁德时代,45.55,31.79,55.12,42.74,18.27,59.83,651.5,1.64,31.29,,6.9,
3,00005,汇丰控股,18.8,72.33,92.15,16.84,86.47,98.71,161.7,-0.49,14.74,,2.05,
4,01398,工商银行,-2.82,76.28,72.19,-6.0,82.24,74.53,7.19,-0.35,6.17,,0.57,
5,09988,阿里巴巴-W,87.78,107.17,29.28,90.59,95.14,8.33,126.4,-0.24,20.66,,2.0,
6,00939,建设银行,4.3,79.1,75.77,1.85,82.35,78.46,8.82,-0.34,6.03,,0.57,
7,01288,农业银行,-9.49,63.47,58.5,-8.76,72.4,64.03,5.85,-0.68,6.21,,0.64,
8,00857,中国石油股份,34.73,78.19,29.53,13.26,62.41,34.14,9.73,1.78,10.04,,0.97,
9,00941,中国移动,-9.47,78.91,47.89,-6.34,79.38,44.58,81.7,-0.43,11.67,,1.07,
10,03988,中国银行,-2.37,64.91,77.86,-4.38,68.13,85.64,5.26,-0.47,6.18,,0.55,
11,03968,招商银行,-4.47,78.65,50.24,4.4,89.38,47.73,48.34,-1.35,7.22,,0.95,
12,00883,中国海洋石油,74.16,87.91,22.24,33.49,56.35,20.49,24.24,3.59,8.24,,1.22,
13,02318,中国平安,-17.16,88.14,9.46,-5.72,95.75,10.69,55.9,-1.5,6.83,,0.88,
14,01088,中国神华,84.52,80.67,35.85,89.91,56.81,33.61,43.88,-0.68,16.13,,1.7,
15,02899,紫金矿业,72.82,100.89,21.6,99.56,106.49,6.76,35.38,-5.8,13.62,,4.21,
16,01211,比亚迪股份,6.35,91.45,50.33,23.26,96.66,42.81,89.7,-2.82,26.54,,3.11,
17,02628,中国人寿,-4.1,26.46,19.28,28.65,47.94,30.51,27.2,-3.06,4.76,,1.13,
18,01299,友邦保险,15.88,47.08,5.67,24.74,64.12,21.62,72.85,-2.21,15.54,,2.27,
19,00300,美的集团,32.51,98.41,87.05,32.93,100.18,72.59,97.0,-0.67,14.93,,2.8,
20,01810,小米集团-W,0.04,63.07,22.33,4.79,71.77,14.57,26.66,-3.48,17.39,,2.3,
21,09999,网易,35.66,62.54,55.67,61.33,64.37,49.67,202.8,-1.36,16.99,,3.47,
22,03328,交通银行,14.83,67.06,71.39,8.65,66.92,73.22,7.3,-0.14,5.98,,0.49,
23,02359,药明康德,98.64,102.83,97.27,100.32,103.44,90.73,199.1,0.56,23.68,,6.15,
24,01658,邮储银行,5.11,56.65,31.47,3.14,63.51,25.35,4.84,-0.41,5.9,,0.5,
25,03690,美团-W,59.0,110.33,73.78,74.39,113.59,52.21,93.05,-0.91,-12.92,,3.38,
26,00981,中芯国际,61.01,1.13,36.71,59.18,0.5,49.79,65.3,-1.36,103.21,,3.08,
27,02513,智谱,93.89,3.41,28.13,99.23,0.02,38.69,1192.0,-4.79,-106.7,,-5.36,
28,02388,中银香港,29.02,89.42,84.64,28.85,92.89,81.56,50.35,-0.4,13.27,,1.48,
29,00386,中国石油化工股份,15.6,90.2,5.31,20.41,99.17,3.72,4.31,-0.23,12.76,,0.55,
30,00388,香港交易所,34.69,103.09,44.42,94.39,112.42,28.5,405.4,-2.74,27.25,,9.32,
31,02888,渣打集团,73.64,88.45,97.29,79.48,91.46,96.49,234.6,-0.59,12.16,,1.42,
32,09633,农夫山泉,36.68,63.91,13.16,48.35,55.89,1.66,43.12,-2.71,27.6,,11.1,
33,02475,立讯精密,76.59,70.62,,85.44,70.84,,61.6,-0.81,24.79,,4.49,
34,06030,中信证券,51.23,44.67,49.71,50.32,58.72,42.72,27.3,-0.51,11.31,,1.23,
35,00728,中国电信,0.57,45.41,16.11,-16.51,36.48,17.04,4.57,1.56,11.78,,0.79,
36,00998,中信银行,-3.57,80.04,35.53,-6.4,82.34,35.36,7.41,-0.34,5.16,,0.49,
37,03993,洛阳钼业,67.95,71.49,12.45,91.08,71.07,4.68,17.9,-5.24,14.17,,3.8,
38,01276,恒瑞医药,49.84,64.52,11.92,58.7,68.22,6.2,57.6,-0.6,42.05,,5.31,
39,02259,紫金黄金国际,74.51,102.25,7.68,97.96,103.69,-4.64,133.8,-7.08,28.73,,5.49,
40,00992,联想集团,105.28,92.41,106.28,112.05,83.43,94.09,28.54,-1.59,23.63,,5.92,
41,00267,中信股份,11.02,54.48,32.2,13.29,48.97,33.54,11.94,-0.83,5.34,,0.4,
42,02328,中国财险,-9.57,74.65,40.41,15.99,82.67,24.95,15.61,-1.33,8.23,,1.04,
43,03986,兆易创新,65.31,-6.2,20.21,75.61,-8.39,40.94,490.0,-2.2,106.61,,12.0,
44,06160,百济神州,97.59,108.23,76.51,94.1,107.67,31.63,218.8,2.63,65.86,,9.93,
45,00016,新鸿基地产,23.72,43.94,33.38,21.56,47.31,41.26,116.4,-0.26,15.33,,0.54,
46,06809,澜起科技,30.56,-2.97,36.63,28.86,-1.28,55.4,263.0,2.1,112.02,,13.62,
47,02338,潍柴动力,87.91,49.0,58.94,96.32,35.23,61.07,35.6,-2.14,24.3,,2.87,
48,00001,长和,40.39,97.54,93.58,50.01,102.54,89.31,72.6,-0.55,23.48,,0.49,
49,02601,中国太保,-15.74,52.06,2.33,-10.47,62.04,4.43,28.76,-1.71,4.6,,0.76,
50,02378,保诚,-4.38,49.96,28.01,8.32,79.37,37.63,107.4,-2.89,8.68,,1.75,
51,00669,创科实业,85.96,92.55,99.88,100.27,96.26,98.06,144.5,-2.3,25.94,,4.52,
52,02611,国泰海通,8.63,8.79,20.48,20.93,40.72,23.02,14.18,-2.0,10.1,,0.68,
53,02476,胜宏科技,101.0,24.55,11.03,111.83,15.54,,242.0,-5.17,45.43,,10.71,
54,01378,中国宏桥,65.13,66.87,-1.38,76.93,62.63,-3.73,24.04,-1.39,9.42,,1.63,
55,01919,中远海控,47.58,102.9,66.7,38.79,107.34,59.13,15.43,-0.58,8.37,,0.89,
56,06951,三环集团,93.78,89.5,,88.16,59.29,,117.4,9.62,72.86,,8.87,
57,01109,华润置地,21.6,44.78,40.54,21.45,42.21,40.61,32.72,-0.55,8.29,,0.73,
58,01347,华虹宏力,61.45,-5.77,42.92,73.97,-3.05,59.63,133.3,-3.05,412.22,,4.39,
59,01339,中国人民保险集团,-10.14,71.27,3.05,6.4,87.89,-1.33,5.13,-2.47,4.81,,0.63,
60,03692,翰森制药,87.7,88.22,21.12,86.78,77.48,1.77,34.82,0.81,34.33,,5.38,
61,02020,安踏体育,9.06,68.64,40.59,9.54,80.93,39.92,74.5,-1.26,13.85,,2.86,
62,09992,泡泡玛特,5.48,14.63,1.84,15.63,28.09,3.13,152.7,-1.1,14.38,,8.31,
63,00066,港铁公司,39.86,80.81,29.79,31.19,75.74,38.27,32.56,-0.67,13.81,,1.05,
64,06690,海尔智家,15.14,65.66,19.68,-3.23,69.04,16.33,21.52,1.51,9.62,,1.42,
65,02714,牧原股份,96.96,101.6,16.81,78.86,80.29,4.24,34.44,2.2,18.23,,2.04,
66,00002,中电控股,96.84,109.78,101.17,70.86,104.64,91.25,78.4,0.58,18.27,,1.79,
67,00175,吉利汽车,-6.19,53.54,26.45,7.13,66.86,32.45,18.2,-4.26,11.39,,1.82,
68,00762,中国联通,-20.03,26.39,6.48,-20.87,27.83,7.31,6.34,-0.47,8.76,,0.48,
69,02269,药明生物,85.79,100.94,76.18,93.83,107.32,46.64,45.98,-0.3,35.07,,3.63,
