排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.709,-0.11,1221.4,1221.4,41.27,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(530.83亿)；沪深300ETF华夏(428.34亿)；沪深300ETF嘉实(320.03亿)；沪深300ETF天弘(88.89亿)
2,588000,科创50ETF华夏,1.794,0.45,910.79,910.79,76.16,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(421.87亿)；科创50ETF工银(109.02亿)；科创50ETF广发(80.02亿)
3,159915,创业板ETF易方达,3.54,-0.56,671.84,671.84,72.93,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(115.0亿)；创业板ETF天弘(62.87亿)
4,512880,证券ETF国泰,1.096,-1.17,632.52,632.52,21.1,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(396.55亿)；证券ETF天弘(119.43亿)；券商ETF银华(100.02亿)；证券ETF南方(81.23亿)
5,588200,科创芯片ETF嘉实,1.18,1.2,513.24,513.24,48.51,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(73.31亿)
6,510500,中证500ETF南方,7.832,0.22,478.14,478.14,46.36,中证500指数,指数型-股票,中证500,中证500ETF嘉实(96.07亿)；中证500ETF华夏(87.7亿)
7,563360,A500ETF华泰柏瑞,1.299,0.08,437.04,437.04,50.9,中证A500指数,指数型-股票,中证A500,A500ETF南方(347.56亿)；中证A500ETF国泰(283.46亿)；A500ETF易方达(283.42亿)；A500ETF华夏(209.79亿)
8,515880,通信ETF国泰,0.652,1.56,409.68,409.68,44.7,中证全指通信设备指数,指数型-股票,通信,
9,159516,半导体设备ETF国泰,0.718,2.43,399.82,399.82,60.09,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(186.9亿)；半导体设备ETF广发(116.48亿)；半导体设备ETF华夏(81.88亿)
10,588170,科创半导体ETF华夏,0.977,2.95,396.72,396.72,93.92,上证科创板半导体材料设备主题指数,指数型-股票,半导体,科创半导体设备ETF华泰柏瑞(100.39亿)
11,512100,中证1000ETF南方,3.049,0.46,362.01,362.01,69.83,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(170.2亿)；中证1000ETF广发(83.65亿)；中证1000ETF易方达(59.56亿)
12,512890,红利低波ETF华泰柏瑞,1.166,0.17,325.02,325.02,10.69,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(126.96亿)
13,159995,芯片ETF华夏,1.177,1.03,277.37,277.37,10.57,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(67.66亿)
14,159949,创业板50ETF华安,1.664,-0.89,258.07,258.07,20.2,创业板50指数,指数型-股票,创业板,
15,512170,医疗ETF华宝,0.331,-1.78,257.96,257.96,5.54,中证医疗指数,指数型-股票,医药,
16,512400,有色金属ETF南方,1.917,0.74,252.33,252.33,17.77,有色金属,指数型-股票,有色金属,
17,510880,红利ETF华泰柏瑞,3.288,1.86,219.3,219.3,10.19,上证红利指数,指数型-股票,红利,
18,510050,上证50ETF华夏,3.029,0.0,216.5,216.5,15.06,上证50指数,指数型-股票,上证50,
19,159819,人工智能ETF易方达,1.845,-0.38,213.86,213.86,6.11,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(85.3亿)
