排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,长鑫科技,98.21,,,67.77,,,61.8,12.0,146.59,100.0,50.58,100.0
2,601939,建设银行,95.76,63.31,84.4,73.09,63.78,90.43,10.3,0.59,7.88,96.37,0.76,70.03
3,601398,工商银行,45.47,52.06,65.35,19.11,58.58,65.7,7.56,0.0,7.26,87.86,0.68,53.25
4,601288,农业银行,33.77,57.42,21.52,20.81,64.48,13.57,6.46,-0.15,7.68,88.86,0.8,75.0
5,600941,中国移动,41.89,93.75,54.1,49.72,99.93,40.42,96.02,-1.73,15.8,49.28,1.46,31.66
6,601857,中国石油,21.47,95.97,29.65,17.0,101.79,28.93,10.67,0.09,12.35,54.16,1.2,85.23
7,601988,中国银行,84.7,68.85,83.87,67.19,65.97,84.11,5.9,0.34,7.75,96.37,0.7,79.97
8,300750,宁德时代,58.5,94.15,43.95,40.03,81.18,45.2,399.98,1.54,21.77,17.26,4.88,33.67
9,600519,贵州茅台,34.17,91.08,38.41,79.87,108.16,37.09,1293.09,-3.64,19.85,5.26,6.43,2.72
10,600938,中国海油,78.39,103.95,20.85,76.03,91.17,16.2,32.89,0.67,12.54,90.85,1.87,77.69
11,601138,工业富联,73.32,62.12,44.76,66.34,48.86,34.58,68.23,3.08,28.86,88.43,7.7,94.97
12,300308,中际旭创,85.21,19.36,48.24,51.19,7.22,58.78,1001.03,6.15,78.33,84.23,32.9,97.9
13,688981,中芯国际,111.15,21.44,55.28,99.23,11.96,59.31,136.76,2.93,232.05,94.45,7.82,94.38
14,601628,中国人寿,28.93,53.91,22.04,3.2,59.38,16.2,37.6,2.06,7.34,5.26,1.78,16.35
15,601088,中国神华,96.65,88.65,48.17,89.2,81.32,44.99,44.79,0.16,18.84,97.32,2.02,91.3
16,600036,招商银行,-3.29,71.12,55.94,-7.59,81.55,44.8,38.2,-0.68,6.39,22.13,0.85,6.36
