排名,代码,名称,最新价,总市值,流通市值
1,688825,长鑫科技,54.7,3658384468412,246316231714
2,601398,工商银行,7.65,2726507866731,2062533425923
3,601939,建设银行,10.13,2650011864180,97183751549
4,601288,农业银行,6.63,2320387514578,2116589117452
5,600941,中国移动,96.41,2090525162500,87035850057
6,601857,中国石油,10.84,1983947399547,1755235323547
7,601988,中国银行,5.82,1875276236757,1226655296404
8,300750,宁德时代,396.9,1836319337351,1690826156441
9,600519,贵州茅台,1332.98,1666333772501,1666333772501
10,600938,中国海油,31.71,1507174840833,94812900000
11,300308,中际旭创,999.8,1169500694072,1109717790044
12,601138,工业富联,58.91,1169015476450,1169015476450
13,601628,中国人寿,38.18,1079146436900,795042375400
14,688981,中芯国际,119.44,1022502668043,238827750853
15,600036,招商银行,39.51,996436099696,815049594390
16,601318,中国平安,54.24,982158501809,578201930102
17,601088,中国神华,42.88,930042942956,707135707510
18,601899,紫金矿业,32.05,852232403635,660287470137
19,002594,比亚迪,91.38,833129513490,318606741630
20,600900,长江电力,28.29,692205879186,692205879186
21,688256,寒武纪,1048.2,658576690106,658576690106
22,000333,美的集团,84.74,646378517340,583336746251
23,688041,海光信息,270.8,629430755043,629430755043
24,601328,交通银行,7.06,623848316614,184071423357
25,600028,中国石化,5.14,621557143101,487027723428
26,300502,新易盛,440.88,614699886842,552970723499
27,601658,邮储银行,5.03,604078119065,364814837043
28,601728,中国电信,6.32,578325116578,490619885378
29,002371,北方华创,662.99,481124682708,480740578126
30,601998,中信银行,7.74,430693555923,315505614481
31,002475,立讯精密,55.17,426203574295,404124396632
32,603259,药明康德,141.35,421754073859,349598162772
33,600030,中信证券,28.1,416457365895,342161082369
34,603993,洛阳钼业,19.17,410128926074,334724344514
35,688235,百济神州,262.5,404622515850,30202005750
36,688347,华虹宏力,231.26,401866607727,94296265000
37,601166,兴业银行,18.61,393840815537,393840815537
38,600276,恒瑞医药,53.5,355090193259,341276621659
39,002415,海康威视,38.35,351472823943,346917693779
40,002384,东山精密,179.09,328022592906,248276357372
41,601319,中国人保,7.21,318854972103,255938824963
42,300059,东方财富,20.03,316918663496,267466514393
43,601211,国泰海通,17.93,316085175018,241999599760
44,600000,浦发银行,9.37,312075704871,312075704871
45,601601,中国太保,32.01,307947129975,219109776975
46,688012,中微公司,313.85,300618820920,295708540376
47,000858,五 粮 液,77.07,299155528945,299148237044
48,688802,沐曦股份-U,691.3,276589130000,12808817724
49,600183,生益科技,112.23,272607081884,270670574221
50,688795,摩尔线程-U,574.98,270256824211,17379052240
51,600150,中国船舶,34.68,260988546268,260988546268
52,601816,京沪高铁,5.16,252456505549,252456505549
53,000338,潍柴动力,29.07,251171213452,144082331225
54,603986,兆易创新,351.51,246670396901,234981599720
55,688008,澜起科技,199.4,243375281387,228266045487
56,002379,宏桥控股,18.66,243160665649,21204734231
57,300408,三环集团,119.55,237648862768,223535333242
58,601919,中远海控,15.42,235434456120,193621800000
59,688820,盛合晶微,125.2,233219316944,21647410904
60,601869,长飞光纤,279.5,231399477686,113571558763
61,601225,陕西煤业,23.8,230741000000,230741000000
62,600309,万华化学,73.62,230465321106,230465321106
63,000651,格力电器,40.38,226184763822,222978742560
64,002916,深南电路,331.25,225636434594,220218130313
65,300394,天孚通信,205.85,224546345394,224044680093
66,000001,平安银行,11.46,222391822549,222388183483
67,300274,阳光电源,105.82,219387232888,167992072643
68,002714,牧原股份,38.0,219373850850,124658971538
69,603288,海天味业,37.34,218507143409,207632824313
70,002463,沪电股份,110.43,212507465391,212335961969
71,600690,海尔智家,22.62,212121982683,141443502657
72,600919,江苏银行,11.44,209939151857,209939151857
73,002142,宁波银行,31.53,208211217672,208080410706
74,000725,京东方Ａ,5.56,205966464036,196641265691
75,003816,中国广核,4.07,205530188719,160094234969
76,002938,鹏鼎控股,87.84,203572420039,202982979118
77,600406,国电南瑞,25.01,200874221462,200284485812
78,601066,中信建投,25.68,199191922387,166808832179
79,300476,胜宏科技,200.6,197146633488,173558105967
80,688808,联讯仪器,1920.0,197120000640,37048596480
81,601336,新华保险,62.31,194378948646,129943725275
82,601668,中国建筑,4.66,192553019469,192553019469
83,600188,兖矿能源,18.87,189395397617,112490712617
84,300760,迈瑞医疗,154.58,187419190685,187258101166
85,600025,华能水电,9.94,185193076915,185193076915
86,601818,光大银行,3.13,184937774821,145253332706
87,601985,中国核电,8.92,183466578500,168438901014
88,301666,大普微-UW,415.11,181077773200,11007199143
89,002352,顺丰控股,34.38,181021291722,164993582604
90,600930,华电新能,4.32,180205714284,46410604284
91,600031,三一重工,19.51,179394536566,165335349622
92,601898,中煤能源,13.36,177135743024,122270725344
93,601688,华泰证券,19.62,177107067481,143358594040
94,001248,华润新能,13.27,176777802652,14098098307
95,300033,同花顺,234.39,176411289600,102759134132
96,688072,拓荆科技,599.26,174192287952,169406614371
97,601766,中国中车,6.05,173628127732,147183178190
98,300433,蓝思科技,32.83,173301062762,163155251295
99,300124,汇川技术,63.92,173070044100,154067316902
100,601995,中金公司,35.31,170450440009,103230283556
