排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,长鑫科技,77.31,,,54.7,-0.53,130.44,100.0,45.0,100.0
2,601398,工商银行,26.16,78.93,70.08,7.65,-3.89,7.64,94.76,0.72,66.86
3,601939,建设银行,10.72,72.07,79.44,10.13,-3.06,8.0,97.07,0.77,71.37
4,601288,农业银行,30.52,85.23,27.97,6.63,-3.77,8.19,93.61,0.85,86.65
5,600941,中国移动,59.46,94.81,55.61,96.41,-2.59,15.8,49.01,1.51,37.55
6,601857,中国石油,51.98,111.44,32.38,10.84,-1.9,12.78,56.2,1.24,91.59
7,601988,中国银行,15.67,70.65,78.0,5.82,-3.48,7.92,98.7,0.71,83.72
8,300750,宁德时代,81.52,75.53,41.51,396.9,0.63,21.47,16.29,4.81,31.26
9,600519,贵州茅台,76.17,110.44,46.39,1332.98,-1.91,20.54,11.48,6.27,2.79
10,600938,中国海油,40.2,68.56,15.79,31.71,-0.44,12.14,89.61,1.81,73.72
11,300308,中际旭创,55.09,10.36,48.13,999.8,10.78,70.62,76.51,29.66,97.36
12,601138,工业富联,48.12,7.86,25.48,58.91,5.38,27.29,87.77,6.29,89.03
13,601628,中国人寿,-7.08,79.2,24.34,38.18,-0.86,7.52,5.76,1.82,21.66
14,688981,中芯国际,0.28,-5.54,39.46,119.44,2.52,197.67,84.46,6.66,90.66
15,600036,招商银行,59.01,102.85,69.79,39.51,-2.11,6.75,30.16,0.9,15.37
16,601318,中国平安,55.14,103.63,13.48,54.24,-2.36,7.58,11.58,0.99,26.99
17,601088,中国神华,-7.58,58.49,36.24,42.88,-1.94,18.39,96.54,1.97,88.09
18,601899,紫金矿业,43.14,103.71,20.96,32.05,-1.54,14.03,13.45,4.39,82.61
19,002594,比亚迪,41.12,97.28,44.71,91.38,-3.25,31.26,30.84,3.71,32.23
20,600900,长江电力,10.34,84.81,89.45,28.29,-2.62,19.7,56.87,3.12,80.98
21,688256,寒武纪,6.1,-11.59,43.41,1048.2,1.96,237.72,80.41,50.18,87.85
22,000333,美的集团,20.83,87.43,82.16,84.74,-1.35,14.82,53.75,2.82,43.76
23,688041,海光信息,6.57,1.2,38.58,270.8,3.75,222.54,83.26,25.82,88.88
24,601328,交通银行,50.3,97.18,74.85,7.06,-2.62,6.64,91.31,0.55,57.01
25,600028,中国石化,43.45,108.48,6.02,5.14,-2.65,17.96,86.46,0.77,37.51
26,300502,新易盛,42.84,13.16,48.84,440.88,11.88,51.16,50.72,26.96,95.0
27,601658,邮储银行,20.39,88.68,42.29,5.03,-2.14,7.02,70.27,0.6,15.21
28,601728,中国电信,64.53,100.28,56.73,6.32,-2.32,18.69,74.79,1.26,67.53
29,002371,北方华创,7.77,12.07,45.57,662.99,3.38,83.46,42.36,11.84,78.91
30,601998,中信银行,69.28,101.83,52.64,7.74,-2.03,6.17,74.02,0.59,64.36
31,002475,立讯精密,3.27,-0.07,28.58,55.17,2.72,24.1,26.37,4.7,31.8
32,603259,药明康德,98.61,102.67,101.9,141.35,10.0,19.05,20.94,4.6,34.38
33,600030,中信证券,35.63,67.44,84.25,28.1,-0.6,12.44,6.29,1.44,41.98
34,603993,洛阳钼业,26.82,58.27,12.26,19.17,-0.05,16.99,24.74,4.62,92.99
35,688235,百济神州,15.65,76.02,46.75,262.5,5.15,121.66,93.14,11.65,73.53
36,688347,华虹宏力,-0.98,-0.5,42.54,231.26,5.36,773.05,77.35,8.43,93.78
37,601166,兴业银行,67.12,99.64,54.33,18.61,-2.57,5.22,47.21,0.49,15.61
38,600276,恒瑞医药,24.85,76.6,36.41,53.5,0.94,43.33,4.51,5.53,3.03
39,002415,海康威视,83.33,106.09,101.33,38.35,1.05,21.16,22.57,4.12,29.2
40,002384,东山精密,16.58,-8.62,48.85,179.09,10.0,146.17,95.29,13.17,96.69
41,601319,中国人保,16.58,93.66,11.95,7.21,-1.77,7.62,10.75,1.02,27.81
42,300059,东方财富,68.03,63.88,31.74,20.03,0.1,24.15,6.58,3.31,13.02
43,601211,国泰海通,-12.33,53.54,45.73,17.93,-2.02,14.69,60.33,0.99,33.57
44,600000,浦发银行,66.54,98.26,27.85,9.37,-2.7,6.38,77.23,0.43,33.05
45,601601,中国太保,54.62,106.65,10.47,32.01,-2.94,5.88,2.31,0.99,14.55
46,688012,中微公司,-5.91,15.11,47.65,313.85,1.29,108.76,62.43,12.21,73.56
47,000858,五 粮 液,78.55,95.48,19.12,77.07,-1.27,24.05,36.26,2.37,1.54
48,688802,沐曦股份-U,5.55,2.06,54.38,691.3,3.95,-405.73,41.06,20.31,45.7
49,600183,生益科技,32.7,-9.34,38.01,112.23,10.0,63.09,96.93,13.82,97.65
50,688795,摩尔线程-U,45.66,7.37,22.33,574.98,2.13,-308.08,41.51,22.97,13.21
