排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
51,600150,中国船舶,96.29,47.24,34.56,34.68,-1.2,23.36,26.8,1.77,25.36
52,601816,京沪高铁,76.64,112.1,93.28,5.16,-1.15,19.13,8.58,1.21,15.58
53,000338,潍柴动力,94.51,51.87,60.62,29.07,2.07,21.77,95.49,2.58,88.38
54,603986,兆易创新,6.59,-19.04,20.92,351.51,3.16,83.18,43.56,9.46,63.5
55,688008,澜起科技,10.27,-1.71,40.03,199.4,4.98,90.64,64.71,11.12,71.63
56,002379,宏桥控股,10.61,85.2,7.52,18.66,-0.16,12.36,72.48,4.66,83.05
57,300408,三环集团,95.18,13.54,56.57,119.55,4.87,78.78,98.37,10.12,98.37
58,601919,中远海控,66.02,111.62,62.0,15.42,-1.91,9.58,59.17,1.02,35.59
59,688820,盛合晶微,18.37,-9.53,20.07,125.2,7.54,220.04,14.08,15.0,14.08
60,601869,长飞光纤,14.05,-15.74,32.57,279.5,6.56,187.66,93.69,15.26,95.48
61,601225,陕西煤业,6.13,65.71,50.67,23.8,-1.57,14.5,96.88,2.3,79.97
62,600309,万华化学,39.57,87.35,17.79,73.62,-2.23,17.91,64.22,2.12,9.89
63,000651,格力电器,9.22,90.45,85.23,40.38,-1.42,7.86,32.47,1.51,5.86
64,002916,深南电路,54.67,-0.83,44.73,331.25,9.57,56.66,86.74,11.38,86.31
65,300394,天孚通信,64.95,5.82,26.7,205.85,14.04,90.66,91.31,32.93,93.32
66,000001,平安银行,82.31,107.7,94.46,11.46,-1.38,5.24,35.06,0.49,12.1
67,300274,阳光电源,11.84,-0.95,-6.24,105.82,2.01,18.03,31.84,4.42,40.87
68,002714,牧原股份,3.54,85.2,25.44,38.0,-2.39,22.98,67.92,2.61,1.92
69,603288,海天味业,57.5,100.87,63.24,37.34,-1.79,30.56,3.12,5.29,4.56
70,002463,沪电股份,52.59,2.15,46.27,110.43,8.68,45.45,93.28,11.65,96.64
71,600690,海尔智家,56.94,101.6,32.63,22.62,-1.31,11.48,7.83,1.72,3.99
72,600919,江苏银行,38.58,86.18,95.11,11.44,-2.14,6.08,81.41,0.81,89.24
73,002142,宁波银行,32.98,84.48,74.95,31.53,-2.35,7.08,32.76,0.92,28.96
74,000725,京东方Ａ,27.1,-11.21,35.45,5.56,2.58,33.74,52.69,1.48,60.9
75,003816,中国广核,42.47,53.91,26.76,4.07,-2.16,22.15,91.67,1.67,71.39
76,002938,鹏鼎控股,46.79,2.78,53.16,87.84,8.57,50.51,97.06,5.41,85.47
77,600406,国电南瑞,92.72,106.28,25.28,25.01,-0.24,24.2,35.78,3.76,44.24
78,601066,中信建投,16.54,12.26,54.04,25.68,0.47,17.6,6.6,2.3,18.47
79,300476,胜宏科技,24.39,-1.88,-2.78,200.6,5.97,39.75,75.12,10.69,87.27
80,688808,联讯仪器,44.35,10.79,46.49,1920.0,18.23,610.23,29.41,162.49,29.41
81,601336,新华保险,7.47,75.49,7.94,62.31,-0.89,5.31,2.45,1.59,48.75
82,601668,中国建筑,65.55,113.24,60.27,4.66,-2.1,5.18,66.28,0.4,2.11
83,600188,兖矿能源,-5.34,21.67,37.34,18.87,-0.42,19.91,95.44,2.49,70.41
84,300760,迈瑞医疗,61.27,98.93,31.36,154.58,-1.47,24.27,8.82,4.74,2.8
85,600025,华能水电,34.99,92.66,75.15,9.94,-1.78,22.08,79.06,2.66,75.84
86,601818,光大银行,62.07,101.32,52.22,3.13,-2.19,5.0,46.16,0.37,3.94
87,601985,中国核电,40.05,63.15,78.87,8.92,-1.22,22.56,87.27,1.55,34.15
88,301666,大普微-UW,10.56,-11.05,17.69,415.11,9.27,12765.13,17.57,206.6,17.57
89,002352,顺丰控股,55.67,100.89,47.12,34.38,-1.91,16.18,2.69,1.84,3.27
90,600930,华电新能,93.7,8.2,2.7,4.32,-0.69,28.34,10.2,1.64,4.31
91,600031,三一重工,28.01,94.81,30.1,19.51,-3.42,22.06,48.85,2.05,22.0
92,601898,中煤能源,-4.06,30.42,3.3,13.36,-0.96,10.07,47.07,1.09,81.99
93,601688,华泰证券,-0.58,31.31,14.76,19.62,0.1,10.09,17.68,0.99,37.7
94,001248,华润新能,24.48,6.39,,13.27,0.08,32.88,52.17,1.91,52.17
95,300033,同花顺,91.89,54.73,34.12,234.39,1.43,52.06,50.72,24.88,94.67
96,688072,拓荆科技,-0.22,10.66,48.76,599.26,1.25,104.63,55.48,23.74,95.58
97,601766,中国中车,42.44,99.23,38.47,6.05,-2.73,13.22,9.56,1.02,16.19
98,300433,蓝思科技,13.06,-15.16,22.85,32.83,3.99,48.45,80.12,3.05,69.74
99,300124,汇川技术,97.74,24.47,19.39,63.92,-0.3,36.62,27.67,4.77,2.69
100,601995,中金公司,35.07,52.58,58.41,35.31,0.17,15.02,2.72,1.66,11.6
