排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,00700,腾讯控股,65.73,12.68,6.69,34.7,11.29,7.85,438.8,1.9,14.95,,3.05,,441.28,450.943,0.0,-0.56,1.41,1.02,95.78,,,
2,00005,汇丰控股,11.03,33.34,83.06,56.13,65.37,91.26,159.6,-3.21,14.52,,2.02,,162.97,159.32,1.0,-2.07,2.03,1.34,23.57,,,
3,01398,工商银行,29.9,83.22,88.56,60.77,97.65,89.58,7.49,-2.09,6.3,,0.59,,7.541,7.175,1.0,-0.68,0.97,0.7,8.25,,,
4,00939,建设银行,56.65,95.64,95.64,92.38,105.16,96.68,9.61,-2.83,6.4,,0.61,,9.458,8.859,1.0,1.61,0.7,0.73,15.33,,,
5,03750,宁德时代,11.59,-2.9,16.37,18.95,3.42,43.13,516.0,-6.01,24.78,,5.47,,589.3,625.625,0.0,-12.44,2.47,2.9,30.09,,,
6,01288,农业银行,21.46,76.37,87.75,33.04,90.48,85.23,6.31,-1.64,6.54,,0.67,,6.341,5.95,1.0,-0.49,1.11,1.07,5.31,,,
7,09988,阿里巴巴-W,31.34,2.57,17.5,22.81,21.54,18.19,107.2,1.23,25.09,,1.69,,112.73,112.086,1.0,-4.91,0.9,0.54,50.68,,,
8,03988,中国银行,46.85,95.72,96.53,74.12,104.6,98.64,5.96,-2.14,6.79,,0.61,,5.785,5.391,1.0,2.94,0.68,0.65,6.94,,,
9,00857,中国石油股份,7.42,67.18,36.96,5.84,84.18,37.29,9.97,0.55,9.11,,0.97,,10.088,9.654,1.0,-1.12,0.74,0.78,6.02,,,
10,00941,中国移动,40.12,1.45,26.24,38.53,14.83,32.83,79.05,-0.19,11.41,,1.02,,79.943,80.225,0.0,-1.12,0.82,0.63,6.33,,,
11,03968,招商银行,11.72,78.44,82.52,57.43,94.63,69.84,51.2,-2.94,7.5,,0.98,,50.855,48.544,1.0,0.68,1.08,1.02,6.16,,,
12,03308,中际旭创,41.64,47.74,,52.19,51.79,,1085.0,1.4,54.87,,26.37,,1075.2,,,0.91,0.45,0.49,10.5,,,
13,00883,中国海洋石油,-4.93,67.62,30.12,-2.23,85.3,29.7,24.48,0.08,7.38,,1.18,,25.019,23.518,1.0,-2.15,0.66,0.88,12.8,,,
14,01088,中国神华,48.37,87.53,56.03,58.23,102.42,52.74,45.48,0.09,15.82,,1.87,,45.522,43.402,1.0,-0.09,0.57,0.69,2.82,,,
15,02318,中国平安,-9.41,8.91,2.52,-6.22,45.67,11.51,53.05,-1.03,5.3,,0.81,,55.733,55.236,1.0,-4.81,0.82,0.81,16.01,,,
16,02899,紫金矿业,0.47,43.36,24.91,23.21,68.23,26.33,33.3,-3.81,11.52,,3.81,,36.603,33.476,1.0,-9.02,1.01,0.8,15.3,,,
17,02628,中国人寿,3.75,65.69,35.71,19.95,81.3,39.01,28.96,-2.82,2.92,,1.07,,29.294,28.516,1.0,-1.14,1.07,0.72,11.01,,,
18,01299,友邦保险,33.91,63.95,16.01,21.74,62.42,17.12,76.05,0.8,12.63,,2.47,,75.5,74.978,1.0,0.73,1.17,0.87,20.33,,,
19,00300,美的集团,58.36,83.02,100.89,53.47,90.48,95.76,99.7,-0.3,15.04,,3.1,,99.125,94.37,1.0,0.58,1.16,1.2,5.06,,,
