排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
18,510050,上证50ETF华夏,2.988,-0.37,206.77,206.77,20.29,上证50指数,指数型-股票,上证50,
19,512100,中证1000ETF南方,3.074,0.85,205.38,205.38,39.4,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(75.19亿)；中证1000ETF广发(58.59亿)
20,159819,人工智能ETF易方达,1.73,-0.52,201.36,201.36,7.16,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(79.81亿)
21,515450,红利低波50ETF南方,1.41,0.36,199.68,199.68,2.44,标普中国A股大盘红利低波50指数,指数型-股票,红利,
22,512480,半导体ETF国联安,1.039,-0.57,192.03,192.03,14.97,中证全指半导体产品与设备指数,指数型-股票,半导体,
23,515180,红利ETF易方达,1.434,0.49,185.38,185.38,2.98,中证红利指数,指数型-股票,红利,中证红利ETF招商(118.26亿)
24,159992,创新药ETF银华,0.935,4.24,182.94,182.94,20.77,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(122.06亿)
25,510180,上证180ETF华安,3.947,-0.13,174.4,174.4,0.52,上证180指数,指数型-股票,上证180,
26,515050,通信ETF华夏,1.023,1.09,173.96,173.96,9.3,中证5G通信主题指数,指数型-股票,通信,
27,562500,机器人ETF华夏,0.952,-0.42,172.51,172.51,5.5,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(60.08亿)
28,159781,科创创业ETF易方达,1.095,-0.64,172.12,172.12,5.31,中证科创创业50指数,指数型-股票,科创板,
29,159530,机器人ETF易方达,1.32,-1.27,169.07,169.07,7.72,国证机器人产业指数,指数型-股票,机器人,
30,517520,黄金股ETF永赢,2.173,5.08,168.42,168.42,18.03,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(61.98亿)
31,159201,自由现金流ETF华夏,1.184,0.77,165.76,165.76,2.07,国证自由现金流指数,指数型-股票,货币市场,
32,512010,医药ETF易方达,0.4,1.01,163.6,163.6,8.13,沪深300医药卫生指数,指数型-股票,医药,
33,159928,消费ETF汇添富,0.669,0.75,156.35,156.35,2.42,中证主要消费指数,指数型-股票,消费,
34,510210,上证指数ETF富国,0.997,0.0,152.71,152.71,9.34,上证综合指数,指数型-股票,其他,
35,515220,煤炭ETF国泰,1.268,-0.39,143.44,143.44,7.36,中证煤炭指数,指数型-股票,煤炭,
36,512070,证券保险ETF易方达,0.773,0.0,142.89,142.89,4.05,沪深300非银行金融指数,指数型-股票,证券,
37,159206,卫星ETF永赢,1.339,-2.26,139.23,139.23,7.6,国证商用卫星通信产业指数,指数型-股票,通信,
38,512690,酒ETF鹏华,0.426,0.24,137.58,137.58,2.77,中证酒指数,指数型-股票,白酒,
39,159870,化工ETF鹏华,0.807,0.62,137.07,137.07,2.34,细分化工,指数型-股票,化工,
40,513630,港股低波红利ETF摩根,1.603,1.14,118.9,118.9,2.21,标普港股通低波红利指数,指数型-股票,红利,
41,512760,芯片ETF国泰,1.099,-0.9,101.1,101.1,5.25,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,159611,电力ETF广发,1.029,0.1,100.58,100.58,3.2,中证全指电力公用事业指数,指数型-股票,电力,
43,512800,银行ETF华宝,0.818,0.37,98.06,98.06,12.95,中证银行指数,指数型-股票,银行,
44,516650,有色金属ETF华夏,1.85,1.37,97.71,97.71,1.76,细分有色,指数型-股票,有色金属,
45,159852,软件ETF嘉实,0.679,0.15,92.48,92.48,3.72,中证软件服务指数,指数型-股票,计算机,
46,560860,工业有色ETF万家,1.593,-0.19,90.98,90.98,3.19,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(66.51亿)
47,159869,游戏ETF华夏,1.08,0.93,88.37,88.37,4.15,中证动漫游戏指数,指数型-股票,传媒,
48,159755,电池ETF广发,0.947,-0.53,81.52,81.52,3.5,国证新能源车电池指数,指数型-股票,新能源,
49,159307,红利低波100ETF博时,1.03,0.59,73.3,73.3,0.76,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(58.0亿)
50,512710,军工龙头ETF富国,0.602,-0.82,69.12,69.12,2.39,中证军工龙头指数,指数型-股票,军工,
51,159363,创业板人工智能ETF华宝,1.243,1.64,68.12,68.12,12.28,创业板人工智能指数,指数型-股票,人工智能,
52,516150,稀土ETF嘉实,1.736,-1.53,67.44,67.44,1.42,中证稀土产业指数,指数型-股票,有色金属,
53,563300,中证2000ETF华泰柏瑞,1.405,1.3,66.47,66.47,6.67,中证2000指数,指数型-股票,中证2000,
54,159263,价值ETF易方达,1.151,0.09,66.38,66.38,2.47,国证价值100指数,指数型-股票,价值,
55,159865,养殖ETF国泰,0.541,1.88,65.96,65.96,1.73,中证畜牧养殖指数,指数型-股票,农业,
56,512660,军工ETF国泰,1.097,-0.99,63.88,63.88,2.48,中证军工指数,指数型-股票,军工,
57,588220,科创100ETF鹏华,1.824,2.18,63.04,63.04,7.25,上证科创板100指数,指数型-股票,科创板,
58,512950,央企改革ETF华夏,1.497,-0.33,60.53,60.53,0.14,中证央企结构调整指数,指数型-股票,央企国企,
59,515980,人工智能ETF华富,1.01,-0.39,60.14,60.14,1.92,中证人工智能产业指数,指数型-股票,人工智能,
60,159851,金融科技ETF华宝,0.602,1.01,59.99,59.99,1.28,中证金融科技主题指数,指数型-股票,其他,
61,159796,电池ETF汇添富,0.857,-0.92,57.61,57.61,2.89,中证电池主题指数,指数型-股票,新能源,
