排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,00700,腾讯控股,21.83,52.23,7.3,7.93,58.18,2.21,451.4,0.94,15.4,,3.14,
2,03750,宁德时代,-1.37,27.49,49.93,10.97,27.7,59.83,629.0,0.08,30.21,,6.66,
3,00005,汇丰控股,28.84,58.05,90.37,56.18,69.67,98.71,160.3,-0.56,14.6,,2.03,
4,01398,工商银行,113.14,87.97,85.23,99.76,74.87,74.53,7.47,1.22,6.41,,0.6,
5,09988,阿里巴巴-W,59.64,104.53,29.1,45.28,95.03,8.33,126.2,1.61,20.63,,1.99,
6,00939,建设银行,110.57,92.0,90.43,99.0,75.14,78.46,9.2,1.66,6.29,,0.6,
7,01288,农业银行,113.87,81.06,81.18,108.84,62.92,64.03,6.27,0.8,6.66,,0.69,
8,00857,中国石油股份,108.74,91.18,34.79,95.13,66.91,34.14,10.03,0.65,10.34,,1.0,
9,00941,中国移动,43.59,84.38,52.19,35.11,81.81,44.58,82.4,0.37,11.89,,1.07,
10,03988,中国银行,112.91,80.96,88.54,105.46,64.0,85.64,5.44,0.55,6.39,,0.57,
11,03968,招商银行,97.04,76.59,55.2,62.71,75.0,47.73,49.0,0.62,7.32,,0.96,
12,00883,中国海洋石油,97.78,106.26,25.19,91.98,81.29,20.49,24.66,0.82,8.38,,1.24,
13,02318,中国平安,13.41,61.34,3.8,10.61,76.9,10.69,54.1,-0.37,6.61,,0.85,
14,02899,紫金矿业,50.08,103.21,26.86,20.9,96.95,6.76,36.76,5.33,14.16,,4.37,
15,01088,中国神华,83.56,95.0,39.66,72.18,69.78,33.61,44.44,0.36,16.34,,1.72,
16,01211,比亚迪股份,76.34,91.37,54.22,42.1,86.99,42.81,91.8,2.68,27.16,,3.19,
17,02628,中国人寿,1.61,6.78,16.1,5.33,20.57,30.51,26.7,-0.96,4.67,,1.11,
18,01299,友邦保险,55.12,28.75,5.34,51.97,29.43,21.62,72.75,-0.34,12.08,,2.36,
19,00300,美的集团,69.74,95.4,87.93,50.6,94.46,72.59,97.25,0.36,14.97,,2.81,
20,01810,小米集团-W,86.2,61.8,26.16,68.3,55.79,14.57,27.76,1.17,19.12,,2.31,
21,03328,交通银行,111.77,82.18,80.59,100.91,63.58,73.22,7.48,0.74,6.12,,0.5,
22,09999,网易,10.28,32.23,44.21,10.39,42.88,49.67,193.4,-0.51,16.2,,3.23,
23,00981,中芯国际,64.84,26.97,48.81,81.61,15.27,49.79,72.1,-1.23,76.0,,3.13,
24,02359,药明康德,70.83,100.34,97.08,85.9,101.23,90.73,206.6,2.28,24.57,,6.38,
25,01658,邮储银行,93.98,62.32,35.91,81.76,51.02,25.35,4.91,0.0,5.98,,0.5,
26,02388,中银香港,66.29,84.87,83.67,67.5,88.32,81.56,50.15,-0.1,13.22,,1.48,
27,03690,美团-W,3.83,82.9,61.15,4.86,96.46,52.21,85.85,-1.38,-11.92,,3.12,
28,00388,香港交易所,84.32,111.11,55.79,55.68,104.43,28.5,417.8,0.77,26.75,,8.73,
29,00386,中国石油化工股份,98.52,87.3,8.03,81.14,78.53,3.72,4.37,0.23,12.94,,0.56,
30,02888,渣打集团,9.48,74.53,93.49,44.47,87.61,96.49,230.4,-1.37,11.93,,1.39,
31,02513,智谱,-9.6,1.57,23.54,-2.09,6.25,38.69,1023.0,1.09,-91.57,,-4.6,
32,09633,农夫山泉,10.9,54.36,7.74,11.1,59.08,1.66,42.24,0.24,27.04,,10.87,
33,02475,立讯精密,9.97,55.77,,21.96,64.48,,59.3,0.51,23.87,,4.32,
34,00998,中信银行,112.64,102.66,53.12,100.65,79.76,35.36,7.88,2.67,5.49,,0.52,
35,00728,中国电信,76.18,84.53,23.09,72.81,62.22,17.04,4.73,0.11,12.71,,0.8,
36,06030,中信证券,-2.98,-2.67,34.9,5.11,21.34,42.72,25.86,-1.07,10.71,,1.16,
37,02259,紫金黄金国际,62.69,105.64,13.81,36.04,94.69,-4.64,148.3,11.25,20.09,,5.42,
38,00992,联想集团,19.89,69.59,91.29,40.32,87.05,94.09,29.72,-1.33,59.04,,6.52,
39,00016,新鸿基地产,110.98,77.99,44.88,97.85,44.37,41.26,124.7,3.74,16.42,,0.58,
40,00267,中信股份,101.72,87.99,42.93,108.48,54.48,33.54,12.42,0.49,5.56,,0.42,
41,03993,洛阳钼业,-3.91,54.23,4.16,-8.82,60.58,4.68,16.72,1.33,11.32,,3.46,
42,06160,百济神州,80.88,99.81,73.84,96.71,99.27,31.63,227.8,1.88,68.57,,10.34,
43,02328,中国财险,56.24,63.86,38.92,42.74,67.2,24.95,15.53,-1.33,8.18,,1.04,
44,03986,兆易创新,27.33,-2.41,20.22,47.53,-4.27,40.94,490.2,-1.33,37.85,,8.01,
45,01276,恒瑞医药,12.09,11.03,-2.53,28.96,31.97,6.2,49.66,-9.63,37.46,,4.44,
46,06809,澜起科技,28.74,2.64,37.75,49.22,3.85,55.4,268.6,-0.67,114.41,,13.9,
47,02338,潍柴动力,-8.56,31.98,48.87,6.19,45.41,61.07,32.1,-0.31,21.91,,2.59,
48,02601,中国太保,33.22,45.8,0.99,23.14,46.87,4.43,28.52,0.21,4.56,,0.76,
49,02378,保诚,63.18,36.27,29.31,72.75,47.46,37.63,108.0,-1.01,8.72,,1.76,
50,00001,长和,36.63,64.12,83.25,36.52,79.18,89.31,69.7,0.22,7.06,,0.46,
51,01919,中远海控,108.86,108.33,86.85,115.88,104.41,59.13,17.03,0.18,9.24,,0.98,
52,02611,国泰海通,89.78,14.96,28.13,78.66,10.86,23.02,14.75,0.96,7.04,,0.68,
53,00669,创科实业,12.88,79.61,95.89,7.03,87.45,98.06,141.3,2.02,25.36,,4.42,
54,01109,华润置地,75.08,84.39,55.42,68.02,59.77,40.61,35.24,3.16,8.93,,0.78,
55,01339,中国人民保险集团,18.3,54.4,1.24,9.91,65.44,-1.33,5.07,0.1,4.74,,0.62,
56,02476,胜宏科技,8.48,24.43,7.21,23.54,24.25,,226.8,0.98,42.57,,10.04,
57,06951,三环集团,19.68,72.8,,44.87,89.55,,110.2,-2.3,68.39,,8.33,
58,01378,中国宏桥,0.07,59.07,-7.24,8.73,54.39,-3.73,22.4,-0.97,8.78,,1.52,
59,02020,安踏体育,78.73,57.1,42.01,39.79,54.52,39.92,74.9,1.7,13.92,,2.88,
60,00066,港铁公司,91.88,103.35,38.04,80.5,92.31,38.27,33.44,0.24,9.11,,1.02,
61,02269,药明生物,77.65,99.13,80.47,83.56,97.62,46.64,49.64,3.63,37.86,,3.92,
62,02714,牧原股份,91.42,110.03,20.29,84.36,97.31,4.24,35.5,4.11,18.8,,2.1,
63,09992,泡泡玛特,36.93,19.12,2.42,10.2,17.41,3.13,153.7,2.13,13.71,,7.71,
64,03692,翰森制药,23.04,74.77,15.63,27.67,74.14,1.77,33.68,2.12,33.21,,5.21,
65,00175,吉利汽车,54.88,48.88,28.93,28.67,47.0,32.45,18.54,3.4,10.54,,1.84,
66,06690,海尔智家,60.45,52.82,17.47,44.83,55.66,16.33,21.26,0.09,9.51,,1.41,
67,00002,中电控股,87.94,109.05,99.95,83.27,110.38,91.25,78.85,0.64,18.38,,1.8,
68,01347,华虹宏力,-2.74,-12.3,32.17,6.19,-8.26,59.63,111.9,-1.58,242.36,,3.47,
69,03288,海天味业,46.65,79.44,37.24,31.98,81.16,37.23,32.2,0.75,23.05,,3.96,
70,06818,中国光大银行,58.84,36.71,16.39,13.07,23.75,12.77,3.05,2.18,4.24,,0.32,
71,01801,信达生物,68.04,93.93,75.36,71.03,84.77,37.52,101.2,3.0,195.91,,8.19,
72,00762,中国联通,18.73,20.91,4.54,5.28,26.08,7.31,5.7,3.64,9.65,,0.41,
73,06031,三一重工,17.97,27.86,6.23,11.61,36.18,13.63,18.72,0.81,18.23,,1.68,
74,06936,顺丰控股,43.97,87.21,52.94,35.54,88.71,45.18,32.64,-0.12,13.46,,1.45,
75,01038,长江基建集团,107.36,110.44,75.78,103.3,105.89,60.57,65.25,0.69,6.53,,1.11,
76,01113,长实集团,52.35,61.18,52.64,39.59,55.1,56.39,46.56,1.31,12.32,,0.41,
77,00788,中国铁塔,10.0,52.24,6.19,15.78,71.58,8.6,9.2,-0.11,10.66,,0.68,
78,00027,银河娱乐,98.86,113.66,27.33,90.6,108.19,7.36,35.38,0.8,14.46,,1.83,
79,00688,中国海外发展,75.84,68.38,45.95,80.68,33.79,35.14,14.15,1.36,11.02,,0.36,
80,02423,贝壳-W,18.36,85.25,52.23,25.01,84.12,39.97,44.12,-1.03,39.79,,2.14,
81,01766,中国中车,92.61,86.74,34.14,82.6,58.13,15.83,5.28,2.72,9.56,,0.75,
82,01988,民生银行,93.85,69.93,26.57,56.48,70.84,20.17,3.46,1.02,4.58,,0.23,
83,03606,福耀玻璃,70.62,89.62,39.42,71.82,85.28,22.69,57.65,-1.11,15.65,,3.42,
84,06886,华泰证券,55.58,36.82,19.09,92.55,46.24,16.93,16.57,-1.78,7.62,,0.74,
85,01898,中煤能源,77.77,88.5,7.55,88.73,54.96,6.79,11.21,-0.44,9.23,,0.8,
86,09973,奇瑞汽车,41.36,58.67,21.01,24.56,60.28,26.18,25.54,0.63,7.32,,2.38,
87,01024,快手-W,-3.21,4.99,-10.74,-2.09,21.42,-9.12,33.64,-11.01,8.17,,1.54,
88,01972,太古地产,99.33,112.67,51.02,91.82,101.61,24.52,25.08,1.95,43.76,,0.53,
89,01336,新华保险,24.27,32.48,-0.53,0.88,35.86,1.25,46.16,2.9,3.5,,1.03,
90,01816,中广核电力,35.97,58.94,1.21,15.24,54.52,6.23,2.81,0.9,13.31,,0.99,
91,01377,鼎泰高科,-9.82,44.57,,2.98,55.12,,331.4,-1.72,129.3,,37.92,
92,02600,中国铝业,-3.21,44.85,-11.21,9.98,33.41,-6.11,8.08,-1.58,8.42,,1.52,
93,00003,香港中华煤气,110.81,95.78,52.82,81.17,60.36,20.86,7.39,1.44,21.67,,2.29,
94,00012,恒基地产,100.82,87.23,15.74,81.28,62.79,11.26,28.18,1.37,24.13,,0.42,
