日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-09-11,1280857.0,981730.0,19988.0,19870.0,2.04,643,4870,40,49,34,11.7,-2.21,3.01,79.3,11.7,45.5,温和
