排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
87,601336,新华保险,58.3,181869566780,121581113522,保险Ⅱ,1049301443.0,18.87,18.8703759227,227.93,54.017163321846,0.0
88,688072,拓荆科技,620.88,181404539878,176446209582,半导体,2618988320.0,18.11,49.060715147,13.43,1324.09901284204,41.0042896167
89,601668,中国建筑,4.35,179743698431,179743698431,房屋建设Ⅱ,823033865.0,4.61,-11.9615548688,230.0,-24.340999953882,10.2935341527
90,600406,国电南瑞,22.29,179027844717,178502246651,电网设备,630484695.0,5.73,14.5359559071,30.73,4.08163089096,25.3392957491
91,600176,中国巨石,44.66,178780086272,177371076670,玻璃玻纤,11360065000.0,9.06,22.50258137,29.33,73.871870644216,42.1382635808
92,601818,光大银行,3.02,178438364204,140148582994,银行Ⅱ,492840802.0,3.28,-4.3235535059,187.11,-24.006985622614,0.0
93,601766,中国中车,6.13,175924036859,149129402034,轨交设备Ⅱ,1110763924.0,4.54,9.956998576,79.91,10.280413688099,22.2659912397
94,600989,宝丰能源,23.97,175780639200,175780639200,化学原料,2318274997.0,18.61,32.3321115262,97.28,70.137377080532,43.5632332124
95,300433,蓝思科技,33.27,175623708745,164747650094,消费电子,2666330614.52,1.05,-12.4203656668,5.77,-49.521477587713,16.4258831472
96,300274,阳光电源,84.4,174979044186,133987251286,光伏设备,3983652096.39,10.73,-28.9913921923,52.59,-32.012976909209,35.92153915
97,601688,华泰证券,18.93,170878531469,138316930947,证券Ⅱ,1111942620.0,6.3,45.8621225486,116.92,54.86615652396,0.0
98,688801,N燧原-U,397.0,170849636016,7106429025,半导体,5647951616.0,0.0,279.0823773754,-6.32,-3.574832369726,30.3730795028
99,302132,中航成飞,63.42,169464035066,37168527627,航空装备Ⅱ,598632440.33,4.93,-26.7359730193,7.09,-22.321204178495,11.0420778902
100,600887,伊利股份,26.66,168634115382,167796166362,饮料乳品,1281921818.0,10.09,4.1285439856,57.59,-20.024359380482,36.4317084905
