排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,688825,长鑫科技,56.73,3851064940638,255457400825,半导体,11633693693.0,81.06,873.6417332025,776.05,3427.75691436574,84.7418874692
2,601398,工商银行,8.11,2890454744992,2186555043691,银行Ⅱ,2938950664.0,4.315,9.0769670235,1736.82,3.318798593719,0.0
3,601939,建设银行,11.02,2882836203678,105722106818,银行Ⅱ,1289160259.0,4.76,10.7174470481,1695.64,4.620054789111,0.0
4,601288,农业银行,6.97,2439381746095,2225132149116,银行Ⅱ,2833846124.0,5.07,11.0651273055,1463.81,4.925094975271,0.0
5,600941,中国移动,97.72,2119638427549,88218475963,通信服务,865618668.0,5.6,-1.054491889,789.34,-6.293108565323,29.5120205935
6,601988,中国银行,6.57,2116935545618,1384729432538,银行Ⅱ,2030800465.0,4.33,8.4801658344,1235.94,5.104982524173,0.0
7,601857,中国石油,11.24,2057155790674,1820004154674,炼化及贸易,2236438031.0,6.3,5.3426812439,1039.34,22.029798875204,21.8708980937
8,600938,中国海油,33.91,1611740739597,101390900000,油气开采Ⅱ,3449645845.0,10.21,16.8837424377,858.18,23.420534134871,53.4636940575
9,600519,贵州茅台,1275.16,1594054054331,1594054054331,白酒Ⅱ,4430841445.0,16.75,1.3000994756,445.17,-1.951594855028,89.5552128279
10,300750,宁德时代,330.51,1529207532653,1408037874733,电池,9144012151.64,12.08,54.8003691485,432.84,41.983941749454,23.9283938867
11,601138,工业富联,64.07,1271410992636,1271410992636,消费电子,4825820280.0,13.36,54.634987688,237.4,95.985786599041,7.1506831245
12,300308,中际旭创,926.0,1090744327566,1027801664778,通信设备,29974072230.26,37.62,182.4913813287,136.51,241.696005716117,46.2521843492
13,601628,中国人寿,37.99,1073776142950,791085904700,保险Ⅱ,1068169284.0,21.07,81.5399084582,1344.89,228.574918765728,0.0
14,600036,招商银行,41.35,1042840615601,853006852139,银行Ⅱ,3051269302.0,6.71,4.8314692679,764.45,2.021887094622,0.0
15,601088,中国神华,47.51,1030465023783,783489213242,煤炭开采,1450951284.0,5.83,7.9322551775,287.15,4.103977087336,35.4841606017
16,688981,中芯国际,117.41,1005295484925,234889730856,半导体,4116668579.0,2.9,19.435688378,44.67,94.163023835373,23.1558234006
17,601318,中国平安,54.83,992842010586,584491368501,保险Ⅱ,3302998783.0,9.0,15.010118462,925.85,36.060370038356,0.0
18,601899,紫金矿业,32.26,857816453706,664613846696,工业金属,12179963161.0,19.6,15.7816890732,391.7,68.170288138556,37.7472369593
19,002594,比亚迪,84.0,765844595460,292913772648,乘用车,2283119587.72,4.86,-7.1281672659,123.25,-20.535238859941,18.8473478975
20,600900,长江电力,28.45,696120794020,696120794020,电力,4537191295.0,6.55,3.3562259885,147.56,13.015444431533,57.8922527476
21,600028,中国石化,5.52,667508838505,523033664070,炼化及贸易,1265477445.0,3.06,1.9523055217,256.27,19.289670902574,19.2430394532
22,601328,交通银行,7.48,660961105988,195021847976,银行Ⅱ,1479157700.0,4.045,6.7295003299,478.74,4.037726008345,0.0
23,000333,美的集团,86.26,658106444001,593933878812,白色家电,1926234922.01,11.33,3.4561222865,264.46,1.661997971068,25.2557645483
24,601658,邮储银行,5.46,655718992066,396001791303,银行Ⅱ,889435872.0,4.8,7.2645809882,515.03,4.621353701146,0.0
25,688256,寒武纪,1040.0,654008168320,654008168320,半导体,11057459706.0,18.05,108.1331369113,23.11,122.613513635372,55.2505731603
26,300502,新易盛,423.0,589770577332,530544854988,通信设备,17733374461.91,34.86,100.3392340098,75.29,90.984424978074,48.4397325072
27,601728,中国电信,6.29,575579902417,488290993517,通信服务,929243032.0,4.2,-3.8643498262,195.88,-14.898970046109,29.7628442917
28,688041,海光信息,230.89,536666421831,536666421831,半导体,4336508416.0,7.56,66.5195709856,17.98,49.691219941746,55.2090490096
29,601998,中信银行,8.92,496354847395,363605953640,银行Ⅱ,342825529.0,4.805,3.0507963718,376.02,3.081309282307,0.0
30,002371,北方华创,634.0,460086952800,459704323022,半导体,4146423984.14,8.58,24.9038763685,33.7,5.051223129423,40.0682862059
31,603259,药明康德,151.24,458422726130,374058904405,医疗服务,4589421613.0,13.19,38.9349828598,110.8,29.427935686791,53.9094753581
32,002475,立讯精密,55.39,428600994456,405739076380,消费电子,4768096316.77,8.76,40.1605518581,78.43,18.036983291456,11.7785360877
33,688347,华虹宏力,219.07,422475354522,89325792500,半导体,3449169265.0,0.86,19.4147741706,3.99,436.692371841556,19.4457765387
34,600030,中信证券,26.92,420605407947,327792752220,证券Ⅱ,3652373839.0,7.81,50.0035284024,233.43,69.601525447949,0.0
35,601869,长飞光纤,473.99,392418742141,192600297453,通信设备,8447753026.0,19.22,53.637732146,29.25,888.878405244955,53.3612070059
36,603993,洛阳钼业,18.15,388306729694,316914285494,工业金属,5328140291.0,18.29,42.7839090612,161.52,86.272667882062,23.0090744347
37,601166,兴业银行,18.13,383682642971,383682642971,银行Ⅱ,1360612016.0,4.79,-0.2543953358,411.31,-4.659140956399,0.0
38,688235,百济神州,247.3,381407125261,28453165798,化学制药,658541493.0,9.9,26.8363500983,32.71,627.147475232556,89.4529871532
39,600183,生益科技,148.43,360537014738,357975882845,元件,11515917539.0,18.17,50.0454791459,32.87,130.423998654866,30.6922750301
40,002384,东山精密,194.42,356101136371,269528669386,元件,14420145891.19,12.88,63.9481879305,29.57,290.089113632119,20.1513507952
41,601319,中国人保,7.83,346273846265,277947434045,保险Ⅱ,542045572.0,11.2,9.5986593172,367.45,38.503580851866,0.0
42,688012,中微公司,333.59,319526628869,314307509906,半导体,4276079925.0,11.56,34.8886347323,28.25,300.216524117415,39.7417373409
43,601601,中国太保,32.97,317182657771,225681016771,保险Ⅱ,1184204458.0,9.7,5.8056021068,307.75,10.36399497938,0.0
44,600000,浦发银行,9.26,308412062658,308412062658,银行Ⅱ,604625882.0,3.96,3.5534844687,309.51,4.082456199348,0.0
45,002415,海康威视,33.25,304731979038,300782615858,计算机设备,1441985822.14,9.17,11.9673178084,78.96,39.565445501572,49.9672613158
46,601211,国泰海通,17.32,304503923659,232938828096,证券Ⅱ,1161555441.0,6.12,97.5628794336,202.6,28.736487658757,0.0
47,600150,中国船舶,39.75,299143446198,299143446198,航海装备Ⅱ,7247794175.0,6.71,26.005331272,99.54,163.508688638198,17.3661199239
48,300059,东方财富,18.31,289704479711,245214216113,证券Ⅱ,4384955560.54,8.46,53.220189051,80.64,44.848976215289,74.3927594104
49,300394,天孚通信,261.96,285752541362,285114133316,通信设备,11968351184.12,19.6,15.1492291388,12.04,33.922353315318,60.8695979509
50,600276,恒瑞医药,42.67,283209318624,272192027032,化学制药,3393509196.0,8.04,-1.9390022608,44.65,0.344554541292,86.3263460861
51,000858,五 粮 液,69.75,270742158349,270735559022,白酒Ⅱ,1615170745.82,7.14,20.87072874,87.53,89.29986131838,80.2949204402
52,002916,深南电路,396.68,270205164905,263716612626,元件,3538066974.8,12.43,46.3282888807,22.51,65.546280171141,31.0149106719
53,603986,兆易创新,371.32,261398670274,249051129182,半导体,10785933990.0,23.13,178.6722977786,68.57,1091.4990564908,63.1304509177
54,601225,陕西煤业,26.05,252554750000,252554750000,煤炭开采,1083297881.0,10.9,1.1692536077,112.72,47.574576296288,33.3593436248
55,688808,联讯仪器,2459.87,252546654153,47466005741,通用设备,2107390416.0,31.1,208.7055946128,5.67,902.997918255574,70.7942535034
56,300408,三环集团,124.36,248311921490,232529101146,元件,9300522442.45,8.61,54.824030357,19.32,56.17646712233,44.3196613034
57,601919,中远海控,16.19,247190910803,203290333463,航运港口,1116575747.0,5.7,2.5870029553,134.19,-23.47827216587,18.3392709861
58,002463,沪电股份,128.25,246799623620,246605735142,元件,5563126606.43,17.38,61.1682833526,29.23,73.722061163793,38.7155693432
59,688820,盛合晶微,131.66,245252837611,22764361977,半导体,3428894091.0,2.8,7.2006133293,4.49,3.326089767472,30.1400071353
60,002714,牧原股份,42.18,243504977354,138371461318,养殖业,1302413319.98,-7.48,-22.3016379839,-60.78,-157.717224941595,-1.5756373647
61,002379,宏桥控股,18.16,236645106548,20636547354,工业金属,803015879.67,30.26,11.9504272706,156.45,77.024139178251,25.3784505634
62,601816,京沪高铁,4.81,235332517770,235332517770,铁路公路,543612778.0,3.21,3.9425045373,67.71,7.206589578335,45.360774803
63,002142,宁波银行,35.5,234427473116,234278140982,银行Ⅱ,906182636.5,7.12,11.54467169,165.62,12.117519631736,0.0
64,688008,澜起科技,191.96,234294478511,219748997451,半导体,5287060466.0,10.72,26.6585396711,19.97,72.325559587892,65.3126948791
65,600309,XD万华化,74.5,233220136137,233220136137,化学制品,2498857171.0,8.96,31.2585013331,100.63,64.354204430483,17.0841909951
66,600919,江苏银行,12.57,230676148500,230676148500,银行Ⅱ,996441948.0,7.86,9.1107021147,218.76,8.089489422095,0.0
67,000001,平安银行,11.74,227825479645,227822741794,银行Ⅱ,979990554.2,5.22,1.7755999135,256.96,3.321270607157,0.0
68,000338,潍柴动力,26.33,227497008951,130501815657,汽车零部件,1726928219.71,8.0,8.847564221,77.01,36.463711828511,21.463923593
69,300476,胜宏科技,228.99,225047894329,198120990456,元件,5307212445.55,11.8,28.773550864,28.57,33.300010849125,33.221347957
70,003816,中国广核,4.33,218659908059,170321411809,电力,543625117.06,4.6,-2.7578083082,61.05,2.66222662087,45.5425165845
71,000651,格力电器,38.74,216998458406,213569474471,白色家电,1156226987.17,8.68,-8.1402149704,132.78,-7.873884093798,28.8127471778
72,002938,鹏鼎控股,92.65,214719771364,214098053452,元件,2266622161.27,3.71,5.141159863,12.84,4.109207036209,23.9752902042
73,600188,兖矿能源,21.38,214587896188,127453706188,煤炭开采,821491283.0,6.87,13.0051222512,71.5,47.747879557371,30.6006985281
74,688498,源杰科技,1701.0,211775141277,209039536944,半导体,5724728792.0,22.1,351.4010703617,6.07,1212.19540823559,80.4246767203
75,603268,松发股份,197.5,201196595848,46066833920,航海装备Ⅱ,921573267.0,32.06,251.874251691,36.09,457.668942986394,23.6588177372
76,603288,海天味业,34.18,199988719604,190034669612,调味发酵品Ⅱ,508416792.0,10.07,6.0061732024,41.9,7.125124059512,41.0363120571
77,000725,京东方Ａ,5.33,197446268581,188506824844,光学光电子,5604598576.54,3.82,1.8307997684,52.48,61.621332999777,15.0316321123
78,300760,迈瑞医疗,162.73,197196121407,197011050856,医疗器械,1193956077.11,12.01,5.9963299224,47.97,-5.365709111143,60.8335255872
79,688802,沐曦股份-U,489.0,195648900000,9060482955,半导体,773237158.0,4.53,44.6659638137,6.12,429.462930125319,57.2152440602
80,600690,海尔智家,21.01,195457882326,129810010294,白色家电,595372074.0,8.36,-2.7981796409,103.16,-14.266944821157,27.2293255339
81,601898,中煤能源,14.73,195300111882,134808965892,煤炭开采,752228169.0,4.95,-1.7610159657,81.49,5.825484910589,26.9192171517
82,688836,宇树科技-W,477.12,192978025901,14355452966,自动化设备,1745983339.0,9.99,48.5389986228,2.74,955.594582876599,56.0089333697
83,601985,中国核电,9.05,186140418770,170893728046,电力,519676531.0,3.05,-6.2848823048,36.41,-35.740640009377,36.4732695406
84,601066,中信建投,23.76,184299068377,154337143792,证券Ⅱ,385864909.0,8.27,51.1077143242,76.39,69.437027116444,0.0
85,600025,华能水电,9.83,183143656546,183143656546,电力,391454381.0,5.91,1.4544203223,43.76,-5.049088925195,57.1891827428
86,600031,三一重工,19.78,181877187764,167623434932,工程机械,632100016.0,6.16,19.4868647877,56.9,9.131357029292,27.7819043049
