排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1.0,688825,长鑫科技,42.8,90.21,,23.3,,,59.12,5.38,142.34,95.83,49.11,95.83,55.421,,,6.67,1.24,,188.39,95.83,95.83,半导体
2.0,601398,工商银行,80.96,72.12,79.02,100.26,65.55,65.7,7.82,-1.26,7.51,92.62,0.71,62.33,7.708,7.533,1.0,1.45,1.15,0.84,27.81,92.48,89.34,银行Ⅱ
3.0,601939,建设银行,74.39,79.16,92.29,90.68,73.07,90.43,10.57,-0.94,8.09,97.1,0.78,72.48,10.382,10.117,1.0,1.81,1.2,0.89,13.69,99.17,99.17,银行Ⅱ
4.0,601288,农业银行,81.84,81.96,34.04,96.61,76.27,13.57,6.79,-1.02,8.07,92.14,0.84,83.48,6.652,6.501,1.0,2.07,1.02,0.84,26.38,86.45,86.2,银行Ⅱ
5.0,600941,中国移动,90.51,100.81,61.93,99.19,95.02,40.42,98.04,-0.42,16.13,59.68,1.5,36.68,96.933,93.941,1.0,1.14,0.63,0.47,5.64,59.68,36.68,通信服务
6.0,601857,中国石油,64.12,105.92,36.23,74.21,108.1,28.93,11.08,0.64,12.82,56.52,1.25,91.86,10.915,10.215,1.0,1.51,1.07,0.75,13.49,94.55,91.24,炼化及贸易
7.0,601988,中国银行,84.75,94.08,97.63,96.88,84.46,84.11,6.14,-0.97,8.07,99.38,0.72,88.19,5.964,5.894,1.0,2.95,1.07,0.85,15.7,98.93,98.26,银行Ⅱ
8.0,300750,宁德时代,1.96,64.81,29.24,6.42,84.03,45.2,373.0,-1.58,20.3,13.13,4.55,21.7,390.205,386.08,1.0,-4.41,1.18,0.8,87.01,21.49,28.93,电池
9.0,600519,贵州茅台,44.08,76.98,38.25,32.89,83.66,37.09,1292.3,-0.81,19.84,5.14,6.43,2.76,1318.242,1264.156,1.0,-1.97,0.83,0.55,32.04,8.93,4.79,白酒Ⅱ
10.0,600938,中国海油,62.1,112.71,24.84,54.42,107.48,16.2,33.82,1.47,11.62,86.28,1.88,78.81,32.693,31.094,1.0,3.45,0.99,0.73,14.16,86.28,78.81,油气开采Ⅱ
11.0,601138,工业富联,35.73,56.13,35.72,5.26,46.12,34.58,63.86,5.43,27.01,87.12,7.21,91.98,63.634,65.739,0.0,0.36,1.84,1.09,94.32,79.09,88.02,消费电子
12.0,601628,中国人寿,118.24,51.99,26.05,112.3,49.25,16.2,38.61,0.08,7.54,6.62,1.64,6.9,37.734,37.196,1.0,2.32,1.0,0.89,12.71,11.49,11.98,保险Ⅱ
13.0,688981,中芯国际,29.71,6.68,45.76,10.54,6.23,59.31,126.33,1.76,214.35,91.18,7.22,93.4,126.136,137.854,0.0,0.15,0.91,0.54,43.14,91.74,96.36,半导体
14.0,601088,中国神华,96.97,111.82,66.98,94.92,100.05,44.99,47.8,1.14,20.11,99.52,2.16,98.14,45.254,43.709,1.0,5.63,0.95,0.65,10.34,99.17,96.78,煤炭开采
15.0,300308,中际旭创,2.54,7.81,36.73,-4.07,12.13,58.78,866.12,1.79,49.53,54.29,25.42,95.52,917.543,1076.151,0.0,-5.6,0.92,0.67,227.8,60.17,92.23,通信设备
16.0,601318,中国平安,113.92,99.9,18.31,118.53,81.99,3.99,55.87,-0.46,6.35,0.19,0.98,26.95,53.546,52.075,1.0,4.34,0.69,0.77,36.07,0.33,46.78,保险Ⅱ
17.0,600036,招商银行,97.44,86.77,70.53,105.64,79.8,44.8,39.58,-0.55,6.62,27.52,0.88,12.38,39.081,37.892,1.0,1.28,0.86,0.68,24.3,47.77,21.49,银行Ⅱ
