排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,510300,沪深300ETF华泰柏瑞,21.38,11.55,15.37,16.91,17.58,33.4,4.58,-0.8,13.52,61.71,1.42,40.56,4.658,4.749,0,-1.67,1.4,1.17,44.09,,,沪深300
2,588000,科创50ETF华夏,9.7,-4.7,23.25,-0.89,-3.85,40.23,1.64,-1.15,69.23,66.6,7.09,81.55,1.731,1.891,0,-5.26,1.59,1.28,80.83,,,科创板
3,159915,创业板ETF易方达,41.17,14.43,5.72,45.98,12.25,26.58,3.34,-0.54,37.94,31.0,5.3,59.44,3.45,3.668,0,-3.19,1.21,1.05,63.2,,,创业板
4,512880,证券ETF国泰,-2.74,7.05,25.68,12.1,29.68,35.61,1.06,-3.02,12.46,3.56,1.23,10.2,1.086,1.106,0,-2.58,1.41,1.3,23.39,,,证券
5,588200,科创芯片ETF嘉实,12.93,0.9,28.64,7.46,3.12,44.39,1.09,-1.45,93.82,70.5,,,1.158,1.275,0,-5.87,1.1,0.73,23.6,,,半导体
6,515880,通信ETF国泰,85.0,49.05,26.64,74.11,32.89,35.35,0.68,1.34,44.54,87.21,,,0.668,0.708,0,1.8,1.35,1.07,39.35,,,通信
7,510500,中证500ETF南方,26.38,28.57,14.04,31.91,28.71,38.95,7.61,-1.7,25.58,61.53,2.35,76.24,7.841,8.041,0,-2.95,1.43,1.45,43.18,,,中证500
8,159516,半导体设备ETF国泰,19.89,5.39,34.53,18.65,7.17,50.49,0.65,-2.4,95.05,90.6,,,0.708,0.762,0,-8.19,1.19,0.77,27.67,,,半导体
9,588170,科创半导体ETF华夏,18.26,4.53,35.91,13.0,6.86,51.21,0.9,-1.32,41.55,78.79,,,0.979,1.055,0,-8.07,1.12,0.67,40.11,,,半导体
10,563360,A500ETF华泰柏瑞,25.94,12.97,8.91,27.06,18.89,31.08,1.25,-1.1,15.1,48.48,,,1.283,1.315,0,-2.26,1.24,1.15,47.6,,,中证A500
11,512890,红利低波ETF华泰柏瑞,49.77,98.7,93.24,90.3,99.65,77.3,1.2,-1.15,8.02,73.9,0.88,62.68,1.191,1.157,1,0.76,0.83,0.67,5.89,,,红利
12,159995,芯片ETF华夏,18.83,-1.28,20.31,15.19,-0.04,35.48,1.08,-1.37,,,,,1.142,1.28,0,-5.43,0.96,0.71,5.6,,,半导体
13,512400,有色金属ETF南方,28.82,71.34,7.19,48.04,86.27,10.61,1.75,-4.27,15.08,78.87,,,1.836,1.779,1,-4.68,1.47,1.05,11.42,,,有色金属
14,159949,创业板50ETF华安,50.88,13.19,1.24,57.89,10.57,19.97,1.57,-0.89,,,,,1.616,1.733,0,-3.09,1.15,0.99,17.07,,,创业板
15,512170,医疗ETF华宝,3.08,41.19,39.5,20.05,69.63,37.25,0.33,-0.9,26.86,17.16,3.38,9.8,0.343,0.329,1,-3.79,1.36,0.8,4.31,,,医药
16,159819,人工智能ETF易方达,11.28,1.0,22.89,5.82,2.09,39.9,1.7,-0.12,44.39,46.52,,,1.743,1.886,0,-2.64,1.28,0.79,3.7,,,人工智能
17,510050,上证50ETF华夏,4.67,37.8,27.91,8.81,55.79,38.25,2.98,-1.19,11.04,69.7,1.24,51.4,3.019,3.031,0,-1.29,1.7,1.39,19.84,,,上证50
