排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,00700,腾讯控股,433.4,-1.23,39418.1,55.17,14.77,3.01,9.9663537853,0.0,0.0,0.0,0.0
2,00005,汇丰控股,160.9,0.81,27609.64,9.96,14.64,2.04,7.4073136207,0.0,0.0,0.0,0.0
3,01398,工商银行,7.535,0.6,26855.21,7.92,6.34,0.59,4.052663012,0.0,0.0,0.0,0.0
4,00939,建设银行,9.635,0.26,25205.2,11.84,6.42,0.61,4.5376835478999995,0.0,0.0,0.0,0.0
5,03750,宁德时代,501.0,-2.91,23180.33,37.57,24.06,5.31,12.0827161258,0.0,0.0,0.0,0.0
6,01288,农业银行,6.36,0.79,22258.92,4.52,6.59,0.68,4.4593032714000005,0.0,0.0,0.0,0.0
7,09988,阿里巴巴-W,106.2,-0.93,21117.86,36.32,24.85,1.68,0.9987987878,0.0,0.0,0.0,0.0
8,03988,中国银行,5.98,0.42,19268.3,5.91,6.82,0.61,4.0097334841,0.0,0.0,0.0,0.0
9,00857,中国石油股份,9.79,-1.85,17917.75,6.12,8.94,0.95,6.3861639668,0.0,0.0,0.0,0.0
10,00941,中国移动,79.35,0.38,17211.76,5.74,11.45,1.03,5.4714246401999995,0.0,0.0,0.0,0.0
11,03308,中际旭创,1137.0,4.79,13392.83,23.6,57.5,27.63,39.213740819499996,0.0,0.0,0.0,0.0
12,03968,招商银行,51.35,0.29,12950.39,4.47,7.52,0.98,5.8401593944,0.0,0.0,0.0,0.0
13,00883,中国海洋石油,24.36,-0.49,11578.3,14.49,7.34,1.17,10.346972879299999,0.0,0.0,0.0,0.0
14,01088,中国神华,45.24,-0.53,9812.3,3.78,15.73,1.86,6.342903654400001,0.0,0.0,0.0,0.0
15,02318,中国平安,52.8,-0.47,9560.83,12.45,5.28,0.81,9.1284065146,0.0,0.0,0.0,0.0
16,02899,紫金矿业,34.42,3.36,9152.52,10.07,11.9,3.94,20.0147693811,0.0,0.0,0.0,0.0
17,02628,中国人寿,28.54,-1.45,8066.75,9.59,2.88,1.05,21.35749495,0.0,0.0,0.0,0.0
18,01299,友邦保险,77.0,1.25,7966.92,18.97,12.79,2.5,10.2330680139,0.0,0.0,0.0,0.0
19,00300,美的集团,98.65,-1.05,7526.25,5.27,14.88,3.06,12.1289184915,0.0,0.0,0.0,0.0
20,01211,比亚迪股份,79.2,0.19,7220.82,7.89,21.69,2.61,4.861201831100001,0.0,0.0,0.0,0.0
21,03328,交通银行,8.125,1.25,7179.56,3.73,6.5,0.53,3.737201525,0.0,0.0,0.0,0.0
22,01810,小米集团-W,26.18,-1.21,6743.84,19.41,18.03,2.17,5.2939105732,0.0,0.0,0.0,0.0
23,01658,邮储银行,5.395,1.22,6479.13,1.36,6.35,0.54,4.3711714694,0.0,0.0,0.0,0.0
24,09999,网易,186.8,-0.16,5993.96,8.63,16.21,3.12,10.7852666043,0.0,0.0,0.0,0.0
25,02359,药明康德,195.1,0.57,5875.65,4.12,23.58,6.03,13.5914693084,0.0,0.0,0.0,0.0
26,00386,中国石油化工股份,4.605,-0.54,5563.82,8.06,13.74,0.58,3.1847966031,0.0,0.0,0.0,0.0
27,00981,中芯国际,63.65,4.77,5449.88,36.16,67.1,2.76,2.904731861,0.0,0.0,0.0,0.0
28,02388,中银香港,51.35,0.29,5429.12,5.09,13.02,1.51,6.5877436166,0.0,0.0,0.0,0.0
29,02888,渣打集团,244.0,2.52,5318.32,0.92,12.59,1.47,6.6700750452,0.0,0.0,0.0,0.0
30,00388,香港交易所,395.6,0.46,5015.56,8.33,25.33,8.27,17.7907965287,0.0,0.0,0.0,0.0
31,00998,中信银行,8.48,0.47,4718.71,1.38,5.79,0.55,4.4222819408,0.0,0.0,0.0,0.0
32,03690,美团-W,74.45,-0.4,4597.65,12.43,-10.78,2.36,-2.9180030463,0.0,0.0,0.0,0.0
33,02475,立讯精密,58.5,4.05,4526.66,1.58,22.5,3.99,8.785947626899999,0.0,0.0,0.0,0.0
34,09633,农夫山泉,39.38,-0.15,4428.86,1.55,22.78,10.35,23.192367081500002,0.0,0.0,0.0,0.0
35,02259,紫金黄金国际,161.6,3.72,4324.96,9.38,21.89,5.91,16.3776706455,0.0,0.0,0.0,0.0
36,00992,联想集团,33.8,8.33,4196.19,35.18,67.2,7.41,-8.1975118141,0.0,0.0,0.0,0.0
37,00728,中国电信,4.525,0.67,4140.7,1.86,12.16,0.76,4.2002292243,0.0,0.0,0.0,0.0
38,06030,中信证券,24.64,0.33,3849.82,3.22,8.54,1.07,6.958091817000001,0.0,0.0,0.0,0.0
39,00267,中信股份,12.93,-0.39,3761.37,1.46,5.4,0.41,4.2655899518,0.0,0.0,0.0,0.0
40,02328,中国财险,16.81,0.12,3739.01,2.01,6.79,1.07,10.954071993800001,0.0,0.0,0.0,0.0
41,02513,智谱,720.0,5.88,3510.63,135.81,-70.1,63.12,112.7113004271,0.0,0.0,0.0,0.0
42,03993,洛阳钼业,15.67,3.16,3352.49,4.16,10.61,3.25,18.7382109913,0.0,0.0,0.0,0.0
43,06809,澜起科技,270.2,5.46,3297.89,6.71,94.12,13.33,11.5991871723,0.0,0.0,0.0,0.0
44,06160,百济神州,206.6,-2.73,3186.36,7.07,62.19,7.85,9.7400031378,0.0,0.0,0.0,0.0
45,00016,新鸿基地产,109.6,0.64,3175.97,5.02,14.82,0.5,3.4232660988,0.0,0.0,0.0,0.0
46,03986,兆易创新,450.0,3.02,3167.87,6.14,34.86,7.36,24.3618478864,0.0,0.0,0.0,0.0
47,01276,恒瑞医药,45.6,4.11,3026.56,1.73,34.4,4.08,7.102739472,0.0,0.0,0.0,0.0
48,02601,中国太保,28.74,-0.69,2764.89,2.04,4.31,0.75,9.9060255352,0.0,0.0,0.0,0.0
49,02611,国泰海通,15.03,1.14,2642.43,3.78,7.17,0.7,5.7601224553999995,0.0,0.0,0.0,0.0
50,02378,保诚,104.1,2.16,2591.39,0.05,9.14,1.68,4.7795591182,0.0,0.0,0.0,0.0
51,00001,长和,67.5,0.45,2585.28,3.48,6.84,0.45,4.6967757312,0.0,0.0,0.0,0.0
52,01339,中国人民保险集团,5.82,0.34,2573.84,1.66,3.96,0.66,11.5194857125,0.0,0.0,0.0,0.0
53,06951,三环集团,128.0,2.48,2555.8,2.7,67.85,9.41,8.7222563948,0.0,0.0,0.0,0.0
54,02338,潍柴动力,29.56,-2.7,2554.05,5.94,17.28,2.31,8.1369210579,0.0,0.0,0.0,0.0
55,01919,中远海控,16.68,2.27,2546.72,2.12,8.39,0.95,5.7476166698,0.0,0.0,0.0,0.0
56,09888,百度集团-W,88.05,-0.96,2406.9,7.94,-65.64,0.77,2.1424243888,0.0,0.0,0.0,0.0
57,00669,创科实业,129.6,0.0,2368.16,4.72,23.26,4.06,10.251683098300001,0.0,0.0,0.0,0.0
58,01378,中国宏桥,22.02,2.51,2162.23,6.01,6.9,1.41,12.9546453199,0.0,0.0,0.0,0.0
59,01347,华虹宏力,111.9,5.87,2157.99,24.04,268.96,3.47,0.8663995917999999,0.0,0.0,0.0,0.0
60,02714,牧原股份,37.28,-2.92,2151.48,1.08,-153.91,2.36,-7.6992811818,0.0,0.0,0.0,0.0
61,02269,药明生物,49.94,1.46,2075.47,15.03,36.55,3.74,5.1192520988,0.0,0.0,0.0,0.0
62,03692,翰森制药,34.0,0.24,2061.81,2.55,27.07,4.74,11.6444531106,0.0,0.0,0.0,0.0
63,01109,华润置地,28.8,1.12,2053.71,6.82,7.77,0.61,3.3840657433,0.0,0.0,0.0,0.0
64,00066,港铁公司,32.82,0.92,2042.99,0.76,8.94,1.0,8.0062750795,0.0,0.0,0.0,0.0
65,09992,泡泡玛特,152.6,0.26,2032.3,6.05,13.61,7.65,22.2264851354,0.0,0.0,0.0,0.0
66,02020,安踏体育,72.35,-1.23,2023.38,4.45,11.08,2.45,13.803790331400002,0.0,0.0,0.0,0.0
67,00002,中电控股,77.5,0.85,1958.0,1.81,18.06,1.77,5.5000183426,0.0,0.0,0.0,0.0
