排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
1,00700,腾讯控股,446.4,1.45,40636.3,88.66,15.23,3.1
2,03750,宁德时代,652.0,1.64,30165.79,7.09,31.31,6.91
3,00005,汇丰控股,163.5,1.68,28090.7,12.43,14.9,2.07
4,01398,工商银行,7.22,0.77,25732.53,6.63,6.2,0.58
5,09988,阿里巴巴-W,122.2,1.92,23431.84,59.48,19.97,1.93
6,00939,建设银行,8.9,1.83,23282.43,14.62,6.08,0.58
7,01288,农业银行,5.9,1.03,20649.0,4.0,6.27,0.65
8,00941,中国移动,82.4,0.43,17870.26,11.24,11.89,1.07
9,00857,中国石油股份,9.565,1.16,17505.96,4.29,9.86,0.95
10,03988,中国银行,5.305,1.05,17093.37,5.19,6.23,0.55
11,03968,招商银行,47.82,-0.29,12060.13,3.63,7.15,0.94
12,00883,中国海洋石油,23.92,0.42,11369.16,9.37,8.13,1.2
13,02318,中国平安,54.8,0.37,9922.99,15.14,6.69,0.86
14,02899,紫金矿业,35.92,3.22,9551.38,15.21,13.83,4.27
15,01088,中国神华,43.26,0.51,9382.85,1.28,15.9,1.67
16,01211,比亚迪股份,90.05,2.04,8210.04,11.69,26.64,3.13
17,02628,中国人寿,27.98,4.4,7908.46,14.3,4.9,1.17
18,01299,友邦保险,73.4,4.26,7594.44,22.48,15.65,2.29
19,00300,美的集团,95.5,-0.42,7285.36,2.14,14.7,2.76
20,01810,小米集团-W,25.88,1.01,6666.31,26.05,16.83,2.23
21,03328,交通银行,7.3,0.76,6450.56,0.83,5.97,0.49
22,00981,中芯国际,75.15,6.14,6433.64,102.67,79.22,3.26
23,09999,网易,194.2,0.31,6231.41,7.57,16.27,3.32
24,02359,药明康德,203.4,3.04,6027.98,15.36,24.19,6.28
25,01658,邮储银行,4.815,0.52,5782.58,1.13,5.87,0.49
26,02513,智谱,1203.0,-5.28,5601.45,80.71,-107.69,-5.41
27,03690,美团-W,87.65,0.52,5412.8,23.69,-12.17,3.19
28,02388,中银香港,50.4,0.4,5328.68,3.16,13.28,1.49
29,02888,渣打集团,238.0,1.62,5205.89,1.23,12.32,1.44
30,00386,中国石油化工股份,4.29,1.3,5187.7,2.81,12.7,0.55
31,00388,香港交易所,406.2,-0.05,5149.95,9.2,27.3,9.34
32,02475,立讯精密,63.4,4.97,4905.78,4.31,25.52,4.62
33,09633,农夫山泉,42.52,-0.42,4782.0,1.0,27.22,10.94
34,00728,中国电信,4.68,-0.95,4282.53,4.55,12.08,0.81
35,06030,中信证券,26.74,1.98,4177.93,1.84,11.08,1.2
36,00998,中信银行,7.455,0.74,4148.35,0.36,5.2,0.49
37,00992,联想集团,33.02,-1.73,4096.02,42.94,65.6,7.24
38,03986,兆易创新,554.0,8.41,3887.67,27.66,120.54,13.57
39,06809,澜起科技,311.0,9.58,3795.87,17.13,132.47,16.1
40,03993,洛阳钼业,17.64,3.7,3773.96,7.31,13.96,3.75
41,02259,紫金黄金国际,135.1,5.96,3615.73,10.02,18.3,4.94
42,01276,恒瑞医药,53.7,1.7,3564.18,2.33,39.2,4.95
43,00267,中信股份,12.13,1.59,3528.65,1.03,5.43,0.41
44,02328,中国财险,15.44,0.85,3434.28,2.26,8.14,1.03
45,00016,新鸿基地产,117.2,0.6,3396.2,2.77,15.44,0.55
46,06160,百济神州,214.0,1.33,3300.49,7.43,64.41,9.71
47,02338,潍柴动力,35.7,1.94,3084.56,5.48,24.37,2.88
48,02601,中国太保,28.74,1.34,2764.89,1.46,4.59,0.76
49,02378,保诚,110.2,3.18,2754.72,0.15,8.9,1.79
50,00001,长和,70.1,0.07,2684.86,5.91,7.1,0.46
51,00669,创科实业,142.0,-0.28,2595.42,5.56,25.49,4.45
52,06951,三环集团,127.6,-1.39,2547.81,2.15,79.19,9.64
53,02611,国泰海通,14.35,0.77,2522.88,0.52,10.19,0.68
