排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
54,02476,胜宏科技,256.6,6.47,2521.83,12.22,48.17,11.36
55,01919,中远海控,16.44,6.13,2510.08,6.6,8.92,0.94
56,01347,华虹宏力,139.9,7.45,2431.08,57.22,303.0,4.34
57,01109,华润置地,33.96,-0.7,2421.67,3.02,8.61,0.76
58,01378,中国宏桥,23.32,2.73,2289.88,5.82,9.14,1.58
59,01339,中国人民保险集团,5.12,1.19,2264.27,0.63,4.8,0.63
60,09992,泡泡玛特,153.5,-0.39,2044.28,11.96,14.45,8.36
61,00066,港铁公司,32.78,-1.38,2040.5,2.27,8.93,1.0
62,02020,安踏体育,72.15,0.28,2017.79,3.41,13.41,2.77
63,00175,吉利汽车,18.67,4.77,2013.58,10.6,10.61,1.85
64,03692,翰森制药,32.94,-1.08,1997.53,1.89,32.48,5.09
65,00002,中电控股,78.5,-0.57,1983.26,2.21,18.29,1.8
66,06690,海尔智家,20.86,-1.04,1956.17,2.22,9.33,1.38
67,00762,中国联通,6.33,-0.08,1936.86,2.12,8.74,0.48
68,02714,牧原股份,33.32,-2.0,1923.56,1.03,17.64,1.97
69,02269,药明生物,46.16,2.26,1913.33,12.11,35.21,3.65
70,03288,海天味业,31.88,-0.87,1865.31,0.18,22.82,3.92
71,06818,中国光大银行,2.99,0.67,1766.66,0.24,4.16,0.31
72,01024,快手-W,40.08,0.05,1734.14,17.11,8.85,1.87
73,06031,三一重工,18.76,2.29,1724.98,0.67,18.27,1.68
74,06936,顺丰控股,32.12,-0.31,1688.92,0.25,13.25,1.42
75,01801,信达生物,95.35,1.65,1662.6,8.51,184.58,7.72
76,00788,中国铁塔,9.445,1.5,1662.4,2.14,10.95,0.7
77,01038,长江基建集团,64.3,0.23,1620.11,1.26,6.44,1.1
78,01113,长实集团,45.9,2.0,1606.4,2.58,12.14,0.4
79,01377,鼎泰高科,370.8,0.87,1572.36,0.59,225.73,46.26
80,06886,华泰证券,17.0,0.95,1534.57,0.84,7.82,0.76
81,02423,贝壳-W,44.22,0.77,1519.29,1.48,39.88,2.14
82,00027,银河娱乐,34.54,-0.58,1512.59,3.25,14.12,1.79
83,09973,奇瑞汽车,25.9,1.49,1504.43,0.41,7.25,2.41
84,01988,民生银行,3.395,0.15,1486.41,0.33,4.49,0.23
85,03606,福耀玻璃,56.6,0.44,1477.11,1.18,14.7,3.33
86,00688,中国海外发展,13.42,-0.45,1468.8,2.41,10.45,0.34
87,02600,中国铝业,8.56,4.58,1468.47,3.07,8.92,1.61
88,01898,中煤能源,11.07,0.82,1467.73,0.94,9.12,0.79
89,01336,新华保险,46.32,1.98,1444.97,1.77,3.51,1.03
90,01766,中国中车,5.025,1.72,1442.12,0.8,9.54,0.72
91,01816,中广核电力,2.79,-0.18,1408.92,0.59,13.24,0.99
92,01972,太古地产,24.26,2.54,1396.77,0.72,42.33,0.52
93,02057,中通快递-W,180.2,1.12,1375.7,1.6,13.37,1.97
94,01776,广发证券,17.32,2.0,1355.26,0.69,7.74,0.87
95,01888,建滔积层板,42.12,9.12,1327.39,44.62,54.35,8.08
96,00012,恒基地产,27.06,1.05,1310.08,0.94,23.17,0.41
97,06099,招商证券,15.05,2.66,1308.83,0.4,8.8,0.93
98,00358,江西铜业股份,37.52,3.82,1299.22,3.59,14.06,1.36
99,00006,电能实业,60.35,1.17,1286.12,1.74,7.19,1.25
100,09987,百胜中国,371.2,0.27,1271.51,1.36,16.76,3.05
