排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
29,02888,渣打集团,88.47,92.89,100.38,75.84,87.61,96.49,238.0,1.62,12.32,,1.44,
30,00386,中国石油化工股份,28.92,74.85,4.41,1.11,78.53,3.72,4.29,1.3,12.7,,0.55,
31,00388,香港交易所,17.77,97.89,45.15,19.17,104.43,28.5,406.2,-0.05,27.3,,9.34,
32,02475,立讯精密,64.85,76.75,,54.52,64.48,,63.4,4.97,25.52,,4.62,
33,09633,农夫山泉,29.23,57.58,9.47,31.23,59.08,1.66,42.52,-0.42,27.22,,10.94,
34,00728,中国电信,70.41,78.26,20.97,73.39,62.22,17.04,4.68,-0.95,12.08,,0.81,
35,06030,中信证券,18.53,14.64,43.95,11.35,21.34,42.72,26.74,1.98,11.08,,1.2,
36,00998,中信银行,46.91,80.09,37.38,17.49,79.76,35.36,7.46,0.74,5.2,,0.49,
37,00992,联想集团,76.5,85.53,100.58,89.88,87.05,94.09,33.02,-1.73,65.6,,7.24,
38,03986,兆易创新,100.57,3.44,25.05,75.5,-4.27,40.94,554.0,8.41,120.54,,13.57,
39,06809,澜起科技,105.73,16.55,46.2,81.25,3.85,55.4,311.0,9.58,132.47,,16.1,
40,03993,洛阳钼业,6.49,66.81,10.62,5.01,60.58,4.68,17.64,3.7,13.96,,3.75,
41,02259,紫金黄金国际,40.76,96.71,8.23,32.35,94.69,-4.64,135.1,5.96,18.3,,4.94,
42,01276,恒瑞医药,6.31,19.98,1.69,-1.48,31.97,6.2,53.7,1.7,39.2,,4.95,
43,00267,中信股份,67.26,82.15,36.45,26.46,54.48,33.54,12.13,1.59,5.43,,0.41,
44,02328,中国财险,3.71,61.62,37.25,-9.49,67.2,24.95,15.44,0.85,8.14,,1.03,
45,00016,新鸿基地产,43.45,45.4,34.49,33.71,44.37,41.26,117.2,0.6,15.44,,0.55,
46,06160,百济神州,71.85,96.91,71.18,77.71,99.27,31.63,214.0,1.33,64.41,,9.71,
47,02338,潍柴动力,58.1,54.31,59.23,54.7,45.41,61.07,35.7,1.94,24.37,,2.88,
48,02601,中国太保,13.62,49.24,2.22,-1.46,46.87,4.43,28.74,1.34,4.59,,0.76,
49,02378,保诚,24.86,45.42,34.09,-3.76,47.46,37.63,110.2,3.18,8.9,,1.79,
50,00001,长和,31.85,67.0,84.68,30.19,79.18,89.31,70.1,0.07,7.1,,0.46,
51,00669,创科实业,50.95,81.31,96.77,66.48,87.45,98.06,142.0,-0.28,25.49,,4.45,
52,06951,三环集团,84.44,99.89,,92.1,89.55,,127.6,-1.39,79.19,,9.64,
53,02611,国泰海通,41.81,1.13,22.76,29.67,10.86,23.02,14.35,0.77,10.19,,0.68,
54,02476,胜宏科技,88.82,33.16,14.71,78.74,24.25,,256.6,6.47,48.17,,11.36,
55,01919,中远海控,93.25,112.36,87.76,56.94,104.41,59.13,16.44,6.13,8.92,,0.94,
56,01347,华虹宏力,44.93,-1.01,46.23,41.59,-8.26,59.63,139.9,7.45,303.0,,4.34,
57,01109,华润置地,70.61,77.81,47.86,76.65,59.77,40.61,33.96,-0.7,8.61,,0.76,
58,01378,中国宏桥,19.21,71.87,-3.95,7.73,54.39,-3.73,23.32,2.73,9.14,,1.58,
59,01339,中国人民保险集团,-3.57,58.81,2.66,-14.63,65.44,-1.33,5.12,1.19,4.8,,0.63,
60,09992,泡泡玛特,24.44,18.5,2.31,22.96,17.41,3.13,153.5,-0.39,14.45,,8.36,
61,00066,港铁公司,61.66,88.85,31.85,65.58,92.31,38.27,32.78,-1.38,8.93,,1.0,
62,02020,安踏体育,3.9,41.87,32.27,-0.61,54.52,39.92,72.15,0.28,13.41,,2.77,
63,00175,吉利汽车,34.98,51.12,29.88,-0.92,47.0,32.45,18.67,4.77,10.61,,1.85,
64,03692,翰森制药,38.5,67.91,12.07,49.9,74.14,1.77,32.94,-1.08,32.48,,5.09,
65,00002,中电控股,100.32,105.25,97.77,112.31,110.38,91.25,78.5,-0.57,18.29,,1.8,
66,06690,海尔智家,10.39,43.72,14.07,21.97,55.66,16.33,20.86,-1.04,9.33,,1.38,
67,00762,中国联通,12.47,32.87,6.23,3.2,26.08,7.31,6.33,-0.08,8.74,,0.48,
68,02714,牧原股份,78.54,97.16,13.13,97.95,97.31,4.24,33.32,-2.0,17.64,,1.97,
69,02269,药明生物,66.51,95.27,76.87,62.81,97.62,46.64,46.16,2.26,35.21,,3.65,
70,03288,海天味业,25.52,74.92,34.73,38.97,81.16,37.23,31.88,-0.87,22.82,,3.92,
71,06818,中国光大银行,5.88,25.6,11.37,-5.99,23.75,12.77,2.99,0.67,4.16,,0.31,
72,01024,快手-W,-12.12,7.06,-10.58,-17.3,21.42,-9.12,40.08,0.05,8.85,,1.87,
73,06031,三一重工,1.38,28.69,6.56,-11.07,36.18,13.63,18.76,2.29,18.27,,1.68,
74,06936,顺丰控股,-4.4,80.16,48.6,2.97,88.71,45.18,32.12,-0.31,13.25,,1.42,
75,01801,信达生物,72.15,89.2,71.16,73.11,84.77,37.52,95.35,1.65,184.58,,7.72,
76,00788,中国铁塔,25.75,65.2,10.73,8.84,71.58,8.6,9.45,1.5,10.95,,0.7,
77,01038,长江基建集团,99.05,103.85,71.31,98.08,105.89,60.57,64.3,0.23,6.44,,1.1,
78,01113,长实集团,35.07,52.68,48.99,31.68,55.1,56.39,45.9,2.0,12.14,,0.4,
79,01377,鼎泰高科,44.38,60.5,,46.72,55.12,,370.8,0.87,225.73,,46.26,
80,06886,华泰证券,95.24,51.3,23.98,77.39,46.24,16.93,17.0,0.95,7.82,,0.76,
81,02423,贝壳-W,21.25,85.91,52.68,26.18,84.12,39.97,44.22,0.77,39.88,,2.14,
82,00027,银河娱乐,83.93,104.21,23.13,94.45,108.19,7.36,34.54,-0.58,14.12,,1.79,
83,09973,奇瑞汽车,25.46,66.0,23.69,1.03,60.28,26.18,25.9,1.49,7.25,,2.41,
84,01988,民生银行,9.88,61.21,22.88,3.09,70.84,20.17,3.4,0.15,4.49,,0.23,
85,03606,福耀玻璃,38.14,83.22,35.58,19.97,85.28,22.69,56.6,0.44,14.7,,3.33,
86,00688,中国海外发展,62.87,62.31,35.32,69.27,33.79,35.14,13.42,-0.45,10.45,,0.34,
87,02600,中国铝业,23.38,65.14,-6.69,2.17,33.41,-6.11,8.56,4.58,8.92,,1.61,
88,01898,中煤能源,68.48,84.08,5.59,61.19,54.96,6.79,11.07,0.82,9.12,,0.79,
89,01336,新华保险,6.55,33.56,0.01,-10.82,35.86,1.25,46.32,1.98,3.51,,1.03,
90,01766,中国中车,16.99,68.93,23.47,-8.45,58.13,15.83,5.03,1.72,9.54,,0.72,
91,01816,中广核电力,-4.2,56.03,0.21,-2.59,54.52,6.23,2.79,-0.18,13.24,,0.99,
92,01972,太古地产,82.77,111.37,42.26,61.81,101.61,24.52,24.26,2.54,42.33,,0.52,
93,02057,中通快递-W,-0.09,44.82,48.31,-11.27,52.67,62.44,180.2,1.12,13.37,,1.97,
94,01776,广发证券,45.74,42.47,47.94,36.02,39.84,36.21,17.32,2.0,7.74,,0.87,
95,01888,建滔积层板,104.15,2.92,22.89,90.95,-6.55,39.5,42.12,9.12,54.35,,8.08,
96,00012,恒基地产,18.94,67.07,7.88,8.99,62.79,11.26,27.06,1.05,23.17,,0.41,
97,06099,招商证券,27.0,6.98,43.95,18.27,1.57,47.35,15.05,2.66,8.8,,0.93,
98,00358,江西铜业股份,24.48,78.19,14.99,23.11,74.42,6.01,37.52,3.82,14.06,,1.36,
99,00006,电能实业,102.92,106.79,50.82,95.31,101.53,47.97,60.35,1.17,7.19,,1.25,
100,09987,百胜中国,3.25,88.03,33.6,0.62,92.04,23.05,371.2,0.27,16.76,,3.05,
