排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
39,03986,兆易创新,527.5,6.69,3701.71,39.1,114.77,12.92
40,02259,紫金黄金国际,137.2,4.41,3671.94,16.12,29.46,5.63
41,02328,中国财险,15.93,-1.91,3543.27,2.32,8.39,1.07
42,00992,联想集团,28.12,8.4,3488.19,30.46,23.28,5.83
43,00267,中信股份,11.84,-0.84,3444.29,0.76,5.3,0.4
44,00016,新鸿基地产,115.3,-0.6,3341.14,7.29,15.19,0.54
45,06809,澜起科技,269.4,3.22,3288.13,15.67,114.75,13.95
46,06160,百济神州,209.8,5.16,3235.71,17.56,63.15,9.52
47,02338,潍柴动力,35.0,1.92,3024.08,3.83,23.89,2.82
48,02601,中国太保,29.52,-1.27,2839.92,2.04,4.72,0.78
49,00001,长和,72.9,0.9,2792.1,3.19,23.58,0.5
50,02378,保诚,108.7,0.18,2721.15,0.23,8.79,1.77
51,00669,创科实业,146.5,0.83,2677.61,7.7,26.29,4.59
52,02611,国泰海通,14.45,0.63,2547.37,1.07,10.29,0.69
53,02476,胜宏科技,257.0,11.26,2525.76,27.99,48.24,11.38
54,01347,华虹宏力,141.1,3.22,2451.93,39.22,436.34,4.65
55,01378,中国宏桥,24.18,2.63,2374.33,9.51,9.47,1.64
56,01339,中国人民保险集团,5.33,-1.2,2357.14,0.84,4.99,0.65
57,01919,中远海控,15.39,1.72,2349.76,1.39,8.35,0.88
58,01109,华润置地,32.86,0.0,2343.23,3.18,8.33,0.73
59,06951,三环集团,106.8,2.89,2123.04,4.28,65.98,8.07
60,09992,泡泡玛特,157.8,0.32,2101.55,12.76,14.86,8.59
61,02020,安踏体育,74.45,-0.07,2082.11,2.75,13.84,2.86
62,03692,翰森制药,32.88,3.79,1993.89,3.35,32.42,5.08
63,00175,吉利汽车,18.42,-0.75,1986.62,5.22,11.53,1.84
64,00066,港铁公司,31.88,-1.42,1984.47,0.95,13.52,1.03
65,06690,海尔智家,20.96,-0.85,1965.55,1.05,9.37,1.39
66,00002,中电控股,77.4,1.44,1955.47,3.26,18.04,1.77
67,00762,中国联通,6.39,-1.46,1955.22,1.68,8.83,0.48
68,01024,快手-W,44.14,-0.23,1909.81,9.75,9.75,2.06
69,02269,药明生物,45.94,11.02,1904.21,32.0,35.04,3.63
70,06031,三一重工,20.26,-2.03,1862.91,0.51,19.73,1.82
71,03288,海天味业,31.72,-1.43,1855.95,0.17,22.71,3.9
72,02714,牧原股份,32.06,1.71,1850.82,0.88,16.97,1.89
73,06818,中国光大银行,3.07,-1.6,1813.93,0.29,4.27,0.32
74,00788,中国铁塔,9.75,-0.46,1716.08,1.07,13.33,0.76
75,06936,顺丰控股,32.3,-1.46,1698.38,0.4,13.32,1.43
76,01377,鼎泰高科,390.8,4.49,1657.17,2.16,237.91,48.76
77,01801,信达生物,94.75,4.18,1652.14,16.18,183.42,7.67
78,01113,长实集团,46.82,0.04,1638.6,1.31,15.11,0.41
79,01038,长江基建集团,61.1,-0.33,1539.48,0.57,18.63,1.2
80,02423,贝壳-W,44.06,1.19,1525.55,1.27,40.05,2.13
81,06886,华泰证券,16.8,0.18,1516.51,0.67,7.73,0.75
82,01988,民生银行,3.45,-0.14,1510.49,0.46,4.57,0.23
83,01336,新华保险,48.38,0.88,1509.24,1.86,3.67,1.08
84,09973,奇瑞汽车,25.72,1.02,1493.97,0.63,7.2,2.39
85,02600,中国铝业,8.57,1.96,1470.18,2.82,8.93,1.61
86,03606,福耀玻璃,56.0,-1.93,1461.46,0.97,14.54,3.3
87,01766,中国中车,5.03,-1.28,1443.55,0.71,9.55,0.73
88,00688,中国海外发展,13.17,-0.3,1441.44,1.52,10.26,0.34
89,00027,银河娱乐,32.82,-2.15,1437.27,1.93,13.47,1.73
90,01816,中广核电力,2.83,-0.35,1429.12,0.77,13.43,1.0
91,01898,中煤能源,10.77,0.19,1427.96,0.98,8.87,0.77
92,02057,中通快递-W,186.3,-1.64,1422.27,1.43,13.82,2.04
93,00358,江西铜业股份,39.9,4.18,1381.63,8.07,14.96,1.45
94,01776,广发证券,17.29,0.76,1352.92,0.85,7.73,0.87
95,01972,太古地产,23.34,1.48,1343.8,0.54,40.72,0.5
96,06099,招商证券,15.26,1.6,1327.09,0.89,8.92,0.94
97,09987,百胜中国,379.2,0.48,1300.53,1.4,17.14,3.11
98,00012,恒基地产,26.84,-2.33,1299.43,3.33,22.99,0.4
99,06990,科伦博泰生物,537.5,5.81,1284.75,3.84,-303.8,23.26
100,09903,天数智芯,476.6,5.91,1282.89,7.12,-115.45,41.87
