排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
26,02359,药明康德,103.92,103.54,100.83,192.5,7.12,22.93,,5.96,
27,03690,美团-W,58.66,113.59,72.29,92.2,0.0,-12.8,,3.35,
28,02388,中银香港,23.49,92.52,83.67,50.15,-0.5,13.22,,1.48,
29,00386,中国石油化工股份,24.51,98.39,7.35,4.36,2.11,12.89,,0.56,
30,00388,香港交易所,81.15,112.42,49.92,411.6,0.39,27.64,,9.45,
31,02888,渣打集团,72.58,92.02,95.48,232.6,-0.77,12.06,,1.4,
32,02475,立讯精密,94.25,70.84,,63.35,3.85,25.46,,4.61,
33,09633,农夫山泉,31.94,57.04,8.73,42.4,-0.14,27.12,,10.9,
34,06030,中信证券,25.19,58.42,47.45,27.08,1.12,11.21,,1.21,
35,00728,中国电信,-15.28,36.08,13.15,4.5,-1.21,11.6,,0.78,
36,00998,中信银行,-10.17,83.75,34.05,7.37,-1.27,5.13,,0.49,
37,03993,洛阳钼业,92.39,70.95,20.81,19.09,1.49,15.09,,4.05,
38,01276,恒瑞医药,61.76,67.2,13.88,58.35,3.46,42.64,,5.38,
39,03986,兆易创新,79.19,-8.43,23.04,528.5,6.9,114.77,,12.92,
40,02259,紫金黄金国际,87.9,103.83,9.12,137.2,4.41,29.46,,5.63,
41,02328,中国财险,58.27,82.67,46.72,15.95,-1.79,8.39,,1.07,
42,00992,联想集团,108.64,83.81,109.42,28.14,8.48,23.28,,5.83,
43,00267,中信股份,-7.15,47.81,29.97,11.84,-0.84,5.3,,0.4,
44,00016,新鸿基地产,14.57,46.87,31.86,115.2,-0.69,15.19,,0.54,
45,06809,澜起科技,34.4,-1.22,37.91,269.2,3.14,114.75,,13.95,
46,06160,百济神州,86.39,107.67,67.43,210.0,5.26,63.15,,9.52,
47,02338,潍柴动力,92.18,35.85,57.62,35.14,2.33,23.89,,2.82,
48,02601,中国太保,-4.57,62.76,6.9,29.58,-1.07,4.72,,0.78,
49,00001,长和,46.43,100.02,95.0,73.0,1.04,23.58,,0.5,
50,02378,保诚,3.48,80.32,31.05,108.8,0.28,8.79,,1.77,
51,00669,创科实业,102.84,95.6,104.92,146.3,0.69,26.29,,4.59,
52,02611,国泰海通,13.93,41.6,24.1,14.45,0.63,10.29,,0.69,
53,02476,胜宏科技,107.84,15.71,14.71,256.6,11.08,48.24,,11.38,
54,01347,华虹宏力,68.05,-3.13,46.83,141.1,3.22,436.34,,4.65,
55,01378,中国宏桥,67.37,62.63,-0.88,24.18,2.63,9.47,,1.64,
56,01339,中国人民保险集团,36.77,88.67,8.11,5.33,-1.2,4.99,,0.65,
57,01919,中远海控,15.32,106.83,66.07,15.4,1.78,8.35,,0.88,
58,01109,华润置地,19.65,42.57,41.37,32.86,0.0,8.33,,0.73,
59,06951,三环集团,87.32,58.43,,106.6,2.7,65.98,,8.07,
60,09992,泡泡玛特,25.0,28.29,4.86,157.9,0.38,14.86,,8.59,
61,02020,安踏体育,-5.29,81.2,40.77,74.55,0.07,13.84,,2.86,
62,03692,翰森制药,52.31,77.48,11.97,32.92,3.91,32.42,,5.08,
63,00175,吉利汽车,-6.72,66.86,28.05,18.42,-0.75,11.53,,1.84,
64,00066,港铁公司,-1.52,75.74,23.6,31.9,-1.36,13.52,,1.03,
65,06690,海尔智家,-12.96,68.58,14.92,20.96,-0.85,9.37,,1.39,
66,00002,中电控股,38.87,103.45,95.27,77.5,1.57,18.04,,1.77,
67,00762,中国联通,-18.27,27.6,7.7,6.39,-1.46,8.83,,0.48,
68,01024,快手-W,68.48,52.09,-3.84,44.14,-0.23,9.75,,2.06,
69,02269,药明生物,106.63,107.77,86.82,45.96,11.07,35.04,,3.63,
70,06031,三一重工,11.52,69.83,19.17,20.28,-1.93,19.73,,1.82,
71,03288,海天味业,14.22,82.83,34.11,31.8,-1.18,22.71,,3.9,
72,02714,牧原股份,32.39,80.49,9.0,32.06,1.71,16.97,,1.89,
73,06818,中国光大银行,-12.85,40.32,17.64,3.06,-1.76,4.27,,0.32,
74,00788,中国铁塔,17.83,96.46,16.4,9.75,-0.46,13.33,,0.76,
75,06936,顺丰控股,-5.75,99.78,50.77,32.38,-1.22,13.32,,1.43,
76,01377,鼎泰高科,103.12,46.27,,391.4,4.65,237.91,,48.76,
77,01801,信达生物,111.35,82.12,69.64,94.75,4.18,183.42,,7.67,
78,01113,长实集团,8.47,81.36,54.41,46.88,0.17,15.11,,0.41,
79,01038,长江基建集团,-4.94,93.03,56.22,61.1,-0.33,18.63,,1.2,
80,02423,贝壳-W,77.08,82.73,51.96,44.06,1.19,40.05,,2.13,
81,06886,华泰证券,35.89,46.32,21.48,16.78,0.06,7.73,,0.75,
82,01988,民生银行,1.05,90.56,26.0,3.45,-0.14,4.57,,0.23,
83,01336,新华保险,58.73,52.77,7.12,48.44,1.0,3.67,,1.08,
84,09973,奇瑞汽车,45.72,59.35,22.35,25.72,1.02,7.2,,2.39,
85,02600,中国铝业,73.34,36.09,-6.55,8.57,2.02,8.93,,1.61,
86,03606,福耀玻璃,26.43,88.69,33.21,55.95,-2.01,14.54,,3.3,
87,01766,中国中车,26.79,64.39,23.27,5.02,-1.47,9.55,,0.73,
88,00688,中国海外发展,8.87,26.26,31.68,13.17,-0.3,10.26,,0.34,
89,00027,银河娱乐,12.27,96.35,14.52,32.82,-2.15,13.47,,1.73,
90,01816,中广核电力,-0.26,57.03,2.87,2.83,-0.35,13.43,,1.0,
91,01898,中煤能源,62.07,35.27,1.37,10.77,0.19,8.87,,0.77,
92,02057,中通快递-W,36.27,78.06,58.41,186.3,-1.64,13.82,,2.04,
93,00358,江西铜业股份,98.36,81.11,22.51,39.92,4.23,14.96,,1.45,
94,01776,广发证券,84.26,51.13,47.53,17.29,0.76,7.73,,0.87,
95,01972,太古地产,19.85,96.51,31.79,23.28,1.22,40.72,,0.5,
96,06099,招商证券,89.2,7.22,46.65,15.26,1.6,8.92,,0.94,
97,09987,百胜中国,67.69,98.11,38.03,379.2,0.48,17.14,,3.11,
98,00012,恒基地产,-2.5,60.47,6.2,26.82,-2.4,22.99,,0.4,
99,06990,科伦博泰生物,97.22,87.8,82.83,537.5,5.81,-303.8,,23.26,
100,09903,天数智芯,53.02,7.08,46.46,476.8,5.96,-115.45,,41.87,
