排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,00700,腾讯控股,52.5,45.96,6.08,39.82,57.25,2.21,447.8,0.54,15.27,,3.11,,460.89,454.2,1.0,-2.84,0.58,0.42,51.54,,,
2,03750,宁德时代,-1.24,31.83,46.36,-0.15,37.11,59.83,613.5,-0.73,29.46,,6.5,,638.225,655.158,0.0,-3.87,1.27,0.9,11.49,,,
3,00005,汇丰控股,53.02,62.01,92.28,59.37,66.37,98.71,161.8,0.06,14.73,,2.05,,162.695,155.087,1.0,-0.55,0.49,0.36,7.53,,,
4,01398,工商银行,72.16,92.49,84.32,87.67,87.97,74.53,7.46,-1.19,6.4,,0.6,,7.326,7.04,1.0,1.76,1.08,1.03,12.54,,,
5,00939,建设银行,70.8,97.29,87.89,87.42,94.1,78.46,9.13,-0.87,6.25,,0.59,,8.99,8.667,1.0,1.61,0.95,0.85,18.16,,,
6,09988,阿里巴巴-W,20.47,82.56,19.37,19.93,98.55,8.33,115.5,-0.94,27.03,,1.82,,122.145,112.888,1.0,-5.44,0.48,0.79,96.56,,,
7,01288,农业银行,84.55,87.89,79.56,93.09,81.61,64.03,6.24,-0.64,6.63,,0.68,,6.063,5.835,1.0,2.92,0.95,0.91,4.51,,,
8,00857,中国石油股份,62.76,97.64,33.72,72.55,92.66,34.14,9.97,0.5,10.28,,0.99,,9.753,9.649,1.0,2.22,0.5,0.4,3.33,,,
9,03988,中国银行,78.59,94.09,91.59,95.19,87.05,85.64,5.5,-0.9,6.47,,0.57,,5.373,5.265,1.0,2.46,0.68,0.67,6.11,,,
10,00941,中国移动,0.61,61.41,34.06,4.71,87.69,44.58,79.45,-0.81,11.46,,1.03,,81.963,80.85,1.0,-3.07,0.83,0.94,10.27,,,
11,03968,招商银行,81.7,83.53,59.1,85.43,80.81,47.73,49.52,0.2,7.4,,0.97,,49.005,47.802,1.0,1.05,1.01,1.03,5.41,,,
12,03308,中际旭创,2.24,48.85,,-6.43,,,1046.0,3.05,52.53,,25.42,,1098.85,,,-4.81,1.54,,17.91,,,
13,00883,中国海洋石油,74.51,113.83,28.43,78.2,108.49,20.49,25.12,0.8,7.57,,1.21,,24.127,23.509,1.0,4.12,1.02,0.93,15.65,,,
14,02318,中国平安,109.29,87.47,13.56,114.01,79.49,10.69,57.2,-0.78,5.72,,0.88,,56.342,55.46,1.0,1.52,0.78,1.04,18.28,,,
15,02899,紫金矿业,65.32,104.24,30.29,72.38,111.9,6.76,37.66,-1.1,13.03,,4.31,,35.856,32.576,1.0,5.03,0.48,0.57,13.41,,,
16,01088,中国神华,88.01,112.03,48.38,82.74,102.46,33.61,45.72,1.55,16.81,,1.77,,43.765,43.188,1.0,4.47,0.92,0.88,3.71,,,
