排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,00700,腾讯控股,447.8,0.54,40763.89,51.54,15.27,3.11,9.9663537853,0.0,0.0,0.0,0.0
2,03750,宁德时代,613.5,-0.73,28384.53,11.49,29.46,6.5,12.0827161258,0.0,0.0,0.0,0.0
3,00005,汇丰控股,161.8,0.06,27780.96,7.53,14.73,2.05,7.4073136207,0.0,0.0,0.0,0.0
4,01398,工商银行,7.455,-1.19,26570.09,12.54,6.4,0.6,2.0285709286,0.0,0.0,0.0,0.0
5,00939,建设银行,9.135,-0.87,23897.19,18.16,6.25,0.59,2.3288161822,0.0,0.0,0.0,0.0
6,09988,阿里巴巴-W,115.5,-0.94,22967.16,96.56,27.03,1.82,0.9987987878,0.0,0.0,0.0,0.0
7,01288,农业银行,6.24,-0.64,21838.94,4.51,6.63,0.68,2.3014274605,0.0,0.0,0.0,0.0
8,00857,中国石油股份,9.97,0.5,18247.19,3.33,10.28,0.99,2.9822556621,0.0,0.0,0.0,0.0
9,03988,中国银行,5.505,-0.9,17737.79,6.11,6.47,0.57,1.8364620954,0.0,0.0,0.0,0.0
10,00941,中国移动,79.45,-0.81,17230.49,10.27,11.46,1.03,5.4714246401999995,0.0,0.0,0.0,0.0
11,03968,招商银行,49.52,0.2,12488.87,5.41,7.4,0.97,2.962707858,0.0,0.0,0.0,0.0
12,03308,中际旭创,1046.0,3.05,12235.42,17.91,52.53,25.42,39.213740819499996,0.0,0.0,0.0,0.0
13,00883,中国海洋石油,25.12,0.8,11939.52,15.65,7.57,1.21,10.346972879299999,0.0,0.0,0.0,0.0
14,02318,中国平安,57.2,-0.78,10357.57,18.28,5.72,0.88,9.1284065146,0.0,0.0,0.0,0.0
15,02899,紫金矿业,37.66,-1.1,10014.06,13.41,13.03,4.31,20.0147693811,0.0,0.0,0.0,0.0
16,01088,中国神华,45.72,1.55,9916.41,3.71,16.81,1.77,2.6503520051,0.0,0.0,0.0,0.0
17,01211,比亚迪股份,91.25,-1.46,8319.44,16.58,26.99,3.17,1.6463612770999998,0.0,0.0,0.0,0.0
18,02628,中国人寿,29.32,0.41,8287.21,16.2,2.95,1.08,21.35749495,0.0,0.0,0.0,0.0
19,01299,友邦保险,74.65,0.61,7723.77,14.99,12.4,2.42,10.2330680139,0.0,0.0,0.0,0.0
20,00300,美的集团,99.15,0.51,7563.95,2.52,15.27,2.87,5.5647634701,0.0,0.0,0.0,0.0
21,01810,小米集团-W,27.48,-3.44,7078.57,40.45,18.92,2.28,5.2939105732,0.0,0.0,0.0,0.0
22,03328,交通银行,7.54,-0.4,6662.63,1.26,6.17,0.51,2.0439813024,0.0,0.0,0.0,0.0
23,09999,网易,193.2,-1.18,6199.32,8.04,16.77,3.22,10.7852666043,0.0,0.0,0.0,0.0
24,00981,中芯国际,71.3,2.3,6104.04,32.74,75.16,3.1,2.904731861,0.0,0.0,0.0,0.0
25,01658,邮储银行,4.97,-0.7,5968.72,1.58,6.06,0.51,2.224889776,0.0,0.0,0.0,0.0
26,02359,药明康德,199.0,-0.4,5897.58,6.32,23.66,6.15,13.5914693084,0.0,0.0,0.0,0.0
27,00386,中国石油化工股份,4.68,-0.64,5659.31,3.48,13.97,0.58,3.1847966031,0.0,0.0,0.0,0.0
28,02513,智谱,1160.0,12.62,5401.23,76.54,-103.84,-5.22,77.98409694440001,0.0,0.0,0.0,0.0
29,00388,香港交易所,422.2,0.33,5352.81,9.3,27.03,8.82,17.7907965287,0.0,0.0,0.0,0.0
30,02388,中银香港,49.82,-0.36,5267.36,4.17,13.13,1.47,11.5084532818,0.0,0.0,0.0,0.0
31,02888,渣打集团,233.2,1.57,5094.88,0.75,12.06,1.41,6.6700750452,0.0,0.0,0.0,0.0
32,02475,立讯精密,64.05,1.1,4956.07,3.71,24.63,4.37,8.785947626899999,0.0,0.0,0.0,0.0
33,09633,农夫山泉,42.94,-2.59,4829.23,2.69,24.84,11.29,23.192367081500002,0.0,0.0,0.0,0.0
34,03690,美团-W,77.5,-0.7,4785.99,21.38,-10.76,2.82,-4.5367050625,0.0,0.0,0.0,0.0
35,00998,中信银行,8.18,1.55,4551.77,2.58,5.59,0.53,4.4222819408,0.0,0.0,0.0,0.0
36,00728,中国电信,4.89,0.72,4474.7,3.01,13.14,0.82,4.2002292243,0.0,0.0,0.0,0.0
37,06030,中信证券,27.48,-0.58,4293.55,2.36,9.52,1.2,6.958091817000001,0.0,0.0,0.0,0.0
38,02259,紫金黄金国际,155.9,-0.76,4172.41,7.31,21.12,5.7,16.3776706455,0.0,0.0,0.0,0.0
39,00992,联想集团,30.72,0.52,3810.71,25.85,61.03,6.74,-8.1975118141,0.0,0.0,0.0,0.0
40,03993,洛阳钼业,17.53,-3.1,3750.42,7.82,11.87,3.63,18.7382109913,0.0,0.0,0.0,0.0
41,00267,中信股份,12.82,-0.85,3729.37,2.72,5.74,0.43,7.6280850688,0.0,0.0,0.0,0.0
42,06809,澜起科技,301.2,12.3,3676.26,19.23,128.29,15.59,5.0185959632,0.0,0.0,0.0,0.0
43,03986,兆易创新,516.0,7.05,3632.49,18.84,39.97,8.44,24.3618478864,0.0,0.0,0.0,0.0
44,02328,中国财险,16.12,-0.92,3585.53,1.98,8.49,1.08,2.9797826357,0.0,0.0,0.0,0.0
45,00016,新鸿基地产,123.5,-0.88,3578.76,2.28,16.27,0.58,1.6533406048000001,0.0,0.0,0.0,0.0
46,06160,百济神州,226.0,-0.96,3485.56,6.48,68.03,8.59,9.7400031378,0.0,0.0,0.0,0.0
47,01276,恒瑞医药,48.86,4.58,3242.94,6.05,36.86,4.37,7.102739472,0.0,0.0,0.0,0.0
48,02601,中国太保,29.86,-0.6,2872.63,2.49,4.77,0.79,3.2299415355,0.0,0.0,0.0,0.0
49,02611,国泰海通,15.72,-0.25,2763.74,1.6,7.5,0.73,5.7601224553999995,0.0,0.0,0.0,0.0
50,02338,潍柴动力,31.6,-1.62,2730.31,5.34,21.57,2.55,3.2727235767,0.0,0.0,0.0,0.0
51,02378,保诚,109.0,-1.45,2721.41,0.08,9.6,1.76,4.7795591182,0.0,0.0,0.0,0.0
52,00001,长和,70.25,-0.07,2690.61,3.11,7.12,0.47,4.6967757312,0.0,0.0,0.0,0.0
53,01919,中远海控,17.59,0.23,2685.66,2.7,9.54,1.01,2.5117545399,0.0,0.0,0.0,0.0
54,00669,创科实业,138.7,0.95,2534.9,5.72,24.89,4.34,10.251683098300001,0.0,0.0,0.0,0.0
55,02476,胜宏科技,253.0,6.93,2486.45,12.54,47.49,11.2,7.5741333268,0.0,0.0,0.0,0.0
56,01109,华润置地,33.84,-2.7,2413.11,6.85,8.58,0.75,9.0421070521,0.0,0.0,0.0,0.0
57,01339,中国人民保险集团,5.365,-1.01,2372.62,0.82,5.02,0.66,2.8054562208,0.0,0.0,0.0,0.0
58,01378,中国宏桥,23.14,-2.28,2272.21,6.13,7.25,1.48,12.9546453199,0.0,0.0,0.0,0.0
59,03692,翰森制药,36.82,16.01,2232.82,12.08,29.32,5.13,11.6444531106,0.0,0.0,0.0,0.0
60,06951,三环集团,111.4,4.5,2224.34,1.31,59.05,8.19,8.7222563948,0.0,0.0,0.0,0.0
61,02020,安踏体育,77.8,-1.21,2175.8,13.63,11.92,2.64,13.803790331400002,0.0,0.0,0.0,0.0
62,01347,华虹宏力,122.8,4.51,2133.93,32.9,265.96,3.81,0.8663995917999999,0.0,0.0,0.0,0.0
63,02269,药明生物,50.5,-0.49,2093.22,25.17,36.86,3.78,5.1192520988,0.0,0.0,0.0,0.0
64,09992,泡泡玛特,154.0,-0.19,2050.94,10.51,13.74,7.72,22.2264851354,0.0,0.0,0.0,0.0
65,00066,港铁公司,32.56,0.0,2026.8,0.96,8.87,0.99,8.0062750795,0.0,0.0,0.0,0.0
66,06690,海尔智家,21.42,-0.46,2008.69,2.38,9.58,1.42,3.8145840131,0.0,0.0,0.0,0.0
67,00002,中电控股,78.85,0.13,1992.11,1.38,18.38,1.8,5.5000183426,0.0,0.0,0.0,0.0
68,00175,吉利汽车,18.3,-0.33,1973.68,4.6,10.4,1.81,9.7138448665,0.0,0.0,0.0,0.0
69,02714,牧原股份,34.1,1.43,1968.53,0.63,-140.82,2.16,-7.6992811818,0.0,0.0,0.0,0.0
70,01801,信达生物,107.6,-2.0,1876.2,15.24,131.33,7.83,6.2497601434000005,0.0,0.0,0.0,0.0
71,06818,中国光大银行,3.025,-0.66,1787.34,0.22,4.21,0.31,1.9434831241000001,0.0,0.0,0.0,0.0
72,06031,三一重工,18.88,0.11,1736.02,0.59,18.38,1.69,2.7732283036000003,0.0,0.0,0.0,0.0
73,00762,中国联通,5.665,-1.99,1733.38,1.58,9.6,0.4,2.5538526275,0.0,0.0,0.0,0.0
74,06936,顺丰控股,32.7,-0.3,1719.41,0.1,13.49,1.45,2.5292712814000002,0.0,0.0,0.0,0.0
75,03288,海天味业,29.0,-11.21,1696.8,4.55,20.38,3.77,10.420282621,0.0,0.0,0.0,0.0
76,01038,长江基建集团,65.55,0.0,1651.6,0.44,6.56,1.12,15.4089885767,0.0,0.0,0.0,0.0
77,02423,贝壳-W,47.06,-2.0,1616.87,4.1,29.86,2.16,5.8781826801,0.0,0.0,0.0,0.0
78,00788,中国铁塔,9.185,-0.7,1616.64,0.82,10.65,0.68,3.6566222263,0.0,0.0,0.0,0.0
79,01113,长实集团,46.12,-1.41,1614.1,1.8,12.2,0.4,2.1803216119,0.0,0.0,0.0,0.0
80,01898,中煤能源,11.86,2.33,1572.48,2.4,9.01,0.82,5.0138541572,0.0,0.0,0.0,0.0
81,06886,华泰证券,17.32,-0.23,1563.45,0.78,7.97,0.78,2.2949876042,0.0,0.0,0.0,0.0
82,00688,中国海外发展,14.17,-1.25,1550.89,4.99,12.2,0.34,1.8012087869,0.0,0.0,0.0,0.0
83,01766,中国中车,5.3,0.57,1521.04,0.56,9.6,0.75,4.584387216400001,0.0,0.0,0.0,0.0
84,09973,奇瑞汽车,26.08,-0.61,1514.88,0.59,7.47,2.43,16.3366100628,0.0,0.0,0.0,0.0
85,01816,中广核电力,2.99,-0.5,1509.91,1.68,13.34,1.06,4.8075938509,0.0,0.0,0.0,0.0
86,01377,鼎泰高科,355.6,0.4,1507.9,0.43,138.74,40.69,23.534053253299998,0.0,0.0,0.0,0.0
87,00027,银河娱乐,34.36,-1.09,1504.71,3.96,14.04,1.78,6.2950651365,0.0,0.0,0.0,0.0
88,06869,长飞光纤光缆,179.8,10.31,1488.57,60.09,37.74,7.9,19.3870784704,0.0,0.0,0.0,0.0
89,01988,民生银行,3.395,-1.31,1486.41,0.84,4.49,0.23,1.6565321447999999,0.0,0.0,0.0,0.0
90,01336,新华保险,47.12,-4.31,1469.93,8.37,2.93,1.03,19.3882324921,0.0,0.0,0.0,0.0
