排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,688825,长鑫科技,8.84,77.12,,38.95,88.5,,54.32,-3.86,45.07,3.57,27.37,53.57,55.879,,,-2.79,0.91,,133.58,3.57,53.57,半导体
2,601398,工商银行,94.34,94.02,105.47,97.75,74.69,92.17,8.22,0.86,7.83,96.67,0.74,71.96,7.766,7.577,1.0,5.85,1.17,0.95,30.52,98.02,96.69,银行Ⅱ
3,601939,建设银行,98.33,99.25,108.32,100.32,84.25,104.26,11.14,0.45,8.41,98.0,0.81,75.33,10.509,10.18,1.0,6.0,0.84,0.7,10.85,100.0,100.0,银行Ⅱ
4,601288,农业银行,96.08,99.71,64.69,96.91,81.96,38.97,7.06,0.14,8.29,94.53,0.86,89.31,6.699,6.535,1.0,5.39,0.88,0.66,20.62,90.5,90.25,银行Ⅱ
5,600941,中国移动,104.63,108.56,100.42,100.03,99.81,65.84,100.8,0.91,16.59,74.51,1.54,42.57,97.373,94.105,1.0,3.52,1.63,1.18,13.35,74.51,42.57,通信服务
6,601988,中国银行,99.62,106.05,110.06,100.74,98.72,103.35,6.68,0.15,8.64,100.0,0.78,94.72,6.085,5.933,1.0,9.78,0.81,0.87,16.89,100.0,100.0,银行Ⅱ
7,601857,中国石油,66.04,103.31,46.63,87.41,110.09,41.68,11.26,-1.49,11.7,50.76,1.26,93.2,11.001,10.278,1.0,2.35,1.22,1.01,16.31,84.63,92.73,炼化及贸易
8,600519,贵州茅台,68.66,73.24,40.29,71.37,78.85,39.7,1297.5,-0.16,19.92,6.13,6.46,2.99,1310.722,1268.26,1.0,-1.01,0.86,0.52,26.34,10.66,5.12,白酒Ⅱ
9,300750,宁德时代,-4.49,21.26,6.73,-1.01,59.32,24.09,348.29,-2.74,18.96,9.95,4.25,12.96,382.907,383.418,0.0,-9.04,1.19,1.04,97.2,16.36,19.5,电池
10,600938,中国海油,58.98,105.3,32.36,84.53,116.07,28.65,33.77,-2.14,11.6,85.86,1.87,78.42,33.234,31.042,1.0,1.61,1.26,1.02,18.58,85.86,78.42,油气开采Ⅱ
11,601138,工业富联,53.84,57.25,34.03,70.85,56.81,37.74,61.8,-1.81,26.14,86.5,6.98,90.65,64.424,65.046,0.0,-4.07,0.55,0.46,38.36,78.1,85.79,消费电子
12,601628,中国人寿,67.13,32.61,29.41,96.55,48.66,25.61,38.15,-2.35,4.35,0.05,1.62,6.08,37.747,37.613,1.0,1.07,0.88,0.95,12.8,0.08,10.58,保险Ⅱ
13,688981,中芯国际,58.42,3.07,36.81,79.29,6.1,47.92,122.55,-2.82,145.57,64.54,6.12,85.36,126.947,137.716,0.0,-3.46,0.86,0.53,35.18,62.4,86.45,半导体
14,601088,中国神华,56.17,105.02,82.8,75.08,109.24,73.1,48.05,-0.52,19.31,98.29,2.31,99.19,46.114,43.702,1.0,4.2,1.28,1.13,16.66,97.02,98.6,煤炭开采
15,600036,招商银行,103.56,98.45,105.02,103.27,83.92,76.24,40.87,0.02,6.79,31.94,0.9,16.4,39.231,38.085,1.0,4.18,0.81,0.76,26.48,55.54,28.51,银行Ⅱ
16,601318,中国平安,94.3,104.02,28.63,105.85,99.74,18.17,56.63,-1.05,6.44,0.48,1.0,29.23,53.902,52.384,1.0,5.06,0.79,0.79,34.09,0.74,50.83,保险Ⅱ
17,300308,中际旭创,6.21,0.53,22.94,16.02,6.66,35.52,822.4,-4.29,47.36,50.1,24.3,94.87,898.428,1052.768,0.0,-8.46,1.02,0.72,220.6,56.28,91.07,通信设备
18,601899,紫金矿业,22.21,91.4,34.93,43.56,107.97,28.84,32.95,-2.31,12.95,7.84,4.34,81.56,33.645,30.377,1.0,-2.07,0.99,0.82,77.62,13.64,82.23,工业金属
19,002594,比亚迪,-9.45,38.73,31.12,6.67,82.62,37.48,86.8,-2.15,26.89,23.38,3.3,26.05,90.021,89.199,1.0,-3.58,1.06,1.02,30.3,40.66,0.74,乘用车
20,600900,长江电力,89.31,70.8,93.95,70.49,61.0,86.46,28.72,1.13,19.41,53.99,3.25,87.21,28.14,27.609,1.0,2.06,1.36,1.13,35.82,26.03,77.77,电力
21,688256,寒武纪,100.11,12.57,40.88,95.6,0.43,48.54,1108.0,-0.09,209.11,78.61,51.4,89.11,1086.241,1240.561,0.0,2.0,0.75,0.58,85.24,73.72,86.61,半导体
22,601658,邮储银行,101.09,83.39,98.67,97.9,52.83,63.66,5.56,1.46,7.45,80.28,0.64,37.66,5.043,5.009,1.0,10.25,1.21,1.9,17.92,88.93,50.83,银行Ⅱ
23,000333,美的集团,76.98,79.44,94.57,91.02,76.7,93.01,86.98,-0.58,14.95,54.75,3.13,51.62,85.278,82.025,1.0,2.0,0.61,0.45,10.71,84.38,87.44,白色家电
24,600028,中国石化,79.23,93.33,20.21,101.59,100.4,13.0,5.43,-1.63,18.26,87.02,0.78,39.35,5.205,5.0,1.0,4.32,0.99,0.96,13.13,87.27,36.78,炼化及贸易
25,601328,交通银行,95.03,99.03,108.74,91.72,86.48,86.39,7.43,0.95,6.74,92.25,0.56,61.31,7.071,6.855,1.0,5.08,1.27,1.16,15.52,91.24,76.78,银行Ⅱ
26,601728,中国电信,53.84,95.02,70.66,38.62,95.08,58.54,6.47,0.0,19.9,82.87,1.25,66.64,6.425,6.043,1.0,0.7,0.77,0.51,4.37,82.89,66.53,通信服务
27,688041,海光信息,83.02,-0.6,15.43,73.94,-4.13,31.98,247.21,-1.29,182.88,65.14,22.65,77.95,263.845,300.663,0.0,-6.3,0.65,0.61,34.42,65.14,77.95,半导体
28,300502,新易盛,11.46,9.9,27.89,20.67,14.9,40.73,386.7,-4.0,41.1,32.41,22.19,90.4,418.072,482.796,0.0,-7.5,0.98,0.7,137.37,45.21,83.31,通信设备
29,601998,中信银行,82.76,111.22,100.47,86.8,111.9,82.25,8.86,0.57,6.87,91.21,0.66,75.67,8.152,7.661,1.0,8.68,0.77,0.88,4.89,98.43,97.11,银行Ⅱ
30,002371,北方华创,14.22,3.4,39.55,10.05,10.38,50.82,667.0,-0.1,85.16,42.4,11.94,78.61,723.987,740.452,0.0,-7.87,0.82,0.56,38.97,72.64,88.35,半导体
31,603259,药明康德,21.76,72.49,83.92,6.74,81.16,85.29,155.99,1.03,21.58,30.25,5.61,49.04,159.356,132.738,1.0,-2.11,1.2,0.67,65.32,50.58,75.95,医疗服务
32,002475,立讯精密,91.7,32.75,26.64,91.52,16.66,33.7,57.08,0.28,24.82,30.13,4.74,33.65,56.173,60.818,0.0,1.61,0.85,0.74,52.59,51.74,50.99,消费电子
33,600030,中信证券,74.81,12.0,75.29,111.12,19.76,80.67,27.47,-1.96,10.82,0.19,1.45,43.82,27.599,27.903,0.0,-0.47,0.81,0.92,28.43,0.33,62.64,证券Ⅱ
34,688347,华虹宏力,81.26,-0.72,39.08,95.53,-2.4,48.63,243.2,-2.85,602.75,67.96,8.94,93.16,251.976,284.639,0.0,-3.48,0.62,0.45,26.15,67.96,93.16,半导体
35,688235,百济神州,7.87,37.97,58.01,1.97,63.07,51.78,268.21,0.57,96.61,88.9,11.68,73.78,284.416,262.818,1.0,-5.7,0.89,0.54,8.32,88.9,73.78,化学制药
36,603993,洛阳钼业,28.02,50.42,7.12,62.52,61.27,11.57,18.46,-3.15,14.2,11.98,4.4,89.12,19.119,18.821,1.0,-3.45,0.81,0.82,37.91,20.83,85.7,工业金属
37,601166,兴业银行,42.08,43.14,38.39,31.16,46.87,33.91,17.9,-0.28,5.02,37.4,0.45,5.13,18.061,17.882,1.0,-0.89,0.47,0.67,12.72,59.26,8.93,银行Ⅱ
38,600183,生益科技,78.12,66.33,60.86,84.95,46.57,60.65,144.98,0.39,67.79,97.2,19.03,98.48,137.623,143.636,0.0,5.35,0.74,0.89,95.53,95.12,97.36,元件
39,601319,中国人保,100.88,80.64,34.18,107.01,56.06,16.99,7.92,0.13,6.16,0.16,1.03,31.03,7.135,7.08,1.0,11.0,1.06,1.83,11.15,0.25,48.51,保险Ⅱ
40,601869,长飞光纤,61.84,66.32,52.25,65.94,47.38,53.43,407.8,1.94,98.07,87.87,20.63,96.55,372.273,403.053,0.0,9.54,0.79,0.87,50.89,80.25,94.38,通信设备
41,002384,东山精密,7.58,14.63,47.92,24.6,21.77,55.73,183.43,-2.79,93.72,88.93,13.79,95.91,197.136,218.742,0.0,-6.95,0.79,0.54,82.09,80.74,92.89,元件
42,688012,中微公司,8.25,14.12,48.37,27.78,21.83,59.06,343.88,-1.89,77.85,42.25,10.97,71.35,368.691,376.361,0.0,-6.73,0.73,0.46,38.74,60.33,94.21,半导体
43,002415,海康威视,84.35,40.47,77.57,113.22,45.3,87.52,35.18,-2.06,19.62,10.36,3.82,24.0,35.207,34.144,1.0,-0.08,0.91,0.48,15.73,18.02,41.74,计算机设备
44,601601,中国太保,93.4,93.96,19.11,106.81,81.02,10.43,32.83,-0.73,5.6,1.81,0.99,14.97,31.125,30.553,1.0,5.48,0.92,0.87,13.77,3.14,26.03,保险Ⅱ
45,601211,国泰海通,73.21,-1.58,44.93,106.03,6.42,45.84,17.61,-1.84,9.58,3.8,0.94,26.47,17.841,18.144,0.0,-1.29,0.73,0.7,10.3,6.61,46.03,证券Ⅱ
46,600000,浦发银行,85.55,69.83,29.77,90.22,62.49,23.76,9.28,-0.75,6.03,69.63,0.41,30.42,9.153,8.958,1.0,1.39,0.74,0.87,6.25,57.69,52.89,银行Ⅱ
47,600276,恒瑞医药,0.51,-11.83,-2.89,3.67,2.39,8.04,45.57,-1.43,39.15,2.09,4.69,0.05,50.227,51.836,0.0,-9.27,0.79,0.65,25.09,3.64,0.08,化学制药
48,300059,东方财富,53.94,2.43,21.01,94.87,14.28,25.81,18.91,-2.53,20.52,1.47,3.04,8.6,19.407,19.752,0.0,-2.56,0.81,0.87,38.65,2.56,14.96,证券Ⅱ
49,000858,五 粮 液,22.59,29.88,7.15,55.52,40.38,9.21,70.82,-1.41,21.01,23.53,2.32,0.33,72.833,73.331,0.0,-2.76,1.01,0.81,18.64,32.64,0.58,白酒Ⅱ
50,603986,兆易创新,58.86,2.97,14.68,65.86,-0.67,27.43,388.86,-1.05,34.52,11.22,7.34,42.49,405.254,505.699,0.0,-4.05,0.65,0.38,81.92,19.5,72.89,半导体
51,300394,天孚通信,16.39,79.11,40.32,21.08,74.66,43.35,250.0,-0.7,117.43,94.77,43.64,95.82,256.341,256.746,0.0,-2.47,1.13,0.83,102.14,90.91,92.73,通信设备
52,688802,沐曦股份-U,30.48,-5.13,42.49,33.47,-1.83,54.37,664.15,-1.28,29868.55,98.84,19.16,39.31,707.355,759.571,0.0,-6.11,0.96,0.7,5.95,98.84,39.31,半导体
53,600150,中国船舶,67.31,40.35,27.49,85.54,45.25,31.08,33.93,-1.45,18.21,25.43,1.68,20.29,34.004,34.416,0.0,-0.22,0.99,0.92,24.17,0.08,5.62,航海装备Ⅱ
54,601225,陕西煤业,40.51,93.52,86.89,75.38,109.43,86.58,26.1,-2.32,12.4,89.45,2.5,89.5,25.951,24.281,1.0,0.57,1.15,1.08,11.56,81.65,81.74,煤炭开采
