日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-09-02,1298626.0,995862.0,18182.0,18204.0,1.83,1541,3901,106,67,13,28.3,-0.95,3.11,71.0,28.3,49.7,温和
