排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业,入选标签
94,300274,阳光电源,-8.17,-1.05,-18.32,-5.89,7.13,-9.84,86.4,-3.28,16.31,25.76,3.57,31.8,108.84,120.868,0.0,-20.62,0.66,0.92,47.13,30.33,5.7,光伏设备,三周期新低 / 估值+超卖双低
47,600276,恒瑞医药,0.51,-11.83,-2.89,3.67,2.39,8.04,45.57,-1.43,39.15,2.09,4.69,0.05,50.227,51.836,0.0,-9.27,0.79,0.65,25.09,3.64,0.08,化学制药,三周期共振超卖 / 估值+超卖双低
19,002594,比亚迪,-9.45,38.73,31.12,6.67,82.62,37.48,86.8,-2.15,26.89,23.38,3.3,26.05,90.021,89.199,1.0,-3.58,1.06,1.02,30.3,40.66,0.74,乘用车,估值+超卖双低 / 多头回踩MA20
74,000651,格力电器,-0.59,65.91,87.48,15.42,79.54,92.37,38.48,-0.18,7.73,27.14,1.45,3.14,38.738,37.602,1.0,-0.67,0.58,0.63,11.82,46.53,5.45,白色家电,估值+超卖双低 / 多头回踩MA20
91,600406,国电南瑞,8.75,39.81,4.05,28.17,53.27,9.92,22.59,-1.44,21.6,12.26,3.48,25.9,23.431,23.18,1.0,-3.59,0.95,0.64,7.86,0.66,1.57,电网设备,估值+超卖双低 / 多头回踩MA20
81,603288,海天味业,4.58,12.44,25.29,6.85,32.4,34.53,33.87,-0.38,27.08,0.48,5.07,2.14,35.427,35.201,1.0,-4.39,0.49,0.68,4.19,0.83,3.72,调味发酵品Ⅱ,估值+超卖双低 / 多头回踩MA20
95,601668,中国建筑,8.83,33.97,37.06,21.84,60.92,36.05,4.32,-0.92,5.64,77.57,0.36,0.05,4.435,4.434,1.0,-2.59,1.01,1.1,11.04,99.83,0.08,房屋建设Ⅱ,多头回踩MA20
36,603993,洛阳钼业,28.02,50.42,7.12,62.52,61.27,11.57,18.46,-3.15,14.2,11.98,4.4,89.12,19.119,18.821,1.0,-3.45,0.81,0.82,37.91,20.83,85.7,工业金属,多头回踩MA20
18,601899,紫金矿业,22.21,91.4,34.93,43.56,107.97,28.84,32.95,-2.31,12.95,7.84,4.34,81.56,33.645,30.377,1.0,-2.07,0.99,0.82,77.62,13.64,82.23,工业金属,多头回踩MA20
31,603259,药明康德,21.76,72.49,83.92,6.74,81.16,85.29,155.99,1.03,21.58,30.25,5.61,49.04,159.356,132.738,1.0,-2.11,1.2,0.67,65.32,50.58,75.95,医疗服务,多头回踩MA20
