排名,代码,名称,最新价,总市值,流通市值
1,688825,长鑫科技,54.3,3631632113981,244515016125
2,601398,工商银行,7.52,2680175053309,2027483838293
3,601939,建设银行,9.96,2605539799332,95552829756
4,601288,农业银行,6.48,2267890059497,2068702485835
5,600941,中国移动,95.99,2081755688466,86656687553
6,601857,中国石油,10.63,1945512994205,1721231687205
7,300750,宁德时代,405.2,1874720573179,1726184828899
8,601988,中国银行,5.73,1846277119694,1207686400068
9,600519,贵州茅台,1306.45,1633169107626,1633169107626
10,600938,中国海油,30.69,1458694287769,91763100000
11,601138,工业富联,65.92,1308122563361,1308122563361
12,300308,中际旭创,947.74,1108604308661,1051934325202
13,601628,中国人寿,38.05,1075472025250,792335316500
14,688981,中芯国际,125.45,1073984915906,250845121772
15,600036,招商银行,38.94,982060787703,803291096065
16,601318,中国平安,54.02,978174820570,575856715784
17,601088,中国神华,43.0,932645675072,709114632065
18,601899,紫金矿业,34.1,906743368610,702521146074
19,002594,比亚迪,90.82,828023882853,316654238070
20,688256,寒武纪,1136.9,714306276456,714306276456
21,600900,长江电力,27.76,679237723796,679237723796
22,688041,海光信息,288.85,671385057585,671385057585
23,000333,美的集团,85.47,651963090258,588378240425
24,601328,交通银行,6.93,612361024665,180682006213
25,600028,中国石化,4.98,602209060826,471867327368
26,601658,邮储银行,4.96,595671465320,359737891001
27,300502,新易盛,424.3,591583111021,532175371939
28,601728,中国电信,6.23,570089474095,483633209795
29,002371,北方华创,734.2,532801010640,532375650402
30,603259,药明康德,147.5,440104180363,364808836285
31,688347,华虹宏力,252.5,438775916505,102956875000
32,603993,洛阳钼业,20.47,437941529303,357423439343
33,688235,百济神州,280.6,432765221789,32284505956
34,002475,立讯精密,55.87,431611268731,409251949245
35,601998,中信银行,7.55,420120975093,307760644617
36,600030,中信证券,28.18,417643009641,343135206447
37,601166,兴业银行,18.36,388550100659,388550100659
38,600276,恒瑞医药,53.54,355355681254,341531781750
39,002415,海康威视,38.44,352297662382,347731842212
40,002384,东山精密,188.83,345862450268,261779130954
41,688012,中微公司,358.0,342907560584,337306539604
42,300059,东方财富,20.36,322139989455,271873101999
43,601319,中国人保,7.19,317970492292,255228869832
44,601211,国泰海通,18.0,317319194106,242944383474
45,600000,浦发银行,9.26,308412062658,308412062658
46,601601,中国太保,32.02,308043333389,219178227389
47,600183,生益科技,122.79,298257360639,296138642151
48,000858,五 粮 液,75.5,293061404378,293054261021
49,688802,沐曦股份-U,726.03,290484603000,13452315828
50,688795,摩尔线程-U,593.13,278787836349,17927644884
51,603986,兆易创新,385.44,270480605905,257663531041
52,600150,中国船舶,35.2,264901869338,264901869338
53,000338,潍柴动力,30.22,261107467167,149782182649
54,688008,澜起科技,212.0,258754060452,242690078452
55,601869,长飞光纤,312.4,258637555739,126940089294
56,300408,三环集团,128.19,254823987605,239690458957
57,601816,京沪高铁,5.07,248053194406,248053194406
58,688820,盛合晶微,132.22,246295991105,22861187457
59,002379,宏桥控股,18.84,245506266926,21409281507
60,002916,深南电路,349.18,237849751642,232138163751
61,300394,天孚通信,216.85,236545421417,236016948643
62,601919,中远海控,15.4,235129093661,193370669261
63,600309,万华化学,74.45,233063612556,233063612556
64,300476,胜宏科技,236.35,232281190553,204488825251
65,601225,陕西煤业,23.89,231613550000,231613550000
66,000651,格力电器,40.27,225568609190,222371321518
67,300274,阳光电源,108.25,224425136648,171849762461
68,002463,沪电股份,115.6,222456424877,222276892182
69,002714,牧原股份,38.36,221452129437,125839951268
70,000725,京东方Ａ,5.97,221154638542,211141790678
71,000001,平安银行,11.25,218316579728,218313007346
72,603288,海天味业,36.97,216341968180,205575402112
73,688808,联讯仪器,2079.0,213444000693,40116683376
74,600919,江苏银行,11.6,212875363771,212875363771
75,002938,鹏鼎控股,91.13,211197115644,210585597529
76,600690,海尔智家,22.34,209496246381,139692654702
77,002142,宁波银行,31.65,209003648567,208872343763
78,601066,中信建投,26.03,201906765566,169082317041
79,003816,中国广核,3.99,201490283289,156947419539
80,601336,新华保险,63.31,197498495246,132029164615
81,600406,国电南瑞,24.54,197099296068,196520643015
82,688072,拓荆科技,677.88,197045469674,191631938975
83,600188,兖矿能源,19.34,194112718067,115292548067
84,601668,中国建筑,4.58,189247388234,189247388234
85,301666,大普微-UW,433.34,189029997442,11490592076
86,300760,迈瑞医疗,154.3,187079707094,186918909367
87,300433,蓝思科技,35.09,185231017128,174386773316
88,001248,华润新能,13.7,182506096182,14554931937
89,300033,同花顺,242.33,182387251200,106240116790
90,600025,华能水电,9.75,181653169006,181653169006
91,601985,中国核电,8.82,181409778293,166550572527
92,601818,光大银行,3.07,181392641757,142468923772
93,600031,三一重工,19.62,180405987054,166267532526
94,600930,华电新能,4.3,179371428570,46195740375
95,002352,顺丰控股,34.01,179073127733,163217909959
96,601688,华泰证券,19.77,178461097049,144454607756
97,001399,惠科股份,24.01,177849326686,10337907211
98,601898,中煤能源,13.34,176870569756,122087685336
99,301377,鼎泰高科,416.07,176432375689,41133068809
100,603268,松发股份,172.87,176105597591,40321891543
