排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,00700,腾讯控股,426.0,-1.71,38745.07,69.06,14.52,2.96,9.9663537853,0.0,0.0,0.0,0.0
2,00005,汇丰控股,159.8,-0.68,27420.05,12.98,14.54,2.02,7.4073136207,0.0,0.0,0.0,0.0
3,01398,工商银行,7.52,-0.2,26801.75,8.17,6.33,0.59,4.052663012,0.0,0.0,0.0,0.0
4,00939,建设银行,9.675,0.42,25309.84,15.33,6.44,0.61,4.5376835478999995,0.0,0.0,0.0,0.0
5,03750,宁德时代,507.0,1.2,23460.08,15.45,24.35,5.37,12.0827161258,0.0,0.0,0.0,0.0
6,01288,农业银行,6.32,-0.63,22118.93,3.87,6.55,0.67,4.4593032714000005,0.0,0.0,0.0,0.0
7,09988,阿里巴巴-W,105.1,-1.04,20899.12,53.12,24.6,1.66,0.9987987878,0.0,0.0,0.0,0.0
8,03988,中国银行,5.99,0.17,19300.52,9.0,6.83,0.61,4.0097334841,0.0,0.0,0.0,0.0
9,00857,中国石油股份,9.56,-2.35,17496.81,7.02,8.73,0.93,6.3861639668,0.0,0.0,0.0,0.0
10,00941,中国移动,79.2,-0.19,17179.22,6.83,11.43,1.02,5.4714246401999995,0.0,0.0,0.0,0.0
11,03308,中际旭创,1150.0,1.14,13545.96,15.78,58.16,27.95,39.213740819499996,0.0,0.0,0.0,0.0
12,03968,招商银行,51.3,-0.1,12937.78,3.85,7.52,0.98,5.8401593944,0.0,0.0,0.0,0.0
13,00883,中国海洋石油,23.88,-1.97,11350.15,16.62,7.2,1.15,10.346972879299999,0.0,0.0,0.0,0.0
14,01088,中国神华,44.72,-1.15,9699.52,3.73,15.55,1.83,6.342903654400001,0.0,0.0,0.0,0.0
15,02318,中国平安,52.85,0.09,9569.89,12.07,5.28,0.81,9.1284065146,0.0,0.0,0.0,0.0
16,02899,紫金矿业,33.86,-1.63,9003.62,13.12,11.71,3.87,20.0147693811,0.0,0.0,0.0,0.0
17,02628,中国人寿,28.64,0.35,8095.01,10.87,2.89,1.06,21.35749495,0.0,0.0,0.0,0.0
18,01299,友邦保险,77.35,0.45,8003.13,14.73,12.85,2.51,10.2330680139,0.0,0.0,0.0,0.0
19,00300,美的集团,99.2,0.56,7568.21,2.83,14.96,3.08,12.1289184915,0.0,0.0,0.0,0.0
20,01211,比亚迪股份,81.15,2.46,7398.61,13.59,22.22,2.68,4.861201831100001,0.0,0.0,0.0,0.0
21,03328,交通银行,8.18,0.68,7228.16,2.4,6.54,0.54,3.737201525,0.0,0.0,0.0,0.0
22,01810,小米集团-W,26.14,-0.15,6733.54,23.19,18.0,2.17,5.2939105732,0.0,0.0,0.0,0.0
23,01658,邮储银行,5.42,0.46,6509.15,1.36,6.38,0.54,4.3711714694,0.0,0.0,0.0,0.0
24,02359,药明康德,198.0,1.49,5966.83,5.94,23.94,6.12,13.5914693084,0.0,0.0,0.0,0.0
25,09999,网易,185.1,-0.91,5939.41,9.2,16.06,3.09,10.7852666043,0.0,0.0,0.0,0.0
26,02388,中银香港,51.95,1.17,5492.56,6.42,13.17,1.52,6.5877436166,0.0,0.0,0.0,0.0
27,00386,中国石油化工股份,4.505,-2.17,5443.0,5.82,13.44,0.56,3.1847966031,0.0,0.0,0.0,0.0
28,00981,中芯国际,62.4,-1.96,5342.85,20.73,65.79,2.71,2.904731861,0.0,0.0,0.0,0.0
29,02888,渣打集团,243.4,-0.25,5305.24,2.21,12.56,1.47,6.6700750452,0.0,0.0,0.0,0.0
30,00388,香港交易所,388.6,-1.77,4926.81,23.79,24.88,8.12,17.7907965287,0.0,0.0,0.0,0.0
