排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
36,002384,东山精密,6.6,5.58,76.91,211.9,6.39,190.24,97.21,17.14,97.79
37,601166,兴业银行,82.15,92.98,26.92,18.3,-0.16,5.0,36.16,0.47,7.61
38,688012,中微公司,88.69,49.37,82.52,399.77,2.9,140.32,73.54,15.75,79.25
39,603259,药明康德,41.57,82.85,83.19,124.66,-0.27,18.48,18.09,4.42,32.57
40,600276,恒瑞医药,3.96,77.72,25.49,53.6,0.28,43.82,4.91,5.59,3.32
41,002415,海康威视,96.42,97.26,87.44,36.99,4.23,20.63,16.27,4.02,28.41
42,601211,国泰海通,89.6,80.04,46.19,18.95,-1.4,15.22,65.0,1.02,38.08
43,688802,沐曦股份-U,17.24,45.6,88.36,830.2,1.05,-506.52,8.22,25.36,85.62
44,601319,中国人保,64.18,98.31,2.25,7.44,-0.13,7.72,12.01,1.03,29.97
45,300059,东方财富,34.25,54.94,21.78,19.65,1.29,23.72,4.81,3.25,10.93
46,600183,生益科技,15.4,-4.64,63.99,125.99,6.13,77.9,98.07,17.07,98.07
47,603986,兆易创新,22.86,-12.19,54.25,434.03,-5.03,105.95,56.28,12.05,78.53
48,601601,中国太保,74.36,92.61,-1.26,31.62,-1.03,5.64,1.3,0.95,10.26
49,600000,浦发银行,65.33,93.13,7.41,9.05,0.11,5.99,68.27,0.4,26.14
50,000858,五 粮 液,59.47,50.49,6.62,73.9,0.45,22.76,32.26,2.24,0.72
51,688795,摩尔线程-U,12.14,2.76,39.25,605.86,0.97,-331.54,38.31,24.72,33.12
52,601869,长飞光纤,6.01,-18.75,61.64,335.89,1.28,240.31,94.34,19.54,96.14
53,688008,澜起科技,61.29,14.54,67.81,227.45,-2.66,108.54,82.77,13.32,86.42
54,688820,盛合晶微,32.53,3.93,,142.66,1.26,269.63,24.24,18.37,24.24
55,002379,宏桥控股,75.09,85.56,1.89,19.51,2.36,12.9,72.99,4.86,83.49
56,600150,中国船舶,78.72,16.95,28.14,33.53,1.42,22.32,26.1,1.69,20.37
57,000338,潍柴动力,119.88,26.0,67.17,28.45,3.01,21.74,95.47,2.58,88.25
58,601816,京沪高铁,83.68,98.63,51.83,4.99,-0.6,18.29,3.54,1.16,4.94
59,300274,阳光电源,98.04,6.63,17.92,116.21,2.46,20.2,41.65,4.95,49.74
60,002916,深南电路,48.77,8.22,69.75,353.44,6.2,66.24,96.82,13.31,92.2
61,601225,陕西煤业,45.09,69.69,49.9,24.56,-0.57,14.73,97.5,2.33,82.23
62,300476,胜宏科技,40.37,1.55,26.06,238.66,3.76,50.12,83.92,13.48,88.83
63,601919,中远海控,95.77,116.33,34.74,15.31,-0.07,9.33,58.59,0.99,30.52
64,600309,万华化学,90.26,79.45,26.16,74.15,0.54,17.63,62.69,2.08,9.15
65,688072,拓荆科技,65.74,62.43,84.06,791.9,0.11,140.0,85.12,31.76,98.55
66,300394,天孚通信,20.07,-7.13,48.81,209.19,2.84,105.07,94.42,38.16,94.75
67,002714,牧原股份,28.2,95.29,18.98,39.33,1.68,23.21,68.56,2.63,1.88
68,000651,格力电器,66.31,99.61,76.82,40.39,-0.17,7.75,27.88,1.49,5.01
69,002463,沪电股份,27.04,6.33,72.36,117.5,4.71,52.56,97.35,13.47,98.07
70,300408,三环集团,68.19,2.21,68.24,111.57,10.64,77.1,98.27,9.9,98.27
71,000725,京东方Ａ,24.41,6.95,58.57,5.97,3.11,37.17,57.49,1.62,73.38
72,688808,联讯仪器,96.21,27.11,,2151.28,10.04,808.36,68.25,215.25,68.25
73,002938,鹏鼎控股,32.49,8.16,70.47,93.29,5.54,58.24,97.9,6.24,95.74
74,000001,平安银行,90.46,98.12,47.44,11.11,0.09,5.01,27.49,0.46,5.39
75,301666,大普微-UW,54.89,-5.05,,489.15,0.72,16436.94,24.64,266.03,24.64
76,603288,海天味业,46.04,90.41,37.18,36.02,0.47,28.95,2.07,5.02,2.21
77,600919,江苏银行,68.98,79.62,86.46,11.48,-0.78,5.97,78.86,0.8,85.56
78,002142,宁波银行,58.24,94.45,69.93,31.89,-0.37,7.0,31.34,0.91,27.92
79,601066,中信建投,28.65,29.54,64.2,26.45,1.46,18.21,9.97,2.38,23.8
80,600690,海尔智家,79.11,101.37,12.77,21.87,0.51,10.96,5.49,1.64,3.8
81,003816,中国广核,53.11,33.55,27.38,4.03,-0.74,21.46,89.2,1.62,66.53
82,600188,兖矿能源,29.83,21.22,45.82,19.97,1.22,20.98,96.77,2.62,77.18
83,601336,新华保险,26.5,83.96,3.09,63.3,0.29,5.35,2.89,1.6,49.45
84,300433,蓝思科技,67.47,-0.95,51.16,36.63,-1.85,56.22,83.53,3.54,81.46
85,300604,长川科技,62.18,47.35,82.46,304.7,0.4,122.9,54.21,37.95,99.37
86,600406,国电南瑞,86.58,71.83,14.97,23.9,1.36,23.07,24.8,3.59,31.87
87,601668,中国建筑,74.78,108.84,32.14,4.63,-1.49,5.04,58.55,0.39,0.91
88,001399,惠科股份,46.38,-0.73,,26.21,4.42,50.54,31.82,7.24,31.82
89,601818,光大银行,66.08,97.08,24.72,3.17,0.63,4.95,44.82,0.37,2.74
90,600025,华能水电,30.7,89.51,53.53,9.89,-1.49,21.58,76.17,2.6,74.0
91,601898,中煤能源,68.15,32.12,12.57,13.84,1.24,10.33,49.98,1.12,85.99
92,688498,源杰科技,31.59,34.37,78.38,1473.01,5.97,515.07,70.0,72.64,97.13
93,601688,华泰证券,59.51,55.88,18.66,20.28,-0.59,10.44,26.58,1.03,41.69
94,601985,中国核电,47.53,45.32,65.97,8.86,-0.45,22.14,84.88,1.52,29.08
95,001248,华润新能,99.72,7.86,,13.97,10.0,33.81,61.11,1.96,61.11
96,300760,迈瑞医疗,50.68,82.52,13.76,148.56,1.49,22.98,3.81,4.49,1.69
97,600031,三一重工,67.73,93.92,9.58,19.4,-0.92,21.19,46.61,1.97,14.4
98,002352,顺丰控股,58.21,78.85,24.6,33.76,0.78,15.58,1.69,1.77,1.69
99,600930,华电新能,19.86,1.17,3.62,4.24,1.92,27.62,0.8,1.6,0.8
100,301377,鼎泰高科,41.46,8.67,62.44,414.38,4.48,282.67,96.75,60.56,96.75
